期間,進口合計_原始值,進口合計_年增率(%),進口合計_原始值,進口合計_年增率(%),進口-資本設備_原始值,進口-資本設備_年增率(%),進口-資本設備_原始值,進口-資本設備_年增率(%),進口-農工原料_原始值,進口-農工原料_年增率(%),進口-農工原料_原始值,進口-農工原料_年增率(%),進口-消費品_原始值,進口-消費品_年增率(%),進口-消費品_原始值,進口-消費品_年增率(%),出口合計_原始值,出口合計_年增率(%),出口合計_原始值,出口合計_年增率(%),出口-農產品_原始值,出口-農產品_年增率(%),出口-農產品_原始值,出口-農產品_年增率(%),出口-農產加工品_原始值,出口-農產加工品_年增率(%),出口-農產加工品_原始值,出口-農產加工品_年增率(%),出口-工業產品-小計_原始值,出口-工業產品-小計_年增率(%),出口-工業產品-小計_原始值,出口-工業產品-小計_年增率(%),出口-工業產品-重化工業產品_原始值,出口-工業產品-重化工業產品_年增率(%),出口-工業產品-重化工業產品_原始值,出口-工業產品-重化工業產品_年增率(%),出口-工業產品-非重化工業產品_原始值,出口-工業產品-非重化工業產品_年增率(%),出口-工業產品-非重化工業產品_原始值,出口-工業產品-非重化工業產品_年增率(%)
2000M11,"386,969",20.41,"12,017.7",18.88,"106,722",26.61,"3,314.3",25.00,"241,379",16.19,"7,496.2",14.71,"33,672",28.97,"1,045.7",27.32,"417,143",14.14,"12,995.1",12.68,564,-16.94,17.6,-17.76,"4,666",14.33,145.4,12.89,"411,912",14.20,"12,832.1",12.74,"307,572",19.52,"9,581.7",17.99,"104,340",0.95,"3,250.5",-0.33
2000M12,"345,951",5.91,"10,458.0",1.55,"87,152",-1.30,"2,634.5",-5.36,"223,462",7.62,"6,755.2",3.19,"31,382",15.60,948.7,10.86,"408,787",17.26,"12,395.0",12.42,890,10.97,27.0,6.30,"4,909",3.54,148.9,-0.67,"402,988",17.46,"12,219.2",12.62,"299,065",22.30,"9,068.1",17.26,"103,923",5.45,"3,151.1",1.10
2001M01,"308,611",-9.86,"9,351.9",-15.14,"76,703",-11.99,"2,324.3",-17.14,"201,265",-7.18,"6,099.0",-12.61,"26,768",-23.19,811.1,-27.68,"330,603",-12.48,"10,048.7",-17.62,647,-33.30,19.7,-37.06,"3,905",-19.20,118.7,-23.91,"326,051",-12.34,"9,910.4",-17.48,"237,043",-10.29,"7,205.0",-15.55,"89,008",-17.37,"2,705.4",-22.22
2001M02,"296,618",5.81,"9,138.0",0.40,"72,553",-4.84,"2,235.1",-9.71,"193,669",8.61,"5,966.4",3.05,"24,444",12.07,753.2,6.35,"335,947",18.96,"10,381.6",12.86,938,26.59,29.0,20.33,"3,373",0.72,104.2,-4.49,"331,636",19.16,"10,248.4",13.04,"247,750",23.74,"7,656.1",17.39,"83,886",7.42,"2,592.3",1.91
2001M03,"326,755",-8.36,"10,054.0",-13.18,"85,942",-4.52,"2,644.5",-9.53,"207,874",-10.01,"6,396.1",-14.75,"29,853",-3.78,918.5,-8.85,"388,170",3.46,"11,980.6",-2.00,"1,034",-4.08,31.9,-9.12,"4,129",8.00,127.4,2.25,"383,007",3.44,"11,821.2",-2.02,"278,769",4.10,"8,604.0",-1.39,"104,238",1.69,"3,217.2",-3.68
2001M04,"348,753",-6.53,"10,584.3",-13.25,"88,048",-8.97,"2,672.1",-15.51,"225,053",-6.37,"6,830.1",-13.10,"31,648",-2.01,960.6,-9.05,"365,247",-4.59,"11,118.6",-11.47,862,-31.10,26.2,-36.25,"5,485",29.61,167.0,20.32,"358,900",-4.88,"10,925.4",-11.75,"256,345",-4.76,"7,803.5",-11.63,"102,555",-5.18,"3,121.9",-12.02
2001M05,"296,228",-24.61,"8,990.2",-29.71,"70,799",-31.96,"2,148.7",-36.56,"190,643",-25.56,"5,785.8",-30.60,"28,399",-4.68,861.8,-11.15,"341,202",-17.11,"10,386.7",-22.73,"1,307",-12.22,39.8,-18.11,"4,897",-9.72,149.1,-15.81,"334,999",-17.22,"10,197.8",-22.84,"236,128",-16.59,"7,188.1",-22.25,"98,870",-18.69,"3,009.7",-24.21
2001M06,"296,514",-17.47,"8,708.2",-25.18,"78,943",-13.18,"2,318.4",-21.29,"187,407",-20.21,"5,503.9",-27.66,"27,385",-9.01,804.3,-17.51,"359,197",-8.14,"10,580.2",-16.75,"1,088",-6.13,32.1,-14.85,"4,983",-4.92,146.8,-13.80,"353,125",-8.19,"10,401.3",-16.79,"251,601",-9.33,"7,410.9",-17.82,"101,524",-5.26,"2,990.4",-14.13
2001M07,"321,125",-23.10,"9,251.7",-31.61,"81,775",-33.86,"2,355.9",-41.18,"205,515",-20.22,"5,920.9",-29.05,"29,884",-5.76,861.0,-16.19,"346,078",-19.22,"9,999.4",-28.18,"1,226",-10.45,35.4,-20.45,"4,531",-4.65,130.9,-15.22,"340,321",-19.41,"9,833.0",-28.35,"244,066",-20.78,"7,051.9",-29.57,"96,255",-15.71,"2,781.1",-25.06
2001M08,"268,757",-29.03,"7,745.2",-36.33,"58,280",-43.21,"1,679.6",-49.05,"177,142",-26.31,"5,105.0",-33.89,"30,157",0.52,869.0,-9.83,"337,592",-16.68,"9,757.0",-25.28,597,-17.66,17.2,-26.50,"4,994",17.70,144.3,5.56,"332,001",-17.04,"9,595.4",-25.60,"235,848",-19.29,"6,816.4",-27.62,"96,153",-10.95,"2,779.0",-20.14
2001M09,"270,332",-26.69,"7,806.3",-34.06,"54,175",-47.83,"1,564.3",-53.08,"187,235",-18.43,"5,406.8",-26.63,"25,973",-20.00,750.0,-28.04,"314,594",-23.76,"9,110.7",-31.45,518,-23.60,15.0,-31.19,"4,942",2.55,143.1,-7.80,"309,134",-24.07,"8,952.6",-31.73,"224,476",-25.88,"6,500.9",-33.35,"84,658",-18.82,"2,451.7",-27.00
2001M10,"338,598",-12.89,"9,783.2",-21.07,"76,940",-33.14,"2,223.1",-39.42,"222,064",-6.90,"6,416.2",-15.64,"35,482",14.20,"1,025.2",3.48,"408,496",-6.38,"11,837.0",-15.19,679,10.77,19.7,0.51,"5,227",11.40,151.5,0.93,"402,591",-6.59,"11,665.9",-15.39,"296,123",-8.30,"8,580.8",-16.94,"106,468",-1.48,"3,085.1",-10.76
2001M11,"276,211",-28.62,"7,992.2",-33.50,"65,578",-38.55,"1,897.4",-42.75,"178,853",-25.90,"5,175.1",-30.96,"26,261",-22.01,759.9,-27.33,"361,523",-13.33,"10,491.1",-19.27,727,28.90,21.1,19.89,"5,090",9.09,147.7,1.58,"355,705",-13.65,"10,322.3",-19.56,"266,657",-13.30,"7,738.2",-19.24,"89,048",-14.66,"2,584.1",-20.50
2001M12,"295,679",-14.53,"8,565.5",-18.10,"63,168",-27.52,"1,829.8",-30.54,"198,372",-11.23,"5,746.6",-14.93,"30,383",-3.18,880.2,-7.22,"365,636",-10.56,"10,622.8",-14.30,714,-19.78,20.7,-23.33,"5,250",6.95,152.5,2.42,"359,671",-10.75,"10,449.5",-14.48,"267,490",-10.56,"7,771.4",-14.30,"92,182",-11.30,"2,678.1",-15.01
2002M01,"259,857",-15.80,"7,416.0",-20.70,"60,883",-20.63,"1,737.5",-25.25,"165,550",-17.75,"4,724.6",-22.53,"29,046",8.51,829.0,2.21,"350,375",5.98,"10,027.9",-0.21,989,52.86,28.3,43.65,"4,688",20.05,134.2,13.06,"344,698",5.72,"9,865.4",-0.45,"257,326",8.56,"7,364.8",2.22,"87,371",-1.84,"2,500.6",-7.57
2002M02,"230,230",-22.38,"6,557.4",-28.24,"48,975",-32.50,"1,394.9",-37.59,"153,523",-20.73,"4,372.6",-26.71,"20,483",-16.20,583.3,-22.56,"290,094",-13.65,"8,286.1",-20.18,583,-37.85,16.6,-42.76,"3,783",12.16,108.1,3.74,"285,728",-13.84,"8,161.4",-20.36,"218,111",-11.96,"6,230.0",-18.63,"67,617",-19.39,"1,931.4",-25.49
2002M03,"358,810",9.81,"10,222.5",1.68,"79,089",-7.97,"2,253.3",-14.79,"245,087",17.90,"6,982.5",9.17,"31,864",6.74,907.8,-1.16,"416,101",7.20,"11,888.6",-0.77,"1,075",3.97,30.7,-3.76,"5,077",22.96,145.1,13.89,"409,950",7.03,"11,712.8",-0.92,"307,322",10.24,"8,780.6",2.05,"102,628",-1.54,"2,932.2",-8.86
2002M04,"343,744",-1.44,"9,804.5",-7.37,"75,989",-13.70,"2,167.4",-18.89,"232,858",3.47,"6,641.7",-2.76,"31,189",-1.45,889.6,-7.39,"393,081",7.62,"11,243.7",1.13,"1,240",43.85,35.5,35.50,"4,749",-13.42,135.8,-18.68,"387,091",7.85,"11,072.4",1.35,"283,312",10.52,"8,103.9",3.85,"103,779",1.19,"2,968.5",-4.91
2002M05,"329,459",11.22,"9,497.2",5.64,"65,809",-7.05,"1,897.0",-11.71,"227,671",19.42,"6,563.0",13.43,"29,988",5.60,864.5,0.31,"394,076",15.50,"11,392.8",9.69,"1,321",1.07,38.2,-4.02,"4,911",0.29,142.0,-4.76,"387,844",15.77,"11,212.6",9.95,"282,076",19.46,"8,154.8",13.45,"105,768",6.98,"3,057.8",1.60
2002M06,"331,745",11.88,"9,686.0",11.23,"69,646",-11.78,"2,033.4",-12.29,"226,931",21.09,"6,625.7",20.38,"31,316",14.35,914.4,13.69,"396,218",10.31,"11,602.3",9.66,"1,222",12.32,35.8,11.53,"4,812",-3.43,140.9,-4.02,"390,184",10.49,"11,425.6",9.85,"288,458",14.65,"8,446.8",13.98,"101,726",0.20,"2,978.8",-0.39
2002M07,"359,036",11.81,"10,704.7",15.71,"87,928",7.52,"2,621.7",11.28,"234,386",14.05,"6,988.3",18.03,"32,465",8.64,967.9,12.42,"385,994",11.53,"11,542.8",15.43,"1,390",13.38,41.6,17.51,"4,992",10.17,149.3,14.06,"379,612",11.55,"11,352.0",15.45,"278,292",14.02,"8,322.1",18.01,"101,319",5.26,"3,029.9",8.95
2002M08,"309,478",15.15,"9,164.3",18.32,"63,591",9.11,"1,883.1",12.12,"211,252",19.26,"6,255.6",22.54,"29,668",-1.62,878.5,1.09,"379,756",12.49,"11,278.8",15.60,805,34.84,23.9,38.95,"4,725",-5.39,140.3,-2.77,"374,226",12.72,"11,114.5",15.83,"279,233",18.40,"8,293.2",21.67,"94,993",-1.21,"2,821.3",1.52
2002M09,"363,465",34.45,"10,609.0",35.90,"73,248",35.21,"2,138.0",36.67,"250,637",33.86,"7,315.7",35.31,"33,182",27.76,968.5,29.13,"400,272",27.23,"11,717.6",28.61,753,45.37,22.0,46.67,"4,730",-4.29,138.5,-3.21,"394,790",27.71,"11,557.1",29.09,"296,613",32.14,"8,683.1",33.57,"98,177",15.97,"2,874.0",17.22
2002M10,"359,243",6.10,"10,252.4",4.80,"79,362",3.15,"2,264.9",1.88,"243,805",9.79,"6,957.9",8.44,"32,228",-9.17,919.7,-10.29,"415,144",1.63,"11,881.6",0.38,791,16.49,22.6,14.72,"5,302",1.43,151.7,0.13,"409,051",1.60,"11,707.2",0.35,"308,702",4.25,"8,835.2",2.96,"100,349",-5.75,"2,872.0",-6.91
2002M11,"326,405",18.17,"9,393.0",17.53,"70,147",6.97,"2,018.7",6.39,"217,422",21.56,"6,256.7",20.90,"30,930",17.78,890.0,17.12,"426,871",18.08,"12,319.5",17.43,946,30.12,27.3,29.38,"5,651",11.02,163.1,10.43,"420,275",18.15,"12,129.2",17.50,"321,718",20.65,"9,284.8",19.99,"98,557",10.68,"2,844.4",10.07
2002M12,"346,943",17.34,"9,938.2",16.03,"77,355",22.46,"2,215.8",21.10,"229,209",15.55,"6,565.8",14.26,"33,933",11.68,972.1,10.44,"422,422",15.53,"12,135.1",14.24,"1,275",78.57,36.6,76.81,"5,360",2.10,154.0,0.98,"415,786",15.60,"11,944.4",14.31,"316,057",18.16,"9,079.5",16.83,"99,729",8.19,"2,865.0",6.98
2003M01,"331,862",27.71,"9,547.3",28.74,"61,556",1.11,"1,770.9",1.92,"232,433",40.40,"6,686.8",41.53,"32,842",13.07,944.8,13.97,"362,878",3.57,"10,469.7",4.41,840,-15.07,24.2,-14.49,"5,155",9.96,148.7,10.80,"356,883",3.53,"10,296.7",4.37,"271,076",5.34,"7,821.0",6.19,"85,808",-1.79,"2,475.7",-1.00
2003M02,"294,329",27.84,"8,469.9",29.17,"58,411",19.27,"1,680.8",20.50,"210,171",36.90,"6,048.1",38.32,"23,252",13.52,669.2,14.73,"352,698",21.58,"10,178.9",22.84,"1,062",82.16,30.6,84.34,"3,760",-0.61,108.5,0.37,"347,875",21.75,"10,039.7",23.01,"270,728",24.12,"7,813.2",25.41,"77,147",14.09,"2,226.5",15.28
2003M03,"381,320",6.27,"10,982.7",7.44,"73,088",-7.59,"2,105.1",-6.58,"267,843",9.28,"7,714.3",10.48,"36,875",15.73,"1,062.0",16.99,"456,214",9.64,"13,177.8",10.84,"1,545",43.72,44.6,45.28,"5,148",1.40,148.7,2.48,"449,521",9.65,"12,984.4",10.86,"339,695",10.53,"9,812.1",11.75,"109,826",7.01,"3,172.3",8.19
2003M04,"365,552",6.34,"10,495.3",7.05,"64,847",-14.66,"1,861.9",-14.10,"264,637",13.65,"7,598.0",14.40,"32,534",4.31,934.0,4.99,"417,357",6.18,"12,017.2",6.88,"1,315",6.05,37.9,6.76,"5,436",14.47,156.5,15.24,"410,606",6.07,"11,822.8",6.78,"306,909",8.33,"8,837.0",9.05,"103,697",-0.08,"2,985.8",0.58
2003M05,"333,378",1.19,"9,566.1",0.73,"55,266",-16.02,"1,585.9",-16.40,"239,866",5.36,"6,882.8",4.87,"33,802",12.72,969.9,12.19,"406,188",3.07,"11,688.9",2.60,"1,313",-0.61,37.8,-1.05,"5,189",5.66,149.3,5.14,"399,686",3.05,"11,501.7",2.58,"298,886",5.96,"8,601.0",5.47,"100,800",-4.70,"2,900.7",-5.14
2003M06,"359,881",8.48,"10,368.2",7.04,"64,768",-7.00,"1,866.0",-8.23,"257,981",13.68,"7,432.5",12.18,"34,037",8.69,980.6,7.24,"418,088",5.52,"12,080.0",4.12,"1,232",0.82,35.6,-0.56,"4,900",1.83,141.6,0.50,"411,957",5.58,"11,902.8",4.18,"311,640",8.04,"9,004.3",6.60,"100,317",-1.39,"2,898.5",-2.70
2003M07,"359,257",0.06,"10,422.3",-2.64,"78,056",-11.23,"2,264.5",-13.62,"243,781",4.01,"7,072.3",1.20,"31,784",-2.10,922.0,-4.74,"417,927",8.27,"12,159.6",5.34,"1,582",13.81,46.0,10.58,"4,904",-1.76,142.7,-4.42,"411,441",8.38,"11,970.9",5.45,"314,129",12.88,"9,139.6",9.82,"97,312",-3.95,"2,831.3",-6.55
