期間,合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),台鐵_原始值,台鐵_年增率(%),台鐵_原始值,台鐵_年增率(%),台鐵_原始值,台鐵_年增率(%),台鐵_原始值,台鐵_年增率(%),高鐵_原始值,高鐵_年增率(%),高鐵_原始值,高鐵_年增率(%),高鐵_原始值,高鐵_年增率(%),高鐵_原始值,高鐵_年增率(%),捷運_原始值,捷運_年增率(%),捷運_原始值,捷運_年增率(%),捷運_原始值,捷運_年增率(%),捷運_原始值,捷運_年增率(%),捷運-台北_原始值,捷運-台北_年增率(%),捷運-台北_原始值,捷運-台北_年增率(%),捷運-台北_原始值,捷運-台北_年增率(%),捷運-台北_原始值,捷運-台北_年增率(%),捷運-高雄_原始值,捷運-高雄_年增率(%),捷運-高雄_原始值,捷運-高雄_年增率(%),捷運-高雄_原始值,捷運-高雄_年增率(%),捷運-高雄_原始值,捷運-高雄_年增率(%)
2001M11,"33,216",...,"917,839",...,27.6,...,...,--,"14,558",...,"772,303",...,53.1,...,"1,242,582",...,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"18,647",...,"145,464",...,7.8,...,"418,567",...,...,--,...,--,...,--,...,--
2001M12,"40,762",...,"1,020,662",...,25.0,...,...,--,"15,445",...,"824,376",...,53.4,...,"1,329,265",...,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"25,298",...,"196,146",...,7.8,...,"556,820",...,...,--,...,--,...,--,...,--
2002M01,"39,921",-3.68,"1,024,145",-8.21,25.7,-4.70,...,--,"14,293",-16.04,"828,622",-10.77,58.0,6.28,"1,345,041",-11.57,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"25,603",5.07,"195,376",4.91,7.6,-0.16,"542,435",-3.57,...,--,...,--,...,--,...,--
2002M02,"38,186",-12.49,"969,281",-9.89,25.4,2.97,...,--,"14,630",-13.45,"785,695",-9.69,53.7,4.35,"1,282,936",-9.68,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"23,473",-12.00,"182,519",-10.85,7.8,1.31,"576,358",-5.60,...,--,...,--,...,--,...,--
2002M03,"42,449",-4.17,"1,045,287",-4.60,24.6,-0.45,...,--,"15,222",-7.75,"833,552",-5.42,54.8,2.52,"1,345,098",-6.00,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"27,119",-2.05,"209,746",-1.33,7.7,0.74,"607,805",-3.44,...,--,...,--,...,--,...,--
2002M04,"40,500",-5.13,"996,996",-9.39,24.6,-4.49,...,--,"14,638",-10.83,"794,506",-11.37,54.3,-0.61,"1,278,447",-12.01,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"25,769",-1.52,"200,902",-0.56,7.8,0.97,"581,725",-0.68,...,--,...,--,...,--,...,--
2002M05,"41,684",-3.55,"999,700",-4.92,24.0,-1.43,...,--,"14,634",-9.20,"790,589",-6.26,54.0,3.24,"1,275,234",-6.95,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"27,020",-0.18,"208,534",0.53,7.7,0.71,"598,038",-0.06,...,--,...,--,...,--,...,--
2002M06,"39,152",-3.57,"981,055",-4.85,25.1,-1.33,...,--,"13,580",-7.51,"784,564",-5.82,57.8,1.82,"1,282,528",-7.51,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"25,533",-1.40,"195,629",-0.95,7.7,0.46,"578,014",-0.39,...,--,...,--,...,--,...,--
2002M07,"42,673",-0.72,"1,091,572",-0.30,25.6,0.42,...,--,"14,729",-4.06,"878,654",-0.64,59.7,3.56,"1,420,887",-0.81,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"27,890",1.15,"211,686",1.09,7.6,-0.06,"624,439",-0.81,...,--,...,--,...,--,...,--
2002M08,"43,345",-3.27,"1,083,750",-6.71,25.0,-3.56,...,--,"14,927",-6.23,"871,029",-7.32,58.4,-1.16,"1,415,853",-7.68,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"28,353",-1.82,"211,041",-4.77,7.4,-3.01,"640,286",-2.61,...,--,...,--,...,--,...,--
2002M09,"40,095",38.71,"964,836",33.35,24.1,-3.87,...,--,"14,313",13.38,"765,546",26.78,53.5,11.82,"1,250,407",27.12,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"25,747",58.19,"198,532",66.06,7.7,4.97,"567,765",61.21,...,--,...,--,...,--,...,--
2002M10,"43,754",47.55,"1,012,732",15.05,23.1,-22.03,...,--,"15,014",3.26,"788,403",3.81,52.5,0.53,"1,260,652",2.48,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"28,684",89.83,"223,367",84.93,7.8,-2.58,"625,673",84.21,...,--,...,--,...,--,...,--
2002M11,"43,197",30.05,"965,540",5.20,22.4,-19.11,...,--,"14,421",-0.94,"764,313",-1.03,53.0,-0.10,"1,233,454",-0.73,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"28,725",54.04,"200,255",37.67,7.0,-10.63,"617,025",47.41,...,--,...,--,...,--,...,--
2002M12,"45,507",11.64,"1,012,605",-0.79,22.3,-11.13,...,--,"14,940",-3.27,"780,186",-5.36,52.2,-2.16,"1,318,403",-0.82,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"30,516",20.63,"231,546",18.05,7.6,-2.14,"646,588",16.12,...,--,...,--,...,--,...,--
2003M01,"41,895",4.95,"1,015,385",-0.86,24.2,-5.53,...,--,"13,829",-3.24,"803,868",-2.99,58.1,0.26,"1,314,643",-2.26,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"28,014",9.42,"210,533",7.76,7.5,-1.52,"625,032",15.23,...,--,...,--,...,--,...,--
2003M02,"41,132",7.72,"985,943",1.72,24.0,-5.57,...,--,"14,778",1.01,"778,556",-0.91,52.7,-1.90,"1,267,171",-1.23,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"26,241",11.79,"205,738",12.72,7.8,0.83,"598,651",3.87,...,--,...,--,...,--,...,--
2003M03,"43,883",3.38,"1,006,302",-3.73,22.9,-6.87,...,--,"14,779",-2.91,"780,783",-6.33,52.8,-3.52,"1,253,387",-6.82,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"29,041",7.09,"224,553",7.06,7.7,-0.03,"636,769",4.77,...,--,...,--,...,--,...,--
2003M04,"39,257",-3.07,"888,898",-10.84,22.6,-8.02,...,--,"13,431",-8.24,"689,641",-13.20,51.3,-5.40,"1,119,488",-12.43,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"25,791",0.09,"198,627",-1.13,7.7,-1.22,"572,285",-1.62,...,--,...,--,...,--,...,--
2003M05,"28,171",-32.42,"574,558",-42.53,20.4,-14.96,...,--,"9,512",-35.00,"428,131",-45.85,45.0,-16.69,"686,764",-46.15,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"18,647",-30.99,"146,251",-29.87,7.8,1.62,"405,126",-32.26,...,--,...,--,...,--,...,--
2003M06,"31,509",-19.52,"736,333",-24.94,23.4,-6.74,...,--,"10,777",-20.64,"574,898",-26.72,53.3,-7.67,"949,101",-26.00,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"20,714",-18.88,"161,090",-17.66,7.8,1.51,"453,731",-21.50,...,--,...,--,...,--,...,--
2003M07,"39,782",-6.77,"1,000,389",-8.35,25.1,-1.69,...,--,"13,622",-7.52,"799,116",-9.05,58.7,-1.66,"1,295,718",-8.81,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"26,105",-6.40,"200,117",-5.47,7.7,1.00,"571,383",-8.50,...,--,...,--,...,--,...,--
2003M08,"40,993",-5.43,"1,036,530",-4.36,25.3,1.13,...,--,"13,987",-6.29,"828,778",-4.85,59.3,1.54,"1,373,262",-3.01,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"26,947",-4.96,"206,511",-2.15,7.7,2.96,"605,729",-5.40,...,--,...,--,...,--,...,--
2003M09,"41,221",2.81,"978,867",1.45,23.7,-1.32,...,--,"14,235",-0.54,"770,186",0.61,54.1,1.16,"1,267,152",1.34,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"26,920",4.56,"207,886",4.71,7.7,0.15,"584,196",2.89,...,--,...,--,...,--,...,--
2003M10,"43,661",-0.21,"1,015,221",0.25,23.3,0.46,...,--,"14,476",-3.58,"786,005",-0.30,54.3,3.40,"1,274,290",1.08,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"29,091",1.42,"228,269",2.19,7.8,0.77,"643,659",2.87,...,--,...,--,...,--,...,--
2003M11,"42,138",-2.45,"954,553",-1.14,22.7,1.35,...,--,"13,860",-3.89,"736,133",-3.69,53.1,0.21,"1,206,351",-2.20,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"28,189",-1.86,"217,577",8.65,7.7,10.71,"588,187",-4.67,...,--,...,--,...,--,...,--
2003M12,"44,697",-1.78,"984,695",-2.76,22.0,-0.99,...,--,"14,138",-5.37,"750,297",-3.83,53.1,1.62,"1,225,207",-7.07,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"30,489",-0.09,"233,605",0.89,7.7,0.98,"693,440",7.25,...,--,...,--,...,--,...,--
2004M01,"40,271",-3.88,"1,015,621",0.02,25.2,4.06,...,--,"13,532",-2.15,"811,373",0.93,60.0,3.15,"1,352,588",2.89,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"26,616",-4.99,"203,063",-3.55,7.6,1.52,"584,627",-6.46,...,--,...,--,...,--,...,--
2004M02,"42,592",3.55,"936,564",-5.01,22.0,-8.26,...,--,"13,935",-5.70,"717,436",-7.85,51.5,-2.28,"1,173,323",-7.41,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"28,581",8.92,"218,285",6.10,7.6,-2.59,"626,352",4.63,...,--,...,--,...,--,...,--
2004M03,"44,471",1.34,"1,000,369",-0.59,22.5,-1.90,...,--,"14,134",-4.37,"769,484",-1.45,54.4,3.05,"1,258,750",0.43,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"30,223",4.07,"229,518",2.21,7.6,-1.79,"650,144",2.10,...,--,...,--,...,--,...,--
2004M04,"42,416",8.05,"975,734",9.77,23.0,1.59,...,--,"13,746",2.34,"754,460",9.40,54.9,6.90,"1,231,408",10.00,...,--,...,--,...,--,-,--,...,--,...,--,...,--,...,--,"28,548",10.69,"219,875",10.70,7.7,0.01,"619,744",8.29,...,--,...,--,...,--,...,--
