期間,大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%)
2002M02,"4,085",3.89,"116,703",-3.96,"7,632",-21.56,"217,389",-27.50,"3,392",3.95,"96,884",-3.91,"6,704",-22.27,"190,948",-28.14,9,-73.53,268,-74.52,0,--,0,-100.00,3,50.00,93,27.40,0,--,0,--,2,-33.33,64,-23.81,0,--,0,-100.00,1,--,15,--,0,--,0,-100.00,5,0.00,152,8.57,176,-21.78,"5,020",-27.67,427,-0.70,"12,185",-8.36,713,-16.12,"20,306",-22.45,23,76.92,645,55.42,38,35.71,"1,072",22.23,10,25.00,300,24.48,0,--,5,--,28,-3.45,807,-10.43,0,--,0,--,0,-100.00,12,-58.62,0,--,0,--,2,--,51,363.64,0,--,2,--,2,--,44,388.89,0,-100.00,0,-100.00,0,--,0,--,0,--,0,--,26,--,747,--,0,--,0,-100.00
2002M03,"5,673",18.96,"162,099",10.11,"11,082",13.86,"315,715",5.41,"4,701",19.65,"134,307",10.75,"9,788",14.44,"278,859",5.96,21,-32.26,612,-36.58,1,--,15,150.00,2,--,53,783.33,0,--,0,--,1,-75.00,39,-71.11,0,--,1,--,0,--,0,--,0,--,0,-100.00,7,-12.50,209,-12.55,219,3.30,"6,233",-4.53,584,20.16,"16,680",11.28,"1,019",5.71,"29,034",-2.14,20,11.11,583,5.23,49,"2,350.00","1,387","2,067.19",10,233.33,278,186.60,0,--,1,-50.00,69,"2,200.00","1,965","2,059.34",0,--,0,-100.00,1,-50.00,19,-71.64,0,--,0,--,4,300.00,118,268.75,0,--,0,--,1,0.00,39,-4.88,0,--,0,-100.00,0,--,0,--,0,--,0,--,0,--,2,--,0,--,3,--
2002M04,"5,804",32.36,"166,000",24.39,"9,407",-15.86,"268,305",-20.92,"4,750",31.40,"135,865",23.48,"7,745",-19.84,"220,905",-24.66,29,-17.14,822,-22.60,0,-100.00,0,-100.00,5,66.67,156,60.82,0,--,0,--,4,-50.00,118,-51.44,0,--,11,175.00,1,--,20,--,0,--,0,-100.00,7,40.00,198,42.45,376,30.56,"10,731",22.89,610,32.61,"17,439",24.54,"1,230",3.45,"35,070",-2.82,24,-4.00,681,-9.68,42,16.67,"1,194",8.35,9,0.00,270,0.75,0,--,0,-100.00,14,"1,300.00",391,"1,600.00",11,--,322,--,1,--,32,--,0,--,0,--,1,-50.00,36,-30.77,0,--,0,--,3,200.00,87,102.33,0,--,0,--,0,--,0,--,0,--,0,--,130,--,"3,704",--,0,-100.00,0,-100.00
2002M05,"5,208",17.35,"150,520",11.38,"10,340",-2.06,"298,115",-6.98,"4,295",25.81,"124,156",19.48,"8,821",-3.73,"254,285",-8.56,30,15.38,878,10.72,0,--,3,200.00,3,50.00,75,29.31,0,--,0,--,4,33.33,113,16.49,0,--,5,66.67,0,-100.00,0,-100.00,0,--,0,--,7,75.00,203,51.49,264,-14.29,"7,619",-18.55,606,39.31,"17,510",32.20,"1,245",23.63,"35,887",17.38,20,25.00,573,15.76,2,-97.26,63,-97.15,2,-71.43,53,-76.75,0,--,5,--,2,-84.62,44,-88.69,0,--,2,-86.67,1,0.00,27,17.39,0,-100.00,1,-96.67,2,--,64,"3,100.00",0,--,0,--,2,-33.33,66,-29.79,7,133.33,205,109.18,0,--,0,--,0,--,0,--,15,--,438,"5,375.00",0,--,0,-100.00
2002M06,"5,383",1.28,"157,654",0.70,"10,585",8.45,"309,077",7.83,"4,406",14.47,"129,023",13.80,"9,010",6.16,"263,064",5.54,26,-21.21,761,-21.79,2,--,56,833.33,3,50.00,80,31.15,0,--,0,--,3,-57.14,96,-54.07,0,--,8,--,0,--,6,--,0,--,0,--,6,-25.00,172,-30.36,315,7.14,"9,203",6.71,622,2.64,"18,214",2.08,"1,214",26.46,"35,449",25.75,17,0.00,493,-2.18,40,"3,900.00","1,181","2,852.50",11,-21.43,309,-23.89,1,--,32,--,0,-100.00,7,-87.50,0,--,1,0.00,0,-100.00,15,-11.76,2,--,46,--,9,125.00,271,141.96,0,--,0,--,2,-33.33,70,-25.53,0,-100.00,1,-96.88,0,--,0,--,0,--,0,--,72,111.76,"2,109",110.27,0,-100.00,1,-99.61
2002M07,"6,131",14.11,"183,341",18.14,"9,902",-9.26,"295,259",-6.10,"5,053",22.82,"151,117",27.13,"8,432",-10.01,"251,410",-6.87,61,103.33,"1,817",110.79,1,--,33,135.71,5,0.00,159,20.45,0,--,0,--,3,-25.00,91,-12.50,0,--,2,--,0,--,0,--,1,0.00,36,50.00,3,-25.00,101,-20.47,312,2.30,"9,293",5.70,646,11.57,"19,314",15.48,"1,054",-10.53,"31,424",-7.42,27,-34.15,817,-30.29,95,66.67,"2,842",73.40,7,-30.00,221,-23.53,0,--,1,-83.33,44,-40.54,"1,303",-38.71,0,--,0,--,1,0.00,17,-48.48,0,--,0,--,3,-25.00,78,-33.90,0,--,3,--,3,200.00,76,153.33,7,--,206,"20,500.00",0,--,0,--,0,--,0,--,73,"7,200.00","2,178","10,271.43",0,-100.00,0,-100.00
2002M08,"5,761",16.34,"171,102",19.50,"8,738",-9.54,"258,725",-7.06,"4,783",19.04,"142,067",22.32,"7,464",-9.54,"221,033",-7.05,33,-10.81,985,-8.88,0,--,12,--,3,200.00,81,145.45,0,--,0,--,4,100.00,112,133.33,0,--,1,--,0,--,13,--,0,--,0,-100.00,8,0.00,245,0.41,336,17.07,"9,937",19.98,646,-1.97,"19,187",0.68,930,-12.92,"27,528",-10.53,14,27.27,409,25.85,2,-95.92,48,-96.59,4,-82.61,114,-82.83,3,200.00,86,405.88,5,-16.67,149,-10.78,0,-100.00,0,-100.00,2,--,52,271.43,0,--,0,--,71,"3,450.00","2,106","3,531.03",0,--,7,--,2,100.00,51,37.84,1,--,25,--,0,--,0,-100.00,0,--,0,--,20,-13.04,592,-9.48,0,-100.00,1,-98.04
2002M09,"6,194",32.35,"181,295",33.70,"9,661",12.53,"281,997",13.75,"5,018",31.95,"146,896",33.37,"8,577",13.33,"250,355",14.56,60,66.67,"1,750",66.51,0,-100.00,2,-96.08,1,-75.00,43,-65.04,0,--,0,--,2,-33.33,56,-44.55,0,--,5,150.00,0,--,0,--,0,--,8,--,10,25.00,283,15.51,282,8.46,"8,232",9.56,681,13.12,"19,946",14.40,779,10.18,"22,738",11.42,41,192.86,"1,200",196.30,19,-34.48,563,-33.14,5,-78.26,133,-79.69,3,--,78,609.09,88,"8,700.00","2,573","8,200.00",0,-100.00,0,-100.00,1,--,27,--,0,--,0,--,4,33.33,131,33.67,0,--,0,--,3,50.00,75,10.29,0,--,0,--,0,--,0,--,0,--,0,--,108,66.15,"3,160",67.37,0,-100.00,0,-100.00
2002M10,"6,474",13.44,"185,281",12.03,"10,930",-1.84,"311,907",-3.05,"5,318",15.63,"152,199",14.19,"9,668",0.41,"275,911",-0.82,62,6.90,"1,787",7.20,1,-98.78,23,-99.03,3,50.00,89,50.85,1,--,17,--,4,0.00,118,0.00,0,--,0,--,0,--,2,--,0,--,0,--,7,0.00,186,-10.58,230,13.86,"6,557",12.49,766,9.27,"21,911",7.93,980,-13.50,"27,963",-14.58,16,-55.56,454,-56.47,40,-14.89,"1,147",-15.04,18,-56.10,527,-56.12,1,0.00,15,-54.55,33,230.00,937,209.24,0,-100.00,0,-100.00,3,--,81,710.00,0,--,4,-33.33,5,150.00,154,185.19,0,--,3,--,5,150.00,132,164.00,8,--,229,--,0,-100.00,0,-100.00,0,--,0,--,0,--,6,--,0,-100.00,11,-84.06
2002M11,"6,588",25.03,"190,149",24.30,"7,956",-5.50,"228,906",-6.03,"5,525",27.33,"159,437",26.61,"6,896",-6.90,"198,440",-7.42,23,-36.11,664,-37.06,0,--,0,-100.00,2,100.00,58,152.17,1,--,17,--,3,-25.00,90,-29.13,0,--,8,--,0,--,0,-100.00,0,--,0,--,10,233.33,286,180.39,206,21.89,"5,923",21.45,682,5.41,"19,679",4.79,836,0.97,"24,053",0.39,49,81.48,"1,426",80.05,15,"1,400.00",418,"1,717.39",6,-57.14,168,-57.89,1,--,16,--,91,"1,416.67","2,635","1,388.70",0,-100.00,0,-100.00,2,-33.33,69,-20.69,1,0.00,21,-50.00,5,66.67,145,45.00,0,--,0,--,15,650.00,433,766.00,0,-100.00,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,-100.00,0,-100.00,1,-99.24
2002M12,"5,361",-2.99,"153,989",-4.09,"9,250",7.63,"264,987",6.43,"4,243",9.92,"121,883",8.68,"7,852",5.40,"224,922",4.22,23,-28.13,666,-28.08,1,--,42,223.08,2,-50.00,55,-55.65,0,--,0,--,6,100.00,172,104.76,0,--,0,--,0,--,0,--,0,--,0,-100.00,6,0.00,167,-11.17,363,116.07,"10,405",113.39,663,29.75,"19,058",28.45,963,7.36,"27,600",6.22,23,21.05,653,17.03,58,-17.14,"1,664",-18.19,9,-18.18,258,-16.77,5,--,142,--,10,-41.18,296,-39.22,0,--,0,-100.00,4,100.00,123,132.08,0,--,1,-83.33,3,-40.00,78,-45.45,0,--,0,--,3,200.00,79,102.56,1,0.00,19,-26.92,0,--,0,--,0,--,0,--,200,189.86,"5,747",187.64,6,0.00,164,-7.87
2003M01,"6,225",38.09,"179,581",39.14,"9,680",16.30,"278,517",17.24,"5,085",35.53,"146,712",36.61,"8,000",9.22,"230,163",10.10,21,-25.00,597,-26.30,0,--,1,-90.91,1,--,33,312.50,0,--,0,--,4,300.00,106,194.44,0,--,7,--,0,--,0,-100.00,0,--,0,--,6,0.00,162,2.53,301,296.05,"8,650",296.79,892,95.19,"25,733",96.60,"1,319",49.04,"37,936",50.22,23,-4.17,664,-3.35,56,55.56,"1,622",57.94,12,-40.00,348,-40.61,3,--,99,"1,000.00",4,-71.43,126,-68.50,0,--,0,--,0,-100.00,10,-91.80,0,--,0,--,3,200.00,72,227.27,0,--,8,--,3,50.00,73,12.31,0,--,0,--,0,--,0,--,0,--,0,--,0,-100.00,1,-99.74,0,--,0,--
2003M02,"5,234",28.13,"151,075",29.45,"7,835",2.66,"225,442",3.70,"4,118",21.40,"118,853",22.68,"6,693",-0.16,"192,592",0.86,15,66.67,447,66.79,0,--,1,--,5,66.67,153,64.52,0,--,0,--,2,0.00,61,-4.69,0,--,0,--,0,-100.00,0,-100.00,0,--,0,--,7,40.00,195,28.29,280,59.09,"8,058",60.52,488,14.29,"14,081",15.56,829,16.27,"23,852",17.46,26,13.04,753,16.74,26,-31.58,755,-29.57,43,330.00,"1,229",309.67,5,--,148,"2,860.00",112,300.00,"3,232",300.50,0,--,0,--,0,--,0,-100.00,0,--,0,--,2,0.00,63,23.53,0,--,5,150.00,0,-100.00,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,--,200,669.23,"5,772",672.69,1,--,16,--
2003M03,"6,637",16.99,"191,695",18.26,"10,650",-3.90,"306,705",-2.85,"4,979",5.91,"143,826",7.09,"9,125",-6.77,"262,813",-5.75,30,42.86,873,42.65,75,"7,400.00","2,147","14,213.33",1,-50.00,35,-33.96,3,--,92,--,4,300.00,109,179.49,0,--,0,-100.00,0,--,0,--,0,--,0,--,6,-14.29,161,-22.97,263,20.09,"7,586",21.71,686,17.47,"19,820",18.82,"1,117",9.62,"32,159",10.76,24,20.00,689,18.18,61,24.49,"1,753",26.39,9,-10.00,262,-5.76,4,--,109,"10,800.00",83,20.29,"2,387",21.48,1,--,16,--,1,0.00,22,15.79,0,--,0,--,3,-25.00,78,-33.90,0,--,0,--,3,200.00,94,141.03,0,--,0,--,0,--,0,--,0,--,0,--,255,--,"7,366","368,200.00",0,--,0,-100.00
2003M04,"7,021",20.97,"202,165",21.79,"10,190",8.32,"292,572",9.04,"5,556",16.97,"159,969",17.74,"8,467",9.32,"243,083",10.04,29,0.00,833,1.34,1,--,31,--,2,-60.00,65,-58.33,0,--,0,--,3,-25.00,84,-28.81,0,--,3,-72.73,0,-100.00,0,-100.00,0,--,1,--,10,42.86,277,39.90,289,-23.14,"8,306",-22.60,980,60.66,"28,220",61.82,"1,396",13.50,"40,090",14.31,20,-16.67,568,-16.59,26,-38.10,740,-38.02,29,222.22,822,204.44,8,--,238,--,155,"1,007.14","4,473","1,043.99",0,-100.00,0,-100.00,2,100.00,57,78.13,0,--,0,--,7,600.00,212,488.89,0,--,0,--,2,-33.33,65,-25.29,1,--,26,--,0,--,0,--,0,--,0,--,0,-100.00,0,-100.00,1,--,20,--
2003M05,"6,080",16.74,"174,956",16.23,"9,199",-11.03,"264,009",-11.44,"4,320",0.58,"124,328",0.14,"7,557",-14.33,"216,858",-14.72,36,20.00,"1,050",19.59,0,--,0,-100.00,3,0.00,85,13.33,0,--,0,--,2,-50.00,51,-54.87,0,--,0,-100.00,0,--,0,--,0,--,0,--,7,0.00,190,-6.40,279,5.68,"8,015",5.20,"1,269",109.41,"36,507",108.49,"1,294",3.94,"37,134",3.47,17,-15.00,476,-16.93,66,"3,200.00","1,898","2,912.70",11,450.00,316,496.23,1,--,34,580.00,32,"1,500.00",932,"2,018.18",0,--,0,-100.00,4,300.00,121,348.15,0,--,0,-100.00,3,50.00,92,43.75,0,--,9,--,3,50.00,76,15.15,0,-100.00,6,-97.07,0,--,0,--,0,--,0,--,202,"1,246.67","5,801","1,224.43",0,--,1,--
2003M06,"7,202",33.79,"208,057",31.97,"9,128",-13.76,"262,955",-14.92,"5,977",35.66,"172,696",33.85,"7,296",-19.02,"210,196",-20.10,34,30.77,975,28.12,0,-100.00,13,-76.79,4,33.33,112,40.00,0,--,0,--,3,0.00,81,-15.63,2,--,49,512.50,0,--,0,-100.00,0,--,0,--,37,516.67,"1,064",518.60,280,-11.11,"8,055",-12.47,948,52.41,"27,384",50.35,"1,488",22.57,"42,878",20.96,21,23.53,620,25.76,42,5.00,"1,199",1.52,9,-18.18,261,-15.53,3,200.00,79,146.88,5,--,133,"1,800.00",0,--,0,-100.00,1,--,22,46.67,0,-100.00,0,-100.00,2,-77.78,53,-80.44,1,--,22,--,3,50.00,78,11.43,7,--,189,"18,800.00",0,--,0,--,0,--,0,--,0,-100.00,4,-99.81,0,--,5,400.00
2003M07,"7,465",21.76,"217,123",18.43,"9,332",-5.76,"270,657",-8.33,"5,532",9.48,"160,949",6.51,"8,067",-4.33,"234,016",-6.92,24,-60.66,692,-61.92,0,-100.00,3,-90.91,2,-60.00,48,-69.81,0,--,0,--,5,66.67,140,53.85,0,--,0,-100.00,0,--,0,--,0,-100.00,0,-100.00,32,966.67,925,815.84,292,-6.41,"8,466",-8.90,886,37.15,"25,773",33.44,961,-8.82,"27,874",-11.30,22,-18.52,626,-23.38,2,-97.89,59,-97.92,7,0.00,204,-7.69,3,--,83,"8,200.00",15,-65.91,424,-67.46,0,--,0,--,1,0.00,23,35.29,1,--,18,--,3,0.00,88,12.82,1,--,17,466.67,2,-33.33,68,-10.53,1,-85.71,25,-87.86,0,--,0,--,0,--,0,--,751,928.77,"21,853",903.35,2,--,47,--
