期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2001M05,"359,245",20.53,"942,014",83.93,"404,071",364.88,"31,111",-69.78,"13,128",179.32,"9,885",-76.79,"247,161",-16.83,"22,755",-48.81,"15,300",-16.53,"33,140",907.29,-,-,-,-
2001M06,"387,840",-12.31,"979,602",71.85,"381,495",292.47,"31,343",-77.65,"13,659",48.47,"13,585",-62.31,"313,003",11.48,"34,205",-64.28,"21,250",-19.72,"58,712",319.37,200,33.33,-,-
2001M07,"351,600",14.06,"935,322",74.99,"329,596",171.66,"19,239",-77.68,"17,228",49.16,"13,855",-55.13,"291,414",14.75,"36,622",-50.15,"46,500",26.19,"31,300",353.62,-,-,-,-
2001M08,"282,570",-2.80,"755,824",9.35,"311,232",51.95,"33,273",-51.77,"18,940",53.36,"9,345",-69.34,"210,790",-32.22,"21,590",-56.20,"10,900",-59.33,"14,400",152.63,-,-,-,-
2001M09,"269,074",-27.03,"788,975",0.26,"293,743",49.43,"24,620",-67.16,"14,510",12.05,"12,885",-50.06,"280,581",-3.96,"21,748",-74.48,"10,800",-89.91,"20,480",355.11,-,-,-,-
2001M10,"340,968",0.61,"837,099",26.96,"321,615",92.53,"30,579",-35.00,"15,787",56.31,"14,695",23.33,"265,173",50.64,"28,780",-47.36,-,-,"32,390",181.65,-,-,-,-
2001M11,"246,153",-30.02,"757,333",-3.61,"320,728",119.00,"45,415",-18.87,"14,307",14.92,"15,495",73.17,"271,309",58.02,"19,109",-26.57,"12,100",-94.60,"27,245",-8.36,-,-,-,-
2001M12,"293,369",-59.80,"719,768",-39.70,"283,431",36.13,"71,168",59.54,"14,766",10.61,"11,445",40.95,"238,510",5.70,"23,695",-36.70,"5,400",-98.75,"9,400",-97.10,-,-,-,-
2002M01,"312,937",-33.71,"810,078",-3.87,"280,167",25.36,"54,380",126.53,"16,860",39.47,"11,915",61.89,"320,877",36.92,"27,623",2.05,-,-,"26,845",-83.89,-,-,-,-
2002M02,"173,290",-31.08,"395,055",-45.89,"135,799",-55.88,"43,757",-10.94,"15,336",53.70,"8,220",-51.50,"133,052",-59.78,"10,645",-11.00,"6,750",-78.97,"6,550",-94.72,-,-,-,-
2002M03,"246,252",-12.00,"532,648",-45.01,"187,137",-58.48,"78,684",109.82,"21,563",66.79,"10,617",-38.47,"186,030",-48.65,"16,863",4.61,"3,600",-89.50,"5,770",-94.26,-,-,-,-
2002M04,"313,533",34.64,"573,300",-18.21,"143,962",-50.56,"91,510",114.17,"22,603",59.99,"11,165",-14.53,"217,459",-18.03,"18,972",44.01,"2,200",-77.44,"4,810",-88.90,-,-,-,-
2002M05,"347,033",-3.40,"545,598",-42.08,"110,330",-72.70,"88,079",183.11,"20,552",56.55,"12,435",25.80,"187,488",-24.14,"9,626",-57.70,"6,315",-58.73,"15,980",-51.78,-,-,-,-
2002M06,"595,092",53.44,"654,876",-33.15,"157,078",-58.83,"171,541",447.30,"20,532",50.32,"12,730",-6.29,"156,886",-49.88,"9,756",-71.48,"22,350",5.18,"103,035",75.49,-,-,-,-
2002M07,"458,709",30.46,"780,917",-16.51,"193,417",-41.32,"125,117",550.33,"20,764",20.52,"14,310",3.28,"250,403",-14.07,"13,129",-64.15,"71,725",54.25,"61,545",96.63,-,-,-,-
2002M08,"526,200",86.22,"1,016,252",34.46,"221,189",-28.93,"59,054",77.48,"16,963",-10.44,"12,610",34.94,"391,984",85.96,"16,410",-23.99,"29,870",174.04,"81,880",468.61,-,-,-,-
2002M09,"392,541",45.89,"853,628",8.19,"116,418",-60.37,"70,839",187.73,"16,332",12.56,"9,930",-22.93,"372,846",32.88,"19,202",-11.71,"68,390",533.24,"12,928",-36.88,-,-,-,-
2002M10,"373,818",9.63,"854,494",2.08,"148,615",-53.79,"46,293",51.39,"17,135",8.54,"9,180",-37.53,"329,560",24.28,"17,017",-40.87,"73,920",-,"16,064",-50.40,-,-,-,-
2002M11,"349,357",41.93,"594,012",-21.57,"98,859",-69.18,"59,948",32.00,"2,800",-80.43,"5,300",-65.80,"215,998",-20.39,"4,589",-75.99,"15,800",30.58,"18,965",-30.39,-,-,-,-
