期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他金融機構_原始值,資產--對金融機構債權-其他金融機構_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-計_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-計_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-可轉讓定期存單_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-可轉讓定期存單_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
1997M12,"17,376,789",6.87,"595,826",7.82,"12,508,116",11.65,"1,394,000",19.12,"395,458",8.32,"10,718,658",10.87,"1,818,022",-1.53,"624,584",17.73,"45,653",-26.84,"1,147,785",-8.43,"168,684",-47.02,"2,036,244",-3.16,"30,329",19.66,"46,036",-0.32,"173,532",5.17,"489,623",1.25,"14,321,928",7.50,"308,031",-2.01,"892,481",8.76,"2,004,376",11.81,"2,725,649",17.66,"437,289",86.43,"5,148,420",-2.99,"569,905",83.93,"2,235,777",0.36,-,-,"698,352",7.79,"335,457",22.22,"309,604",4.39,"68,890",-25.81,"1,314,339",12.59,"-161,404",--
1998M01,"17,471,444",7.32,"634,737",18.68,"12,800,136",13.30,"1,425,083",16.93,"425,129",7.78,"10,949,924",13.06,"1,624,502",-10.07,"554,112",10.15,"45,658",-26.73,"1,024,732",-17.43,"159,051",-19.66,"1,966,997",-5.12,"29,925",21.87,"45,847",-0.73,"210,249",-29.66,"511,069",6.20,"14,384,074",7.36,"311,177",0.36,"758,732",-4.93,"2,048,304",8.02,"2,831,967",26.49,"436,027",92.79,"5,095,383",-4.42,"610,890",86.92,"2,291,594",0.92,-,-,"689,566",5.79,"440,349",63.17,"289,383",-8.26,"68,132",-26.59,"1,350,909",14.57,"-262,038",--
1998M02,"17,555,475",7.51,"581,175",7.64,"12,617,841",11.36,"1,443,277",15.39,"391,793",-0.18,"10,782,771",11.31,"1,942,677",8.84,"648,026",25.60,"53,045",-13.98,"1,241,606",2.85,"167,921",-12.99,"1,992,360",-10.66,"31,301",33.16,"45,847",-0.73,"176,353",-2.75,"470,083",-1.99,"14,620,318",8.12,"304,085",6.75,"806,023",2.98,"2,135,701",10.25,"3,060,039",36.05,"413,741",80.33,"4,997,830",-7.07,"614,883",83.07,"2,288,016",-1.62,-,-,"694,250",10.20,"354,318",27.83,"281,631",-10.73,"74,048",-11.34,"1,386,376",16.96,"-325,549",--
1998M03,"17,658,818",6.80,"605,176",9.62,"12,639,039",11.39,"1,480,706",17.37,"382,665",-3.91,"10,775,668",11.24,"2,007,190",0.83,"629,620",1.30,"61,741",17.92,"1,315,829",-0.08,"133,943",-24.81,"2,016,374",-9.17,"31,117",50.28,"45,847",-0.73,"180,132",0.15,"503,709",1.49,"14,619,726",7.87,"286,939",-0.50,"837,309",3.71,"2,080,554",6.75,"3,214,183",42.74,"402,815",81.55,"4,925,246",-8.56,"621,639",86.14,"2,251,041",-2.73,-,-,"703,421",9.72,"339,765",29.66,"263,998",-23.17,"77,333",8.05,"1,396,428",16.85,"-245,562",--
1998M04,"17,602,978",6.53,"602,551",12.21,"12,570,004",10.08,"1,441,617",13.71,"382,372",-3.52,"10,746,015",10.16,"2,038,485",6.69,"643,123",5.04,"63,669",15.33,"1,331,693",7.12,"122,754",-21.84,"2,012,235",-11.05,"33,960",94.31,"45,848",-0.73,"177,141",1.74,"522,381",-2.47,"14,586,091",8.09,"276,990",-2.02,"798,414",0.18,"2,017,566",3.01,"3,333,594",49.58,"417,676",93.02,"4,894,209",-9.13,"617,582",88.53,"2,230,060",-2.97,-,-,"644,520",-0.75,"375,342",41.05,"258,465",-21.04,"74,538",26.41,"1,405,562",16.42,"-263,921",--
1998M05,"17,558,155",5.86,"612,636",12.56,"12,620,659",10.05,"1,452,155",14.98,"380,605",-3.21,"10,787,899",9.95,"1,944,243",0.88,"555,406",-8.79,"56,859",3.07,"1,331,978",5.44,"107,781",-32.76,"2,027,120",-10.05,"31,303",57.79,"45,848",-0.69,"168,565",1.30,"531,880",-2.32,"14,617,891",7.99,"304,851",12.24,"810,583",-0.54,"2,013,219",3.95,"3,328,897",47.40,"402,408",87.03,"4,928,948",-8.79,"620,960",80.93,"2,208,025",-3.70,-,-,"675,710",-0.94,"339,652",26.66,"253,697",-22.97,"76,617",22.48,"1,415,770",17.20,"-353,062",--
1998M06,"17,818,172",6.45,"627,068",16.09,"12,821,441",8.77,"1,467,834",9.33,"371,964",-6.02,"10,981,643",9.27,"1,956,552",12.86,"574,870",-5.20,"66,729",8.95,"1,314,953",23.35,"131,689",-12.07,"2,026,110",-11.37,"31,216",41.42,"45,844",-0.74,"178,252",3.36,"528,999",-4.83,"14,783,576",7.97,"324,267",-0.10,"896,417",2.89,"2,026,890",0.69,"3,282,249",48.54,"426,132",81.71,"4,971,677",-7.90,"663,909",89.71,"2,192,035",-4.35,-,-,"699,158",-1.36,"354,217",23.02,"251,348",-21.58,"76,622",17.94,"1,465,459",19.67,"-341,207",--
1998M07,"17,841,711",6.16,"624,675",13.26,"12,747,600",7.62,"1,471,578",7.69,"365,329",-6.02,"10,910,693",8.13,"2,097,151",20.01,"618,195",5.96,"65,908",43.07,"1,413,048",26.40,"113,861",-22.31,"2,002,786",-11.88,"34,065",64.43,"45,844",-0.74,"175,729",-0.39,"506,701",-14.34,"14,859,761",8.19,"290,455",-0.90,"844,757",-4.27,"2,016,325",-1.47,"3,312,564",50.65,"446,459",89.71,"5,030,037",-6.62,"687,881",87.34,"2,231,283",-4.01,-,-,"685,897",-2.31,"339,063",17.36,"243,345",-25.22,"76,213",16.52,"1,501,902",20.86,"-371,171",--
1998M08,"17,897,514",7.15,"621,719",16.45,"12,791,603",6.36,"1,474,837",8.95,"356,497",-7.47,"10,960,269",6.53,"2,100,884",38.02,"588,887",9.34,"65,793",34.03,"1,446,204",54.76,"129,664",-13.18,"2,002,649",-10.40,"30,684",33.18,"45,844",-0.74,"174,467",5.27,"482,251",-13.28,"14,940,223",8.35,"272,889",-16.14,"833,063",-7.74,"1,983,101",-1.20,"3,340,278",51.33,"462,206",71.57,"5,124,300",-4.73,"706,332",76.93,"2,218,054",-3.54,-,-,"668,717",-2.30,"351,554",17.67,"278,806",-14.39,"84,821",29.78,"1,525,624",20.63,"-434,482",--
1998M09,"18,193,379",8.31,"696,978",30.39,"12,917,831",6.38,"1,503,096",9.81,"366,021",-10.32,"11,048,714",6.58,"2,225,155",39.04,"599,350",0.58,"68,525",53.01,"1,557,280",62.28,"131,393",-18.18,"1,964,871",-6.57,"36,427",23.43,"45,844",-0.68,"174,880",-2.79,"478,852",-9.64,"15,111,499",9.77,"302,096",-6.94,"824,163",-1.43,"1,979,567",1.74,"3,330,090",46.86,"460,673",56.46,"5,266,284",-2.05,"727,041",71.21,"2,221,585",-3.26,-,-,"666,316",-4.30,"342,539",9.19,"316,280",-2.17,"89,474",33.23,"1,562,031",22.23,"-373,612",--
1998M10,"18,343,668",8.86,"691,077",19.39,"12,858,461",6.07,"1,512,258",10.98,"357,256",-8.09,"10,988,947",5.96,"2,397,108",36.49,"631,482",6.20,"68,181",61.85,"1,697,445",51.62,"145,043",-10.46,"2,001,343",0.31,"33,624",35.01,"45,844",-0.68,"171,168",4.26,"487,992",-0.70,"15,252,631",9.40,"254,495",-17.06,"837,764",4.72,"2,013,266",2.34,"3,387,548",40.64,"439,449",25.67,"5,415,515",1.72,"675,866",33.66,"2,228,728",-2.23,-,-,"631,579",-2.68,"338,055",1.08,"322,492",0.83,"93,013",49.38,"1,579,635",21.99,"-361,729",--
1998M11,"18,659,904",9.52,"666,228",11.81,"13,114,498",6.51,"1,530,513",12.29,"359,828",-7.65,"11,224,157",6.28,"2,346,446",38.53,"657,284",7.73,"71,379",59.49,"1,617,783",55.72,"208,064",30.39,"2,065,321",1.07,"32,758",22.32,"45,844",-0.68,"180,745",13.27,"475,153",-4.55,"15,456,198",10.03,"276,315",-9.24,"867,483",4.03,"2,094,495",5.56,"3,401,488",38.10,"400,083",8.80,"5,532,305",4.80,"643,552",16.38,"2,240,477",-0.96,-,-,"638,714",-2.27,"344,860",-7.51,"318,344",3.11,"92,926",41.68,"1,591,692",21.90,"-257,983",--
1998M12,"18,785,970",8.11,"663,388",11.34,"13,175,289",5.33,"1,538,790",10.39,"365,713",-7.52,"11,270,786",5.15,"2,274,475",25.11,"646,045",3.44,"73,138",60.20,"1,555,292",35.50,"199,927",18.52,"2,213,949",8.73,"32,594",7.47,"45,841",-0.42,"180,507",4.02,"478,860",-2.20,"15,601,433",8.93,"293,568",-4.70,"932,201",4.45,"2,115,270",5.53,"3,364,998",23.46,"365,069",-16.52,"5,658,787",9.91,"603,545",5.90,"2,267,995",1.44,-,-,"696,205",-0.31,"335,408",-0.01,"324,157",4.70,"92,420",34.16,"1,570,466",19.49,"-312,979",--
1999M01,"18,926,018",8.33,"672,636",5.97,"13,168,921",2.88,"1,551,118",8.84,"364,616",-14.23,"11,253,187",2.77,"2,356,201",45.04,"715,940",29.20,"74,308",62.75,"1,565,953",52.82,"202,357",27.23,"2,248,162",14.29,"25,341",-15.32,"45,834",-0.03,"206,566",-1.75,"503,281",-1.52,"15,719,775",9.29,"305,665",-1.77,"860,197",13.37,"2,176,295",6.25,"3,334,986",17.76,"345,436",-20.78,"5,763,098",13.10,"594,392",-2.70,"2,339,706",2.10,-,-,"692,462",0.42,"353,907",-19.63,"317,453",9.70,"92,716",36.08,"1,655,435",22.54,"-409,011",--
1999M02,"18,892,112",7.61,"666,581",14.70,"13,220,138",4.77,"1,590,299",10.19,"376,957",-3.79,"11,252,882",4.36,"2,388,656",22.96,"731,328",12.85,"77,589",46.27,"1,579,739",27.23,"203,107",20.95,"2,149,803",7.90,"19,755",-36.89,"45,834",-0.03,"198,238",12.41,"466,470",-0.77,"15,876,444",8.59,"286,199",-5.88,"833,485",3.41,"2,229,180",4.38,"3,290,256",7.52,"339,575",-17.93,"5,866,683",17.38,"640,729",4.20,"2,390,337",4.47,-,-,"640,613",-7.73,"335,145",-5.41,"323,913",15.01,"91,456",23.51,"1,660,251",19.75,"-502,180",--
1999M03,"18,990,595",7.54,"653,286",7.95,"13,206,723",4.49,"1,589,060",7.32,"365,659",-4.44,"11,252,004",4.42,"2,443,504",21.74,"748,808",18.93,"84,856",37.44,"1,609,840",22.34,"201,502",50.44,"2,238,749",11.03,"22,237",-28.54,"45,835",-0.03,"178,759",-0.76,"426,808",-15.27,"15,965,246",9.20,"261,362",-8.91,"853,131",1.89,"2,271,016",9.15,"3,220,852",0.21,"303,300",-24.70,"5,979,100",21.40,"656,263",5.57,"2,420,222",7.52,-,-,"655,718",-6.78,"319,707",-5.90,"318,890",20.79,"101,976",31.87,"1,626,884",16.50,"-424,634",--
1999M04,"19,147,067",8.77,"683,250",13.39,"13,233,163",5.28,"1,611,576",11.79,"350,626",-8.30,"11,270,961",4.89,"2,429,417",19.18,"748,360",16.36,"79,026",24.12,"1,602,031",20.30,"189,673",54.51,"2,371,381",17.85,"22,292",-34.36,"45,808",-0.09,"172,083",-2.86,"438,737",-16.01,"16,024,953",9.86,"257,212",-7.14,"847,974",6.21,"2,329,189",15.45,"3,197,397",-4.09,"276,663",-33.76,"6,048,452",23.58,"644,813",4.41,"2,423,253",8.66,-,-,"678,217",5.23,"315,587",-15.92,"320,055",23.83,"101,989",36.83,"1,635,288",16.34,"-367,759",--
1999M05,"19,115,576",8.87,"669,433",9.27,"13,272,091",5.16,"1,620,426",11.59,"347,287",-8.75,"11,304,378",4.79,"2,399,737",23.43,"738,328",32.93,"67,054",17.93,"1,594,355",19.70,"160,262",48.69,"2,373,657",17.10,"22,606",-27.78,"45,808",-0.09,"171,982",2.03,"420,522",-20.94,"15,997,282",9.44,"259,202",-14.97,"863,732",6.56,"2,291,736",13.83,"3,153,990",-5.25,"255,694",-36.46,"6,099,931",23.76,"646,080",4.05,"2,426,917",9.91,-,-,"721,308",6.75,"316,810",-6.73,"314,996",24.16,"96,524",25.98,"1,640,224",15.85,"-392,090",--
1999M06,"19,490,446",9.39,"727,240",15.97,"13,514,912",5.41,"1,696,703",15.59,"359,585",-3.33,"11,458,624",4.34,"2,317,204",18.43,"748,894",30.27,"57,000",-14.58,"1,511,310",14.93,"170,687",29.61,"2,512,963",24.03,"25,287",-18.99,"45,806",-0.08,"176,347",-1.07,"467,685",-11.59,"16,267,355",10.04,"309,099",-4.68,"967,630",7.94,"2,447,310",20.74,"3,091,924",-5.80,"238,998",-43.91,"6,147,090",23.64,"626,391",-5.65,"2,438,913",11.26,-,-,"761,851",8.97,"315,458",-10.94,"310,976",23.72,"94,584",23.44,"1,648,274",12.47,"-375,737",--
1999M07,"19,355,565",8.48,"753,831",20.68,"13,428,871",5.34,"1,700,274",15.54,"352,319",-3.56,"11,376,278",4.27,"2,290,086",9.20,"767,652",24.18,"61,751",-6.31,"1,460,683",3.37,"180,175",58.24,"2,465,041",23.08,"23,998",-29.55,"45,806",-0.08,"167,757",-4.54,"439,900",-13.18,"16,239,215",9.28,"254,154",-12.50,"902,242",6.80,"2,405,199",19.29,"3,089,212",-6.74,"229,276",-48.65,"6,199,311",23.25,"668,023",-2.89,"2,491,798",11.68,-,-,"703,611",2.58,"312,552",-7.82,"314,923",29.41,"113,885",49.43,"1,662,241",10.68,"-430,762",--
1999M08,"19,404,376",8.42,"761,221",22.44,"13,377,056",4.58,"1,645,403",11.57,"348,943",-2.12,"11,382,710",3.85,"2,279,694",8.51,"785,373",33.37,"52,785",-19.77,"1,441,536",-0.32,"175,844",35.62,"2,573,545",28.51,"22,492",-26.70,"45,806",-0.08,"168,718",-3.30,"475,058",-1.49,"16,273,031",8.92,"267,136",-2.11,"931,324",11.80,"2,442,211",23.15,"3,062,222",-8.32,"224,637",-51.40,"6,210,944",21.21,"639,420",-9.47,"2,495,137",12.49,-,-,"701,246",4.86,"310,984",-11.54,"307,638",10.34,"113,783",34.14,"1,674,320",9.75,"-451,684",--
1999M09,"19,567,660",7.55,"824,239",18.26,"13,478,744",4.34,"1,650,974",9.84,"361,005",-1.37,"11,466,765",3.78,"2,258,884",1.52,"773,987",29.14,"57,280",-16.41,"1,427,617",-8.33,"179,656",36.73,"2,581,248",31.37,"23,681",-34.99,"45,807",-0.08,"175,401",0.30,"502,628",4.97,"16,322,283",8.01,"273,553",-9.45,"939,400",13.98,"2,457,642",24.15,"3,052,509",-8.34,"220,523",-52.13,"6,224,592",18.20,"650,542",-10.52,"2,503,522",12.69,-,-,"731,467",9.78,"316,047",-7.73,"300,488",-4.99,"109,959",22.89,"1,715,129",9.80,"-430,341",--
