期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),磚構造_原始值,磚構造_年增率(%),磚構造_原始值,磚構造_年增率(%),木構造_原始值,木構造_年增率(%),木構造_原始值,木構造_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2001M06,"2,790,545",-13.68,"16,358,818",-20.84,"548,955",71.48,"3,482,559",63.10,"1,816,072",-31.90,"11,421,860",-34.93,"133,662",16.63,"467,767",-15.50,"158,440",157.24,"475,915",136.34,"13,026",-48.55,"23,840",-66.37,"120,390",170.16,"486,877",226.04
2001M07,"2,574,711",-15.55,"14,181,208",-27.21,"439,712",53.91,"2,281,898",23.54,"1,680,137",-31.20,"10,014,558",-38.25,"229,428",69.77,"1,050,875",47.82,"113,625",97.27,"334,801",65.71,"8,371",374.55,"19,697",298.72,"103,438",-18.24,"479,379",-3.92
2001M08,"2,750,122",-24.77,"16,772,576",-28.95,"507,365",-4.36,"3,521,078",-8.96,"1,852,921",-34.87,"11,555,322",-36.08,"142,722",31.49,"642,306",49.28,"73,222",88.64,"189,974",-41.59,"6,732",18.35,"12,806",-22.62,"167,160",31.42,"851,090",-4.28
2001M09,"2,129,147",-11.74,"13,695,105",-4.22,"366,430",-3.20,"3,088,999",37.55,"1,411,551",-17.76,"8,845,021",-18.51,"96,871",-17.47,"356,681",-31.22,"95,156",-1.58,"287,461",-7.87,"11,583",7.99,"29,659",44.95,"147,556",59.22,"1,087,284",212.93
2001M10,"2,724,092",3.10,"18,288,261",1.64,"563,762",28.03,"4,614,431",42.18,"1,722,165",-12.02,"11,482,939",-16.10,"130,439",3.95,"586,736",-3.92,"91,926",117.23,"272,032",86.23,"7,619",-52.67,"21,911",-41.17,"208,181",244.08,"1,310,212",390.39
2001M11,"2,858,464",-17.15,"19,754,008",-14.40,"560,328",84.49,"5,406,922",125.06,"2,013,830",-28.49,"13,104,349",-31.40,"66,231",-53.06,"261,504",-57.96,"70,820",91.74,"238,214",80.16,"12,314",-10.10,"34,933",3.08,"134,941",-2.72,"708,086",-9.66
2001M12,"2,249,309",-9.51,"13,797,197",-10.47,"409,323",7.78,"3,225,749",36.25,"1,494,173",-21.06,"9,036,135",-25.79,"160,283",37.04,"750,836",52.16,"43,370",15.24,"153,384",5.60,"6,889",12.03,"20,530",-5.43,"135,271",158.29,"610,563",197.12
2002M01,"2,272,196",-10.46,"13,406,152",-9.89,"310,844",63.98,"1,859,688",67.95,"1,750,272",-10.99,"10,715,772",-13.56,"84,490",-42.70,"294,700",-47.76,"34,387",-69.88,"120,360",-66.81,"9,913",-23.97,"28,326",-23.26,"82,290",-23.08,"387,306",-5.58
2002M02,"1,781,975",-25.22,"11,567,502",-27.52,"383,809",40.36,"3,014,732",37.02,"1,111,394",-39.45,"7,385,117",-41.67,"80,312",-41.68,"341,341",-45.22,"72,263",17.29,"238,100",90.99,"8,042",26.09,"25,285",43.16,"126,155",85.36,"562,927",68.79
2002M03,"2,001,137",-31.45,"13,318,437",-31.07,"502,645",-9.12,"3,883,604",-19.93,"1,318,863",-35.83,"8,672,979",-33.55,"69,759",-65.05,"290,846",-67.94,"43,957",7.51,"159,010",13.36,"3,735",-39.28,"6,770",-57.64,"62,178",-3.49,"305,228",-13.94
2002M04,"1,852,991",-21.84,"11,953,913",-18.80,"271,409",-37.42,"1,932,518",-37.17,"1,352,765",-19.75,"9,099,885",-14.99,"57,396",-51.15,"197,135",-59.87,"41,472",-17.69,"132,327",-17.78,"2,787",-72.11,"8,204",-72.19,"127,162",72.72,"583,844",124.89
2002M05,"2,564,145",-10.99,"18,253,337",2.26,"855,135",80.90,"7,841,771",154.75,"1,497,709",-28.84,"9,470,047",-28.50,"57,724",-63.27,"241,504",-71.91,"23,515",-51.07,"80,513",-56.37,"2,826",-86.64,"8,058",-85.75,"127,236",65.02,"611,444",43.22
2002M06,"1,973,795",-29.27,"13,770,448",-15.82,"302,528",-44.89,"2,503,456",-28.11,"1,504,673",-17.15,"10,558,092",-7.56,"53,590",-59.91,"238,600",-48.99,"49,588",-68.70,"153,941",-67.65,"4,149",-68.15,"11,893",-50.11,"59,267",-50.77,"304,466",-37.47
2002M07,"1,865,541",-27.54,"11,890,472",-16.15,"426,556",-2.99,"3,046,117",33.49,"1,228,867",-26.86,"7,803,834",-22.08,"49,853",-78.27,"207,155",-80.29,"37,970",-66.58,"110,230",-67.08,"9,219",10.13,"26,310",33.57,"113,076",9.32,"696,826",45.36
2002M08,"2,312,443",-15.91,"16,073,763",-4.17,"424,660",-16.30,"3,419,878",-2.87,"1,728,692",-6.70,"12,011,106",3.94,"67,301",-52.84,"352,103",-45.18,"48,191",-34.19,"142,577",-24.95,"3,342",-50.36,"2,642",-79.37,"40,257",-75.92,"145,457",-82.91
2002M09,"1,508,872",-29.13,"10,871,947",-20.61,"334,002",-8.85,"3,367,965",9.03,"1,073,922",-23.92,"7,019,911",-20.63,"27,816",-71.29,"120,816",-66.13,"18,575",-80.48,"49,565",-82.76,"1,430",-87.65,"4,293",-85.53,"53,127",-64.00,"309,397",-71.54
2002M10,"1,804,310",-33.76,"10,814,105",-40.87,"265,163",-52.97,"1,907,607",-58.66,"1,274,813",-25.98,"7,728,889",-32.69,"150,050",15.03,"681,884",16.22,"34,924",-62.01,"141,974",-47.81,"6,949",-8.79,"19,701",-10.09,"72,411",-65.22,"334,050",-74.50
2002M11,"2,044,107",-28.49,"12,929,161",-34.55,"282,746",-49.54,"1,830,813",-66.14,"1,643,706",-18.38,"10,636,246",-18.83,"45,478",-31.33,"170,299",-34.88,"32,287",-54.41,"113,925",-52.18,"5,555",-54.89,"9,591",-72.54,"34,335",-74.56,"168,287",-76.23
2002M12,"2,404,758",6.91,"15,958,577",15.67,"530,312",29.56,"4,775,825",48.05,"1,722,855",15.30,"10,643,095",17.78,"49,434",-69.16,"206,950",-72.44,"55,710",28.45,"177,866",15.96,"8,966",30.15,"25,005",21.80,"37,481",-72.29,"129,836",-78.74
2003M01,"2,732,786",20.27,"19,213,534",43.32,"573,109",84.37,"5,685,105",205.70,"1,910,172",9.14,"12,473,360",16.40,"129,488",53.26,"367,225",24.61,"28,220",-17.93,"103,014",-14.41,682,-93.12,"2,332",-91.77,"91,115",10.72,"582,498",50.40
2003M02,"1,073,052",-39.78,"7,020,653",-39.31,"223,541",-41.76,"1,583,161",-47.49,"761,509",-31.48,"5,097,182",-30.98,"37,063",-53.85,"156,000",-54.30,"15,280",-78.86,"78,585",-66.99,"4,449",-44.68,"12,928",-48.87,"31,210",-75.26,"92,797",-83.52
2003M03,"2,029,201",1.40,"14,208,088",6.68,"486,408",-3.23,"4,192,003",7.94,"1,453,104",10.18,"9,645,857",11.22,"33,937",-51.35,"154,314",-46.94,"23,325",-46.94,"90,940",-42.81,"2,280",-38.96,"5,613",-17.09,"30,147",-51.52,"119,361",-60.89
2003M04,"1,616,012",-12.79,"10,818,915",-9.49,"375,728",38.44,"3,430,578",77.52,"1,096,424",-18.95,"6,760,907",-25.70,"55,086",-4.02,"231,961",17.67,"16,168",-61.01,"63,191",-52.25,"8,979",222.17,"25,434",210.02,"63,627",-49.96,"306,844",-47.44
2003M05,"2,154,017",-15.99,"16,012,701",-12.28,"708,583",-17.14,"7,891,854",0.64,"1,329,443",-11.23,"7,629,017",-19.44,"72,429",25.47,"295,919",22.53,"15,601",-33.66,"84,580",5.05,"7,080",150.53,"21,191",162.98,"20,881",-83.59,"90,140",-85.26
2003M06,"2,274,233",15.22,"16,132,141",17.15,"599,919",98.30,"5,900,166",135.68,"1,560,731",3.73,"9,765,497",-7.51,"67,335",25.65,"280,841",17.70,"19,675",-60.32,"72,991",-52.59,"8,641",108.27,"24,403",105.19,"17,932",-69.74,"88,243",-71.02
2003M07,"2,506,289",34.35,"13,788,363",15.96,"438,208",2.73,"2,865,385",-5.93,"1,937,377",57.66,"10,418,384",33.50,"52,304",4.92,"223,030",7.66,"18,438",-51.44,"69,748",-36.73,"12,219",32.54,"19,430",-26.15,"47,743",-57.78,"192,386",-72.39
