期間,新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%)
1985M09,"1,018",3.77,527,10.02,66,34.69,111,38.75,113,15.31,23,-14.81,"2,524",0.67,"1,305",6.27,163,28.35,274,33.66,280,11.55,58,-17.14
1985M10,"1,115",11.28,573,15.29,68,15.25,128,25.49,121,2.54,15,-40.00,"2,776",8.09,"1,429",12.43,169,12.67,318,22.78,303,0.33,37,-43.08
1985M11,"1,070",7.11,563,13.51,62,5.08,117,11.43,118,6.31,17,-29.17,"2,683",5.89,"1,411",11.81,156,4.00,292,9.36,296,4.96,42,-31.15
1985M12,"1,123",16.74,588,25.37,73,-9.88,122,17.31,112,3.70,21,-12.50,"2,828",15.64,"1,478",24.10,184,-10.68,308,16.23,281,2.55,54,-12.90
1986M01,"1,235",21.32,626,19.01,84,9.09,137,30.48,128,45.45,25,-16.67,"3,120",20.05,"1,579",17.75,211,7.11,345,28.73,324,44.00,63,-18.18
1986M02,978,9.89,519,15.85,52,-20.00,106,21.84,106,2.91,20,66.67,"2,487",9.12,"1,323",15.65,132,-20.96,270,21.62,269,1.89,52,62.50
1986M03,"1,285",14.73,667,28.27,63,-50.39,164,56.19,132,10.92,23,-54.90,"3,288",15.75,"1,708",29.39,161,-50.15,420,59.70,339,12.62,58,-54.69
1986M04,"1,247",19.56,664,21.61,69,-10.39,142,43.43,133,24.30,24,-4.00,"3,226",22.65,"1,717",24.60,179,-7.73,366,45.24,344,27.41,62,-3.13
1986M05,"1,334",20.72,710,27.47,77,11.59,158,49.06,147,38.68,23,-54.90,"3,477",25.08,"1,848",32.00,200,14.94,409,52.04,382,43.07,61,-51.97
1986M06,"1,273",23.35,680,28.06,76,20.63,146,50.52,132,14.78,22,-24.14,"3,336",30.80,"1,781",35.64,198,27.74,383,58.26,346,21.40,58,-18.31
1986M07,"1,343",28.89,694,26.18,78,9.86,164,57.69,143,31.19,20,17.65,"3,521",35.67,"1,820",32.46,205,15.82,430,66.02,376,37.73,54,25.58
1986M08,"1,347",25.89,704,25.27,84,25.37,161,51.89,141,27.03,23,15.00,"3,589",35.42,"1,877",34.84,223,35.15,431,63.88,375,36.86,61,22.00
1986M09,"1,272",24.95,632,19.92,83,25.76,155,39.64,155,37.17,22,-4.35,"3,448",36.61,"1,713",31.26,225,38.04,421,53.65,419,49.64,60,3.45
1986M10,"1,435",28.70,688,20.07,94,38.24,189,47.66,182,50.41,24,60.00,"3,915",41.05,"1,877",31.35,258,52.66,515,61.95,496,63.70,65,75.68
1986M11,"1,412",31.96,743,31.97,78,25.81,169,44.44,168,42.37,18,5.88,"3,872",44.31,"2,040",44.58,213,36.54,468,60.27,460,55.41,49,16.67
1986M12,"1,394",24.13,691,17.52,79,8.22,190,55.74,169,50.89,27,28.57,"3,863",36.58,"1,914",29.50,219,19.02,526,70.78,467,66.19,75,38.89
1987M01,"1,338",8.34,662,5.75,91,8.33,182,32.85,150,17.19,25,0.00,"3,799",21.78,"1,879",19.00,259,22.75,517,49.86,426,31.48,72,14.29
1987M02,"1,318",34.76,679,30.83,70,34.62,182,71.70,138,30.19,26,30.00,"3,769",51.54,"1,943",46.86,200,51.52,523,93.70,396,47.21,75,44.23
1987M03,"1,486",15.64,742,11.24,81,28.57,207,26.22,164,24.24,33,43.48,"4,286",30.35,"2,143",25.47,235,45.96,597,42.14,474,39.82,95,63.79
1987M04,"1,574",26.22,780,17.47,87,26.09,214,50.70,197,48.12,31,29.17,"4,650",44.15,"2,305",34.25,258,44.13,630,72.13,583,69.48,93,50.00
1987M05,"1,455",9.07,695,-2.11,93,20.78,202,27.85,187,27.21,27,17.39,"4,495",29.29,"2,148",16.23,288,44.00,623,52.32,578,51.31,83,36.07
1987M06,"1,452",14.06,696,2.35,89,17.11,190,30.14,186,40.91,27,22.73,"4,665",39.83,"2,237",25.60,285,43.94,608,58.75,597,72.54,87,50.00
1987M07,"1,439",7.15,662,-4.61,87,11.54,199,21.34,188,31.47,29,45.00,"4,644",31.87,"2,133",17.20,281,37.07,641,49.07,605,60.90,92,70.37
1987M08,"1,370",1.71,640,-9.09,83,-1.19,191,18.63,176,24.82,26,13.04,"4,530",26.23,"2,116",12.73,273,22.42,629,45.94,582,55.20,88,44.26
1987M09,"1,419",11.56,661,4.59,102,22.89,194,25.16,205,32.26,24,9.09,"4,720",36.88,"2,200",28.43,340,51.11,646,53.44,681,62.53,80,33.33
1987M10,"1,401",-2.37,642,-6.69,89,-5.32,190,0.53,215,18.13,30,25.00,"4,680",19.55,"2,144",14.22,298,15.50,633,22.91,717,44.56,100,53.85
1987M11,"1,393",-1.35,610,-17.90,100,28.21,221,30.77,209,24.40,33,83.33,"4,684",20.99,"2,050",0.49,337,58.22,739,57.91,702,52.61,111,126.53
1987M12,"1,396",0.14,616,-10.85,87,10.13,199,4.74,187,10.65,31,14.81,"4,819",24.74,"2,130",11.29,299,36.53,688,30.80,647,38.54,107,42.67
1988M01,"1,319",-1.42,572,-13.60,105,15.38,199,9.34,183,22.00,27,8.00,"4,624",21.72,"2,005",6.71,368,42.08,701,35.59,642,50.70,96,33.33
1988M02,"1,232",-6.53,541,-20.32,81,15.71,185,1.65,170,23.19,27,3.85,"4,309",14.33,"1,892",-2.62,283,41.50,650,24.28,594,50.00,95,26.67
1988M03,"1,481",-0.34,640,-13.75,123,51.85,235,13.53,184,12.20,36,9.09,"5,174",20.70,"2,240",4.53,430,82.98,822,37.69,643,35.65,125,31.58
1988M04,"1,508",-4.19,650,-16.67,119,36.78,245,14.49,196,-0.51,35,12.90,"5,275",13.44,"2,273",-1.39,417,61.63,853,35.40,685,17.50,121,30.11
1988M05,"1,474",1.31,612,-11.94,135,45.16,243,20.30,183,-2.14,38,40.74,"5,165",14.91,"2,145",-0.14,472,63.89,850,36.44,642,11.07,133,60.24
1988M06,"1,455",0.21,579,-16.81,125,40.45,223,17.37,228,22.58,39,44.44,"5,090",9.11,"2,027",-9.39,437,53.33,778,27.96,798,33.67,138,58.62
1988M07,"1,450",0.76,613,-7.40,125,43.68,216,8.54,200,6.38,34,17.24,"5,064",9.04,"2,139",0.28,436,55.16,755,17.78,696,15.04,119,29.35
1988M08,"1,437",4.89,612,-4.38,124,49.40,215,12.57,197,11.93,38,46.15,"5,036",11.17,"2,143",1.28,434,58.97,751,19.40,690,18.56,133,51.14
1988M09,"1,427",0.56,584,-11.65,127,24.51,220,13.40,212,3.41,31,29.17,"4,952",4.92,"2,026",-7.91,441,29.71,764,18.27,734,7.78,109,36.25
1988M10,"1,545",10.28,648,0.93,131,47.19,226,18.95,227,5.58,45,50.00,"5,366",14.65,"2,248",4.85,453,52.01,786,24.17,788,9.90,156,56.00
1988M11,"1,471",5.60,579,-5.08,139,39.00,231,4.52,216,3.35,39,18.18,"5,238",11.82,"2,064",0.68,494,46.59,824,11.50,771,9.83,137,23.42
1988M12,"1,537",10.10,641,4.06,139,59.77,249,25.13,214,14.44,37,19.35,"5,476",13.64,"2,282",7.14,495,65.55,887,28.92,761,17.62,133,24.30
1989M01,"1,506",14.18,610,6.64,139,32.38,210,5.53,244,33.33,46,70.37,"5,429",17.40,"2,200",9.73,500,35.87,760,8.42,881,37.23,167,73.96
1989M02,"1,285",4.30,537,-0.74,107,32.10,192,3.78,203,19.41,35,29.63,"4,658",8.09,"1,947",2.91,387,36.75,696,7.08,734,23.57,127,33.68
1989M03,"1,723",16.34,695,8.59,127,3.25,240,2.13,266,44.57,49,36.11,"6,260",20.99,"2,523",12.63,460,6.98,873,6.20,968,50.54,179,43.20
1989M04,"1,573",4.31,619,-4.77,120,0.84,220,-10.20,256,30.61,34,-2.86,"5,820",10.34,"2,290",0.75,446,6.95,814,-4.57,946,38.10,127,4.96
1989M05,"1,476",0.14,613,0.16,120,-11.11,203,-16.46,238,30.05,34,-10.53,"5,744",11.21,"2,383",11.10,468,-0.85,791,-6.94,926,44.24,131,-1.50
1989M06,"1,475",1.37,586,1.21,108,-13.60,213,-4.48,218,-4.39,47,20.51,"5,685",11.70,"2,259",11.45,417,-4.58,820,5.40,840,5.26,182,31.88
1989M07,"1,440",-0.69,539,-12.07,107,-14.40,256,18.52,235,17.50,46,35.29,"5,609",10.76,"2,093",-2.15,415,-4.82,995,31.79,912,31.03,179,50.42
1989M08,"1,360",-5.36,532,-13.07,112,-9.68,197,-8.37,208,5.58,45,18.42,"5,294",5.13,"2,073",-3.27,435,0.23,767,2.13,811,17.54,174,30.83
1989M09,"1,400",-1.89,560,-4.11,107,-15.75,221,0.45,200,-5.66,42,35.48,"5,458",10.22,"2,182",7.70,416,-5.67,861,12.70,778,5.99,162,48.62
1989M10,"1,314",-14.95,533,-17.75,92,-29.77,221,-2.21,186,-18.06,36,-20.00,"5,131",-4.37,"2,078",-7.56,357,-21.19,859,9.29,724,-8.12,140,-10.26
1989M11,"1,421",-3.40,555,-4.15,96,-30.94,264,14.29,197,-8.80,41,5.13,"5,476",4.54,"2,140",3.68,371,-24.90,"1,018",23.54,761,-1.30,159,16.06
1989M12,"1,360",-11.52,527,-17.78,99,-28.78,216,-13.25,221,3.27,42,13.51,"5,207",-4.90,"2,020",-11.48,379,-23.43,828,-6.65,846,11.17,160,20.30
1990M01,"1,278",-15.14,525,-13.93,86,-38.13,234,11.43,169,-30.74,42,-8.70,"4,910",-9.55,"2,018",-8.27,329,-34.20,901,18.55,648,-26.45,162,-2.99
1990M02,"1,313",2.18,524,-2.42,103,-3.74,216,12.50,185,-8.87,35,0.00,"5,038",8.16,"2,011",3.29,396,2.33,829,19.11,711,-3.13,133,4.72
1990M03,"1,558",-9.58,607,-12.66,129,1.57,253,5.42,215,-19.17,40,-18.37,"5,932",-5.23,"2,309",-8.48,492,6.96,966,10.65,819,-15.39,153,-14.53
1990M04,"1,537",-2.29,564,-8.89,150,25.00,294,33.64,200,-21.88,53,55.88,"5,851",0.54,"2,145",-6.33,570,27.80,"1,118",37.35,758,-19.87,200,57.48
1990M05,"1,606",8.81,636,3.75,165,37.50,232,14.29,204,-14.29,37,8.82,"5,997",4.40,"2,375",-0.34,616,31.62,869,9.86,761,-17.82,140,6.87
1990M06,"1,520",3.05,566,-3.41,152,40.74,237,11.27,214,-1.83,49,4.26,"5,556",-2.28,"2,069",-8.41,555,33.09,867,5.73,782,-6.90,180,-1.10
1990M07,"1,573",9.24,559,3.71,156,45.79,289,12.89,210,-10.64,48,4.35,"5,798",3.38,"2,062",-1.48,576,38.80,"1,064",6.93,773,-15.24,178,-0.56
1990M08,"1,521",11.84,591,11.09,167,49.11,230,16.75,191,-8.17,53,17.78,"5,580",5.40,"2,171",4.73,613,40.92,844,10.04,700,-13.69,193,10.92
1990M09,"1,520",8.57,568,1.43,171,59.81,267,20.81,191,-4.50,43,2.38,"5,577",2.18,"2,083",-4.54,627,50.72,980,13.82,700,-10.03,159,-1.85
1990M10,"1,629",23.97,554,3.94,175,90.22,292,32.13,222,19.35,47,30.56,"5,979",16.52,"2,035",-2.07,643,80.11,"1,074",25.03,815,12.57,172,22.86
1990M11,"1,614",13.58,515,-7.21,162,68.75,287,8.71,230,16.75,49,19.51,"5,935",8.39,"1,895",-11.45,595,60.38,"1,058",3.93,845,11.04,180,13.21
1990M12,"1,505",10.66,534,1.33,151,52.53,281,30.09,206,-6.79,46,9.52,"5,551",6.60,"1,968",-2.57,557,46.97,"1,038",25.36,761,-10.05,169,5.63
1991M01,"1,575",23.24,514,-2.10,177,105.81,282,20.51,233,37.87,52,23.81,"5,807",18.27,"1,896",-6.05,654,98.78,"1,039",15.32,858,32.41,193,19.14
1991M02,"1,461",11.27,459,-12.40,137,33.01,321,48.61,196,5.95,45,28.57,"5,393",7.05,"1,696",-15.66,505,27.53,"1,186",43.06,724,1.83,165,24.06
1991M03,"1,743",11.87,549,-9.56,186,44.19,309,22.13,256,19.07,53,32.50,"6,415",8.13,"2,017",-12.65,682,38.62,"1,136",17.60,943,15.14,194,26.80
1991M04,"1,703",10.80,570,1.06,202,34.67,325,10.54,212,6.00,56,5.66,"6,256",6.93,"2,089",-2.61,741,30.00,"1,191",6.53,776,2.37,206,3.00
1991M05,"1,782",10.96,599,-5.82,266,61.21,276,18.97,231,13.24,55,48.65,"6,540",9.05,"2,197",-7.49,977,58.60,"1,015",16.80,849,11.56,203,45.00
1991M06,"1,726",13.55,620,9.54,266,75.00,257,8.44,216,0.93,41,-16.33,"6,360",14.47,"2,287",10.54,981,76.76,950,9.57,796,1.79,152,-15.56
1991M07,"1,704",8.33,608,8.77,234,50.00,292,1.04,201,-4.29,45,-6.25,"6,324",9.07,"2,255",9.36,869,50.87,"1,083",1.79,746,-3.49,166,-6.74
