期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--對政府放款及墊款_原始值,資產--對政府放款及墊款_年增率(%),資產--公開市場操作買入有價證券-計_原始值,資產--公開市場操作買入有價證券-計_年增率(%),資產--公開市場操作買入有價證券-政府機構_原始值,資產--公開市場操作買入有價證券-政府機構_年增率(%),資產--公開市場操作買入有價證券-公營事業_原始值,資產--公開市場操作買入有價證券-公營事業_年增率(%),資產--公開市場操作買入有價證券-民營企業_原始值,資產--公開市場操作買入有價證券-民營企業_年增率(%),資產--公開市場操作買入有價證券-金融機構_原始值,資產--公開市場操作買入有價證券-金融機構_年增率(%),資產--對金融機構債權-計_原始值,資產--對金融機構債權-計_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-其他貨幣機構-本國銀行_原始值,資產--對金融機構債權-其他貨幣機構-本國銀行_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--政府存款-計_原始值,負債與淨值--政府存款-計_年增率(%),負債與淨值--政府存款-經理國庫存款_原始值,負債與淨值--政府存款-經理國庫存款_年增率(%),負債與淨值--政府存款-機關存款_原始值,負債與淨值--政府存款-機關存款_年增率(%),負債與淨值--金融機構存款-準備性存款-計_原始值,負債與淨值--金融機構存款-準備性存款-計_年增率(%),負債與淨值--金融機構存款-其他存款-國庫存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-國庫存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-定期存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-定期存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_原始值,負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-其他_原始值,負債與淨值--金融機構存款-其他存款-其他_年增率(%),負債與淨值--央行發行單券-國庫券_原始值,負債與淨值--央行發行單券-國庫券_年增率(%),負債與淨值--央行發行單券-定期存單_原始值,負債與淨值--央行發行單券-定期存單_年增率(%),負債與淨值--央行發行單券-儲蓄券_原始值,負債與淨值--央行發行單券-儲蓄券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2006M06,"9,132,829",3.87,"8,604,185",5.21,-,-,-,-,-,-,-,-,-,-,-,-,"265,732",-20.67,"265,732",-20.67,"243,933",-26.49,-,-,306,-17.52,"262,606",-5.98,"257,604",-2.87,"942,519",4.88,"269,105",12.96,"138,191",23.98,"130,914",3.28,"953,363",-1.83,"20,859",0.59,"483,900",-16.22,"1,480,705",8.65,4,-96.58,-,-,"3,456,175",-4.58,-,-,"263,348",46.45,"1,005,247",53.16
2006M07,"9,381,048",4.70,"8,682,958",5.26,-,-,-,-,-,-,-,-,-,-,-,-,"395,323",-4.05,"395,323",-4.05,"370,579",-9.84,-,-,240,13.21,"302,527",1.47,"354,426",13.07,"939,867",3.92,"257,964",23.78,"121,751",60.64,"136,213",2.71,"968,803",5.11,"25,100",-3.05,"460,900",-20.20,"1,481,344",8.68,78,-33.90,-,-,"3,559,055",-4.44,-,-,"214,807",26.18,"1,118,704",49.03
2006M08,"9,454,896",1.86,"8,740,684",3.19,-,-,-,-,-,-,-,-,-,-,-,-,"438,449",-10.41,"438,449",-10.41,"411,112",-15.83,-,-,274,-9.57,"275,489",-14.39,"395,255",3.70,"928,232",3.29,"190,914",-22.13,"50,184",-41.93,"140,730",-11.35,"1,026,571",8.69,"22,060",2.36,"453,400",-22.83,"1,481,780",8.68,6,-95.08,-,-,"3,554,660",-2.23,-,-,"210,034",6.34,"1,191,984",18.40
2006M09,"9,712,444",4.53,"8,797,472",2.72,-,-,-,-,-,-,-,-,-,-,-,-,"618,535",57.46,"618,535",57.46,"548,418",40.36,-,-,265,-11.67,"296,172",-11.22,"607,261",52.35,"932,847",3.36,"196,659",-27.67,"54,222",-58.75,"142,437",1.43,"1,013,037",1.32,"20,128",-2.57,"450,100",-24.23,"1,482,007",8.70,8,300.00,-,-,"3,552,035",3.73,-,-,"231,145",8.91,"1,227,217",11.15
2006M10,"9,583,578",2.35,"8,857,430",2.68,-,-,-,-,-,-,-,-,-,-,-,-,"435,065",5.55,"435,065",5.55,"324,136",-21.14,-,-,306,25.41,"290,777",-10.41,"392,953",7.57,"937,726",3.63,"202,292",-15.61,"61,839",-41.84,"140,453",5.30,"965,553",9.81,"21,457",-3.25,"460,800",-22.33,"1,482,070",8.71,3,0.00,-,-,"3,601,830",1.69,-,-,"211,749",8.58,"1,307,145",3.90
2006M11,"9,443,066",1.95,"8,779,245",2.14,-,-,-,-,-,-,-,-,-,-,-,-,"362,881",-1.96,"362,881",-1.96,"251,324",-31.18,-,-,287,-21.37,"300,653",1.25,"301,477",-8.04,"937,636",2.97,"188,410",-14.47,"49,367",-43.82,"139,043",5.02,"968,303",14.70,"25,881",-2.62,"459,100",-22.46,"1,482,242",8.70,2,-60.00,-,-,"3,632,120",1.11,-,-,"242,663",27.84,"1,205,232",0.81
2006M12,"9,449,985",3.91,"8,842,916",4.32,-,-,-,-,-,-,-,-,-,-,-,-,"439,674",3.30,"439,674",3.30,"311,069",-26.45,-,-,248,-17.61,"167,147",-13.04,"340,098",-24.60,"959,792",4.00,"185,475",-8.54,"40,879",-44.12,"144,596",11.53,"926,314",10.59,"19,387",-6.87,"463,600",-21.03,"1,486,998",4.92,3,-57.14,-,-,"3,755,930",6.68,-,-,"224,698",-10.68,"1,087,690",23.25
2007M01,"9,454,436",5.56,"8,913,765",6.12,-,-,-,-,-,-,-,-,-,-,-,-,"371,026",-1.02,"361,026",-3.69,"287,956",-22.43,"10,000",-,325,-14.47,"169,320",-6.89,"300,934",3.78,"995,362",-24.54,"202,756",19.25,"60,097",50.30,"142,659",9.71,"921,910",15.30,"19,458",-8.96,"460,300",-21.59,"1,490,920",1.44,1,-90.91,-,-,"3,721,660",10.93,-,-,"186,266",-11.10,"1,154,869",57.07
2007M02,"9,482,246",4.55,"8,979,342",5.67,-,-,-,-,-,-,-,-,-,-,-,-,"354,398",-16.60,"344,398",-18.95,"225,379",-45.73,"10,000",-,357,32.71,"148,149",0.73,"251,216",-34.08,"1,267,342",25.80,"154,435",-10.98,"21,743",-49.43,"132,692",1.70,"890,819",2.02,"18,361",-12.87,"460,300",-21.59,"1,493,361",1.43,1,-83.33,-,-,"3,553,155",-0.16,-,-,"184,957",-1.17,"1,208,299",49.50
2007M03,"9,601,632",6.42,"9,000,275",5.92,-,-,-,-,-,-,-,-,-,-,-,-,"441,729",27.94,"431,729",25.04,"264,754",-22.02,"10,000",-,333,18.93,"159,295",-10.96,"371,595",12.74,"1,025,931",6.86,"166,622",-10.69,"32,481",-45.68,"134,141",5.82,"992,509",15.28,"16,195",-23.91,"473,300",-12.73,"1,495,146",1.48,60,500.00,-,-,"3,571,245",0.21,-,-,"191,550",-12.20,"1,297,479",49.86
2007M04,"9,839,146",8.88,"9,026,581",7.26,-,-,-,-,-,-,-,-,-,-,-,-,"597,237",56.32,"587,637",53.81,"370,777",1.96,"9,600",-,319,26.59,"215,009",-10.02,"502,300",66.70,"1,010,163",5.25,"149,283",-21.44,"15,266",-72.08,"134,017",-0.98,"977,515",13.05,"16,066",-15.34,"470,900",-6.47,"1,499,161",1.55,3,-66.67,-,-,"3,571,385",-3.22,-,-,"212,079",-13.82,"1,430,291",82.06
