期間,利率有關契約_原始值,利率有關契約_年增率(%),利率有關契約_原始值,利率有關契約_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
1999M03,"19,744",337.01,274,-95.77,"858,597",-14.48,16,--,0,--,0,--,0,-100.00,0,--,...,...,...,...,...,...,...,...,"878,341",-12.94,290,-95.52
1999M04,"19,536",44.34,0,-100.00,"840,204",-11.81,0,--,0,--,0,--,"2,970",--,0,--,...,...,...,...,...,...,...,...,"862,710",-10.72,0,-100.00
1999M05,"15,269",-15.07,0,-100.00,"746,803",-18.92,0,--,0,--,0,--,"1,886",--,0,--,...,...,...,...,...,...,...,...,"763,958",-18.65,0,-100.00
1999M06,"36,386",87.02,52,-95.51,"874,192",-9.38,0,--,0,--,0,--,116,-80.00,0,--,...,...,...,...,...,...,...,...,"910,694",-7.51,52,-95.51
1999M07,"13,911",-34.72,56,-99.31,"868,755",4.68,0,--,0,--,0,--,686,--,0,--,...,...,...,...,...,...,...,...,"883,352",3.78,56,-99.31
1999M08,"8,080",-50.39,"1,106",-87.55,"1,030,563",16.16,0,-100.00,0,--,0,--,"5,158",--,0,--,...,...,...,...,...,...,...,...,"1,043,801",15.53,"1,106",-87.66
1999M09,"10,632",-80.99,974,-77.88,"970,502",-7.67,0,--,0,--,0,--,"1,410",--,0,--,...,...,...,...,...,...,...,...,"982,544",-11.25,974,-77.88
1999M10,"43,172",105.00,"1,017",-42.48,"819,016",-19.12,0,--,0,--,0,--,464,--,0,--,...,...,...,...,...,...,...,...,"862,652",-16.55,"1,017",-42.48
1999M11,"26,894",442.66,575,--,"826,546",17.74,0,--,0,--,0,--,0,--,0,--,...,...,...,...,...,...,...,...,"853,440",20.72,575,--
1999M12,"22,390",139.06,866,--,"795,310",-0.25,0,--,0,--,0,--,800,--,0,--,...,...,...,...,...,...,...,...,"818,500",1.47,866,--
2000M01,"14,289",44.92,506,--,"974,247",25.02,0,--,0,--,0,--,"3,704",--,0,--,...,...,...,...,...,...,...,...,"992,240",25.73,506,--
2000M02,"30,178",509.53,116,-57.66,"862,561",17.40,0,-100.00,0,--,0,--,"5,518",--,0,--,...,...,...,...,...,...,...,...,"898,257",21.44,116,-62.21
2000M03,"23,111",17.05,0,-100.00,"1,120,527",30.51,0,-100.00,0,--,0,--,0,--,0,--,...,...,...,...,...,...,...,...,"1,143,638",30.20,0,-100.00
2000M04,"18,182",-6.93,58,--,"905,987",7.83,0,--,0,--,0,--,"2,374",-20.07,0,--,...,...,...,...,...,...,...,...,"926,543",7.40,58,--
2000M05,"42,293",176.99,183,--,"1,136,330",52.16,0,--,0,--,0,--,744,-60.55,0,--,...,...,...,...,...,...,...,...,"1,179,367",54.38,183,--
2000M06,"30,205",-16.99,44,-15.38,"1,012,653",15.84,0,--,0,--,0,--,"1,646","1,318.97",0,--,...,...,...,...,...,...,...,...,"1,044,504",14.69,44,-15.38
2000M07,"23,421",68.36,747,"1,233.93","840,377",-3.27,0,--,0,--,0,--,"8,144","1,087.17",0,--,...,...,...,...,...,...,...,...,"871,942",-1.29,747,"1,233.93"
2000M08,"35,167",335.24,534,-51.72,"913,072",-11.40,0,--,0,--,0,--,"1,244",-75.88,0,--,...,...,...,...,...,...,...,...,"949,483",-9.04,534,-51.72
2000M09,"35,574",234.59,"1,140",17.04,"1,064,927",9.73,0,--,0,--,0,--,"16,883","1,097.38",0,--,...,...,...,...,...,...,...,...,"1,117,384",13.72,"1,140",17.04
2000M10,"52,059",20.59,772,-24.09,"1,114,157",36.04,0,--,0,--,0,--,"5,872","1,165.52",0,--,...,...,...,...,...,...,...,...,"1,172,088",35.87,772,-24.09
2000M11,"57,252",112.88,374,-34.96,"1,132,059",36.96,0,--,0,--,0,--,"7,601",--,0,--,...,...,...,...,...,...,...,...,"1,196,912",40.25,374,-34.96
2000M12,"71,958",221.38,323,-62.70,"1,284,954",61.57,0,--,0,--,0,--,"2,956",269.50,0,--,...,...,...,...,...,...,...,...,"1,359,868",66.14,323,-62.70
2001M01,"34,751",143.20,62,-87.75,"981,183",0.71,0,--,0,--,0,--,934,-74.78,0,--,...,...,...,...,...,...,...,...,"1,016,868",2.48,62,-87.75
2001M02,"38,046",26.07,0,-100.00,"826,539",-4.18,0,--,0,--,0,--,"5,262",-4.64,0,--,...,...,...,...,...,...,...,...,"869,847",-3.16,0,-100.00
2001M03,"52,081",125.35,26,--,"1,139,089",1.66,0,--,0,--,0,--,"1,318",--,0,--,...,...,...,...,...,...,...,...,"1,192,488",4.27,26,--
2001M04,"69,199",280.59,272,368.97,"1,034,892",14.23,0,--,0,--,0,--,0,-100.00,0,--,...,...,...,...,...,...,...,...,"1,104,091",19.16,272,368.97
2001M05,"88,276",108.72,690,277.05,"1,143,835",0.66,0,--,"1,033",--,0,--,"3,909",425.40,0,--,...,...,...,...,...,...,...,...,"1,237,053",4.89,690,277.05
2001M06,"99,745",230.23,752,"1,609.09","1,107,768",9.39,0,--,0,--,0,--,268,-83.72,0,--,...,...,...,...,...,...,...,...,"1,207,781",15.63,752,"1,609.09"
2001M07,"109,836",368.96,231,-69.08,"1,127,495",34.17,0,--,0,--,0,--,576,-92.93,0,--,...,...,...,...,...,...,...,...,"1,237,907",41.97,231,-69.08
2001M08,"140,381",299.18,421,-21.16,"1,175,335",28.72,0,--,0,--,433,--,"1,514",21.70,0,--,...,...,...,...,...,...,...,...,"1,317,230",38.73,854,59.93
2001M09,"107,685",202.71,320,-71.93,"956,415",-10.19,0,--,0,--,0,--,"4,821",-71.44,0,--,...,...,...,...,...,...,...,...,"1,068,921",-4.34,320,-71.93
2001M10,"79,952",53.58,"33,247","4,206.61","1,009,834",-9.36,0,--,596,--,0,--,"8,170",39.13,0,--,...,...,...,...,...,...,...,...,"1,098,552",-6.27,"33,247","4,206.61"
2001M11,"215,887",277.08,"10,814","2,791.44","1,210,930",6.97,0,--,0,--,0,--,"1,048",-86.21,0,--,...,...,...,...,...,...,...,...,"1,427,865",19.30,"10,814","2,791.44"
2001M12,"86,047",19.58,56,-82.66,"1,149,087",-10.57,0,--,545,--,0,--,0,-100.00,0,--,...,...,...,...,...,...,...,...,"1,235,679",-9.13,56,-82.66
2002M01,"239,302",588.62,"14,861","23,869.35","1,296,572",32.14,0,--,0,--,0,--,164,-82.44,0,--,...,...,...,...,...,...,...,...,"1,536,038",51.06,"14,861","23,869.35"
