期間,期貨-長部位_原始值,期貨-長部位_年增率(%),期貨-長部位_原始值,期貨-長部位_年增率(%),期貨-短部位_原始值,期貨-短部位_年增率(%),期貨-短部位_原始值,期貨-短部位_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
1998M01,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M02,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M03,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M04,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M05,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M06,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M07,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M08,0,...,0,...,0,...,78,...,0,...,0,...,0,...,0,...,0,...,78,...
1998M09,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M10,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M11,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1998M12,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
1999M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
1999M02,0,--,0,--,0,--,0,--,0,--,33,--,0,--,0,--,0,--,33,--
1999M03,0,--,0,--,0,--,0,--,0,--,16,--,0,--,0,--,0,--,16,--
1999M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
1999M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
1999M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
1999M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
1999M08,0,--,0,--,0,--,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,-100.00
1999M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
1999M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
1999M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
1999M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M02,0,--,0,--,0,--,0,--,0,--,0,-100.00,0,--,0,--,0,--,0,-100.00
2000M03,0,--,0,--,0,--,0,--,0,--,0,-100.00,0,--,0,--,0,--,0,-100.00
2000M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
