期間,當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",當期價格_金額(新台幣百萬元),"當期價格_對上季增率折成年率(saar,%)","當期價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)",按2006年價格_金額(新台幣百萬元),"按2006年價格_對上季增率折成年率(saar,%)","按2006年價格_對上季增率(saqr,%)"
1983Q3,"549,767",9.79,2.36,"502,083",19.39,4.53,"279,151",5.09,1.25,"86,659",-3.71,-0.94,"136,273",83.17,16.34,"47,684",--,--,"289,233",24.04,5.53,"241,549",52.63,11.15,"786,382",18.91,4.43,"779,488",23.70,5.46,"424,888",3.55,0.88,"151,293",-0.58,-0.14,"203,307",122.77,22.17,"6,894",--,--,"277,156",28.44,6.46,"270,262",44.71,9.68
1983Q4,"571,840",17.05,4.01,"531,133",25.23,5.79,"287,454",12.44,2.97,"87,696",4.87,1.20,"155,983",71.66,14.46,"40,707",--,--,"303,814",21.74,5.04,"263,107",40.77,8.92,"792,468",3.13,0.77,"809,553",16.34,3.86,"438,580",13.53,3.22,"153,718",6.57,1.60,"217,255",30.40,6.86,"-17,085",--,--,"286,519",14.21,3.38,"303,604",59.25,12.34
1984Q1,"580,281",6.04,1.48,"510,091",-14.93,-3.96,"291,746",6.11,1.49,"89,135",6.73,1.64,"129,210",-52.92,-17.16,"70,190",--,--,"324,665",30.41,6.86,"254,475",-12.49,-3.28,"809,031",8.63,2.09,"787,233",-10.58,-2.76,"447,926",8.80,2.13,"159,998",17.37,4.09,"179,309",-53.60,-17.47,"21,798",--,--,"307,027",31.85,7.16,"285,229",-22.10,-6.05
1984Q2,"603,715",17.16,4.04,"535,289",21.27,4.94,"302,767",15.99,3.78,"93,519",21.17,4.92,"139,003",33.94,7.58,"68,426",--,--,"338,709",18.46,4.33,"270,283",27.26,6.21,"832,617",12.18,2.92,"814,563",14.63,3.47,"458,296",9.59,2.32,"161,901",4.84,1.19,"194,366",38.06,8.40,"18,054",--,--,"321,632",20.43,4.76,"303,578",28.32,6.43
1984Q3,"611,760",5.44,1.33,"559,520",19.37,4.53,"306,423",4.92,1.21,"100,180",31.68,7.12,"152,917",46.46,10.01,"52,240",--,--,"333,182",-6.37,-1.63,"280,942",16.73,3.94,"855,929",11.68,2.80,"857,915",23.05,5.32,"463,410",4.54,1.12,"167,865",15.57,3.68,"226,640",84.87,16.60,"-1,986",--,--,"318,412",-3.94,-1.00,"320,398",24.07,5.54
1984Q4,"618,621",4.56,1.12,"555,740",-2.68,-0.68,"314,855",11.47,2.75,"99,865",-1.25,-0.31,"141,020",-27.67,-7.78,"62,881",--,--,"327,093",-7.11,-1.83,"264,212",-21.78,-5.95,"844,384",-5.29,-1.35,"842,761",-6.88,-1.77,"471,867",7.50,1.82,"169,308",3.48,0.86,"201,586",-37.41,-11.05,"1,623",--,--,"310,206",-9.92,-2.58,"308,583",-13.95,-3.69
1985Q1,"612,513",-3.89,-0.99,"545,805",-6.96,-1.79,"314,123",-0.93,-0.23,"99,888",0.09,0.02,"131,794",-23.71,-6.54,"66,708",--,--,"330,984",4.84,1.19,"264,276",0.10,0.02,"847,223",1.35,0.34,"833,208",-4.46,-1.13,"472,851",0.84,0.21,"170,681",3.28,0.81,"189,676",-21.62,-5.91,"14,015",--,--,"320,282",13.64,3.25,"306,267",-2.97,-0.75
1985Q2,"624,094",7.78,1.89,"544,848",-0.70,-0.18,"318,969",6.32,1.54,"101,557",6.85,1.67,"124,322",-20.82,-5.67,"79,246",--,--,"331,581",0.72,0.18,"252,335",-16.89,-4.52,"867,126",9.73,2.35,"835,975",1.33,0.33,"477,804",4.26,1.05,"174,179",8.45,2.05,"183,992",-11.46,-3.00,"31,151",--,--,"319,226",-1.31,-0.33,"288,075",-21.73,-5.94
1985Q3,"626,516",1.56,0.39,"537,642",-5.19,-1.32,"322,107",3.99,0.98,"103,617",8.36,2.03,"111,918",-34.32,-9.98,"88,874",--,--,"335,445",4.74,1.17,"246,571",-8.83,-2.28,"874,374",3.39,0.84,"842,183",3.00,0.74,"483,247",4.64,1.14,"177,296",7.35,1.79,"181,640",-5.02,-1.28,"32,191",--,--,"316,179",-3.76,-0.95,"283,988",-5.56,-1.42
1985Q4,"654,006",18.74,4.39,"559,115",16.96,3.99,"332,073",12.96,3.09,"105,936",9.26,2.24,"121,106",37.11,8.21,"94,891",--,--,"348,188",16.08,3.80,"253,297",11.37,2.73,"889,168",6.94,1.69,"857,123",7.29,1.77,"494,301",9.47,2.29,"179,738",5.62,1.38,"183,084",3.22,0.79,"32,045",--,--,"325,843",12.80,3.06,"293,798",14.55,3.45
1986Q1,"699,280",30.70,6.92,"575,966",12.61,3.01,"336,113",4.96,1.22,"110,907",20.13,4.69,"128,946",28.52,6.47,"123,314",--,--,"393,024",62.34,12.88,"269,710",28.55,6.48,"930,619",19.99,4.66,"871,607",6.93,1.69,"499,398",4.19,1.03,"179,432",-0.68,-0.17,"192,777",22.92,5.29,"59,012",--,--,"387,924",100.89,19.05,"328,912",57.08,11.95
1986Q2,"712,367",7.70,1.87,"593,603",12.82,3.06,"340,872",5.78,1.42,"109,221",-5.94,-1.52,"143,510",53.43,11.29,"118,764",--,--,"393,375",0.36,0.09,"274,611",7.47,1.82,"950,779",8.95,2.17,"908,899",18.24,4.28,"509,162",8.05,1.96,"184,552",11.91,2.85,"215,185",55.25,11.62,"41,880",--,--,"389,714",1.86,0.46,"347,834",25.07,5.75
1986Q3,"752,073",24.23,5.57,"604,992",7.90,1.92,"350,223",11.43,2.74,"103,232",-20.19,-5.48,"151,537",24.32,5.59,"147,081",--,--,"421,001",31.19,7.02,"273,920",-1.00,-0.25,"984,232",14.83,3.52,"926,286",7.87,1.91,"520,841",9.50,2.29,"177,491",-14.45,-3.83,"227,954",25.93,5.93,"57,946",--,--,"413,534",26.78,6.11,"355,588",9.22,2.23
1986Q4,"780,277",15.87,3.75,"618,213",9.03,2.19,"362,409",14.66,3.48,"107,015",15.48,3.66,"148,789",-7.06,-1.81,"162,064",--,--,"454,899",36.31,8.05,"292,835",30.62,6.91,"994,978",4.44,1.09,"931,966",2.48,0.61,"531,039",8.06,1.96,"183,035",13.09,3.12,"217,892",-16.52,-4.41,"63,012",--,--,"452,155",42.92,9.34,"389,143",43.43,9.44
1987Q1,"790,440",5.31,1.30,"632,756",9.75,2.35,"375,398",15.13,3.58,"116,129",38.67,8.52,"141,229",-18.83,-5.08,"157,684",--,--,"460,344",4.87,1.20,"302,660",14.11,3.36,"1,025,375",12.79,3.06,"947,444",6.81,1.66,"548,631",13.92,3.31,"190,288",16.82,3.96,"208,525",-16.12,-4.30,"77,931",--,--,"471,134",17.88,4.20,"393,203",4.24,1.04
1987Q2,"807,097",8.70,2.11,"670,096",25.78,5.90,"383,637",9.07,2.19,"116,809",2.36,0.59,"169,650",108.22,20.12,"137,001",--,--,"467,145",6.04,1.48,"330,144",41.58,9.08,"1,066,063",16.84,3.97,"1,013,537",30.96,6.98,"562,482",10.49,2.52,"196,199",13.02,3.11,"254,856",123.12,22.22,"52,526",--,--,"495,254",22.11,5.12,"442,728",60.72,12.60
1987Q3,"850,448",23.28,5.37,"707,200",24.06,5.54,"393,036",10.17,2.45,"119,704",10.29,2.48,"194,460",72.63,14.62,"143,248",--,--,"469,386",1.93,0.48,"326,138",-4.77,-1.21,"1,100,561",13.59,3.24,"1,049,946",15.16,3.59,"570,502",5.83,1.43,"199,482",6.86,1.67,"279,962",45.62,9.85,"50,615",--,--,"505,748",8.75,2.12,"455,133",11.69,2.80
1987Q4,"843,872",-3.06,-0.77,"760,952",34.05,7.60,"411,655",20.34,4.74,"124,715",17.83,4.19,"224,582",77.90,15.49,"82,920",--,--,"455,726",-11.14,-2.91,"372,806",70.74,14.31,"1,080,888",-6.96,-1.79,"1,109,913",24.88,5.71,"592,073",16.00,3.78,"205,034",11.61,2.78,"312,806",55.85,11.73,"-29,025",--,--,"490,511",-11.52,-3.01,"519,536",69.79,14.15
1988Q1,"839,082",-2.25,-0.57,"805,512",25.56,5.86,"423,380",11.89,2.85,"128,688",13.36,3.19,"253,444",62.19,12.85,"33,570",--,--,"466,600",9.89,2.39,"433,030",82.03,16.15,"1,095,286",5.44,1.33,"1,167,005",22.22,5.14,"610,409",12.98,3.10,"206,857",3.60,0.89,"349,739",56.27,11.81,"-71,719",--,--,"520,944",27.22,6.20,"592,663",69.34,14.08
1988Q2,"842,921",1.84,0.46,"758,164",-21.52,-5.88,"439,388",16.00,3.78,"132,275",11.62,2.79,"186,501",-70.68,-26.41,"84,757",--,--,"477,091",9.30,2.25,"392,334",-32.62,-9.40,"1,113,596",6.86,1.67,"1,114,226",-16.90,-4.52,"628,993",12.75,3.04,"211,419",9.12,2.21,"273,814",-62.43,-21.71,-630,--,--,"527,491",5.12,1.26,"528,121",-36.95,-10.89
1988Q3,"900,934",30.50,6.88,"849,793",57.83,12.09,"459,365",19.46,4.55,"136,790",14.37,3.41,"253,638",242.08,36.00,"51,141",--,--,"475,325",-1.47,-0.37,"424,184",36.64,8.12,"1,154,290",15.44,3.65,"1,213,336",40.61,8.89,"651,304",14.96,3.55,"215,674",8.30,2.01,"346,358",156.02,26.49,"-59,046",--,--,"513,308",-10.33,-2.69,"572,354",37.95,8.38
1988Q4,"905,613",2.09,0.52,"825,899",-10.78,-2.81,"481,879",21.09,4.90,"141,168",13.43,3.20,"202,852",-59.09,-20.02,"79,714",--,--,"500,907",23.33,5.38,"421,193",-2.79,-0.71,"1,147,791",-2.23,-0.56,"1,176,088",-11.73,-3.07,"675,532",15.73,3.72,"219,950",8.17,1.98,"280,606",-56.92,-18.98,"-28,297",--,--,"540,222",22.68,5.24,"568,519",-2.65,-0.67
1989Q1,"943,166",17.65,4.15,"868,103",22.06,5.11,"494,650",11.03,2.65,"146,691",16.59,3.91,"226,762",56.16,11.79,"75,063",--,--,"495,438",-4.30,-1.09,"420,375",-0.77,-0.19,"1,204,927",21.45,4.98,"1,233,779",21.11,4.91,"685,307",5.91,1.45,"223,570",6.75,1.65,"324,902",79.73,15.79,"-28,852",--,--,"543,459",2.42,0.60,"572,311",2.69,0.67
