期間,店頭市場契約-遠期契約_原始值,店頭市場契約-遠期契約_年增率(%),店頭市場契約-交換_原始值,店頭市場契約-交換_年增率(%),店頭市場契約-買入選擇權_原始值,店頭市場契約-買入選擇權_年增率(%),店頭市場契約-賣出選擇權_原始值,店頭市場契約-賣出選擇權_年增率(%),交易所契約-期貨-長部位_原始值,交易所契約-期貨-長部位_年增率(%),交易所契約-期貨-短部位_原始值,交易所契約-期貨-短部位_年增率(%),交易所契約-買入選擇權_原始值,交易所契約-買入選擇權_年增率(%),交易所契約-賣出選擇權_原始值,交易所契約-賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%)
2002Q1,0,--,"1,092",--,"8,187","1,430.28","6,896","1,188.97",0,--,0,--,0,--,0,--,"16,175","1,411.68"
2002Q2,0,--,864,--,"11,299",625.22,"10,628",582.16,0,--,0,--,0,--,0,--,"22,791",631.42
2002Q3,0,--,"1,006",-6.16,"35,670","2,011.90","17,276",928.33,0,--,0,--,0,--,0,--,"53,952","1,114.86"
2002Q4,0,--,"1,503",53.37,"17,177",747.83,"16,669",563.57,0,--,0,--,0,--,0,--,"35,349",540.61
2003Q1,0,--,590,-45.97,"21,231",159.33,"20,437",196.36,48,--,50,--,0,--,763,--,"43,119",166.58
2003Q2,208,--,0,-100.00,"19,040",68.51,"19,075",79.48,39,--,119,--,286,--,"3,583",--,"42,350",85.82
2003Q3,0,--,0,-100.00,"16,810",-52.87,"17,306",0.17,0,--,78,--,8,--,0,--,"34,202",-36.61
2003Q4,0,--,"1,831",21.82,"27,333",59.13,"27,705",66.21,0,--,84,--,0,--,0,--,"56,953",61.12
2004Q1,0,--,"4,368",640.34,"19,156",-9.77,"20,619",0.89,4,-91.67,586,"1,072.00",0,--,325,-57.40,"45,058",4.50
2004Q2,0,-100.00,"8,926",--,"20,684",8.63,"22,312",16.97,0,-100.00,76,-36.13,1,-99.65,123,-96.57,"52,122",23.07
2004Q3,0,--,"8,492",--,"19,487",15.93,"19,597",13.24,0,--,80,2.56,11,37.50,2,--,"47,669",39.37
2004Q4,0,--,"12,362",575.15,"15,046",-44.95,"15,232",-45.02,0,--,416,395.24,0,--,1,--,"43,057",-24.40
2005Q1,0,--,"11,540",164.19,"17,820",-6.97,"23,079",11.93,0,-100.00,"1,060",80.89,2,--,0,-100.00,"53,501",18.74
2005Q2,0,--,"11,514",28.99,"11,640",-43.72,"17,950",-19.55,0,--,322,323.68,0,-100.00,9,-92.68,"41,435",-20.50
2005Q3,0,--,"11,482",35.21,"12,300",-36.88,"21,526",9.84,0,--,570,612.50,0,-100.00,0,-100.00,"45,878",-3.76
2005Q4,0,--,"8,029",-35.05,"11,421",-24.09,"19,837",30.23,0,--,853,105.05,0,--,0,-100.00,"40,140",-6.77
