期間,總成交值(十億元)_原始值,總成交值(十億元)_年增率(%),成交筆數(百萬)_原始值,成交筆數(百萬)_年增率(%),成交金額(十億元)-股票_原始值,成交金額(十億元)-股票_年增率(%),成交金額(十億元)-指數股票型基金_原始值,成交金額(十億元)-指數股票型基金_年增率(%),成交金額(十億元)-封閉式基金_原始值,成交金額(十億元)-封閉式基金_年增率(%),成交金額(十億元)-受益證券_原始值,成交金額(十億元)-受益證券_年增率(%),成交金額(十億元)-認購(售)權證_原始值,成交金額(十億元)-認購(售)權證_年增率(%),成交金額(十億元)-臺灣存託憑證_原始值,成交金額(十億元)-臺灣存託憑證_年增率(%),成交金額(十億元)-公債_原始值,成交金額(十億元)-公債_年增率(%),成交金額(十億元)-公司債-普通_原始值,成交金額(十億元)-公司債-普通_年增率(%),成交金額(十億元)-公司債-轉換_原始值,成交金額(十億元)-公司債-轉換_年增率(%)
1999M07,"2,954.30",...,14.63,...,"2,929.71",...,...,...,...,...,...,...,5.42,...,11.65,...,...,...,...,...,3.07,...
1999M08,"2,774.41",54.09,14.96,54.45,"2,752.03",53.51,...,...,...,...,...,...,5.78,762.69,8.28,"1,661.70",...,...,...,...,5.17,120.94
1999M09,"2,140.33",4.34,11.25,-11.14,"2,123.92",3.92,...,...,...,...,...,...,5.66,875.86,5.91,528.72,...,...,...,...,2.64,21.10
1999M10,"2,067.89",9.01,12.27,5.14,"2,053.56",8.69,...,...,...,...,...,...,6.75,"1,587.50",2.50,64.47,...,...,...,...,4.11,78.70
1999M11,"2,437.04",0.48,12.81,-6.46,"2,414.43",0.10,...,...,...,...,...,...,11.05,"1,316.67",4.19,76.79,...,...,...,...,5.76,-14.29
1999M12,"2,944.02",86.47,15.01,51.04,"2,906.91",85.38,...,...,...,...,...,...,20.48,"4,662.79",6.15,310.00,...,...,...,...,7.73,35.14
2000M01,"4,581.63",223.18,21.71,131.79,"4,518.18",220.69,...,...,...,...,...,...,38.50,"4,712.50",14.16,574.29,...,...,...,...,6.55,92.08
2000M02,"3,197.07",221.90,17.04,136.91,"3,148.71",219.50,...,...,...,...,...,...,26.88,"12,118.18",10.13,269.71,...,...,...,...,6.26,224.35
2000M03,"4,301.13",78.50,19.69,27.60,"4,252.36",77.90,...,...,...,...,...,...,28.60,"7,630.81",5.74,-15.51,...,...,...,...,7.33,-1.28
2000M04,"4,093.38",39.26,18.01,5.24,"4,050.77",38.92,...,...,...,...,...,...,24.73,"1,389.76",8.37,-29.19,...,...,...,...,5.98,10.13
2000M05,"2,562.22",-4.16,13.19,-7.90,"2,540.00",-4.55,...,...,...,...,...,...,13.47,736.65,2.11,-33.23,...,...,...,...,4.86,86.92
2000M06,"2,146.21",-43.07,10.77,-35.19,"2,126.38",-43.29,...,...,...,...,...,...,11.03,121.93,2.55,-52.87,...,...,...,...,4.91,-0.81
2000M07,"1,782.17",-39.68,10.33,-29.41,"1,768.52",-39.63,...,...,...,...,...,...,6.13,13.10,2.08,-82.15,...,...,...,...,4.66,51.79
2000M08,"1,771.25",-36.16,10.13,-32.33,"1,762.28",-35.96,...,...,...,...,...,...,4.63,-19.90,1.15,-86.11,...,...,...,...,2.20,-57.45
2000M09,"1,916.25",-10.47,11.07,-1.63,"1,908.83",-10.13,...,...,...,...,...,...,2.86,-49.47,0.86,-85.45,...,...,...,...,2.98,12.88
2000M10,"1,640.61",-20.66,11.59,-5.51,"1,634.88",-20.39,...,...,...,...,...,...,2.14,-68.30,0.62,-75.20,...,...,...,...,1.96,-52.31
2000M11,"1,865.56",-23.45,13.10,2.31,"1,860.17",-22.96,...,...,...,...,...,...,2.41,-78.19,0.47,-88.78,...,...,...,...,1.80,-68.75
2000M12,959.24,-67.42,8.22,-45.26,955.48,-67.13,...,...,...,...,...,...,0.87,-95.75,0.31,-94.99,...,...,...,...,1.79,-76.84
2001M01,"1,816.66",-60.35,12.57,-42.09,"1,812.34",-59.89,...,...,...,...,...,...,1.54,-96.00,0.63,-95.55,...,...,...,...,1.48,-77.40
2001M02,"2,299.24",-28.08,15.31,-10.12,"2,293.14",-27.17,...,...,...,...,...,...,2.97,-88.95,0.99,-90.23,...,...,...,...,1.35,-78.43
2001M03,"2,205.82",-48.72,15.47,-21.45,"2,200.63",-48.25,...,...,...,...,...,...,2.59,-90.95,0.58,-89.89,...,...,...,...,1.28,-82.53
2001M04,"1,431.70",-65.02,10.60,-41.15,"1,426.87",-64.78,...,...,...,...,...,...,2.23,-90.98,0.47,-94.38,...,...,...,...,1.30,-78.26
2001M05,"1,125.31",-56.08,9.39,-28.79,"1,120.19",-55.90,...,...,...,...,...,...,1.43,-89.38,2.20,4.27,...,...,...,...,1.28,-73.66
2001M06,950.74,-55.70,7.74,-28.14,946.60,-55.48,...,...,...,...,...,...,0.99,-90.99,0.74,-71.18,...,...,...,...,2.26,-54.07
2001M07,889.22,-50.10,8.30,-19.64,885.42,-49.93,...,...,...,...,...,...,0.79,-87.11,0.34,-83.85,...,...,...,...,2.50,-46.31
2001M08,"1,164.20",-34.27,10.85,7.11,"1,160.04",-34.17,...,...,...,...,...,...,1.33,-71.27,0.35,-69.57,...,...,...,...,2.34,6.36
2001M09,657.21,-65.70,6.75,-39.08,654.58,-65.71,...,...,...,...,...,...,0.86,-69.93,0.15,-82.56,...,...,...,...,1.44,-51.68
2001M10,989.10,-39.71,9.73,-16.05,986.74,-39.64,...,...,...,...,...,...,1.16,-45.79,0.36,-41.94,...,...,...,...,0.67,-65.82
2001M11,"1,865.72",0.01,15.24,16.30,"1,857.51",-0.14,...,...,...,...,...,...,2.98,23.65,0.35,-25.53,...,...,...,...,4.50,150.00
2001M12,"3,026.40",215.50,20.72,152.17,"3,010.88",215.12,...,...,...,...,...,...,9.57,"1,000.00",1.56,406.49,...,...,...,...,3.64,103.35
2002M01,"3,354.96",84.68,22.07,75.59,"3,337.92",84.18,...,...,...,...,...,...,12.97,742.21,1.31,107.94,...,...,...,...,1.67,12.84
2002M02,"1,229.13",-46.54,8.38,-45.27,"1,222.27",-46.70,...,...,...,...,...,...,5.16,73.74,0.42,-57.58,...,...,...,...,0.93,-31.11
2002M03,"2,789.84",26.48,19.62,26.81,"2,772.20",25.97,...,...,...,...,...,...,11.52,344.79,2.69,363.79,...,...,...,...,2.77,116.41
2002M04,"2,475.82",72.93,19.11,80.33,"2,461.94",72.54,...,...,...,...,...,...,10.01,348.88,1.70,261.70,...,...,...,...,1.71,31.54
2002M05,"1,675.24",48.87,13.57,44.48,"1,666.38",48.76,...,...,...,...,...,...,6.40,347.55,0.52,-76.36,...,...,...,...,1.57,22.66
2002M06,"1,332.78",40.18,11.23,45.17,"1,327.31",40.22,...,...,...,...,...,...,3.70,272.23,0.38,-48.30,...,...,...,...,1.24,-45.01
2002M07,"1,587.92",78.58,13.29,60.13,"1,581.68",78.64,...,...,...,...,...,...,4.16,426.58,0.51,51.79,...,...,...,...,1.40,-44.04
