期間,櫃買市場證券-總成交值 (十億元)_原始值,櫃買市場證券-總成交值 (十億元)_年增率(%),上市證券信用交易-總成交值(十億元)_原始值,上市證券信用交易-總成交值(十億元)_年增率(%),上櫃證券信用交易-總成交值(十億元)_原始值,上櫃證券信用交易-總成交值(十億元)_年增率(%),證券服務事業-證券商總公司家數(家)_原始值,證券服務事業-證券商總公司家數(家)_年增率(%),證券服務事業-經紀商家數(家)_原始值,證券服務事業-經紀商家數(家)_年增率(%),期貨商-專營家數(家)_原始值,期貨商-專營家數(家)_年增率(%),期貨經理事業-專營家數(家)_原始值,期貨經理事業-專營家數(家)_年增率(%)
2001M10,"12,298.62",85.06,988.70,-39.71,64.77,-61.50,187,-3.61,155,-4.91,26,4.00,...,...
2001M11,"11,119.72",46.00,"1,865.37",0.02,168.37,5.26,186,-4.12,154,-4.94,26,4.00,...,...
2001M12,"9,150.71",24.17,"3,020.73",215.02,345.27,294.95,183,-3.68,151,-4.43,26,4.00,...,...
2002M01,"11,260.96",97.42,"3,353.01",84.64,457.86,153.12,184,-3.66,151,-5.03,26,4.00,...,...
2002M02,"6,515.20",-21.11,"1,228.69",-46.54,190.40,-37.77,184,-3.16,151,-4.43,26,4.00,...,...
2002M03,"9,146.36",-19.68,"2,784.24",26.26,407.38,11.30,181,-3.72,148,-5.13,25,0.00,...,...
2002M04,"8,458.70",-4.86,"2,473.34",72.81,396.21,42.76,179,-5.29,145,-7.64,25,0.00,...,...
2002M05,"9,378.07",-9.52,"1,673.08",48.97,242.80,48.27,179,-5.29,145,-7.64,25,0.00,...,...
2002M06,"10,635.78",-2.10,"1,332.26",41.72,167.52,15.75,179,-5.79,145,-8.23,25,0.00,...,...
2002M07,"11,421.29",-12.46,"1,586.48",78.48,181.54,80.32,178,-6.32,142,-10.13,25,-3.85,...,...
