期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
1999M06,"875,352",-17.45,"198,542",-17.53,"387,171",-3.01,-,-,"8,283",2.58,"378,888",-3.12,"11,005",286.82,-,-,"61,915",37.81,"1,051",-37.10,"30,334",8.70,"31,402",53.76,225,-91.49,"1,141",13.76,"152,566",-52.19,"267,692",0.07,"358,282",-0.62,"7,462",5.68,"46,656",38.16,121,"1,628.57","138,851",12.63,"24,946",-14.43,1,-99.40,"140,245",-16.06,-,-,807,"2,205.71","38,134",-29.05,904,-82.44,"8,175",-70.39,-,-,"159,068",-47.68,"43,194",-8.10
1999M07,"861,816",-17.24,"202,441",-15.16,"393,881",-1.76,-,-,"6,629",-10.31,"387,252",-1.60,"9,489",215.46,-,-,"52,788",10.27,"1,846",51.81,"27,900",24.03,"30,105",59.84,988,-70.37,"1,044",-4.04,"141,334",-53.49,"250,180",-5.06,"371,786",2.21,"7,239",-0.10,"47,153",41.55,136,"4,433.33","144,827",14.15,"25,708",-12.58,1,-99.31,"146,722",-12.01,-,-,322,11.81,"40,911",-19.43,836,-83.50,"10,020",-59.10,-,-,"145,043",-50.46,"43,554",-4.66
1999M08,"868,826",-19.16,"190,703",-18.52,"392,764",-1.07,-,-,"5,447",-48.17,"387,317",0.21,"9,453",134.57,-,-,"57,348",17.82,"1,980",31.21,"37,088",40.58,"34,249",50.78,"1,003",-55.44,"1,328",38.77,"142,910",-57.62,"265,502",2.69,"363,782",0.97,"7,329",1.76,"48,415",37.71,209,"1,293.33","150,347",18.66,"26,391",-8.39,1,-99.18,"131,090",-19.22,-,-,-,-,"38,099",-35.22,821,-88.63,"8,081",-67.44,-,-,"150,281",-53.77,"43,081",-7.74
1999M09,"914,168",-8.41,"236,209",-11.04,"399,083",-0.60,-,-,"5,545",-37.38,"393,538",0.23,"8,404",73.03,-,-,"58,104",-12.89,"1,180",100.34,"32,540",49.31,"24,217",18.58,225,-90.50,"1,195",4.73,"153,011",-28.22,"287,822",6.13,"378,257",1.61,"7,831",16.41,"50,631",45.00,201,"1,910.00","159,031",18.18,"27,312",-4.22,1,-99.09,"133,250",-20.41,-,-,-,-,"39,236",-43.70,862,-84.27,"9,221",-64.32,-,-,"158,606",-25.34,"41,026",-11.57
1999M10,"863,206",-7.69,"206,897",-17.23,"393,130",-0.97,-,-,"5,307",-27.95,"387,823",-0.46,"7,902",83.21,-,-,"59,738",-11.31,"2,250",43.13,"33,247",29.52,"23,125",13.32,240,-92.82,"1,292",10.52,"135,385",-17.63,"246,735",-12.95,"387,161",5.33,"9,002",36.13,"48,545",32.70,222,382.61,"165,582",19.78,"26,015",-6.34,1,-97.50,"137,794",-12.93,-,-,-,-,"37,842",-17.63,"1,063",-63.21,"8,936",-63.81,-,-,"143,020",-14.75,"39,512",-13.59
1999M11,"886,167",-4.08,"205,789",-14.35,"395,788",-0.18,-,-,"7,780",20.41,"388,008",-0.52,"7,626",76.81,-,-,"61,985",-16.16,"2,849",94.87,"34,242",36.33,"24,715",37.40,230,-93.45,"1,619",49.77,"151,324",-5.22,"257,120",-6.21,"394,189",7.66,"7,389",10.27,"50,823",27.72,258,932.00,"169,481",17.23,"26,541",-1.40,1,-98.39,"139,696",-5.67,-,-,-,-,"28,197",-46.86,"1,232",-63.56,"8,247",-50.30,-,-,"159,469",-5.09,"38,945",-14.99
1999M12,"900,425",3.05,"191,706",-7.69,"388,936",-0.24,-,-,"7,540",-5.29,"381,396",-0.14,"6,970",12.38,-,-,"70,643",-3.10,"2,604",227.14,"51,068",87.19,"26,845",54.52,391,-84.74,"3,005",166.40,"158,257",6.97,"260,106",-4.68,"408,415",13.56,"9,979",36.55,"53,816",26.69,291,"1,516.67","176,126",23.07,"27,283",11.71,1,-99.50,"140,919",-0.83,-,-,-,-,"23,508",-41.53,929,-75.06,"8,952",-33.25,-,-,"160,466",10.73,"38,978",-8.64
2000M01,"963,783",9.16,"184,180",-9.31,"401,084",1.16,-,-,"7,930",-5.76,"393,154",1.31,"10,198",49.88,-,-,"78,364",-0.12,"1,230",12.64,"59,659",142.61,"30,861",32.44,450,-72.03,"2,260",62.94,"195,497",33.82,"299,648",2.06,"401,786",17.19,"8,765",33.25,"54,769",21.43,339,816.22,"172,427",23.45,"25,787",7.72,1,-99.48,"139,698",9.72,-,-,-,-,"23,098",-53.06,875,-61.01,"8,451",-22.23,-,-,"193,961",35.31,"36,839",-14.43
2000M02,"962,881",8.59,"180,001",-18.11,"401,748",0.49,-,-,"8,035",3.11,"393,713",0.43,"10,793",34.02,-,-,"73,940",19.29,"1,519",47.19,"72,341",154.39,"29,900",35.59,375,-61.93,"1,535",-1.22,"190,729",33.34,"293,875",11.92,"399,150",8.74,"8,185",-0.37,"55,807",15.38,356,641.67,"168,334",21.45,"26,171",4.68,1,-99.56,"140,296",-4.31,-,-,-,-,"25,025",-61.93,748,-91.83,"8,380",-39.58,-,-,"199,021",49.56,"37,430",-15.75
2000M03,"998,765",17.22,"220,738",6.05,"391,546",0.57,-,-,"5,048",9.41,"386,498",0.47,"9,509",12.12,-,-,"68,634",20.16,829,-56.55,"63,908",137.08,"30,540",67.61,359,-46.42,"1,521",30.45,"211,181",50.80,"292,299",16.95,"409,328",11.83,"8,145",12.39,"55,519",15.80,390,550.00,"170,893",23.78,"25,228",3.21,1,0.00,"149,152",0.60,-,-,-,-,"34,983",-30.84,515,-72.85,"9,275",-22.51,-,-,"215,735",65.01,"37,145",-13.15
2000M04,"1,034,049",20.29,"189,164",1.38,"406,070",3.27,-,-,"4,238",-34.18,"401,832",3.89,"11,823",32.31,-,-,"71,952",14.02,591,-39.82,"87,322",183.72,"44,935",117.34,303,32.31,"1,284",21.94,"220,605",43.19,"349,872",37.67,"398,682",9.66,"8,467",22.20,"55,476",20.81,427,623.73,"172,689",22.76,"24,865",1.93,1,0.00,"136,757",-6.07,-,-,-,-,"19,993",-43.97,408,-72.84,"8,763",-19.75,-,-,"218,597",43.25,"38,142",-10.65
2000M05,"1,018,946",19.94,"187,202",0.34,"406,164",3.88,-,-,"4,670",-16.68,"401,494",4.18,"9,480",-3.71,-,-,"73,115",26.16,509,-49.15,"83,201",172.74,"33,632",33.49,83,-63.76,"1,370",28.52,"224,190",53.33,"331,969",34.20,"404,985",11.91,"7,091",-13.44,"55,986",23.59,446,479.22,"173,086",23.40,"24,451",1.20,2,100.00,"143,923",0.03,-,-,-,-,"16,557",-60.67,324,-72.19,"10,494",4.58,-,-,"215,685",49.13,"39,256",-9.51
