期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),磚構造_原始值,磚構造_年增率(%),磚構造_原始值,磚構造_年增率(%),木構造_原始值,木構造_年增率(%),木構造_原始值,木構造_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2002M11,"2,218,477",...,"13,997,931",...,"668,742",...,"4,863,395",...,"1,472,291",...,"8,849,444",...,"39,905",...,"138,327",...,"18,654",...,"67,705",...,"3,569",...,"10,967",...,"15,316",...,"68,093",...
2002M12,"2,071,111",...,"12,319,053",...,"288,183",...,"1,665,874",...,"1,660,634",...,"9,770,329",...,"54,843",...,"652,772",...,"37,921",...,"123,871",...,"2,666",...,"7,557",...,"26,864",...,"98,650",...
2003M01,"2,040,076",-5.46,"12,615,132",-0.01,"353,501",-54.47,"2,900,206",-48.66,"1,519,398",20.46,"9,070,941",38.78,"104,150",112.26,"405,204",119.48,"26,501",0.71,"85,538",8.18,"8,842",186.06,"18,629",81.34,"27,684",-33.38,"134,614",-14.42
2003M02,"1,019,623",-9.73,"5,619,654",-9.42,"112,736",-48.83,"598,695",-50.15,"826,314",18.16,"4,695,722",9.56,"51,892",4.94,"215,521",164.89,"22,631",-57.39,"76,743",-55.28,699,-93.10,"5,186",-82.60,"5,351",-94.50,"27,787",-93.60
2003M03,"1,989,224",36.29,"12,005,577",28.85,"215,691",-25.05,"1,345,188",-34.20,"1,669,351",53.53,"10,203,375",46.86,"59,183",218.27,"268,274",268.62,"17,312",-59.95,"65,676",-47.72,"9,292",687.46,"26,092",823.28,"18,395",-14.31,"96,972",-22.10
2003M04,"2,033,148",12.72,"12,438,310",24.52,"335,737",-47.96,"2,865,508",-23.69,"1,608,528",60.17,"9,205,706",60.24,"50,273",55.33,"217,907",101.24,"15,918",-72.63,"66,567",-60.90,"9,414",132.27,"25,390",119.30,"13,278",-77.77,"57,232",-71.21
2003M05,"2,212,567",11.04,"12,739,319",4.44,"358,455",-17.06,"2,240,053",-14.09,"1,737,317",22.29,"10,003,740",9.33,"73,068",171.52,"307,780",201.47,"16,265",-41.52,"55,822",-50.03,"2,446",-92.07,"1,919",-95.54,"25,016",-53.87,"130,005",-29.18
2003M06,"2,305,731",-0.74,"13,520,163",-13.42,"163,171",-83.65,"1,087,306",-86.03,"1,999,428",61.21,"11,869,850",57.52,"94,401",180.85,"379,886",221.60,"27,434",137.61,"96,663",118.28,"5,206",-68.68,"15,050",-69.34,"16,091",-29.66,"71,408",-19.41
2003M07,"2,984,393",36.69,"19,423,807",62.34,"692,438",22.27,"5,115,522",38.17,"2,161,785",52.60,"13,813,880",77.57,"55,939",41.46,"231,660",54.63,"51,147",3.56,"148,303",-29.87,965,-98.93,"4,990",-85.08,"22,119",4.20,"109,452",23.59
2003M08,"2,417,881",46.57,"13,850,915",49.94,"237,922",6.77,"1,332,268",-13.97,"2,058,406",65.58,"11,785,534",67.92,"72,659",50.56,"464,784",170.54,"32,462",-65.94,"110,172",-66.34,"5,773",84.38,"17,542",99.59,"10,659",-71.24,"140,615",-13.51
2003M09,"2,465,802",46.09,"13,758,602",39.93,"295,979",23.84,"1,645,396",7.35,"1,866,847",35.80,"11,491,089",44.01,"263,958",508.49,"484,134",141.89,"20,778",48.35,"76,097",60.21,"5,712","1,423.20","20,968","1,373.51","12,528",-23.66,"40,918",-42.37
2003M10,"2,744,332",14.25,"17,373,717",-6.70,"305,231",-59.61,"2,817,905",-67.23,"2,288,762",56.17,"13,924,626",49.62,"96,127",10.41,"394,329",24.48,"19,675",-22.69,"64,378",-20.34,"11,835",74.66,"38,688",-46.93,"22,702",-63.21,"133,791",-45.30
2003M11,"2,747,850",23.86,"16,571,079",18.38,"258,992",-61.27,"1,823,145",-62.51,"2,277,676",54.70,"13,891,759",56.98,"152,881",283.11,"648,396",368.74,"20,878",11.92,"69,184",2.18,"14,028",293.05,"25,171",129.52,"23,395",52.75,"113,424",66.57
2003M12,"3,395,868",63.96,"25,418,009",106.33,"536,258",86.08,"4,752,974",185.31,"2,691,312",62.07,"19,886,987",103.54,"77,126",40.63,"365,520",-44.00,"26,621",-29.80,"99,493",-19.68,"7,296",173.67,"20,434",170.40,"57,255",113.13,"292,601",196.61
2004M01,"3,339,056",63.67,"20,774,694",64.68,"707,995",100.28,"4,454,906",53.61,"2,484,489",63.52,"15,687,691",72.94,"102,250",-1.82,"446,397",10.17,"21,976",-17.07,"90,755",6.10,"1,070",-87.90,"4,800",-74.23,"21,276",-23.15,"90,145",-33.03
2004M02,"2,393,327",134.73,"14,494,868",157.93,"224,798",99.40,"1,181,789",97.39,"2,043,362",147.29,"12,836,309",173.36,"60,524",16.63,"254,057",17.88,"37,047",63.70,"114,980",49.82,916,31.04,"2,858",-44.89,"26,680",398.60,"104,875",277.42
2004M03,"3,481,431",75.01,"21,932,427",82.69,"450,063",108.66,"2,851,992",112.01,"2,877,881",72.40,"18,377,210",80.11,"99,966",68.91,"510,624",90.34,"25,462",47.08,"76,878",17.06,"12,973",39.61,"39,558",51.61,"15,086",-17.99,"76,165",-21.46
2004M04,"3,211,379",57.95,"20,290,468",63.13,"282,432",-15.88,"1,876,757",-34.51,"2,779,513",72.80,"17,787,377",93.22,"63,863",27.03,"249,338",14.42,"18,482",16.11,"63,748",-4.23,"9,929",5.47,"27,381",7.84,"57,160",330.49,"285,867",399.49
2004M05,"3,402,001",53.76,"22,992,259",80.48,"280,783",-21.67,"2,136,667",-4.62,"2,983,069",71.71,"20,258,051",102.50,"94,392",29.18,"401,228",30.36,"32,032",96.94,"140,902",152.41,"3,262",33.36,"12,674",560.45,"8,463",-66.17,"42,737",-67.13
2004M06,"3,351,513",45.36,"22,681,827",67.76,"284,893",74.60,"1,988,668",82.90,"2,955,036",47.79,"20,094,376",69.29,"38,144",-59.59,"181,014",-52.35,"23,598",-13.98,"89,706",-7.20,"9,450",81.52,"37,827",151.34,"40,392",151.02,"290,236",306.45
2004M07,"4,571,369",53.18,"26,860,803",38.29,"358,318",-48.25,"1,913,869",-62.59,"4,065,966",88.08,"24,330,459",76.13,"97,586",74.45,"444,404",91.83,"30,173",-41.01,"93,830",-36.73,"9,207",854.09,"42,677",755.25,"10,119",-54.25,"35,564",-67.51
2004M08,"3,589,511",48.46,"24,886,440",79.67,"622,458",161.62,"4,685,069",251.66,"2,835,187",37.74,"19,668,763",66.89,"73,534",1.20,"295,233",-36.48,"24,019",-26.01,"82,862",-24.79,"9,218",59.67,"27,191",55.01,"25,095",135.43,"127,322",-9.45
2004M09,"3,569,027",44.74,"23,881,101",73.57,"334,871",13.14,"2,086,172",26.79,"3,141,857",68.30,"21,441,616",86.59,"59,496",-77.46,"226,414",-53.23,"12,712",-38.82,"49,881",-34.45,"7,606",33.16,"23,957",14.26,"12,485",-0.34,"53,061",29.68
2004M10,"3,403,437",24.02,"23,096,559",32.94,"341,092",11.75,"2,571,137",-8.76,"2,971,256",29.82,"20,156,348",44.75,"63,462",-33.98,"240,589",-38.99,"11,239",-42.88,"42,867",-33.41,"2,820",-76.17,"10,950",-71.70,"13,568",-40.23,"74,668",-44.19
2004M11,"3,785,353",37.76,"25,587,930",54.41,"562,569",117.21,"3,945,370",116.40,"3,114,064",36.72,"21,192,156",52.55,"75,501",-50.61,"306,200",-52.78,"10,792",-48.31,"42,751",-38.21,"3,137",-77.64,"10,292",-59.11,"19,290",-17.55,"91,161",-19.63
2004M12,"4,399,924",29.57,"30,237,816",18.96,"483,282",-9.88,"3,637,330",-23.47,"3,804,528",41.36,"26,131,854",31.40,"68,778",-10.82,"276,656",-24.31,"27,577",3.59,"111,349",11.92,"1,155",-84.17,"3,236",-84.16,"14,604",-74.49,"77,391",-73.55
2005M01,"3,374,180",1.05,"23,536,273",13.29,"345,234",-51.24,"2,776,523",-37.67,"2,904,535",16.91,"20,211,917",28.84,"70,749",-30.81,"307,177",-31.19,"14,951",-31.97,"63,226",-30.33,"2,470",130.84,"7,474",55.71,"36,241",70.34,"169,956",88.54
