期間,期中人口(人)_原始值,期中人口(人)_年增率(%),平均匯率(元/美元)_原始值,平均匯率(元/美元)_年增率(%),經濟成長(%)_原始值,經濟成長(%)_年增率(%),國內生產毛額(名目值，百萬元)_原始值,國內生產毛額(名目值，百萬元)_年增率(%),國內生產毛額(名目值，百萬美元)_原始值,國內生產毛額(名目值，百萬美元)_年增率(%),平均每人GDP(名目值，元)_原始值,平均每人GDP(名目值，元)_年增率(%),平均每人GDP(名目值，美元)_原始值,平均每人GDP(名目值，美元)_年增率(%),國民生產毛額(名目值，百萬元)_原始值,國民生產毛額(名目值，百萬元)_年增率(%),國民生產毛額(名目值，百萬美元)_原始值,國民生產毛額(名目值，百萬美元)_年增率(%),平均每人GNP(名目值，元)_原始值,平均每人GNP(名目值，元)_年增率(%),平均每人GNP(名目值，美元)_原始值,平均每人GNP(名目值，美元)_年增率(%),國民所得(名目值，百萬元)_原始值,國民所得(名目值，百萬元)_年增率(%),國民所得(名目值，百萬美元)_原始值,國民所得(名目值，百萬美元)_年增率(%),平均每人所得(名目值，元)_原始值,平均每人所得(名目值，元)_年增率(%),平均每人所得(名目值，美元)_原始值,平均每人所得(名目值，美元)_年增率(%)
1963Q3,"11,808,891",3.24,40.00,0.00,6.42,-,"20,489",10.37,512,10.34,"1,735",6.83,43,4.88,"20,461",10.38,512,10.58,"1,733",6.91,43,4.88,"19,284",10.76,482,10.80,"1,633",7.29,41,7.89
1963Q4,"11,902,471",3.24,40.00,0.00,9.43,-,"24,762",12.28,619,12.34,"2,081",8.78,53,12.77,"24,735",12.30,618,12.16,"2,080",8.79,52,10.64,"23,430",12.65,586,12.69,"1,969",9.03,49,8.89
1964Q1,"11,996,231",3.22,40.00,0.00,11.86,-,"26,235",19.78,656,19.71,"2,187",15.96,55,17.02,"26,216",19.86,655,19.74,"2,186",16.15,55,17.02,"24,871",20.09,622,20.08,"2,073",16.26,52,15.56
1964Q2,"12,090,172",3.20,40.00,0.00,12.84,-,"25,480",18.18,637,18.18,"2,107",14.51,53,15.22,"25,477",18.32,637,18.40,"2,107",14.64,53,15.22,"24,152",18.54,604,18.66,"1,998",14.89,50,16.28
1964Q3,"12,184,114",3.18,40.00,0.00,12.44,-,"23,683",15.59,592,15.63,"1,944",12.05,49,13.95,"23,691",15.79,592,15.63,"1,944",12.18,49,13.95,"22,379",16.05,559,15.98,"1,837",12.49,46,12.20
1964Q4,"12,278,055",3.16,40.00,0.00,9.45,-,"28,090",13.44,702,13.41,"2,289",10.00,56,5.66,"28,120",13.69,704,13.92,"2,291",10.14,56,7.69,"26,692",13.92,667,13.82,"2,174",10.41,54,10.20
1965Q1,"12,371,735",3.13,40.00,0.00,9.23,-,"28,088",7.06,702,7.01,"2,270",3.80,57,3.64,"28,040",6.96,701,7.02,"2,266",3.66,57,3.64,"26,596",6.94,665,6.91,"2,150",3.71,54,3.85
1965Q2,"12,465,154",3.10,40.00,0.00,10.66,-,"28,486",11.80,712,11.77,"2,286",8.50,57,7.55,"28,437",11.62,711,11.62,"2,282",8.31,57,7.55,"26,951",11.59,674,11.59,"2,163",8.26,54,8.00
1965Q3,"12,558,572",3.07,40.00,0.00,11.82,-,"26,719",12.82,668,12.84,"2,128",9.47,53,8.16,"26,670",12.57,667,12.67,"2,124",9.26,53,8.16,"25,186",12.54,630,12.70,"2,005",9.15,50,8.70
1965Q4,"12,651,991",3.05,40.00,0.00,11.73,-,"31,066",10.59,777,10.68,"2,456",7.30,62,10.71,"31,018",10.31,775,10.09,"2,453",7.07,61,8.93,"29,427",10.25,735,10.19,"2,327",7.04,58,7.41
1966Q1,"12,742,563",3.00,40.00,0.00,5.73,-,"30,261",7.74,757,7.83,"2,376",4.67,59,3.51,"30,250",7.88,756,7.85,"2,375",4.81,59,3.51,"28,688",7.87,717,7.82,"2,252",4.74,56,3.70
1966Q2,"12,830,290",2.93,40.00,0.00,8.77,-,"31,231",9.64,781,9.69,"2,435",6.52,61,7.02,"31,214",9.77,780,9.70,"2,434",6.66,61,7.02,"29,567",9.71,739,9.64,"2,305",6.56,58,7.41
1966Q3,"12,918,016",2.86,40.00,0.00,12.39,-,"30,755",15.11,769,15.12,"2,382",11.94,60,13.21,"30,733",15.23,768,15.14,"2,380",12.05,59,11.32,"28,979",15.06,724,14.92,"2,244",11.92,56,12.00
1966Q4,"13,005,742",2.80,40.00,0.00,8.29,-,"35,428",14.04,885,13.90,"2,724",10.91,68,9.68,"35,381",14.07,885,14.19,"2,721",10.93,69,13.11,"33,541",13.98,839,14.15,"2,580",10.87,65,12.07
1967Q1,"13,089,790",2.72,40.00,0.00,11.59,-,"35,053",15.84,876,15.72,"2,679",12.75,67,13.56,"34,985",15.65,875,15.74,"2,674",12.59,67,13.56,"33,116",15.44,828,15.48,"2,531",12.39,63,12.50
1967Q2,"13,170,160",2.65,40.00,0.00,9.54,-,"35,439",13.47,886,13.44,"2,692",10.55,67,9.84,"35,356",13.27,884,13.33,"2,686",10.35,67,9.84,"33,383",12.91,835,12.99,"2,536",10.02,63,8.62
1967Q3,"13,250,529",2.57,40.00,0.00,8.30,-,"35,789",16.37,895,16.38,"2,702",13.43,68,13.33,"35,709",16.19,893,16.28,"2,696",13.28,67,13.56,"33,632",16.06,841,16.16,"2,539",13.15,63,12.50
1967Q4,"13,330,899",2.50,40.00,0.00,12.02,-,"41,182",16.24,"1,030",16.38,"3,090",13.44,77,13.24,"41,090",16.14,"1,027",16.05,"3,082",13.27,77,11.59,"38,924",16.05,972,15.85,"2,920",13.18,74,13.85
1968Q1,"13,415,447",2.49,40.00,0.00,7.72,-,"39,708",13.28,993,13.36,"2,961",10.53,74,10.45,"39,623",13.26,991,13.26,"2,955",10.51,74,10.45,"37,370",12.85,934,12.80,"2,787",10.11,70,11.11
1968Q2,"13,504,174",2.54,40.00,0.00,8.22,-,"41,298",16.53,"1,032",16.48,"3,059",13.63,76,13.43,"41,238",16.64,"1,031",16.63,"3,055",13.74,76,13.43,"38,881",16.47,972,16.41,"2,880",13.56,72,14.29
1968Q3,"13,592,901",2.58,40.00,0.00,12.16,-,"42,735",19.41,"1,068",19.33,"3,145",16.40,79,16.18,"42,635",19.40,"1,066",19.37,"3,138",16.39,78,16.42,"40,096",19.22,"1,002",19.14,"2,951",16.23,74,17.46
1968Q4,"13,681,628",2.63,40.00,0.00,8.12,-,"48,076",16.74,"1,202",16.70,"3,517",13.82,88,14.29,"47,863",16.48,"1,196",16.46,"3,500",13.56,88,14.29,"45,239",16.22,"1,132",16.46,"3,308",13.29,82,10.81
1969Q1,"13,811,739",2.95,40.00,0.00,10.44,-,"47,558",19.77,"1,189",19.74,"3,445",16.35,86,16.22,"47,484",19.84,"1,187",19.78,"3,439",16.38,86,16.22,"44,684",19.57,"1,117",19.59,"3,236",16.11,81,15.71
1969Q2,"13,983,236",3.55,40.00,0.00,8.98,-,"48,366",17.11,"1,209",17.15,"3,461",13.14,86,13.16,"48,294",17.11,"1,207",17.07,"3,455",13.09,86,13.16,"45,359",16.66,"1,134",16.67,"3,245",12.67,81,12.50
1969Q3,"14,154,732",4.13,40.00,0.00,8.86,-,"48,974",14.60,"1,224",14.61,"3,462",10.08,86,8.86,"48,939",14.79,"1,223",14.73,"3,458",10.20,86,10.26,"45,884",14.44,"1,147",14.47,"3,243",9.89,81,9.46
1969Q4,"14,326,228",4.71,40.00,0.00,6.59,-,"54,256",12.85,"1,357",12.90,"3,788",7.71,96,9.09,"54,190",13.22,"1,356",13.38,"3,786",8.17,95,7.95,"51,037",12.82,"1,276",12.72,"3,565",7.77,89,8.54
1970Q1,"14,456,789",4.67,40.00,0.00,7.27,-,"53,023",11.49,"1,326",11.52,"3,668",6.47,92,6.98,"52,998",11.61,"1,325",11.63,"3,666",6.60,92,6.98,"49,847",11.55,"1,246",11.55,"3,448",6.55,86,6.17
1970Q2,"14,539,891",3.98,40.00,0.00,12.15,-,"56,693",17.22,"1,417",17.20,"3,899",12.66,97,12.79,"56,571",17.14,"1,414",17.15,"3,891",12.62,97,12.79,"53,252",17.40,"1,331",17.37,"3,662",12.85,92,13.58
1970Q3,"14,615,985",3.26,40.00,0.00,10.41,-,"56,874",16.13,"1,422",16.18,"3,891",12.39,97,12.79,"56,888",16.24,"1,422",16.27,"3,892",12.55,97,12.79,"53,411",16.40,"1,335",16.39,"3,654",12.67,91,12.35
1970Q4,"14,704,093",2.64,40.00,0.00,12.49,-,"62,800",15.75,"1,570",15.70,"4,272",12.78,107,11.46,"62,521",15.37,"1,563",15.27,"4,253",12.33,107,12.63,"58,835",15.28,"1,472",15.36,"4,003",12.29,100,12.36
1971Q1,"14,795,178",2.34,40.00,0.00,12.63,-,"62,396",17.68,"1,560",17.65,"4,217",14.97,105,14.13,"62,415",17.77,"1,560",17.74,"4,219",15.08,105,14.13,"58,621",17.60,"1,466",17.66,"3,962",14.91,99,15.12
1971Q2,"14,874,437",2.30,40.00,0.00,15.23,-,"66,456",17.22,"1,661",17.22,"4,468",14.59,112,15.46,"66,314",17.22,"1,658",17.26,"4,458",14.57,111,14.43,"62,381",17.14,"1,560",17.21,"4,194",14.53,105,14.13
1971Q3,"14,947,675",2.27,40.00,0.00,13.49,-,"65,972",16.00,"1,649",15.96,"4,414",13.44,110,13.40,"65,914",15.87,"1,648",15.89,"4,410",13.31,110,13.40,"61,824",15.75,"1,546",15.81,"4,136",13.19,103,13.19
1971Q4,"15,028,940",2.21,40.00,0.00,8.81,-,"71,770",14.28,"1,795",14.33,"4,777",11.82,120,12.15,"71,829",14.89,"1,796",14.91,"4,781",12.41,121,13.08,"67,383",14.53,"1,683",14.33,"4,485",12.04,112,12.00
1972Q1,"15,109,925",2.13,40.00,0.00,13.60,-,"74,918",20.07,"1,873",20.06,"4,957",17.55,124,18.10,"74,658",19.62,"1,866",19.62,"4,940",17.09,124,18.10,"69,896",19.23,"1,747",19.17,"4,625",16.73,116,17.17
1972Q2,"15,177,272",2.04,40.00,0.00,13.34,-,"79,755",20.01,"1,994",20.05,"5,253",17.57,131,16.96,"79,821",20.37,"1,996",20.39,"5,258",17.95,131,18.02,"74,837",19.97,"1,871",19.94,"4,930",17.55,123,17.14
1972Q3,"15,243,614",1.98,40.00,0.00,11.50,-,"79,292",20.19,"1,982",20.19,"5,201",17.83,130,18.18,"79,171",20.11,"1,979",20.08,"5,193",17.76,130,18.18,"73,902",19.54,"1,848",19.53,"4,847",17.19,121,17.48
1972Q4,"15,323,024",1.96,40.00,0.00,14.10,-,"85,608",19.28,"2,140",19.22,"5,585",16.91,140,16.67,"85,991",19.72,"2,150",19.71,"5,610",17.34,140,15.70,"80,290",19.15,"2,007",19.25,"5,238",16.79,131,16.96
1973Q1,"15,398,584",1.91,39.00,2.56,13.35,-,"91,567",22.22,"2,346",25.25,"5,948",19.99,152,22.58,"91,602",22.70,"2,347",25.78,"5,951",20.47,153,23.39,"85,370",22.14,"2,187",25.19,"5,546",19.91,142,22.41
1973Q2,"15,466,929",1.91,38.00,5.26,9.39,-,"97,170",21.84,"2,555",28.13,"6,285",19.65,165,25.95,"97,150",21.71,"2,555",28.01,"6,283",19.49,165,25.95,"90,291",20.65,"2,374",26.88,"5,840",18.46,154,25.20
1973Q3,"15,537,283",1.93,38.00,5.26,14.03,-,"104,590",31.90,"2,750",38.75,"6,735",29.49,177,36.15,"104,234",31.66,"2,740",38.45,"6,711",29.23,177,36.15,"96,360",30.39,"2,534",37.12,"6,204",28.00,163,34.71
1973Q4,"15,608,643",1.86,38.00,5.26,10.75,-,"121,784",42.26,"3,202",49.63,"7,805",39.75,206,47.14,"122,009",41.89,"3,208",49.21,"7,820",39.39,205,46.43,"113,152",40.93,"2,975",48.23,"7,252",38.45,190,45.04
1974Q1,"15,676,296",1.80,38.00,2.63,5.97,-,"137,115",49.74,"3,608",53.79,"8,745",47.02,230,51.32,"137,286",49.87,"3,613",53.94,"8,756",47.13,230,50.33,"125,944",47.53,"3,314",51.53,"8,032",44.83,211,48.59
