期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府債券_原始值,資產--對非金融機構證券投資-政府債券_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-計_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-計_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--信託資金_原始值,負債與淨值--信託資金_年增率(%),負債與淨值--人壽保險準備_原始值,負債與淨值--人壽保險準備_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2000M03,"23,179,102",6.71,"4,475,700",12.77,"14,799,023",5.51,"1,796,903",12.93,"372,667",1.92,"12,629,453",4.64,"1,178,664",29.48,"98,273",-14.00,"1,959,887",-2.36,"246,956",-18.31,"240,034",12.99,"180,565",0.28,"513,630",20.34,"737,428",4.15,"17,277,786",8.07,"276,410",5.76,"1,018,022",19.33,"2,893,130",27.39,"3,338,619",-5.85,"6,441,114",7.73,"673,879",2.68,"2,636,612",8.94,-,-,"875,993",13.16,"439,705",34.42,"2,237,489",17.74,"89,629",-12.11,"2,258,445",-8.55,"-1,251,003",--
2000M04,"23,135,750",6.22,"4,461,053",10.78,"14,833,243",5.51,"1,793,927",11.17,"362,335",3.34,"12,676,981",4.81,"1,164,371",28.02,"106,308",-1.68,"1,925,651",-3.98,"226,729",-20.76,"241,167",13.68,"177,228",2.37,"593,818",35.35,"718,595",3.43,"17,175,782",7.03,"295,571",14.91,"1,019,325",20.21,"2,780,525",19.38,"3,340,165",-4.47,"6,460,461",6.81,"651,804",1.08,"2,627,931",8.45,-,-,"912,645",11.21,"451,834",37.01,"2,268,771",17.59,"84,825",-16.83,"2,256,884",-7.53,"-1,327,404",--
2000M05,"23,158,121",6.30,"4,461,419",10.57,"14,905,552",5.70,"1,782,008",9.83,"354,347",2.03,"12,769,197",5.25,"1,134,665",25.37,"109,904",7.55,"1,908,345",-4.71,"222,245",-12.04,"242,772",14.00,"173,219",0.12,"559,218",32.98,"696,927",1.83,"17,070,193",6.54,"270,797",4.47,"1,017,542",17.81,"2,659,960",16.07,"3,358,806",-2.19,"6,476,038",6.17,"655,919",1.52,"2,631,131",8.41,-,-,"948,131",6.82,"450,720",29.80,"2,302,332",17.59,"86,555",-10.33,"2,306,833",-5.37,"-1,262,788",--
2000M06,"23,306,261",5.68,"4,518,072",9.82,"15,022,993",4.66,"1,808,041",6.43,"365,886",1.75,"12,849,066",4.50,"1,155,708",24.45,"116,185",25.67,"1,836,299",-3.98,"234,082",-9.84,"247,939",15.41,"174,983",-1.46,"514,335",9.97,"702,739",2.04,"17,248,000",5.87,"283,774",-8.19,"1,064,210",9.98,"2,657,330",8.58,"3,356,370",0.02,"6,509,295",5.89,"708,580",13.12,"2,668,441",9.41,-,-,"949,829",6.17,"458,644",35.77,"2,336,849",17.46,"83,812",-11.39,"2,332,138",0.46,"-1,320,085",--
2000M07,"23,366,321",6.05,"4,498,757",8.19,"15,027,300",5.27,"1,834,277",7.75,"379,499",7.71,"12,813,524",4.85,"1,134,882",18.42,"117,670",19.66,"1,921,370",2.50,"239,116",-15.91,"250,231",15.60,"176,995",4.93,"501,648",14.04,"696,644",2.34,"17,189,452",5.69,"265,623",4.51,"1,001,476",11.00,"2,629,720",9.33,"3,323,700",-0.58,"6,532,709",5.38,"730,674",9.38,"2,705,550",8.58,-,-,"971,412",7.96,"464,203",35.79,"2,364,785",17.28,"81,163",-28.73,"2,359,058",-0.34,"-1,262,044",--
2000M08,"23,378,926",6.32,"4,499,773",7.56,"14,983,211",5.24,"1,812,998",10.05,"357,669",2.50,"12,812,544",4.67,"1,139,128",14.22,"120,883",35.00,"1,956,246",5.52,"256,384",7.23,"252,838",16.15,"170,463",0.19,"457,681",-3.66,"689,941",3.02,"17,288,257",6.08,"263,670",-1.30,"1,041,697",11.85,"2,610,508",6.89,"3,320,892",0.28,"6,578,915",5.92,"756,681",18.34,"2,715,894",8.85,-,-,"935,465",9.09,"470,789",37.48,"2,392,719",17.23,"77,982",-31.46,"2,366,287",0.90,"-1,300,195",--
2000M09,"23,473,064",5.44,"4,583,663",6.80,"15,046,381",4.88,"1,830,999",10.77,"359,496",-0.42,"12,855,886",4.25,"1,120,237",9.76,"117,511",25.22,"1,934,521",4.41,"243,680",-3.71,"254,418",12.00,"172,653",-2.76,"481,733",-4.16,"686,513",0.85,"17,301,141",5.85,"245,777",-10.15,"997,710",6.21,"2,535,092",3.15,"3,329,923",1.02,"6,611,901",6.22,"848,374",30.41,"2,732,364",9.14,-,-,"969,180",5.32,"471,606",35.27,"2,425,388",17.26,"72,046",-34.48,"2,381,412",-0.53,"-1,315,955",--
2000M10,"23,602,369",6.67,"4,695,970",9.77,"15,163,864",6.07,"1,894,615",13.46,"360,930",3.54,"12,908,319",5.13,"1,154,529",16.88,"107,664",22.25,"1,812,266",-0.83,"242,427",-6.16,"254,058",11.21,"171,591",5.44,"436,929",0.94,"681,137",2.59,"17,394,478",5.84,"249,660",-13.98,"982,874",7.22,"2,515,465",2.74,"3,326,984",0.37,"6,616,246",5.88,"968,846",42.03,"2,734,403",7.91,-,-,"913,089",6.01,"479,915",35.18,"2,451,264",17.44,"74,930",-30.33,"2,475,243",3.00,"-1,304,616",--
2000M11,"23,944,688",7.00,"4,910,363",13.10,"15,198,884",5.13,"1,956,787",14.23,"360,648",2.50,"12,881,449",3.95,"1,199,371",17.26,"109,011",25.37,"1,833,965",1.83,"264,420",-0.54,"256,749",12.12,"171,925",-1.56,"475,686",5.27,"681,700",1.11,"17,568,470",6.44,"252,414",-4.95,"979,297",3.32,"2,542,760",2.47,"3,334,467",0.66,"6,619,755",5.41,"1,070,429",59.15,"2,769,348",8.81,-,-,"919,186",3.40,"520,493",42.28,"2,471,924",16.99,"82,821",-20.35,"2,577,628",7.99,"-1,353,220",--
2000M12,"24,317,510",6.81,"5,005,511",13.48,"15,405,259",5.10,"2,063,150",19.50,"384,455",4.26,"12,957,654",3.14,"1,232,764",10.63,"100,567",23.58,"1,807,246",0.69,"325,484",17.10,"258,593",11.46,"182,086",-7.69,"458,659",-0.87,"708,580",-12.19,"17,935,389",6.63,"321,250",-3.33,"1,053,648",2.70,"2,589,426",2.04,"3,327,813",-1.49,"6,636,613",4.69,"1,176,943",79.99,"2,829,696",10.82,-,-,"938,737",0.89,"496,549",30.88,"2,492,372",16.01,"91,668",-6.27,"2,450,235",4.26,"-1,254,679",--
2001M01,"24,443,509",5.76,"4,970,226",11.99,"15,332,786",4.28,"2,109,069",20.27,"398,248",3.20,"12,825,469",2.08,"1,296,452",12.86,"109,763",25.30,"1,837,637",-4.12,"409,745",46.17,"259,472",9.01,"227,428",-24.04,"402,729",-23.44,"914,532",-2.09,"18,033,139",5.69,"245,437",-26.05,"950,545",-8.78,"2,722,125",-1.21,"3,292,879",0.18,"6,715,177",5.18,"1,156,082",87.29,"2,950,894",11.61,-,-,"883,304",1.03,"502,318",31.19,"2,518,954",15.60,"94,942",-1.31,"2,398,958",6.07,"-1,305,367",--
2001M02,"24,356,746",5.33,"5,030,557",10.56,"15,229,983",3.59,"2,125,146",21.08,"376,031",-0.51,"12,728,806",1.27,"1,302,483",14.34,"120,078",28.28,"1,891,663",-2.45,"342,391",28.16,"260,409",9.47,"179,182",-7.77,"419,200",-21.51,"744,389",-5.25,"18,169,100",6.12,"283,015",-3.13,"933,272",-6.48,"2,698,757",-2.78,"3,336,639",-0.16,"6,822,266",6.22,"1,117,434",76.51,"2,977,717",12.03,-,-,"897,397",-0.82,"516,036",26.79,"2,544,410",15.47,"97,395",7.18,"2,387,432",4.74,"-1,418,613",--
2001M03,"24,446,335",5.47,"5,132,280",14.67,"15,244,955",3.01,"2,126,574",18.35,"371,702",-0.26,"12,746,679",0.93,"1,298,293",10.15,"117,047",19.10,"1,910,498",-2.52,"311,892",26.29,"258,632",7.75,"172,738",-4.33,"411,386",-19.91,"714,770",-3.07,"18,194,950",5.31,"275,160",-0.45,"939,397",-7.72,"2,710,294",-6.32,"3,273,426",-1.95,"6,897,147",7.08,"1,109,902",64.70,"2,989,624",13.39,-,-,"884,136",0.93,"531,515",20.88,"2,582,277",15.41,"98,207",9.57,"2,430,888",7.64,"-1,401,794",--
2001M04,"24,396,299",5.45,"5,195,121",16.46,"15,143,844",2.09,"2,111,331",17.69,"361,847",-0.13,"12,670,666",-0.05,"1,320,630",13.42,"110,525",3.97,"1,906,248",-1.01,"280,761",23.83,"258,633",7.24,"180,537",1.87,"425,251",-28.39,"708,270",-1.44,"18,052,766",5.11,"246,916",-16.46,"934,731",-8.30,"2,625,380",-5.58,"3,237,670",-3.07,"6,942,889",7.47,"1,078,376",65.44,"2,986,804",13.66,-,-,"897,875",-1.62,"546,469",20.94,"2,627,288",15.80,"99,778",17.63,"2,449,009",8.51,"-1,410,407",--
