期間,放款_原始值,放款_年增率(%),投資--對非金融機構證券投資--政府機關_原始值,投資--對非金融機構證券投資--政府機關_年增率(%),投資--對非金融機構證券投資--公營事業_原始值,投資--對非金融機構證券投資--公營事業_年增率(%),投資--對非金融機構證券投資--民營事業_原始值,投資--對非金融機構證券投資--民營事業_年增率(%),對金融機構證券投資_原始值,對金融機構證券投資_年增率(%),對金融機構債權_原始值,對金融機構債權_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),借入款_原始值,借入款_年增率(%),應付融券價款_原始值,應付融券價款_年增率(%),存入保證金_原始值,存入保證金_年增率(%),應付票據_原始值,應付票據_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%)
1998M07,"183,798",23.64,"2,011",-9.70,50,0.00,"15,079",76.92,"6,002",141.04,"3,525",-56.94,2,0.00,"210,467",23.70,"10,138",-42.14,"22,925",58.42,"15,554",121.79,"129,855",26.89,"31,995",11.12
1998M08,"162,965",7.44,"1,242",-37.37,50,0.00,"13,360",125.71,"2,802",14.37,"3,362",-39.56,2,0.00,"183,783",9.63,"9,336",-60.72,"19,344",31.12,"14,341",105.46,"116,815",22.46,"23,947",-10.49
1998M09,"182,964",45.26,"2,263",11.59,50,0.00,"14,035",53.96,"3,302",32.08,"3,311",-37.14,2,0.00,"205,927",42.10,"12,655",-25.95,"16,563",13.43,"13,757",101.21,"134,745",70.69,"28,207",2.75
1998M10,"195,928",49.77,"2,313",14.05,50,0.00,"14,755",38.17,"3,252",62.60,"3,258",-42.59,2,0.00,"219,558",45.16,"8,312",-19.57,"16,046",29.32,"13,762",53.20,"153,606",68.01,"27,832",-0.98
1998M11,"201,533",35.52,"2,300",13.41,50,0.00,"10,241",76.57,"1,012",-74.83,"3,435",-33.84,2,0.00,"218,573",31.82,"39,497",120.49,"14,149",-18.77,"12,264",-18.06,"120,074",37.98,"32,589",14.40
1998M12,"189,146",4.19,"2,293",13.18,50,0.00,"13,591",48.13,913,-74.57,"1,175",-61.45,2,0.00,"207,170",3.88,"33,205",51.22,"12,251",-37.70,"10,518",-38.86,"124,156",11.66,"27,040",-8.08
1999M01,"168,826",-10.95,"2,382",18.15,50,0.00,"14,738",149.04,"1,345",-66.21,697,-82.15,2,0.00,"188,040",-8.48,"23,387",-9.38,"12,231",-32.53,"10,624",-33.53,"117,331",-2.52,"24,467",-2.79
1999M02,"148,693",-37.66,"2,380",18.06,50,0.00,"18,620",208.38,"1,341",-65.30,673,-84.51,3,50.00,"171,760",-32.60,"16,904",-47.42,"10,477",0.29,"9,252",4.34,"110,151",-36.84,"24,976",-13.86
1999M03,"172,753",-31.60,"2,377",9.64,-,-,"14,851",92.20,"1,439",-62.89,598,-90.93,3,50.00,"192,021",-29.66,"22,556",-26.38,"7,532",-18.11,"6,674",-0.13,"129,141",-34.26,"26,118",-12.98
1999M04,"197,945",-12.84,"2,384",52.14,-,-,"14,328",-3.55,"1,231",-59.78,821,-81.56,3,50.00,"216,712",-13.69,"25,815",53.29,"6,279",-47.04,"5,591",-30.69,"152,601",-16.12,"26,426",-18.40
1999M05,"212,913",3.96,"2,428",11.99,-,-,"15,085",23.02,"1,047",-34.27,799,-76.79,3,50.00,"232,275",3.55,"26,067",138.71,"7,307",-47.34,"6,505",-30.94,"164,340",3.19,"28,056",-9.04
1999M06,"246,461",36.88,"2,429",12.40,-,-,"12,174",-13.20,965,-71.53,"1,352",-60.65,3,50.00,"263,384",29.67,"42,395",137.00,"8,254",-60.69,"7,237",-48.91,"176,295",46.39,"29,203",-1.47
1999M07,"187,818",2.19,"2,478",23.22,-,-,"24,912",65.21,"4,193",-30.14,603,-82.89,3,50.00,"220,007",4.53,"22,822",125.11,"13,541",-40.93,"9,582",-38.40,"146,644",12.93,"27,418",-14.31
1999M08,"186,828",14.64,"2,478",99.52,-,-,"14,657",9.71,746,-73.38,659,-80.40,3,50.00,"205,371",11.75,"21,276",127.89,"15,924",-17.68,"10,913",-23.90,"129,624",10.97,"27,634",15.40
1999M09,"177,648",-2.91,"2,480",9.59,-,-,"13,477",-3.98,688,-79.16,626,-81.09,4,100.00,"194,923",-5.34,"22,642",78.92,"12,232",-26.15,"8,378",-39.10,"134,900",0.12,"16,771",-40.54
1999M10,"169,505",-13.49,"2,477",7.09,-,-,"14,557",-1.34,788,-75.77,610,-81.28,3,50.00,"187,940",-14.40,"18,498",122.55,"11,008",-31.40,"7,466",-45.75,"137,644",-10.39,"13,324",-52.13
1999M11,"171,184",-15.06,"2,189",-4.83,-,-,"14,350",40.12,952,-5.93,"2,841",-17.29,3,50.00,"191,519",-12.38,"19,168",-51.47,"10,495",-25.83,"7,064",-42.40,"139,854",16.47,"14,938",-54.16
1999M12,"183,155",-3.17,"2,386",4.06,-,-,"11,291",-16.92,796,-12.81,"2,948",150.89,3,50.00,"200,579",-3.18,"31,260",-5.86,"11,939",-2.55,"8,054",-23.43,"132,944",7.08,"16,382",-39.42
2000M01,"236,367",40.01,"2,333",-2.06,-,-,"12,169",-17.43,775,-42.38,"2,125",204.88,3,50.00,"253,772",34.96,"37,902",62.06,"10,765",-11.99,"7,359",-30.73,"181,014",54.28,"16,732",-31.61
2000M02,"259,407",74.46,"2,492",4.71,-,-,"13,762",-26.09,810,-39.60,"2,109",213.37,3,0.00,"278,583",62.19,"43,874",159.55,"8,958",-14.50,"6,167",-33.34,"201,994",83.38,"17,590",-29.57
2000M03,"245,512",42.12,"2,273",-4.38,-,-,"14,890",0.26,765,-46.84,"2,920",388.29,3,0.00,"266,363",38.72,"42,464",88.26,"8,057",6.97,"5,569",-16.56,"190,396",47.43,"19,877",-23.90
2000M04,"246,229",24.39,"2,023",-15.14,-,-,"18,256",27.41,"1,379",12.02,"3,182",287.58,3,0.00,"271,072",25.08,"39,134",51.59,"4,871",-22.42,"3,260",-41.69,"203,461",33.33,"20,346",-23.01
2000M05,"226,262",6.27,"2,074",-14.58,-,-,"13,365",-11.40,814,-22.25,"3,644",356.07,3,0.00,"246,162",5.98,"38,888",49.18,"8,524",16.66,"5,487",-15.65,"171,736",4.50,"21,527",-23.27
2000M06,"213,192",-13.50,"1,989",-18.11,-,-,"14,345",17.83,716,-25.80,"3,268",141.72,3,0.00,"233,513",-11.34,"45,477",7.27,"9,071",9.90,"5,811",-19.70,"150,248",-14.77,"22,906",-21.56
2000M07,"181,508",-3.36,"2,004",-19.13,-,-,"15,393",-38.21,846,-79.82,"2,850",372.64,3,0.00,"202,604",-7.91,"30,315",32.83,"9,888",-26.98,"7,935",-17.19,"133,884",-8.70,"20,582",-24.93
2000M08,"176,734",-5.40,"2,055",-17.07,-,-,"15,884",8.37,941,26.14,"3,069",365.71,3,0.00,"198,686",-3.26,"24,556",15.42,"12,344",-22.48,"10,310",-5.53,"130,144",0.40,"21,332",-22.81
2000M09,"146,030",-17.80,"2,019",-18.59,-,-,"17,846",32.42,"1,260",83.14,"3,862",516.93,3,-25.00,"171,020",-12.26,"20,829",-8.01,"9,101",-25.60,"7,565",-9.70,"110,407",-18.16,"23,118",37.85
2000M10,"90,758",-46.46,"2,171",-12.35,-,-,"18,209",25.09,939,19.16,"4,453",630.00,3,0.00,"116,533",-37.99,"13,829",-25.24,"6,999",-36.42,"7,318",-1.98,"63,932",-53.55,"24,455",83.54
2000M11,"72,663",-57.55,"2,970",35.68,-,-,"17,941",25.02,"1,814",90.55,"3,163",11.33,3,0.00,"98,554",-48.54,"9,296",-51.50,"6,617",-36.95,"7,342",3.94,"51,201",-63.39,"24,098",61.32
2000M12,"62,999",-65.60,"2,962",24.14,-,-,"18,351",62.53,"3,104",289.95,"3,151",6.89,3,0.00,"90,570",-54.85,"17,052",-45.45,"6,115",-48.78,"6,923",-14.04,"36,371",-72.64,"24,109",47.17
2001M01,"64,964",-72.52,"3,115",33.52,-,-,"15,782",29.69,"1,810",133.55,"2,620",23.29,3,0.00,"88,294",-65.21,"10,465",-72.39,"6,440",-40.18,"7,424",0.88,"39,859",-77.98,"24,106",44.07
2001M02,"74,900",-71.13,"3,023",21.31,-,-,"15,563",13.09,"1,450",79.01,"2,843",34.80,3,0.00,"97,782",-64.90,"3,459",-92.12,"6,272",-29.98,"7,271",17.90,"55,550",-72.50,"25,230",43.43
2001M03,"83,260",-66.09,"3,463",52.35,-,-,"15,053",1.09,"1,398",82.75,"2,939",0.65,3,0.00,"106,116",-60.16,"10,452",-75.39,"5,248",-34.86,"6,025",8.19,"59,255",-68.88,"25,136",26.46
2001M04,"78,320",-68.19,"3,880",91.79,-,-,"15,138",-17.08,"1,099",-20.30,"2,801",-11.97,3,0.00,"101,241",-62.65,"7,748",-80.20,"3,240",-33.48,"3,819",17.15,"61,586",-69.73,"24,848",22.13
