期間,日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),日平均數_原始值,日平均數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%),月底數_原始值,月底數_年增率(%)
2000M07,"544,628",2.75,"3,910,508",7.99,"251,780",-3.46,"1,000,702",10.01,"2,658,026",8.45,"13,696,709",5.52,"9,840,569",3.43,"729,088",13.07,"2,710,386",8.94,"81,619",81.06,"335,047",16.12,-,-,"1,797,110",5.68,"4,455,136",7.32,"18,151,845",5.96,"521,099",1.62,"3,896,819",9.41,"265,623",4.51,"1,001,476",11.00,"2,629,720",9.33,"13,706,660",5.26,"9,842,137",3.41,"730,674",9.38,"2,705,550",8.58,"83,488",78.78,"344,811",16.12,-,-,"1,788,198",7.13,"4,417,918",8.43,"18,124,578",6.02
2000M08,"540,537",2.58,"3,883,638",8.73,"241,479",-1.07,"986,939",11.29,"2,655,220",8.78,"13,749,892",5.77,"9,843,356",3.61,"757,048",15.42,"2,726,440",9.33,"78,869",48.45,"344,179",15.86,-,-,"1,768,955",6.70,"4,424,175",7.94,"18,174,067",6.29,"520,176",3.86,"3,915,875",7.56,"263,670",-1.30,"1,041,697",11.85,"2,610,508",6.89,"13,777,798",6.09,"9,887,366",4.10,"756,681",18.34,"2,715,894",8.85,"74,542",26.03,"343,315",16.31,-,-,"1,825,543",7.43,"4,436,051",7.11,"18,213,849",6.34
2000M09,"538,236",2.20,"3,841,172",6.28,"241,464",-1.37,"997,026",10.65,"2,602,682",5.45,"13,844,337",6.50,"9,902,054",4.13,"787,980",23.41,"2,734,373",9.30,"87,517",41.35,"332,413",15.38,-,-,"1,776,726",6.23,"4,379,408",5.76,"18,223,745",6.32,"514,923",1.97,"3,778,579",2.94,"245,777",-10.15,"997,710",6.21,"2,535,092",3.15,"13,933,840",7.20,"9,931,097",4.56,"848,374",30.41,"2,732,364",9.14,"100,494",55.36,"321,511",14.40,-,-,"1,758,410",2.36,"4,293,502",2.82,"18,227,342",6.14
2000M10,"529,974",1.70,"3,742,445",3.11,"234,388",-4.04,"967,680",7.52,"2,540,377",2.21,"14,006,394",7.40,"9,930,381",4.35,"910,443",35.58,"2,742,973",8.44,"93,554",56.93,"329,043",24.21,-,-,"1,732,042",4.00,"4,272,419",2.93,"18,278,813",6.32,"510,414",1.58,"3,747,999",2.54,"249,660",-13.98,"982,874",7.22,"2,515,465",2.74,"14,060,756",7.66,"9,934,353",4.14,"968,846",42.03,"2,734,403",7.91,"87,049",58.66,"336,105",34.57,-,-,"1,742,948",1.97,"4,258,413",2.42,"18,319,169",6.40
2000M11,"531,166",1.71,"3,763,667",3.45,"231,044",-3.86,"962,483",5.02,"2,570,140",3.57,"14,140,680",7.85,"9,936,739",3.95,"1,017,052",48.57,"2,763,127",8.61,"89,375",66.77,"334,387",23.87,-,-,"1,724,693",2.72,"4,294,833",3.23,"18,435,513",6.74,"510,678",2.08,"3,774,471",2.15,"252,414",-4.95,"979,297",3.32,"2,542,760",2.47,"14,213,468",8.26,"9,949,322",3.98,"1,070,429",59.15,"2,769,348",8.81,"91,701",75.26,"332,668",14.66,-,-,"1,742,389",1.68,"4,285,149",2.15,"18,498,617",6.78
2000M12,"534,370",-0.93,"3,776,269",0.56,"239,032",-6.11,"974,657",0.45,"2,562,580",1.27,"14,327,598",8.80,"9,944,464",3.57,"1,140,633",69.36,"2,810,969",10.00,"86,569",70.29,"344,963",19.90,-,-,"1,748,059",-0.92,"4,310,639",0.37,"18,638,237",6.73,"527,748",-13.65,"3,964,324",1.75,"321,250",-3.33,"1,053,648",2.70,"2,589,426",2.04,"14,405,725",8.82,"9,960,636",2.73,"1,176,943",79.99,"2,829,696",10.82,"81,757",65.34,"356,693",24.89,-,-,"1,902,646",-3.39,"4,492,072",-0.34,"18,897,797",6.50
2001M01,"656,465",13.74,"3,879,543",-1.93,"251,265",-8.08,"951,049",-5.46,"2,677,229",0.02,"14,475,444",9.12,"9,978,338",3.14,"1,159,830",82.65,"2,914,803",11.57,"84,199",47.35,"338,274",17.82,-,-,"1,858,779",0.12,"4,536,008",0.06,"19,011,452",6.81,"688,011",8.29,"3,918,107",-5.12,"245,437",-26.05,"950,545",-8.78,"2,722,125",-1.21,"14,518,838",9.45,"10,004,314",3.66,"1,156,082",87.29,"2,950,894",11.61,"86,488",34.38,"321,060",11.27,-,-,"1,883,993",-6.24,"4,606,118",-3.33,"19,124,956",6.07
2001M02,"615,079",-11.53,"3,909,862",-2.87,"229,634",-11.16,"930,404",-3.82,"2,749,824",-1.78,"14,626,248",9.37,"10,097,747",3.95,"1,131,876",77.60,"2,983,042",11.96,"87,106",26.80,"326,477",13.20,-,-,"1,775,117",-7.60,"4,524,941",-4.15,"19,151,189",5.84,"566,243",-4.38,"3,915,044",-3.72,"283,015",-3.13,"933,272",-6.48,"2,698,757",-2.78,"14,665,411",9.48,"10,152,173",4.19,"1,117,434",76.51,"2,977,717",12.03,"87,820",19.75,"330,267",14.56,-,-,"1,782,530",-5.30,"4,481,287",-3.80,"19,146,698",6.05
2001M03,"565,303",-3.48,"3,861,417",-5.79,"230,181",-9.16,"929,226",-6.89,"2,702,010",-5.11,"14,694,142",9.19,"10,145,090",3.98,"1,128,446",69.53,"2,995,053",12.73,"89,256",15.00,"336,297",11.73,-,-,"1,724,710",-6.12,"4,426,720",-5.51,"19,120,862",5.39,"543,278",-2.61,"3,924,851",-6.27,"275,160",-0.45,"939,397",-7.72,"2,710,294",-6.32,"14,694,697",9.15,"10,162,618",4.15,"1,109,902",64.70,"2,989,624",13.39,"90,602",11.00,"341,951",9.28,-,-,"1,757,835",-5.10,"4,468,129",-5.84,"19,162,826",5.24
2001M04,"552,651",-2.08,"3,819,037",-7.49,"224,637",-10.79,"915,872",-9.50,"2,678,528",-6.50,"14,710,358",9.11,"10,170,961",4.19,"1,105,721",66.07,"2,996,251",13.59,"89,178",-1.44,"348,247",6.65,-,-,"1,693,160",-7.39,"4,371,688",-6.84,"19,082,046",4.99,"528,769",-2.46,"3,807,027",-7.04,"246,916",-16.46,"934,731",-8.30,"2,625,380",-5.58,"14,679,767",8.76,"10,172,291",4.03,"1,078,376",65.44,"2,986,804",13.66,"87,753",-11.66,"354,543",4.23,-,-,"1,710,416",-7.89,"4,335,796",-6.51,"19,015,563",4.86
