期間,總計-總機構_原始值,總計-總機構_年增率(%),總計-分機構_原始值,總計-分機構_年增率(%),全體貨幣機構-中央銀行_原始值,全體貨幣機構-中央銀行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-總行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-總行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-分行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-分行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-總社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-總社_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-分社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-分社_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-分部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-分部_年增率(%),其他金融機構-中華郵政公司-總公司_原始值,其他金融機構-中華郵政公司-總公司_年增率(%),其他金融機構-中華郵政公司-支局_原始值,其他金融機構-中華郵政公司-支局_年增率(%),信託投資公司-總公司_原始值,信託投資公司-總公司_年增率(%),信託投資公司-分公司_原始值,信託投資公司-分公司_年增率(%),人壽保險公司-總公司_原始值,人壽保險公司-總公司_年增率(%),人壽保險公司-分公司_原始值,人壽保險公司-分公司_年增率(%)
2005M09,424,-1.62,"5,934",0.27,1,0.00,48,-2.04,"3,220",1.67,36,2.86,68,1.49,30,-11.76,305,-9.50,253,-0.39,827,0.24,25,0.00,39,0.00,1,0.00,"1,321",-0.08,2,-33.33,20,-23.08,28,-3.45,134,-0.74
2005M10,424,-0.93,"5,937",0.27,1,0.00,48,-2.04,"3,223",1.10,36,2.86,68,1.49,30,-6.25,305,-4.39,253,-0.39,827,0.24,25,0.00,39,0.00,1,0.00,"1,321",-0.08,2,-33.33,20,-23.08,28,0.00,134,-0.74
2005M11,423,-1.17,"5,938",0.22,1,0.00,47,-4.08,"3,224",1.03,36,2.86,68,1.49,30,-6.25,305,-4.39,253,-0.39,827,0.12,25,0.00,39,0.00,1,0.00,"1,321",-0.08,2,-33.33,20,-23.08,28,0.00,134,-0.74
2005M12,422,-1.40,"5,943",0.35,1,0.00,46,-6.12,"3,239",1.57,36,2.86,68,1.49,29,-9.38,295,-7.52,253,-0.39,827,0.00,25,0.00,39,0.00,1,0.00,"1,321",0.08,2,-33.33,20,-23.08,29,3.57,134,-0.74
2006M01,419,-1.87,"5,943",0.30,1,0.00,46,-4.17,"3,247",1.72,34,-2.86,66,-1.49,28,-12.50,289,-9.40,253,-0.39,827,0.00,25,0.00,39,0.00,1,0.00,"1,321",0.08,2,-33.33,20,-23.08,29,3.57,134,-0.74
2006M02,419,-1.87,"5,946",0.35,1,0.00,46,-4.17,"3,252",1.88,34,-2.86,66,-1.49,28,-12.50,289,-9.40,253,-0.39,825,-0.24,25,0.00,39,0.00,1,0.00,"1,321",0.08,2,-33.33,20,-23.08,29,3.57,134,-0.74
2006M03,419,-1.18,"5,947",0.32,1,0.00,46,-2.13,"3,256",1.69,34,-2.86,66,-1.49,28,-9.68,289,-7.07,253,0.00,822,-0.84,25,0.00,39,0.00,1,0.00,"1,321",0.08,2,-33.33,20,-23.08,29,3.57,134,0.00
2006M04,419,-1.18,"5,952",0.35,1,0.00,46,-2.13,"3,261",1.68,34,-2.86,66,-1.49,28,-9.68,289,-7.07,253,0.00,822,-0.60,25,0.00,39,0.00,1,0.00,"1,321",0.08,2,-33.33,20,-23.08,29,3.57,134,0.00
2006M05,417,-1.88,"5,953",0.35,1,0.00,45,-6.25,"3,263",1.71,33,-5.71,65,-2.99,28,-9.68,289,-7.07,253,0.00,821,-0.73,25,0.00,40,2.56,1,0.00,"1,321",0.08,2,-33.33,20,-23.08,29,3.57,134,0.00
2006M06,417,-1.65,"5,953",0.32,1,0.00,45,-6.25,"3,265",1.49,33,-5.71,65,-2.99,28,-6.67,289,-5.25,253,0.00,820,-0.73,25,0.00,40,2.56,1,0.00,"1,320",0.00,2,-33.33,20,-23.08,29,3.57,134,0.00
2006M07,417,-1.88,"5,960",0.39,1,0.00,45,-6.25,"3,273",1.71,33,-8.33,65,-4.41,28,-6.67,289,-5.25,253,0.00,819,-0.97,25,0.00,40,2.56,1,0.00,"1,320",0.00,2,-33.33,20,-23.08,29,3.57,134,0.00
2006M08,416,-1.89,"5,957",0.39,1,0.00,44,-8.33,"3,272",1.58,33,-8.33,65,-4.41,28,-6.67,289,-5.25,253,0.00,817,-1.21,25,0.00,40,2.56,1,0.00,"1,320",0.00,2,0.00,20,0.00,29,3.57,134,0.00
2006M09,416,-1.89,"5,960",0.44,1,0.00,44,-8.33,"3,275",1.71,33,-8.33,65,-4.41,28,-6.67,289,-5.25,253,0.00,817,-1.21,25,0.00,40,2.56,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,3.57,134,0.00
2006M10,416,-1.89,"5,961",0.40,1,0.00,44,-8.33,"3,276",1.64,33,-8.33,65,-4.41,28,-6.67,289,-5.25,253,0.00,817,-1.21,25,0.00,40,2.56,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,3.57,134,0.00
2006M11,415,-1.89,"5,964",0.44,1,0.00,43,-8.51,"3,278",1.67,33,-8.33,65,-4.41,28,-6.67,289,-5.25,253,0.00,817,-1.21,25,0.00,40,2.56,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,3.57,135,0.75
2006M12,415,-1.66,"5,970",0.45,1,0.00,43,-6.52,"3,285",1.42,33,-8.33,64,-5.88,28,-3.45,289,-2.03,253,0.00,817,-1.21,25,0.00,40,2.56,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,0.00,135,0.75
2007M01,415,-0.95,"5,974",0.52,1,0.00,42,-8.70,"3,289",1.29,33,-2.94,64,-3.03,28,0.00,289,0.00,254,0.40,817,-1.21,25,0.00,40,2.56,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,0.00,135,0.75
2007M02,415,-0.95,"5,975",0.49,1,0.00,42,-8.70,"3,290",1.17,32,-5.88,63,-4.55,28,0.00,289,0.00,255,0.79,818,-0.85,25,0.00,40,2.56,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,0.00,135,0.75
2007M03,415,-0.95,"5,977",0.50,1,0.00,42,-8.70,"3,292",1.11,32,-5.88,63,-4.55,28,0.00,289,0.00,255,0.79,818,-0.49,25,0.00,40,2.56,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,0.00,135,0.75
2007M04,415,-0.95,"5,981",0.49,1,0.00,42,-8.70,"3,296",1.07,32,-5.88,63,-4.55,28,0.00,289,0.00,255,0.79,818,-0.49,25,0.00,40,2.56,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,0.00,135,0.75
2007M05,416,-0.24,"5,979",0.44,1,0.00,42,-6.67,"3,296",1.01,32,-3.03,63,-3.08,28,0.00,289,0.00,256,1.19,816,-0.61,25,0.00,40,0.00,1,0.00,"1,320",-0.08,2,0.00,20,0.00,29,0.00,135,0.75
2007M06,417,0.00,"5,979",0.44,1,0.00,42,-6.67,"3,300",1.07,32,-3.03,61,-6.15,28,0.00,289,0.00,257,1.58,813,-0.85,25,0.00,40,0.00,1,0.00,"1,321",0.08,2,0.00,20,0.00,29,0.00,135,0.75
