期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--郵政儲金-劃撥_原始值,負債與淨值--郵政儲金-劃撥_年增率(%),負債與淨值--郵政儲金-存簿_原始值,負債與淨值--郵政儲金-存簿_年增率(%),負債與淨值--郵政儲金-定期_原始值,負債與淨值--郵政儲金-定期_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
1997M11,"2,544,919",5.67,567,-,"6,391",102.31,"153,486",27.31,-,-,"96,699",-34.65,"42,711",-5.33,"1,029,676",-1.08,"1,039,379",19.40,"3,244",--,"10,926",3.55,"161,840",-4.56,567,-,"27,547",5.93,"764,774",1.40,"1,469,901",1.94,"30,500",--,-,-,-,-,"216,216",42.52,"35,414",2.74
1997M12,"2,558,903",3.90,556,-,"4,909",41.31,"155,866",21.00,-,-,"75,976",-47.70,"51,058",-28.43,"1,028,934",-2.48,"1,049,893",18.65,"4,164",--,"12,617",23.33,"174,930",6.84,556,-,"27,401",6.44,"752,848",-0.44,"1,455,528",0.66,"15,500",--,-,-,-,-,"271,082",35.73,"35,988",2.24
1998M01,"2,626,622",5.52,472,67.97,"15,095",-39.93,"163,507",24.07,-,-,"98,135",-34.93,"52,097",29.12,"1,027,844",-2.56,"1,089,367",19.46,"4,092",28.36,"12,921",19.20,"163,092",1.85,472,67.97,"33,101",12.97,"815,575",2.91,"1,442,918",-0.41,"58,000",-,-,-,-,-,"239,736",30.15,"36,820",7.95
1998M02,"2,593,263",3.64,550,105.99,"5,114",-75.51,"160,919",20.68,"2,744",-,"107,785",-27.31,"49,828",15.74,"1,035,528",-2.88,"1,051,321",12.76,"3,736",23.34,"11,470",-2.07,"164,268",14.92,473,77.15,"34,359",11.86,"809,666",-2.45,"1,443,991",-1.43,"15,000",-,"1,700",-,200,-,"250,636",76.83,"37,238",8.23
1998M03,"2,573,532",2.71,688,111.69,"3,464",-68.77,"156,296",9.94,"5,640",-,"102,905",-33.98,"36,552",-5.86,"1,036,602",-3.87,"1,039,406",14.78,"4,334",42.38,"11,154",6.42,"176,491",10.30,473,45.54,"29,694",8.75,"782,587",-3.08,"1,438,760",-2.75,"10,000",-,"17,500",-,-,-,"256,435",64.17,"38,083",9.09
1998M04,"2,581,679",3.13,"1,980",484.07,"4,798",-25.47,"156,231",17.25,"9,435",-,"105,726",-34.92,"32,162",-18.17,"1,033,628",-4.59,"1,040,603",15.60,"4,579",309.94,"11,673",-10.35,"180,864",10.40,499,47.20,"32,004",19.68,"765,306",-3.01,"1,432,750",-3.35,"45,000",-,-,-,-,-,"267,594",60.88,"38,526",8.76
1998M05,"2,544,172",1.45,"2,017",446.61,"3,562",-74.99,"111,533",-17.57,"9,568",-,"87,647",-38.00,"27,346",-30.30,"1,032,258",-4.73,"1,042,279",14.99,"4,409",160.73,"11,442",2.67,"212,111",21.39,536,45.26,"29,469",6.58,"748,320",-3.53,"1,430,236",-3.97,"13,000",-,"7,500",341.18,-,-,"275,939",55.65,"39,172",9.37
1998M06,"2,509,225",-1.20,"2,065",421.46,"8,503",-40.94,"149,823",7.86,"9,863",-,"82,497",-38.84,"28,294",-28.71,"1,010,066",-6.61,"1,023,919",9.21,"1,523",-31.58,"13,445",28.98,"179,227",-0.18,555,40.15,"28,160",2.98,"737,227",-4.60,"1,426,648",-4.36,"12,000",-,-,-,-,-,"271,161",26.43,"33,474",1.93
1998M07,"2,508,603",-2.41,"2,058",361.43,"7,414",-1.45,"155,669",40.41,"9,962",-,"96,530",-32.57,"24,939",-38.20,"1,002,353",-7.26,"999,524",5.64,"5,336",138.32,"12,028",-5.22,"192,790",-14.76,581,30.27,"29,957",6.61,"768,879",-4.41,"1,432,447",-3.99,"5,000",-,750,25.00,0,-,"236,673",11.77,"34,316",3.25
1998M08,"2,519,019",-0.37,"2,350",442.73,"8,849",36.45,"147,350",4.52,"10,260",-,"101,451",-11.57,"30,214",-24.32,"999,629",-6.42,"999,530",4.44,"2,101",-6.95,"11,586",1.12,"205,699",10.07,578,33.49,"29,972",-3.59,"750,827",-4.02,"1,437,255",-3.28,0,-,0,-,0,-,"265,253",36.09,"35,134",4.33
1998M09,"2,502,371",-0.72,"1,850",287.03,"16,440",259.19,"144,699",-0.52,"6,710",-,"90,708",-10.12,"30,823",-29.74,"966,563",-7.77,"1,028,076",3.67,"7,709",122.29,"14,337",11.86,"194,456",14.92,149,-68.83,"29,256",0.68,"746,671",-4.74,"1,445,658",-2.55,0,-,"3,300",-,0,-,"241,848",27.57,"35,489",4.08
1998M10,"2,486,165",-2.75,"1,850",245.15,"3,345",-60.53,"155,518",5.47,"4,150",-,"60,219",-38.72,"29,443",-39.87,"950,433",-8.63,"1,080,078",6.30,"7,381",210.78,"12,284",8.51,"181,464",-0.79,100,-81.34,"30,330",-0.63,"739,263",-4.02,"1,459,135",-1.34,0,-100.00,"1,800",-,0,-,"219,629",-0.90,"35,908",3.18
1998M11,"2,491,133",-2.11,"1,859",227.87,"4,627",-27.60,"149,077",-2.87,"3,069",-,"43,462",-55.05,"32,004",-25.07,"963,404",-6.44,"1,114,259",7.20,"7,900",143.53,"11,673",6.84,"159,799",-1.26,425,-25.04,"27,227",-1.16,"738,714",-3.41,"1,474,536",0.32,0,-100.00,"6,000",-,0,-,"207,925",-3.83,"36,306",2.52
1998M12,"2,582,025",0.90,"1,869",236.15,"6,400",30.37,"138,482",-11.15,"2,823",-,"36,815",-51.54,"28,885",-43.43,"997,285",-3.08,"1,148,579",9.40,"10,034",140.97,"14,350",13.74,"196,503",12.33,348,-37.41,"28,836",5.24,"742,011",-1.44,"1,497,148",2.86,0,-100.00,0,-,0,-,"278,954",2.90,"34,728",-3.50
1999M01,"2,588,313",-1.46,"1,963",315.89,"5,181",-65.68,"139,620",-14.61,"2,096",-,"39,639",-59.61,"29,453",-43.47,"1,029,058",0.12,"1,160,783",6.56,"8,281",102.37,"11,710",-9.37,"160,529",-1.57,328,-30.51,"31,691",-4.26,"790,547",-3.07,"1,517,468",5.17,0,-100.00,0,-,0,-,"213,708",-10.86,"34,571",-6.11
1999M02,"2,603,800",0.41,"1,997",263.09,"11,315",121.26,"138,398",-14.00,"1,471",-46.39,"39,982",-62.91,"29,955",-39.88,"1,037,297",0.17,"1,202,922",14.42,"2,483",-33.54,"16,581",44.56,"121,399",-26.10,292,-38.27,"36,202",5.36,"815,129",0.67,"1,539,006",6.58,0,-100.00,0,-100.00,0,-100.00,"178,258",-28.88,"34,913",-6.24
1999M03,"2,649,287",2.94,"1,988",188.95,"3,551",2.51,"136,487",-12.67,893,-84.17,"40,478",-60.66,"29,722",-18.69,"1,028,579",-0.77,"1,232,943",18.62,"2,670",-38.39,"13,518",21.19,"158,458",-10.22,233,-50.74,"28,912",-2.63,"821,031",4.91,"1,570,279",9.14,0,-100.00,"3,000",-82.86,0,-,"191,188",-25.44,"34,644",-9.03
1999M04,"2,709,540",4.95,"1,890",-4.55,"2,882",-39.93,"135,152",-13.49,893,-90.54,"41,904",-60.37,"27,651",-14.03,"1,044,586",1.06,"1,277,459",22.76,"2,730",-40.38,"11,601",-0.62,"162,792",-9.99,155,-68.94,"30,415",-4.97,"805,828",5.29,"1,587,010",10.77,0,-100.00,"15,000",-,0,-,"236,165",-11.75,"34,967",-9.24
1999M05,"2,720,503",6.93,"1,869",-7.34,"2,944",-17.35,"134,737",20.80,197,-97.94,"32,519",-62.90,"25,877",-5.37,"1,035,181",0.28,"1,312,034",25.88,"2,806",-36.36,"11,512",0.61,"160,827",-24.18,87,-83.77,"28,994",-1.61,"794,620",6.19,"1,603,303",12.10,0,-100.00,"12,750",70.00,0,-,"245,299",-11.10,"35,450",-9.50
1999M06,"2,826,516",12.64,"1,850",-10.41,"4,207",-50.52,"133,424",-10.95,296,-97.00,"26,266",-68.16,"25,751",-8.99,"1,052,935",4.24,"1,364,181",33.23,"2,991",96.39,"18,377",36.68,"196,238",9.49,1,-99.82,"29,294",4.03,"793,471",7.63,"1,616,148",13.28,0,-100.00,"32,150",-,0,-,"321,522",18.57,"33,930",1.36
1999M07,"2,842,454",13.31,"1,930",-6.22,"3,243",-56.26,"133,440",-14.28,296,-97.03,"27,133",-71.89,"27,601",10.67,"1,049,546",4.71,"1,393,552",39.42,"3,061",-42.63,"11,260",-6.39,"191,392",-0.73,179,-69.19,"30,165",0.69,"825,958",7.42,"1,635,675",14.19,0,-100.00,"46,980","6,164.00",0,--,"269,313",13.79,"34,184",-0.38
1999M08,"2,869,600",13.92,"2,055",-12.55,"3,207",-63.76,"133,381",-9.48,296,-97.12,"21,416",-78.89,"26,529",-12.20,"1,053,903",5.43,"1,416,538",41.72,"3,443",63.87,"11,825",2.06,"197,007",-4.23,299,-48.27,"30,366",1.31,"812,109",8.16,"1,652,662",14.99,0,--,"60,800",--,0,--,"278,755",5.09,"34,609",-1.49
1999M09,"2,804,169",12.06,299,-83.84,"4,241",-74.20,"103,552",-28.44,-,-,"19,797",-78.18,"28,481",-7.60,"1,055,652",9.22,"1,395,069",35.70,"3,568",-53.72,"12,428",-13.32,"181,082",-6.88,354,137.58,"32,306",10.43,"803,353",7.59,"1,667,863",15.37,0,--,"38,610","1,070.00",0,--,"226,816",-6.22,"34,867",-1.75
1999M10,"2,849,066",14.60,389,-78.97,"3,180",-4.93,"103,437",-33.49,496,-88.05,"20,734",-65.57,"30,251",2.74,"1,079,178",13.55,"1,396,415",29.29,"3,658",-50.44,"11,609",-5.49,"199,719",10.06,440,340.00,"36,135",19.14,"812,809",9.95,"1,684,924",15.47,0,--,"38,490","2,038.33",400,--,"240,298",9.41,"35,570",-0.94
1999M11,"2,874,252",15.38,202,-89.13,"3,683",-20.40,"103,784",-30.38,248,-91.92,"20,649",-52.49,"33,715",5.35,"1,097,604",13.93,"1,407,899",26.35,"3,888",-50.78,"13,295",13.90,"189,285",18.45,487,14.59,"30,046",10.35,"812,107",9.94,"1,703,026",15.50,0,--,"51,680",761.33,100,--,"240,609",15.72,"36,197",-0.30
1999M12,"2,911,880",12.78,33,-98.23,"3,862",-39.66,"104,285",-24.69,248,-91.22,"23,305",-36.70,"31,039",7.46,"1,084,738",8.77,"1,428,485",24.37,"4,160",-58.54,"12,181",-15.11,"219,544",11.73,416,19.54,"32,382",12.30,"806,431",8.68,"1,714,587",14.52,0,--,"24,830",--,0,--,"299,230",7.27,"34,004",-2.08
2000M01,"2,846,214",9.96,134,-93.17,"4,703",-9.23,"104,242",-25.34,49,-97.66,"20,714",-47.74,"29,167",-0.97,"1,135,559",10.35,"1,429,852",23.18,"4,242",-48.77,"14,811",26.48,"102,741",-36.00,358,9.15,"36,925",16.52,"875,050",10.69,"1,731,881",14.13,0,--,"10,230",--,0,--,"157,461",-26.32,"34,309",-0.76
2000M02,"2,880,937",10.64,86,-95.69,"5,358",-52.65,"107,455",-22.36,"1,046",-28.89,"20,458",-48.83,"25,793",-13.89,"1,159,999",11.83,"1,440,022",19.71,"4,556",83.49,"13,716",-17.28,"102,448",-15.61,308,5.48,"40,237",11.15,"866,895",6.35,"1,750,744",13.76,0,--,"12,530",--,200,--,"174,676",-2.01,"35,347",1.24
2000M03,"2,950,225",11.36,145,-92.71,"5,000",40.81,"92,892",-31.94,199,-77.72,"31,953",-21.06,"20,066",-32.49,"1,182,477",14.96,"1,454,557",17.97,"4,606",72.51,"11,914",-11.87,"146,416",-7.60,225,-3.43,"31,820",10.06,"847,668",3.24,"1,757,124",11.90,0,--,"48,380","1,512.67",200,--,"228,784",19.66,"36,024",3.98
2000M04,"2,904,477",7.19,1,-99.95,"4,453",54.51,"109,091",-19.28,"1,034",15.79,"29,920",-28.60,"15,808",-42.83,"1,167,163",11.73,"1,451,706",13.64,"5,077",85.97,"17,310",49.21,"102,914",-36.78,280,80.65,"34,505",13.45,"832,421",3.30,"1,761,005",10.96,0,--,"43,720",191.47,0,--,"195,451",-17.24,"37,095",6.09
2000M05,"2,910,232",6.97,1,-99.95,"3,594",22.08,"108,057",-19.80,"1,103",459.90,"34,746",6.85,"15,761",-39.09,"1,166,348",12.67,"1,455,386",10.93,"5,032",79.33,"11,880",3.20,"108,324",-32.65,364,318.39,"30,295",4.49,"820,170",3.22,"1,780,666",11.06,0,--,"28,420",122.90,0,--,"212,673",-13.30,"37,644",6.19
2000M06,"2,922,647",3.40,1,-99.95,"3,561",-15.36,"113,174",-15.18,"1,301",339.53,"33,064",25.88,"15,255",-40.76,"1,167,411",10.87,"1,453,026",6.51,"5,016",67.70,"18,531",0.84,"112,307",-42.77,441,"44,000.00","31,464",7.41,"835,898",5.35,"1,801,079",11.44,0,--,"14,060",-56.27,0,--,"200,558",-37.62,"39,147",15.38
2000M07,"3,021,608",6.30,1,-99.95,"3,669",13.14,"115,869",-13.17,977,230.07,"70,319",159.16,"19,575",-29.08,"1,173,957",11.85,"1,466,812",5.26,"5,036",64.52,"11,746",4.32,"153,647",-19.72,512,186.03,"28,009",-7.15,"851,794",3.13,"1,825,747",11.62,0,--,"31,270",-33.44,0,--,"244,543",-9.20,"39,733",16.23
2000M08,"2,992,850",4.30,1,-99.95,"3,305",3.06,"117,458",-11.94,659,122.64,"64,395",200.69,"18,912",-28.71,"1,184,368",12.38,"1,459,319",3.02,"5,111",48.45,"11,769",-0.47,"127,553",-35.25,554,85.28,"31,322",3.15,"837,256",3.10,"1,847,316",11.78,0,--,"28,750",-52.71,0,--,"207,362",-25.61,"40,290",16.41
2000M09,"3,035,719",8.26,1,-99.67,"3,488",-17.76,"120,792",16.65,759,-,"91,502",362.20,"19,595",-31.20,"1,179,924",11.77,"1,468,155",5.24,"5,039",41.23,"13,891",11.77,"132,573",-26.79,720,103.39,"27,301",-15.49,"833,824",3.79,"1,871,239",12.19,"25,000",--,"40,810",5.70,0,--,"196,220",-13.49,"40,605",16.46
2000M10,"3,024,335",6.15,1,-99.74,"5,240",64.78,"120,008",16.02,"1,107",123.19,"103,720",400.24,"19,776",-34.63,"1,155,471",7.07,"1,466,082",4.99,"5,101",39.45,"11,980",3.20,"135,849",-31.98,730,65.91,"25,097",-30.55,"820,222",0.91,"1,889,084",12.12,0,--,"35,500",-7.77,0,-100.00,"212,429",-11.60,"41,273",16.03
2000M11,"3,042,546",5.86,1,-99.50,"4,318",17.24,"123,606",19.10,958,286.29,"110,058",432.99,"21,276",-36.89,"1,152,145",4.97,"1,472,891",4.62,"5,049",29.86,"11,886",-10.60,"140,358",-25.85,792,62.63,"24,902",-17.12,"825,501",1.65,"1,918,945",12.68,0,--,"50,150",-2.96,0,-100.00,"180,136",-25.13,"42,120",16.36
2000M12,"3,103,497",6.58,1,-96.97,"4,602",19.16,"108,665",4.20,729,193.95,"155,535",567.39,"31,156",0.38,"1,122,712",3.50,"1,534,945",7.45,"5,101",22.62,"17,278",41.84,"122,773",-44.08,741,78.13,"29,131",-10.04,"842,188",4.43,"1,958,377",14.22,0,--,"32,200",29.68,0,--,"233,922",-21.83,"6,938",-79.60
2001M01,"3,151,253",10.72,20,-85.07,"10,694",127.39,"102,459",-1.71,998,"1,936.73","146,951",609.43,"31,354",7.50,"1,153,370",1.57,"1,566,857",9.58,"5,073",19.59,"14,023",-5.32,"119,454",16.27,565,57.82,"29,435",-20.28,"928,515",6.11,"1,992,944",15.07,0,--,"2,000",-80.45,0,--,"189,206",20.16,"8,588",-74.97
2001M02,"3,165,935",9.89,43,-50.00,"7,355",37.27,"120,013",11.69,"1,557",48.85,"140,015",584.40,"31,025",20.28,"1,188,476",2.45,"1,558,015",8.19,"5,087",11.65,"15,649",14.09,"98,700",-3.66,534,73.38,"34,349",-14.63,"913,574",5.38,"2,029,794",15.94,0,--,"5,400",-56.90,0,-100.00,"172,936",-1.00,"9,348",-73.55
2001M03,"3,169,670",7.44,66,-54.48,"9,943",98.86,"130,282",40.25,"2,135",972.86,"134,152",319.84,"29,032",44.68,"1,184,597",0.18,"1,577,648",8.46,"5,008",8.73,"15,406",29.31,"81,401",-44.40,506,124.89,"26,637",-16.29,"906,518",6.94,"2,056,469",17.04,0,--,"2,800",-94.21,0,-100.00,"167,514",-26.78,"9,226",-74.39
2001M04,"3,192,551",9.92,90,"8,900.00","6,449",44.82,"131,294",20.35,"2,506",142.36,"136,525",356.30,"34,888",120.70,"1,208,382",3.53,"1,576,164",8.57,"4,990",-1.71,"15,005",-13.32,"76,258",-25.90,471,68.21,"32,108",-6.95,"887,885",6.66,"2,066,811",17.37,0,--,"2,350",-94.62,0,--,"193,631",-0.93,"9,295",-74.94
