期間,店頭市場契約-遠期契約_原始值,店頭市場契約-遠期契約_年增率(%),店頭市場契約-交換_原始值,店頭市場契約-交換_年增率(%),店頭市場契約-買入選擇權_原始值,店頭市場契約-買入選擇權_年增率(%),店頭市場契約-賣出選擇權_原始值,店頭市場契約-賣出選擇權_年增率(%),交易所契約-期貨-長部位_原始值,交易所契約-期貨-長部位_年增率(%),交易所契約-期貨-短部位_原始值,交易所契約-期貨-短部位_年增率(%),交易所契約-買入選擇權_原始值,交易所契約-買入選擇權_年增率(%),交易所契約-賣出選擇權_原始值,交易所契約-賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%)
2011Q4,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012Q1,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012Q2,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012Q3,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012Q4,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013Q1,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013Q2,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013Q3,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013Q4,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014Q1,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014Q2,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
