期間,合計_原始值,合計_年增率(%),男性_原始值,男性_年增率(%),女性_原始值,女性_年增率(%),年滿十五歲以上按經濟活動分-合計_原始值,年滿十五歲以上按經濟活動分-合計_年增率(%),年滿十五歲以上按經濟活動分-商_原始值,年滿十五歲以上按經濟活動分-商_年增率(%),年滿十五歲以上按經濟活動分-工程師_原始值,年滿十五歲以上按經濟活動分-工程師_年增率(%),年滿十五歲以上按經濟活動分-教師_原始值,年滿十五歲以上按經濟活動分-教師_年增率(%),年滿十五歲以上按經濟活動分-傳教士_原始值,年滿十五歲以上按經濟活動分-傳教士_年增率(%),年滿十五歲以上按經濟活動分-技工技匠_原始值,年滿十五歲以上按經濟活動分-技工技匠_年增率(%),年滿十五歲以上按經濟活動分-外籍勞工_原始值,年滿十五歲以上按經濟活動分-外籍勞工_年增率(%),年滿十五歲以上按經濟活動分-其他_原始值,年滿十五歲以上按經濟活動分-其他_年增率(%),年滿十五歲以上按經濟活動分-失業_原始值,年滿十五歲以上按經濟活動分-失業_年增率(%),年滿十五歲以上按經濟活動分-非勞動力_原始值,年滿十五歲以上按經濟活動分-非勞動力_年增率(%),未滿十五歲者_原始值,未滿十五歲者_年增率(%)
2008M03,"436,359",4.06,"165,893",9.38,"270,466",1.05,"428,698",3.96,"3,802",63.74,"2,460",39.38,"6,106",17.51,"1,730",4.03,"1,094",26.04,"328,371",5.52,"16,087",16.92,"2,747",-6.72,"66,301",-8.74,"7,661",9.82
2008M04,"437,385",2.69,"166,621",6.90,"270,764",0.27,"428,996",2.64,"3,871",15.07,"2,401",3.49,"6,358",7.62,"1,739",2.96,"1,093",16.40,"328,690",5.17,"16,273",8.09,"2,773",-8.63,"65,798",-9.98,"8,389",5.43
2008M05,"439,289",9.57,"168,747",13.76,"270,542",7.12,"430,800",8.57,"4,167",18.35,"2,475",7.80,"6,405",17.98,"1,726",12.44,"1,056",9.43,"330,882",10.02,"16,703",12.76,"2,757",-4.67,"64,629",0.04,"8,489",107.05
2008M06,"437,415",3.08,"169,116",8.07,"268,299",0.17,"430,231",3.08,"4,151",9.55,"2,498",-3.59,"5,550",5.15,"1,684",5.25,"1,035",1.47,"334,554",6.35,"16,663",7.25,"2,633",-10.93,"61,463",-12.27,"7,184",3.52
2008M07,"431,442",2.65,"166,306",7.48,"265,136",-0.16,"425,241",2.75,"3,807",2.67,"2,350",-8.17,"4,850",-0.55,"1,641",5.26,988,-8.43,"333,623",6.24,"16,379",7.96,"2,517",-12.66,"59,086",-13.09,"6,201",-3.73
2008M08,"436,277",1.53,"168,998",6.13,"267,279",-1.18,"428,352",1.76,"4,079",-1.31,"2,393",-12.50,"5,715",-3.25,"1,673",-0.30,943,-14.27,"334,162",5.68,"17,242",6.70,"2,557",-13.50,"59,588",-14.96,"7,925",-9.80
2008M09,"439,476",1.90,"171,929",7.29,"267,547",-1.29,"431,311",2.09,"4,306",6.35,"2,450",-8.31,"6,111",-0.75,"1,710",0.53,912,-18.57,"332,775",5.19,"17,779",10.99,"2,541",-14.44,"62,727",-12.17,"8,165",-7.41
2008M10,"440,693",1.17,"172,406",5.37,"268,287",-1.35,"432,542",1.34,"4,178",3.11,"2,404",-8.28,"6,187",-2.83,"1,743",0.40,872,-24.11,"334,209",4.45,"18,054",12.46,"2,498",-15.21,"62,397",-13.24,"8,151",-7.13
2008M11,"437,442",-0.36,"171,269",3.30,"266,173",-2.58,"429,115",-0.23,"4,483",7.61,"2,539",-7.00,"6,255",-4.84,"1,754",-1.52,779,-32.20,"330,603",2.43,"18,698",14.75,"2,454",-16.70,"61,550",-14.19,"8,327",-6.59
2008M12,"417,385",-3.64,"160,987",-1.58,"256,398",-4.89,"410,053",-3.54,"3,474",-7.41,"2,072",-13.92,"5,655",-5.89,"1,729",-2.59,736,-35.55,"316,177",-1.75,"17,863",14.68,"2,444",-16.22,"59,903",-14.09,"7,332",-9.02
2009M01,"400,465",-5.23,"151,940",-3.24,"248,525",-6.41,"393,007",-5.35,"3,899",17.33,"1,945",-1.17,"5,193",3.53,"1,682",-2.38,689,-35.18,"307,336",-4.75,"17,579",19.28,"2,357",-15.34,"52,327",-15.57,"7,458",1.69
2009M02,"408,543",-6.47,"155,623",-6.09,"252,920",-6.70,"400,494",-6.48,"4,132",1.70,"2,311",-9.27,"6,193",-2.16,"1,741",-1.08,722,-34.84,"305,764",-6.45,"18,864",15.88,"2,383",-15.77,"58,384",-12.17,"8,049",-6.28
2009M03,"408,590",-6.36,"155,409",-6.32,"253,181",-6.39,"400,647",-6.54,"4,281",12.60,"2,295",-6.71,"6,351",4.01,"1,755",1.45,711,-35.01,"305,078",-7.09,"19,290",19.91,"2,375",-13.54,"58,511",-11.75,"7,943",3.68
2009M04,"400,681",-8.39,"151,453",-9.10,"249,228",-7.95,"393,060",-8.38,"4,067",5.06,"2,111",-12.08,"6,197",-2.53,"1,721",-1.04,663,-39.34,"299,913",-8.76,"18,927",16.31,"2,316",-16.48,"57,145",-13.15,"7,621",-9.15
2009M05,"400,968",-8.72,"151,070",-10.48,"249,898",-7.63,"393,342",-8.69,"4,300",3.19,"2,182",-11.84,"6,274",-2.05,"1,688",-2.20,651,-38.35,"299,611",-9.45,"19,296",15.52,"2,324",-15.71,"57,016",-11.78,"7,626",-10.17
2009M06,"395,147",-9.66,"148,333",-12.29,"246,814",-8.01,"388,580",-9.68,"4,181",0.72,"2,134",-14.57,"5,451",-1.78,"1,566",-7.01,639,-38.26,"299,634",-10.44,"19,166",15.02,"2,223",-15.57,"53,586",-12.82,"6,567",-8.59
2009M07,"389,980",-9.61,"145,940",-12.25,"244,040",-7.96,"384,020",-9.69,"4,114",8.06,"2,071",-11.87,"5,010",3.30,"1,539",-6.22,602,-39.07,"299,576",-10.21,"18,922",15.53,"2,172",-13.71,"50,014",-15.35,"5,960",-3.89
2009M08,"397,110",-8.98,"148,526",-12.11,"248,584",-6.99,"389,359",-9.10,"4,325",6.03,"2,165",-9.53,"5,915",3.50,"1,602",-4.24,592,-37.22,"301,420",-9.80,"19,687",14.18,"2,222",-13.10,"51,431",-13.69,"7,751",-2.20
2009M09,"401,952",-8.54,"151,423",-11.93,"250,529",-6.36,"394,171",-8.61,"4,335",0.67,"2,154",-12.08,"6,342",3.78,"1,667",-2.51,565,-38.05,"301,363",-9.44,"20,059",12.82,"2,185",-14.01,"55,501",-11.52,"7,781",-4.70
2009M10,"406,156",-7.84,"153,568",-10.93,"252,588",-5.85,"398,306",-7.92,"4,372",4.64,"2,239",-6.86,"6,504",5.12,"1,649",-5.39,541,-37.96,"304,504",-8.89,"20,475",13.41,"2,174",-12.97,"55,848",-10.50,"7,850",-3.69
2009M11,"407,374",-6.87,"154,234",-9.95,"253,140",-4.90,"399,466",-6.91,"4,155",-7.32,"2,179",-14.18,"6,578",5.16,"1,643",-6.33,518,-33.50,"306,642",-7.25,"20,528",9.79,"2,157",-12.10,"55,066",-10.53,"7,908",-5.03
2009M12,"403,700",-3.28,"152,242",-5.43,"251,458",-1.93,"396,514",-3.30,"3,665",5.50,"1,920",-7.34,"6,106",7.98,"1,613",-6.71,456,-38.04,"306,408",-3.09,"20,024",12.10,"2,145",-12.23,"54,177",-9.56,"7,186",-1.99
2010M01,"404,045",0.89,"152,352",0.27,"251,693",1.27,"396,612",0.92,"4,388",12.54,"2,238",15.06,"6,012",15.77,"1,616",-3.92,458,-33.53,"311,718",1.43,"20,780",18.21,"2,118",-10.14,"47,284",-9.64,"7,433",-0.34
2010M02,"409,264",0.18,"154,839",-0.50,"254,425",0.60,"401,639",0.29,"4,372",5.81,"2,234",-3.33,"6,568",6.06,"1,617",-7.12,452,-37.40,"311,719",1.95,"20,774",10.13,"2,095",-12.09,"51,808",-11.26,"7,625",-5.27
2010M03,"409,821",0.30,"154,819",-0.38,"255,002",0.72,"402,923",0.57,"3,824",-10.68,"2,069",-9.85,"6,227",-1.95,"1,605",-8.55,428,-39.80,"313,851",2.88,"20,424",5.88,"2,053",-13.56,"52,442",-10.37,"6,898",-13.16
2010M04,"414,932",3.56,"157,465",3.97,"257,467",3.31,"407,482",3.67,"4,141",1.82,"2,166",2.61,"6,465",4.32,"1,588",-7.73,429,-35.29,"316,923",5.67,"20,976",10.83,"2,068",-10.71,"52,726",-7.73,"7,450",-2.24
2010M05,"416,017",3.75,"157,893",4.52,"258,124",3.29,"408,775",3.92,"4,288",-0.28,"2,163",-0.87,"6,324",0.80,"1,597",-5.39,445,-31.64,"318,837",6.42,"21,205",9.89,"2,056",-11.53,"51,860",-9.04,"7,242",-5.04
2010M06,"411,053",4.03,"155,950",5.14,"255,103",3.36,"404,611",4.13,"4,273",2.20,"2,185",2.39,"5,749",5.47,"1,538",-1.79,448,-29.89,"319,037",6.48,"20,959",9.36,"2,029",-8.73,"48,393",-9.69,"6,442",-1.90
2010M07,"408,764",4.82,"154,800",6.07,"253,964",4.07,"403,143",4.98,"4,245",3.18,"2,210",6.71,"5,082",1.44,"1,484",-3.57,453,-24.75,"322,201",7.55,"20,756",9.69,"1,964",-9.58,"44,748",-10.53,"5,621",-5.69
2010M08,"410,805",3.45,"155,728",4.85,"255,077",2.61,"403,535",3.64,"4,258",-1.55,"2,195",1.39,"5,748",-2.82,"1,534",-4.24,469,-20.78,"320,649",6.38,"21,259",7.98,"1,991",-10.40,"45,432",-11.66,"7,270",-6.21
2010M09,"413,989",2.99,"157,708",4.15,"256,281",2.30,"406,668",3.17,"4,143",-4.43,"2,168",0.65,"5,971",-5.85,"1,528",-8.34,461,-18.41,"319,885",6.15,"21,325",6.31,"1,969",-9.89,"49,218",-11.32,"7,321",-5.91
2010M10,"415,971",2.42,"158,721",3.36,"257,250",1.85,"408,697",2.61,"3,888",-11.07,"2,117",-5.45,"5,946",-8.58,"1,483",-10.07,502,-7.21,"322,037",5.76,"21,183",3.46,"1,978",-9.02,"49,563",-11.25,"7,274",-7.34
2010M11,"419,086",2.87,"160,975",4.37,"258,111",1.96,"411,746",3.07,"4,134",-0.51,"2,228",2.25,"6,063",-7.83,"1,553",-5.48,506,-2.32,"323,800",5.60,"21,664",5.53,"1,963",-8.99,"49,835",-9.50,"7,340",-7.18
2010M12,"418,802",3.74,"160,963",5.73,"257,839",2.54,"411,922",3.89,"3,782",3.19,"2,002",4.27,"5,923",-3.00,"1,573",-2.48,481,5.48,"325,583",6.26,"21,424",6.99,"1,959",-8.67,"49,195",-9.20,"6,880",-4.26
2011M01,"405,943",0.47,"152,390",0.02,"253,553",0.74,"400,085",0.88,"2,804",-36.10,"1,599",-28.55,"5,081",-15.49,"1,525",-5.63,458,0.00,"327,172",4.96,"19,446",-6.42,"1,846",-12.84,"40,154",-15.08,"5,858",-21.19
2011M02,"430,372",5.16,"166,162",7.31,"264,210",3.85,"422,895",5.29,"4,534",3.71,"2,381",6.58,"6,450",-1.80,"1,596",-1.30,502,11.06,"332,996",6.83,"22,734",9.43,"1,949",-6.97,"49,753",-3.97,"7,477",-1.94
2011M03,"429,884",4.90,"165,674",7.01,"264,210",3.61,"423,038",4.99,"4,113",7.56,"2,164",4.59,"6,189",-0.61,"1,589",-1.00,479,11.92,"334,108",6.45,"22,366",9.51,"1,931",-5.94,"50,099",-4.47,"6,846",-0.75
2011M04,"439,597",5.94,"171,548",8.94,"268,049",4.11,"432,065",6.03,"4,669",12.75,"2,438",12.56,"6,720",3.94,"1,671",5.23,502,17.02,"340,003",7.28,"23,469",11.89,"1,970",-4.74,"50,623",-3.99,"7,532",1.10
2011M05,"442,603",6.39,"173,255",9.73,"269,348",4.35,"435,128",6.45,"4,685",9.26,"2,396",10.77,"6,669",5.46,"1,662",4.07,519,16.63,"343,789",7.83,"23,429",10.49,"1,995",-2.97,"49,984",-3.62,"7,475",3.22
2011M06,"439,483",6.92,"172,845",10.83,"266,638",4.52,"433,207",7.07,"4,625",8.24,"2,357",7.87,"5,785",0.63,"1,605",4.36,536,19.64,"347,791",9.01,"23,066",10.05,"1,936",-4.58,"45,506",-5.97,"6,276",-2.58
2011M07,"441,316",7.96,"175,224",13.19,"266,092",4.78,"435,549",8.04,"4,618",8.79,"2,369",7.19,"5,433",6.91,"1,555",4.78,504,11.26,"353,745",9.79,"22,760",9.66,"1,920",-2.24,"42,645",-4.70,"5,767",2.60
2011M08,"447,030",8.82,"179,110",15.01,"267,920",5.03,"439,614",8.94,"4,821",13.22,"2,326",5.97,"6,178",7.48,"1,602",4.43,522,11.30,"355,071",10.74,"23,481",10.45,"1,962",-1.46,"43,651",-3.92,"7,416",2.01
2011M09,"461,010",11.36,"186,401",18.19,"274,609",7.15,"453,414",11.49,"4,993",20.52,"2,427",11.95,"6,666",11.64,"1,681",10.01,527,14.32,"360,824",12.80,"24,085",12.94,"1,978",0.46,"50,233",2.06,"7,596",3.76
2011M10,"464,920",11.77,"189,204",19.21,"275,716",7.18,"457,291",11.89,"4,926",26.70,"2,398",13.27,"6,857",15.32,"1,699",14.57,529,5.38,"363,660",12.92,"24,360",15.00,"1,985",0.35,"50,877",2.65,"7,629",4.88
2011M11,"466,188",11.24,"190,355",18.25,"275,833",6.87,"458,496",11.35,"4,893",18.36,"2,392",7.36,"6,911",13.99,"1,717",10.56,500,-1.19,"365,181",12.78,"24,470",12.95,"1,998",1.78,"50,434",1.20,"7,692",4.80
2011M12,"466,206",11.32,"190,237",18.19,"275,969",7.03,"458,930",11.41,"4,467",18.11,"2,148",7.29,"6,748",13.93,"1,687",7.25,448,-6.86,"367,666",12.93,"23,935",11.72,"1,998",1.99,"49,833",1.30,"7,276",5.76
2012M01,"457,779",12.77,"185,463",21.70,"272,316",7.40,"450,533",12.61,"4,876",73.89,"2,273",42.15,"6,233",22.67,"1,656",8.59,476,3.93,"369,616",12.97,"23,555",21.13,"1,928",4.44,"39,920",-0.58,"7,246",23.69
2012M02,"471,054",9.45,"192,939",16.11,"278,115",5.26,"463,510",9.60,"4,955",9.29,"2,315",-2.77,"6,852",6.23,"1,688",5.76,457,-8.96,"371,897",11.68,"24,408",7.36,"1,955",0.31,"48,983",-1.55,"7,544",0.90
2012M03,"468,759",9.04,"192,647",16.28,"276,112",4.50,"461,814",9.17,"4,809",16.92,"2,236",3.33,"6,692",8.13,"1,717",8.06,468,-2.30,"370,200",10.80,"24,211",8.25,"1,929",-0.10,"49,552",-1.09,"6,945",1.45
2012M04,"472,965",7.59,"195,335",13.87,"277,630",3.57,"465,471",7.73,"5,054",8.25,"2,309",-5.29,"7,003",4.21,"1,693",1.32,460,-8.37,"372,168",9.46,"24,770",5.54,"1,952",-0.91,"50,062",-1.11,"7,494",-0.50
2012M05,"470,764",6.36,"194,470",12.24,"276,294",2.58,"463,468",6.51,"4,996",6.64,"2,273",-5.13,"6,868",2.98,"1,724",3.73,448,-13.68,"371,232",7.98,"24,720",5.51,"1,936",-2.96,"49,271",-1.43,"7,296",-2.39
2012M06,"465,279",5.87,"192,495",11.37,"272,784",2.30,"459,235",6.01,"4,901",5.97,"2,268",-3.78,"5,975",3.28,"1,608",0.19,442,-17.54,"374,475",7.67,"24,098",4.47,"1,849",-4.49,"43,619",-4.15,"6,044",-3.70
2012M07,"467,479",5.93,"193,822",10.61,"273,657",2.84,"462,020",6.08,"4,741",2.66,"2,247",-5.15,"5,628",3.59,"1,573",1.16,434,-13.89,"381,295",7.79,"23,569",3.55,"1,801",-6.20,"40,732",-4.49,"5,459",-5.34
2012M08,"473,678",5.96,"196,697",9.82,"276,981",3.38,"466,744",6.17,"4,830",0.19,"2,232",-4.04,"6,053",-2.02,"1,626",1.50,404,-22.61,"384,308",8.23,"24,190",3.02,"1,815",-7.49,"41,286",-5.42,"6,934",-6.50
2012M09,"483,324",4.84,"200,985",7.82,"282,339",2.81,"476,320",5.05,"4,925",-1.36,"2,254",-7.13,"6,500",-2.49,"1,663",-1.07,358,-32.07,"386,863",7.22,"24,398",1.30,"1,804",-8.80,"47,555",-5.33,"7,004",-7.79
2012M10,"486,098",4.56,"202,203",6.87,"283,895",2.97,"479,001",4.75,"4,739",-3.80,"2,205",-8.05,"6,687",-2.48,"1,674",-1.47,315,-40.45,"388,087",6.72,"24,400",0.16,"1,785",-10.08,"49,109",-3.48,"7,097",-6.97
2012M11,"486,705",4.40,"203,069",6.68,"283,636",2.83,"479,633",4.61,"4,795",-2.00,"2,185",-8.65,"6,679",-3.36,"1,696",-1.22,298,-40.40,"388,979",6.52,"24,537",0.27,"1,782",-10.81,"48,682",-3.47,"7,072",-8.06
2012M12,"483,921",3.80,"201,194",5.76,"282,727",2.45,"477,523",4.05,"4,410",-1.28,"2,027",-5.63,"6,421",-4.85,"1,673",-0.83,238,-46.88,"388,843",5.76,"24,008",0.30,"1,783",-10.76,"48,120",-3.44,"6,398",-12.07
2013M01,"476,472",4.08,"196,256",5.82,"280,216",2.90,"469,883",4.29,"4,802",-1.52,"2,146",-5.59,"6,091",-2.28,"1,672",0.97,256,-46.22,"389,097",5.27,"24,041",2.06,"1,730",-10.27,"40,048",0.32,"6,589",-9.07
2013M02,"485,308",3.03,"200,466",3.90,"284,842",2.42,"478,258",3.18,"4,919",-0.73,"2,234",-3.50,"6,688",-2.39,"1,694",0.36,260,-43.11,"388,877",4.57,"24,541",0.54,"1,747",-10.64,"47,298",-3.44,"7,050",-6.55
2013M03,"489,024",4.32,"202,236",4.98,"286,788",3.87,"482,622",4.51,"4,851",0.87,"2,247",0.49,"6,485",-3.09,"1,702",-0.87,253,-45.94,"391,924",5.87,"24,434",0.92,"1,714",-11.15,"49,012",-1.09,"6,402",-7.82
2013M04,"493,774",4.40,"205,049",4.97,"288,725",4.00,"486,680",4.56,"4,923",-2.59,"2,316",0.30,"6,839",-2.34,"1,686",-0.41,260,-43.48,"394,647",6.04,"24,814",0.18,"1,751",-10.30,"49,444",-1.23,"7,094",-5.34
2013M05,"497,100",5.59,"207,100",6.49,"290,000",4.96,"490,089",5.74,"4,960",-0.72,"2,325",2.29,"6,745",-1.79,"1,688",-2.09,257,-42.63,"398,524",7.35,"24,937",0.88,"1,752",-9.50,"48,901",-0.75,"7,011",-3.91
2013M06,"490,250",5.37,"204,794",6.39,"285,456",4.65,"484,511",5.50,"4,815",-1.75,"2,327",2.60,"5,805",-2.85,"1,613",0.31,245,-44.57,"401,022",7.09,"24,224",0.52,"1,692",-8.49,"42,768",-1.95,"5,739",-5.05
2013M07,"486,772",4.13,"203,379",4.93,"283,393",3.56,"481,657",4.25,"4,687",-1.14,"2,278",1.38,"5,298",-5.86,"1,598",1.59,246,-43.32,"403,001",5.69,"23,604",0.15,"1,655",-8.11,"39,290",-3.54,"5,115",-6.30
2013M08,"496,566",4.83,"209,217",6.37,"287,349",3.74,"489,598",4.90,"4,815",-0.31,"2,295",2.82,"6,013",-0.66,"1,662",2.21,256,-36.63,"407,838",6.12,"24,362",0.71,"1,714",-5.56,"40,643",-1.56,"6,968",0.49
2013M09,"508,216",5.15,"215,696",7.32,"292,520",3.61,"501,205",5.22,"4,726",-4.04,"2,250",-0.18,"6,306",-2.98,"1,722",3.55,247,-31.01,"411,817",6.45,"24,535",0.56,"1,707",-5.38,"47,895",0.71,"7,011",0.10
2013M10,"511,106",5.14,"217,178",7.41,"293,928",3.53,"504,460",5.32,"3,756",-20.74,"1,988",-9.84,"6,211",-7.12,"1,694",1.19,244,-22.54,"416,755",7.39,"23,507",-3.66,"1,700",-4.76,"48,605",-1.03,"6,646",-6.35
2013M11,"520,513",6.95,"223,330",9.98,"297,183",4.78,"513,863",7.14,"4,499",-6.17,"2,204",0.87,"6,409",-4.04,"1,755",3.48,249,-16.44,"423,516",8.88,"24,605",0.28,"1,734",-2.69,"48,892",0.43,"6,650",-5.97
2013M12,"525,109",8.51,"225,905",12.28,"299,204",5.83,"518,886",8.66,"4,613",4.60,"2,192",8.14,"6,044",-5.87,"1,800",7.59,249,4.62,"428,897",10.30,"24,625",2.57,"1,757",-1.46,"48,709",1.22,"6,223",-2.74
2014M01,"513,235",7.72,"222,221",13.23,"291,014",3.85,"507,639",8.04,"4,514",-6.00,"2,142",-0.19,"5,866",-3.69,"1,740",4.07,241,-5.86,"419,072",7.70,"24,348",1.28,"1,749",1.10,"47,967",19.77,"5,596",-15.07
2014M02,"543,572",12.01,"234,820",17.14,"308,752",8.39,"537,168",12.32,"4,879",-0.81,"2,403",7.56,"6,546",-2.12,"1,836",8.38,268,3.08,"444,718",14.36,"26,018",6.02,"1,882",7.73,"48,618",2.79,"6,404",-9.16
2014M03,"552,146",12.91,"239,303",18.33,"312,843",9.09,"545,730",13.08,"4,885",0.70,"2,456",9.30,"6,538",0.82,"1,845",8.40,270,6.72,"452,171",15.37,"26,311",7.68,"1,919",11.96,"49,335",0.66,"6,416",0.22
2014M04,"563,947",14.21,"244,845",19.41,"319,102",10.52,"557,359",14.52,"4,968",0.91,"2,491",7.56,"6,666",-2.53,"1,869",10.85,276,6.15,"462,766",17.26,"26,754",7.82,"1,959",11.88,"49,610",0.34,"6,588",-7.13
2014M05,"580,924",16.86,"253,724",22.51,"327,200",12.83,"574,266",17.18,"5,528",11.45,"2,884",24.04,"7,913",17.32,"2,014",19.31,316,22.96,"474,256",19.00,"28,582",14.62,"2,132",21.69,"50,641",3.56,"6,658",-5.03
2014M06,"590,296",20.41,"258,346",26.15,"331,950",16.29,"583,602",20.45,"5,547",15.20,"2,884",23.94,"7,863",35.45,"1,986",23.12,321,31.02,"483,795",20.64,"28,731",18.61,"2,141",26.54,"50,154",17.27,"6,694",16.64
2014M07,"593,799",21.99,"259,996",27.84,"333,803",17.79,"587,136",21.90,"5,539",18.18,"2,884",26.60,"7,517",41.88,"1,980",23.90,317,28.86,"488,572",21.23,"28,630",21.29,"2,163",30.69,"49,534",26.07,"6,663",30.26
