期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--民營企業_原始值,定期存款--民營企業_年增率(%),定期存款--民營企業_原始值,定期存款--民營企業_年增率(%),定期存款--個人~未滿6個月_原始值,定期存款--個人~未滿6個月_年增率(%),定期存款--個人~未滿6個月_原始值,定期存款--個人~未滿6個月_年增率(%),定期存款--其他_原始值,定期存款--其他_年增率(%),定期存款--其他_原始值,定期存款--其他_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲蓄存款--退休及退役人員存款_原始值,定期儲蓄存款--退休及退役人員存款_年增率(%),定期儲蓄存款--退休及退役人員存款_原始值,定期儲蓄存款--退休及退役人員存款_年增率(%),定期儲蓄存款--個人_原始值,定期儲蓄存款--個人_年增率(%),定期儲蓄存款--個人_原始值,定期儲蓄存款--個人_年增率(%),定期儲蓄存款--其他_原始值,定期儲蓄存款--其他_年增率(%),定期儲蓄存款--其他_原始值,定期儲蓄存款--其他_年增率(%)
2002M08,"1,224,875",-17.23,"2,819,788",-11.83,"228,695",-6.99,"1,280,503",-6.64,"860,041",-24.98,"653,494",-18.36,"136,139",55.48,"885,792",-13.66,"8,799,752",3.44,"6,370,671",4.40,-,-,"16,473",-4.05,"353,012",3.18,"358,577",7.90,"8,170,666",2.32,"4,262,373",5.37,"276,074",53.82,"1,733,248",1.51
2002M09,"1,212,254",-18.22,"2,768,410",-13.63,"228,525",-1.87,"1,282,838",-1.79,"890,245",-21.68,"649,797",-20.39,"93,484",-17.21,"835,775",-22.81,"8,808,098",2.71,"6,395,405",2.62,-,-,"16,373",-4.63,"352,964",3.15,"359,025",7.83,"8,177,961",2.54,"4,284,963",3.33,"277,173",7.08,"1,735,044",-0.01
2002M10,"1,210,041",-16.41,"2,736,742",-12.99,"228,199",-3.44,"1,258,802",-3.34,"887,139",-19.43,"643,996",-18.71,"94,703",-14.11,"833,945",-20.64,"8,868,187",2.62,"6,427,131",2.60,-,-,"16,278",-5.46,"352,618",3.19,"359,036",7.80,"8,238,793",2.94,"4,312,590",3.60,"276,776",-6.67,"1,739,226",-0.70
2002M11,"1,201,001",-15.04,"2,727,573",-11.87,"225,981",-4.28,"1,270,550",-2.77,"878,322",-18.35,"631,840",-15.59,"96,698",-4.94,"825,181",-20.64,"8,922,835",1.70,"6,466,007",3.20,-,-,"16,238",-5.14,"352,333",3.22,"359,043",7.77,"8,294,464",1.58,"4,356,057",4.03,"276,038",3.23,"1,734,671",0.41
2002M12,"1,186,438",-13.71,"2,696,190",-10.84,"227,007",-2.40,"1,248,366",-2.92,"867,480",-16.71,"636,166",-11.75,"91,951",-8.75,"811,659",-20.20,"8,945,139",1.33,"6,475,896",3.58,-,-,"16,238",-4.92,"353,281",3.17,"360,760",7.52,"8,318,508",1.24,"4,380,838",4.91,"273,350",1.47,"1,718,059",-0.34
2003M01,"1,176,175",-11.51,"2,654,669",-10.19,"222,082",-4.37,"1,229,608",-3.32,"862,150",-13.57,"631,842",-8.50,"91,943",-7.51,"793,219",-20.17,"8,998,277",2.19,"6,516,216",4.32,-,-,"16,178",-4.99,"353,625",3.11,"361,969",7.33,"8,371,695",2.20,"4,420,485",5.59,"272,957",0.73,"1,717,584",0.72
2003M02,"1,185,554",-9.70,"2,641,746",-9.04,"221,237",-3.61,"1,226,254",-1.80,"871,823",-11.42,"633,147",-5.87,"92,494",-6.67,"782,344",-20.41,"9,059,381",2.43,"6,554,773",4.45,-,-,"16,178",-4.60,"356,189",3.04,"367,249",6.95,"8,429,542",2.48,"4,448,404",5.83,"273,650",0.04,"1,722,941",0.66
2003M03,"1,182,586",-7.96,"2,563,012",-10.35,"220,371",-3.52,"1,168,562",-5.32,"869,328",-9.24,"626,285",-4.27,"92,887",-5.73,"768,165",-20.86,"9,064,638",2.63,"6,570,685",4.57,-,-,"16,178",-4.03,"356,316",2.98,"367,733",6.79,"8,437,066",2.71,"4,464,776",6.05,"271,256",-0.47,"1,721,997",0.57
2003M04,"1,176,336",-7.37,"2,529,706",-10.87,"219,884",-3.50,"1,150,204",-6.24,"865,533",-8.35,"625,702",-4.62,"90,919",-6.86,"753,799",-21.11,"9,050,432",2.70,"6,577,288",4.83,-,-,"16,178",-3.83,"356,269",2.96,"367,827",6.72,"8,423,741",2.80,"4,467,292",5.94,"270,422",-0.74,"1,725,991",1.75
2003M05,"1,169,829",-6.94,"2,482,255",-12.38,"218,357",-4.31,"1,112,103",-10.13,"861,700",-7.62,"620,988",-5.18,"89,772",-6.68,"749,165",-20.37,"9,032,754",2.80,"6,575,666",4.77,-,-,"16,178",-3.55,"356,183",2.99,"367,794",6.73,"8,406,353",2.91,"4,468,713",6.01,"270,218",-0.92,"1,722,981",1.36
2003M06,"1,167,770",-6.94,"2,453,705",-15.25,"217,559",-5.29,"1,089,966",-15.24,"859,397",-7.48,"620,031",-6.16,"90,814",-5.65,"743,710",-21.58,"9,023,330",2.67,"6,585,307",4.64,-,-,"15,753",-4.37,"356,449",3.09,"368,304",6.86,"8,383,915",2.66,"4,470,537",6.28,"282,966",2.39,"1,730,714",0.30
2003M07,"1,160,369",-6.49,"2,439,081",-14.43,"217,416",-5.20,"1,081,321",-16.64,"851,699",-7.11,"620,091",-5.24,"91,254",-3.61,"737,668",-17.91,"9,008,065",2.43,"6,584,739",3.95,-,-,"15,753",-4.37,"358,176",3.19,"371,021",6.94,"8,367,034",2.41,"4,472,858",5.29,"282,855",2.15,"1,725,106",0.14
2003M08,"1,162,582",-5.09,"2,452,775",-13.02,"218,128",-4.62,"1,077,230",-15.87,"851,605",-0.98,"619,586",-5.19,"92,849",-31.80,"755,959",-14.66,"8,967,958",1.91,"6,578,522",3.26,-,-,"15,623",-5.16,"363,807",3.06,"381,377",6.36,"8,320,925",1.84,"4,443,279",4.24,"283,226",2.59,"1,738,244",0.29
2003M09,"1,172,502",-3.28,"2,451,127",-11.46,"219,025",-4.16,"1,060,292",-17.35,"857,443",-3.68,"625,857",-3.68,"96,034",2.73,"764,980",-8.47,"8,924,029",1.32,"6,561,935",2.60,-,-,"15,528",-5.16,"363,949",3.11,"381,957",6.39,"8,275,260",1.19,"4,427,958",3.34,"284,820",2.76,"1,736,493",0.08
2003M10,"1,205,475",-0.38,"2,496,292",-8.79,"220,951",-3.18,"1,062,172",-15.62,"888,562",0.16,"653,650",1.50,"95,962",1.33,"780,471",-6.41,"8,915,709",0.54,"6,562,009",2.10,-,-,"15,438",-5.16,"363,935",3.21,"382,322",6.49,"8,265,967",0.33,"4,429,534",2.71,"285,807",3.26,"1,734,714",-0.26
2003M11,"1,220,163",1.60,"2,530,719",-7.22,"224,997",-0.44,"1,068,779",-15.88,"899,134",2.37,"668,707",5.83,"96,032",-0.69,"793,233",-3.87,"8,876,478",-0.52,"6,543,119",1.19,-,-,"15,438",-4.93,"363,743",3.24,"382,398",6.50,"8,225,078",-0.84,"4,409,331",1.22,"287,657",4.21,"1,735,952",0.07
2003M12,"1,228,355",3.53,"2,571,783",-4.61,"227,115",0.05,"1,087,933",-12.85,"904,799",4.30,"683,459",7.43,"96,441",4.88,"800,389",-1.39,"8,838,860",-1.19,"6,524,909",0.76,-,-,"15,318",-5.67,"364,537",3.19,"383,533",6.31,"8,186,095",-1.59,"4,392,172",0.26,"288,228",5.44,"1,733,886",0.92
2004M01,"1,243,564",5.73,"2,577,658",-2.90,"226,253",1.88,"1,084,972",-11.76,"921,095",6.84,"689,314",9.10,"96,216",4.65,"803,372",1.28,"8,854,393",-1.60,"6,534,240",0.28,-,-,"15,168",-6.24,"365,335",3.31,"385,067",6.38,"8,200,878",-2.04,"4,395,228",-0.57,"288,180",5.58,"1,738,777",1.23
2004M02,"1,262,628",6.50,"2,629,631",-0.46,"228,005",3.06,"1,123,634",-8.37,"936,058",7.37,"706,758",11.63,"98,565",6.56,"799,238",2.16,"8,846,176",-2.35,"6,553,724",-0.02,-,-,"15,168",-6.24,"369,025",3.60,"392,906",6.99,"8,188,311",-2.86,"4,393,149",-1.24,"288,840",5.55,"1,752,500",1.72
2004M03,"1,259,801",6.53,"2,625,534",2.44,"227,393",3.19,"1,115,320",-4.56,"931,340",7.13,"708,966",13.20,"101,068",8.81,"801,249",4.31,"8,783,821",-3.10,"6,533,469",-0.57,-,-,"15,038",-7.05,"369,665",3.75,"393,941",7.13,"8,127,118",-3.67,"4,369,642",-2.13,"287,038",5.82,"1,754,847",1.91
2004M04,"1,263,209",7.39,"2,655,881",4.99,"227,904",3.65,"1,146,812",-0.29,"932,316",7.72,"726,120",16.05,"102,989",13.28,"782,949",3.87,"8,736,208",-3.47,"6,522,134",-0.84,-,-,"14,878",-8.04,"369,781",3.79,"394,212",7.17,"8,079,521",-4.09,"4,358,086",-2.44,"286,906",6.10,"1,754,956",1.68
2004M05,"1,264,287",8.07,"2,665,320",7.37,"229,393",5.05,"1,157,694",4.10,"934,158",8.41,"720,097",15.96,"100,736",12.21,"787,528",5.12,"8,720,573",-3.46,"6,510,830",-0.99,-,-,"14,778",-8.65,"369,654",3.78,"394,251",7.19,"8,063,392",-4.08,"4,338,665",-2.91,"287,527",6.41,"1,763,135",2.33
2004M06,"1,271,517",8.88,"2,706,953",10.32,"230,260",5.84,"1,173,048",7.62,"940,187",9.40,"735,227",18.58,"101,070",11.29,"798,676",7.39,"8,694,165",-3.65,"6,509,526",-1.15,-,-,"14,698",-6.70,"370,004",3.80,"394,779",7.19,"8,036,319",-4.15,"4,345,175",-2.80,"287,842",1.72,"1,754,875",1.40
2004M07,"1,291,231",11.28,"2,734,804",12.12,"232,982",7.16,"1,179,841",9.11,"957,010",12.36,"770,740",24.29,"101,239",10.94,"784,223",6.31,"8,683,474",-3.60,"6,543,864",-0.62,-,-,"14,653",-6.98,"371,685",3.77,"397,183",7.05,"8,024,472",-4.09,"4,355,712",-2.62,"287,317",1.58,"1,776,316",2.97
2004M08,"1,302,577",12.04,"2,723,713",11.05,"233,019",6.83,"1,140,001",5.83,"971,486",14.08,"792,684",27.94,"98,072",5.63,"791,028",4.64,"8,641,543",-3.64,"6,565,797",-0.19,-,-,"14,608",-6.50,"378,921",4.15,"410,439",7.62,"7,976,145",-4.14,"4,352,759",-2.04,"286,477",1.15,"1,787,991",2.86
2004M09,"1,317,086",12.33,"2,694,375",9.92,"234,372",7.01,"1,104,884",4.21,"982,566",14.59,"795,408",27.09,"100,148",4.28,"794,083",3.80,"8,703,548",-2.47,"6,601,748",0.61,-,-,"14,541",-6.36,"378,930",4.12,"410,689",7.52,"8,037,291",-2.88,"4,384,588",-0.98,"287,327",0.88,"1,791,931",3.19
2004M10,"1,337,263",10.93,"2,690,414",7.78,"235,480",6.58,"1,087,689",2.40,"999,748",12.51,"802,541",22.78,"102,035",6.33,"800,184",2.53,"8,731,843",-2.06,"6,641,470",1.21,-,-,"14,541",-5.81,"378,737",4.07,"410,595",7.40,"8,064,872",-2.43,"4,396,921",-0.74,"288,234",0.85,"1,819,413",4.88
2004M11,"1,356,397",11.17,"2,755,586",8.89,"235,100",4.49,"1,091,657",2.14,"1,019,066",13.34,"841,957",25.91,"102,231",6.46,"821,971",3.62,"8,714,154",-1.83,"6,659,052",1.77,-,-,"14,221",-7.88,"378,794",4.14,"410,765",7.42,"8,045,463",-2.18,"4,399,792",-0.22,"289,897",0.78,"1,834,272",5.66
2004M12,"1,367,980",11.37,"2,819,534",9.63,"236,822",4.27,"1,122,793",3.20,"1,028,807",13.71,"864,342",26.47,"102,351",6.13,"832,399",4.00,"8,714,202",-1.41,"6,687,536",2.49,-,-,"14,211",-7.23,"379,213",4.03,"411,197",7.21,"8,044,452",-1.73,"4,414,367",0.51,"290,537",0.80,"1,847,761",6.57
2005M01,"1,379,811",10.96,"2,822,346",9.49,"236,810",4.67,"1,129,249",4.08,"1,040,614",12.98,"875,986",27.08,"102,387",6.41,"817,110",1.71,"8,718,517",-1.53,"6,708,742",2.67,-,-,"14,311",-5.65,"380,267",4.09,"412,879",7.22,"8,048,034",-1.86,"4,432,924",0.86,"290,216",0.71,"1,848,629",6.32
2005M02,"1,426,045",12.94,"2,897,170",10.17,"238,060",4.41,"1,138,501",1.32,"1,084,118",15.82,"914,690",29.42,"103,867",5.38,"843,979",5.60,"8,787,368",-0.66,"6,750,136",3.00,-,-,"14,311",-5.65,"383,743",3.99,"416,828",6.09,"8,112,020",-0.93,"4,469,740",1.74,"291,605",0.96,"1,849,256",5.52
2005M03,"1,452,552",15.30,"2,933,191",11.72,"240,270",5.66,"1,186,764",6.41,"1,107,128",18.87,"912,921",28.77,"105,154",4.04,"833,505",4.03,"8,823,732",0.45,"6,801,344",4.10,-,-,"14,211",-5.50,"384,501",4.01,"417,649",6.02,"8,146,267",0.24,"4,504,151",3.08,"292,964",2.06,"1,865,333",6.30
2005M04,"1,461,175",15.67,"2,965,854",11.67,"242,157",6.25,"1,210,290",5.54,"1,113,350",19.42,"921,290",26.88,"105,668",2.60,"834,275",6.56,"8,857,348",1.39,"6,832,396",4.76,-,-,"14,111",-5.16,"384,009",3.85,"416,736",5.71,"8,179,567",1.24,"4,541,561",4.21,"293,772",2.39,"1,859,987",5.98
2005M05,"1,460,575",15.53,"2,977,783",11.72,"243,552",6.17,"1,228,331",6.10,"1,110,171",18.84,"898,390",24.76,"106,852",6.07,"851,063",8.07,"8,875,994",1.78,"6,850,933",5.22,-,-,"14,111",-4.51,"383,361",3.71,"416,015",5.52,"8,198,204",1.67,"4,566,742",5.26,"294,429",2.40,"1,854,065",5.16
2005M06,"1,463,617",15.11,"3,064,168",13.20,"243,491",5.75,"1,294,144",10.32,"1,112,646",18.34,"905,739",23.19,"107,480",6.34,"864,283",8.21,"8,904,368",2.42,"6,888,359",5.82,-,-,"14,021",-4.61,"383,272",3.59,"416,023",5.38,"8,225,743",2.36,"4,598,989",5.84,"295,353",2.61,"1,859,325",5.95
2005M07,"1,482,590",14.82,"2,996,648",9.57,"244,408",4.90,"1,254,176",6.30,"1,130,331",18.11,"922,109",19.64,"107,851",6.53,"820,362",4.61,"8,931,501",2.86,"6,917,055",5.70,-,-,"14,001",-4.45,"384,974",3.58,"418,451",5.35,"8,251,036",2.82,"4,627,828",6.25,"295,491",2.84,"1,856,773",4.53
2005M08,"1,504,233",15.48,"2,943,061",8.05,"244,446",4.90,"1,211,851",6.30,"1,150,102",18.39,"929,933",17.31,"109,685",11.84,"801,277",1.30,"8,961,035",3.70,"6,968,608",6.13,-,-,"13,954",-4.48,"389,526",2.80,"426,837",4.00,"8,275,320",3.75,"4,662,260",7.11,"296,189",3.39,"1,865,557",4.34
2005M09,"1,519,602",15.38,"2,972,752",10.33,"244,995",4.53,"1,225,080",10.88,"1,164,278",18.49,"936,898",17.79,"110,329",10.17,"810,775",2.10,"8,973,148",3.10,"7,006,532",6.13,-,-,"13,894",-4.45,"389,329",2.74,"426,883",3.94,"8,286,408",3.10,"4,687,391",6.91,"297,411",3.51,"1,878,364",4.82
2005M10,"1,527,721",14.24,"2,990,233",11.14,"245,336",4.19,"1,222,788",12.42,"1,171,619",17.19,"936,210",16.66,"110,766",8.56,"831,235",3.88,"8,985,924",2.91,"7,033,040",5.90,-,-,"13,824",-4.93,"388,763",2.65,"426,602",3.90,"8,300,236",2.92,"4,712,631",7.18,"296,925",3.02,"1,879,982",3.33
2005M11,"1,529,969",12.80,"3,010,541",9.25,"246,075",4.67,"1,235,684",13.19,"1,173,746",15.18,"939,632",11.60,"110,148",7.74,"835,224",1.61,"9,001,316",3.30,"7,043,852",5.78,-,-,"13,824",-2.79,"388,476",2.56,"426,659",3.87,"8,314,930",3.35,"4,625,815",5.14,"297,910",2.76,"1,977,554",7.81
2005M12,"1,523,446",11.36,"3,007,509",6.67,"244,685",3.32,"1,252,747",11.57,"1,146,194",11.41,"935,883",8.28,"132,567",29.52,"818,880",-1.62,"9,031,199",3.64,"7,068,609",5.70,-,-,"13,724",-3.43,"388,886",2.55,"427,506",3.97,"8,343,519",3.72,"4,762,617",7.89,"298,794",2.84,"1,864,762",0.92
2006M01,"1,531,377",10.98,"3,085,796",9.33,"245,292",3.58,"1,313,205",16.29,"1,176,568",13.06,"931,329",6.32,"109,517",6.96,"841,262",2.96,"9,069,275",4.02,"7,101,818",5.86,-,-,"13,691",-4.33,"389,516",2.43,"428,818",3.86,"8,380,557",4.13,"4,788,479",8.02,"299,202",3.10,"1,870,830",1.20
2006M02,"1,545,287",8.36,"3,126,721",7.92,"245,714",3.22,"1,312,360",15.27,"1,189,186",9.69,"932,620",1.96,"110,387",6.28,"881,742",4.47,"9,133,582",3.94,"7,149,137",5.91,-,-,"13,691",-4.33,"391,397",1.99,"432,217",3.69,"8,442,786",4.08,"4,816,609",7.76,"299,399",2.67,"1,886,620",2.02
2006M03,"1,552,208",6.86,"3,073,660",4.79,"244,292",1.67,"1,302,657",9.77,"1,197,560",8.17,"918,129",0.57,"110,356",4.95,"852,874",2.32,"9,138,243",3.56,"7,163,044",5.32,-,-,"13,691",-3.66,"390,979",1.68,"431,756",3.38,"8,448,042",3.70,"4,821,476",7.05,"299,222",2.14,"1,896,122",1.65
2006M04,"1,546,508",5.84,"3,050,365",2.85,"243,508",0.56,"1,305,047",7.83,"1,192,707",7.13,"910,973",-1.12,"110,293",4.38,"834,346",0.01,"9,116,051",2.92,"7,169,822",4.94,-,-,"13,491",-4.39,"390,650",1.73,"431,388",3.52,"8,427,490",3.03,"4,816,051",6.04,"297,911",1.41,"1,908,891",2.63
2006M05,"1,546,992",5.92,"3,081,046",3.47,"242,411",-0.47,"1,317,670",7.27,"1,188,523",7.06,"900,014",0.18,"116,058",8.62,"863,362",1.45,"9,216,566",3.84,"7,214,260",5.30,-,-,"13,409",-4.97,"389,966",1.72,"430,706",3.53,"8,527,779",4.02,"4,866,311",6.56,"298,821",1.49,"1,903,833",2.68
2006M06,"1,555,294",6.26,"3,120,131",1.83,"246,369",1.18,"1,391,132",7.49,"1,195,138",7.41,"879,231",-2.93,"113,787",5.87,"849,768",-1.68,"9,185,829",3.16,"7,191,131",4.40,-,-,"13,409",-4.36,"389,590",1.65,"430,361",3.45,"8,497,504",3.30,"4,850,855",5.48,"298,735",1.15,"1,896,506",2.00
2006M07,"1,747,036",17.84,"3,527,530",17.72,"269,157",10.13,"1,561,737",24.52,"1,359,457",20.27,"1,021,230",10.75,"118,422",9.80,"944,563",15.14,"9,677,731",8.36,"7,515,726",8.65,-,-,"13,409",-4.23,"391,068",1.58,"431,749",3.18,"8,979,311",8.83,"5,118,975",10.61,"307,352",4.01,"1,951,592",5.11
2006M08,"1,761,406",17.10,"3,485,202",18.42,"270,451",10.64,"1,527,888",26.08,"1,371,307",19.23,"1,034,418",11.24,"119,648",9.08,"922,895",15.18,"9,698,297",8.23,"7,532,087",8.09,-,-,"5,235",-62.48,"394,560",1.29,"434,274",1.74,"8,996,345",8.71,"5,133,688",10.11,"307,392",3.78,"1,958,890",5.00
2006M09,"1,774,247",16.76,"3,490,730",17.42,"270,107",10.25,"1,520,154",24.09,"1,383,194",18.80,"1,036,565",10.64,"120,946",9.62,"934,010",15.20,"9,694,283",8.04,"7,535,139",7.54,-,-,965,-93.05,"394,422",1.31,"433,616",1.58,"8,993,870",8.54,"5,133,599",9.52,"305,991",2.88,"1,966,957",4.72
2006M10,"1,795,205",17.51,"3,498,422",16.99,"267,554",9.06,"1,510,438",23.52,"1,408,970",20.26,"1,065,485",13.81,"118,681",7.15,"922,499",10.98,"9,703,891",7.99,"7,518,953",6.91,-,-,835,-93.96,"393,964",1.34,"432,855",1.47,"9,004,405",8.48,"5,136,756",9.00,"305,522",2.90,"1,948,507",3.64
2006M11,"1,806,510",18.07,"3,524,895",17.09,"267,839",8.84,"1,504,077",21.72,"1,420,700",21.04,"1,071,888",14.08,"117,971",7.10,"948,930",13.61,"9,690,954",7.66,"7,506,887",6.57,-,-,835,-93.96,"393,931",1.40,"432,698",1.42,"8,990,958",8.13,"5,121,193",10.71,"306,065",2.74,"1,952,161",-1.28
2006M12,"1,798,618",18.06,"3,541,944",17.77,"267,073",9.15,"1,546,554",23.45,"1,414,934",23.45,"1,067,707",14.09,"116,611",-12.04,"927,684",13.29,"9,669,255",7.07,"7,497,269",6.06,-,-,385,-97.19,"394,135",1.35,"432,799",1.24,"8,970,098",7.51,"5,108,019",7.25,"305,022",2.08,"1,956,067",4.90
2007M01,"1,824,876",19.17,"3,585,240",16.19,"266,632",8.70,"1,550,414",18.06,"1,448,669",23.13,"1,096,516",17.74,"109,575",0.05,"938,311",11.54,"9,608,560",5.95,"7,466,118",5.13,-,-,-,-,"394,375",1.25,"433,696",1.14,"8,970,290",7.04,"5,117,545",6.87,"243,895",-18.48,"1,914,875",2.35
2007M02,"1,870,300",21.03,"3,594,185",14.95,"265,818",8.18,"1,545,389",17.76,"1,495,101",25.72,"1,134,048",21.60,"109,381",-0.91,"914,747",3.74,"9,619,463",5.32,"7,449,382",4.20,-,-,-,-,"394,951",0.91,"434,400",0.51,"8,981,159",6.38,"5,118,180",6.26,"243,353",-18.72,"1,896,802",0.54
2007M03,"1,910,335",23.07,"3,661,654",19.13,"268,529",9.92,"1,579,125",21.22,"1,530,515",27.80,"1,140,315",24.20,"111,291",0.85,"942,213",10.48,"9,650,887",5.61,"7,454,054",4.06,-,-,-,-,"394,697",0.95,"433,643",0.44,"9,013,651",6.70,"5,119,611",6.18,"242,539",-18.94,"1,900,800",0.25
2007M04,"1,924,051",24.41,"3,684,099",20.78,"258,121",6.00,"1,596,297",22.32,"1,552,195",30.14,"1,159,163",27.24,"113,735",3.12,"928,640",11.30,"9,628,302",5.62,"7,431,786",3.65,-,-,-,-,"394,735",1.05,"434,444",0.71,"8,992,274",6.70,"5,099,728",5.89,"241,293",-19.01,"1,897,611",-0.59
2007M05,"1,923,197",24.32,"3,681,076",19.47,"265,956",9.71,"1,605,300",21.83,"1,543,263",29.85,"1,142,422",26.93,"113,978",-1.79,"933,356",8.11,"9,575,447",3.89,"7,385,037",2.37,-,-,-,-,"394,007",1.04,"433,411",0.63,"8,958,069",5.05,"5,065,879",4.10,"223,371",-25.25,"1,885,747",-0.95
2007M06,"1,903,485",22.39,"3,655,494",17.16,"263,423",6.92,"1,583,046",13.80,"1,525,215",27.62,"1,123,222",27.75,"114,847",0.93,"949,227",11.70,"9,510,582",3.54,"7,339,666",2.07,-,-,-,-,"393,843",1.09,"433,120",0.64,"8,898,744",4.72,"5,031,575",3.73,"217,995",-27.03,"1,874,974",-1.14
2007M07,"1,881,810",7.71,"3,584,137",1.60,"260,970",-3.04,"1,526,063",-2.28,"1,504,467",10.67,"1,097,572",7.48,"116,373",-1.73,"960,502",1.69,"9,483,702",-2.00,"7,327,139",-2.51,-,-,-,-,"395,564",1.15,"434,896",0.73,"8,870,693",-1.21,"4,999,608",-2.33,"217,445",-29.25,"1,892,635",-3.02
2007M08,"1,876,418",6.53,"3,561,447",2.19,"258,923",-4.26,"1,460,824",-4.39,"1,501,137",9.47,"1,114,947",7.78,"116,358",-2.75,"985,678",6.80,"9,396,293",-3.11,"7,306,445",-3.00,-,-,-,-,"397,862",0.84,"432,341",-0.45,"8,782,118",-2.38,"4,992,548",-2.75,"216,313",-29.63,"1,881,555",-3.95
2007M09,"1,894,145",6.76,"3,516,994",0.75,"258,906",-4.15,"1,413,777",-7.00,"1,518,411",9.78,"1,120,234",8.07,"116,828",-3.40,"982,982",5.24,"9,378,659",-3.26,"7,290,170",-3.25,-,-,-,-,"397,672",0.82,"431,534",-0.48,"8,764,791",-2.55,"4,991,875",-2.76,"216,196",-29.35,"1,866,762",-5.09
2007M10,"1,932,688",7.66,"3,664,301",4.74,"263,074",-1.67,"1,543,233",2.17,"1,551,055",10.08,"1,117,214",4.85,"118,559",-0.10,"1,003,854",8.82,"9,343,389",-3.72,"7,274,025",-3.26,-,-,-,-,"397,324",0.85,"430,892",-0.45,"8,729,245",-3.06,"4,981,143",-3.03,"216,820",-29.03,"1,861,990",-4.44
2007M11,"1,951,690",8.04,"3,790,420",7.53,"265,731",-0.79,"1,626,385",8.13,"1,565,944",10.22,"1,119,871",4.48,"120,015",1.73,"1,044,163",10.04,"9,317,114",-3.86,"7,244,830",-3.49,-,-,-,-,"397,310",0.86,"430,936",-0.41,"8,704,514",-3.19,"4,982,266",-2.71,"215,290",-29.66,"1,831,628",-6.17
2007M12,"1,996,970",11.03,"3,883,464",9.64,"268,112",0.39,"1,658,937",7.27,"1,610,012",13.79,"1,153,112",8.00,"118,846",1.92,"1,071,416",15.49,"9,293,570",-3.89,"7,211,544",-3.81,-,-,-,-,"397,465",0.84,"430,192",-0.60,"8,681,759",-3.21,"4,973,495",-2.63,"214,346",-29.73,"1,807,856",-7.58
2008M01,"2,053,813",12.55,"3,976,645",10.92,"269,731",1.16,"1,725,252",11.28,"1,663,119",14.80,"1,191,042",8.62,"120,963",10.39,"1,060,349",13.01,"9,309,033",-3.12,"7,175,683",-3.89,-,-,-,-,"397,937",0.90,"430,332",-0.78,"8,697,647",-3.04,"4,983,061",-2.63,"213,449",-12.48,"1,762,289",-7.97
2008M02,"2,120,502",13.38,"4,129,265",14.89,"271,629",2.19,"1,805,896",16.86,"1,725,621",15.42,"1,205,053",6.26,"123,252",12.68,"1,118,315",22.25,"9,410,627",-2.17,"7,184,835",-3.55,-,-,-,-,"398,783",0.97,"429,065",-1.23,"8,798,330",-2.04,"5,057,846",-1.18,"213,514",-12.26,"1,697,925",-10.48
2008M03,"2,169,069",13.54,"4,314,140",17.82,"279,290",4.01,"1,993,745",26.26,"1,764,920",15.32,"1,231,032",7.96,"124,859",12.19,"1,089,364",15.62,"9,431,738",-2.27,"7,168,323",-3.83,-,-,-,-,"399,012",1.09,"428,960",-1.08,"8,819,702",-2.15,"5,068,411",-1.00,"213,024",-12.17,"1,670,952",-12.09
2008M04,"2,187,892",13.71,"4,440,847",20.54,"283,972",10.02,"2,110,003",32.18,"1,779,011",14.61,"1,228,357",5.97,"124,909",9.82,"1,102,483",18.72,"9,472,682",-1.62,"7,175,741",-3.45,-,-,-,-,"398,740",1.01,"428,598",-1.35,"8,862,990",-1.44,"5,099,064",-0.01,"210,952",-12.57,"1,648,080",-13.15
2008M05,"2,197,157",14.25,"4,460,090",21.16,"283,490",6.59,"2,142,861",33.49,"1,788,171",15.87,"1,220,605",6.84,"125,496",10.11,"1,096,622",17.49,"9,516,399",-0.62,"7,189,938",-2.64,-,-,-,-,"398,241",1.07,"428,152",-1.21,"8,908,148",-0.56,"5,129,925",1.26,"210,010",-5.98,"1,631,859",-13.46
2008M06,"2,183,283",14.70,"4,425,681",21.07,"282,969",7.42,"2,127,577",34.40,"1,774,783",16.36,"1,213,784",8.06,"125,531",9.30,"1,084,321",14.23,"9,540,820",0.32,"7,192,451",-2.01,-,-,-,-,"398,115",1.08,"427,951",-1.19,"8,934,161",0.40,"5,146,876",2.29,"208,544",-4.34,"1,617,622",-13.73
2008M07,"2,255,242",19.84,"4,537,038",26.59,"284,272",8.93,"2,179,574",42.82,"1,841,604",22.41,"1,263,931",15.16,"129,366",11.16,"1,093,533",13.85,"9,623,629",1.48,"7,207,952",-1.63,-,-,-,-,"398,942",0.85,"428,679",-1.43,"9,017,144",1.65,"5,199,650",4.00,"207,543",-4.55,"1,579,622",-16.54
