期間,消費者貸款--小計_原始值,消費者貸款--小計_年增率(%),消費者貸款--購置住宅貸款_原始值,消費者貸款--購置住宅貸款_年增率(%),消費者貸款--房屋修繕貸款_原始值,消費者貸款--房屋修繕貸款_年增率(%),消費者貸款--汽車貸款_原始值,消費者貸款--汽車貸款_年增率(%),消費者貸款--機關團體職工福利貸款_原始值,消費者貸款--機關團體職工福利貸款_年增率(%),消費者貸款--其他個人消費性貸款_原始值,消費者貸款--其他個人消費性貸款_年增率(%),消費者貸款--信用卡循環信用餘額_原始值,消費者貸款--信用卡循環信用餘額_年增率(%),建築貸款_原始值,建築貸款_年增率(%)
1999M07,"3,990,618",6.32,"2,521,214",7.28,"803,634",-0.42,"45,104",25.60,"62,070",10.89,"430,181",5.79,"128,415",31.18,"570,664",-2.07
1999M08,"3,993,692",6.00,"2,519,395",7.05,"801,426",-1.04,"45,526",26.47,"64,652",15.12,"431,681",4.73,"131,012",30.76,"568,860",-3.30
1999M09,"3,995,700",5.49,"2,517,124",6.59,"799,930",-1.73,"45,777",26.01,"63,630",13.35,"427,210",2.98,"142,029",35.41,"578,104",-2.58
1999M10,"3,995,082",4.99,"2,520,950",6.26,"798,124",-2.04,"46,064",29.11,"64,693",12.59,"420,469",1.19,"144,782",32.56,"577,548",-2.54
1999M11,"4,008,720",4.03,"2,525,593",4.54,"797,117",-2.25,"46,071",15.93,"65,250",16.05,"427,159",2.80,"147,530",33.54,"581,073",-5.21
1999M12,"4,050,223",4.56,"2,539,707",4.93,"799,768",-2.37,"46,431",13.37,"68,727",16.31,"444,514",6.37,"151,076",30.13,"591,918",-3.33
2000M01,"4,047,223",3.04,"2,529,594",2.70,"804,799",-1.69,"47,340",13.02,"69,272",15.27,"442,924",4.81,"153,294",26.26,"582,281",-5.09
2000M02,"4,050,284",3.01,"2,521,279",1.94,"805,110",-1.04,"47,341",10.86,"68,343",13.54,"448,484",6.94,"159,727",30.27,"583,331",-4.52
2000M03,"4,059,844",3.15,"2,527,972",1.84,"808,257",-0.33,"47,417",10.83,"68,626",14.61,"451,614",8.27,"155,958",26.66,"575,951",-4.00
2000M04,"4,074,095",2.87,"2,549,127",2.14,"810,259",-0.13,"47,664",10.18,"69,898",16.42,"438,108",2.09,"159,039",31.40,"575,106",-2.81
2000M05,"4,092,505",2.92,"2,553,736",1.75,"814,414",0.72,"48,013",9.55,"69,004",13.80,"449,033",4.70,"158,305",26.71,"577,078",-0.89
2000M06,"4,116,241",3.07,"2,560,800",1.52,"821,568",1.82,"48,275",8.08,"72,195",18.13,"449,446",4.04,"163,957",29.49,"583,858",0.41
2000M07,"4,147,733",3.94,"2,573,770",2.08,"825,561",2.73,"48,585",7.72,"72,926",17.49,"460,938",7.15,"165,953",29.23,"582,301",2.04
2000M08,"4,151,921",3.96,"2,572,606",2.11,"826,729",3.16,"48,490",6.51,"71,593",10.74,"463,073",7.27,"169,430",29.32,"579,037",1.79
2000M09,"4,182,704",4.68,"2,587,128",2.78,"829,629",3.71,"48,967",6.97,"73,812",16.00,"469,373",9.87,"173,795",22.37,"574,611",-0.60
2000M10,"4,232,822",5.95,"2,615,963",3.77,"834,457",4.55,"50,409",9.43,"76,199",17.79,"477,032",13.45,"178,762",23.47,"569,469",-1.40
2000M11,"4,268,503",6.48,"2,635,105",4.34,"846,152",6.15,"51,106",10.93,"76,310",16.95,"478,846",12.10,"180,984",22.68,"565,071",-2.75
2000M12,"4,296,486",6.08,"2,651,772",4.41,"849,621",6.23,"51,607",11.15,"76,737",11.65,"480,480",8.09,"186,269",23.29,"558,510",-5.64
2001M01,"4,301,010",6.27,"2,655,767",4.99,"842,700",4.71,"53,107",12.18,"75,808",9.44,"483,094",9.07,"190,534",24.29,"548,703",-5.77
2001M02,"4,294,670",6.03,"2,654,592",5.29,"836,387",3.88,"53,485",12.98,"74,593",9.15,"482,627",7.61,"192,986",20.82,"543,745",-6.79
2001M03,"4,289,526",5.66,"2,653,388",4.96,"828,631",2.52,"53,617",13.08,"73,484",7.08,"485,957",7.60,"194,449",24.68,"543,529",-5.63
2001M04,"4,286,608",5.22,"2,656,899",4.23,"819,890",1.19,"54,185",13.68,"72,124",3.18,"490,565",11.97,"192,945",21.32,"529,710",-7.89
2001M05,"4,288,667",4.79,"2,654,500",3.95,"812,439",-0.24,"55,386",15.36,"71,183",3.16,"497,392",10.77,"197,767",24.93,"527,598",-8.57
2001M06,"4,291,480",4.26,"2,655,117",3.68,"805,534",-1.95,"56,068",16.14,"71,375",-1.14,"502,272",11.75,"201,114",22.66,"518,236",-11.24
2001M07,"4,288,701",3.40,"2,646,151",2.81,"798,222",-3.31,"56,897",17.11,"70,976",-2.67,"505,220",9.61,"211,235",27.29,"512,067",-12.06
2001M08,"4,290,638",3.34,"2,642,488",2.72,"791,152",-4.30,"58,192",20.01,"69,994",-2.23,"506,522",9.38,"222,290",31.20,"503,116",-13.11
2001M09,"4,276,447",2.24,"2,634,448",1.83,"784,069",-5.49,"58,680",19.84,"69,700",-5.57,"506,830",7.98,"222,720",28.15,"500,749",-12.85
2001M10,"4,250,899",0.43,"2,618,621",0.10,"787,874",-5.58,"60,226",19.47,"69,247",-9.12,"490,424",2.81,"224,507",25.59,"515,797",-9.42
2001M11,"4,265,385",-0.07,"2,633,945",-0.04,"781,030",-7.70,"61,969",21.26,"69,345",-9.13,"491,478",2.64,"227,618",25.77,"512,432",-9.32
2001M12,"4,270,124",-0.61,"2,623,276",-1.07,"780,717",-8.11,"63,520",23.08,"73,354",-4.41,"495,968",3.22,"233,289",25.24,"507,837",-9.07
2002M01,"4,283,820",-0.40,"2,638,405",-0.65,"771,579",-8.44,"64,742",21.91,"74,733",-1.42,"496,188",2.71,"238,173",25.00,"486,733",-11.29
2002M02,"4,262,433",-0.75,"2,637,723",-0.64,"753,133",-9.95,"63,939",19.55,"74,650",0.08,"485,922",0.68,"247,066",28.02,"484,067",-10.98
2002M03,"4,246,812",-1.00,"2,636,522",-0.64,"745,631",-10.02,"63,693",18.79,"75,253",2.41,"485,126",-0.17,"240,587",23.73,"474,114",-12.77
2002M04,"4,264,862",-0.51,"2,650,578",-0.24,"739,648",-9.79,"63,341",16.90,"78,121",8.31,"487,024",-0.72,"246,150",27.58,"462,650",-12.66
2002M05,"4,295,094",0.15,"2,667,613",0.49,"735,780",-9.44,"64,013",15.58,"81,024",13.82,"495,236",-0.43,"251,428",27.13,"450,108",-14.69
2002M06,"4,309,584",0.42,"2,682,307",1.02,"728,802",-9.53,"64,918",15.78,"81,544",14.25,"492,942",-1.86,"259,071",28.82,"452,131",-12.76
2002M07,"4,325,535",0.86,"2,689,687",1.65,"721,703",-9.59,"65,658",15.40,"83,048",17.01,"500,396",-0.95,"265,043",25.47,"440,796",-13.92
2002M08,"4,334,613",1.02,"2,697,379",2.08,"713,507",-9.81,"65,654",12.82,"86,729",23.91,"501,140",-1.06,"270,204",21.55,"434,392",-13.66
2002M09,"4,348,220",1.68,"2,706,505",2.74,"711,140",-9.30,"65,298",11.28,"86,244",23.74,"499,036",-1.54,"279,997",25.72,"430,885",-13.95
2002M10,"4,369,860",2.80,"2,721,496",3.93,"708,036",-10.13,"65,904",9.43,"87,918",26.96,"502,768",2.52,"283,738",26.38,"426,148",-17.38
2002M11,"4,391,274",2.95,"2,741,355",4.08,"701,574",-10.17,"67,019",8.15,"88,032",26.95,"507,690",3.30,"285,604",25.48,"416,906",-18.64
2002M12,"4,442,484",4.04,"2,768,188",5.52,"695,283",-10.94,"69,299",9.10,"90,908",23.93,"527,988",6.46,"290,818",24.66,"418,809",-17.53
2003M01,"4,422,361",3.23,"2,771,963",5.06,"703,717",-8.80,"71,690",10.73,"90,895",21.63,"485,895",-2.07,"298,201",25.20,"406,553",-16.47
2003M02,"4,422,806",3.76,"2,769,515",5.00,"699,357",-7.14,"70,930",10.93,"91,374",22.40,"487,520",0.33,"304,110",23.09,"401,955",-16.96
2003M03,"4,441,018",4.57,"2,780,267",5.45,"695,643",-6.70,"71,055",11.56,"97,539",29.61,"495,567",2.15,"300,947",25.09,"400,426",-15.54
2003M04,"4,485,949",5.18,"2,794,538",5.43,"694,369",-6.12,"71,689",13.18,"116,348",48.93,"500,574",2.78,"308,431",25.30,"400,160",-13.51
2003M05,"4,534,103",5.56,"2,811,011",5.38,"694,165",-5.66,"72,061",12.57,"126,851",56.56,"514,562",3.90,"315,453",25.46,"389,828",-13.39
2003M06,"4,595,520",6.63,"2,835,738",5.72,"694,671",-4.68,"73,082",12.58,"135,311",65.94,"535,381",8.61,"321,337",24.03,"397,120",-12.17
2003M07,"4,654,571",7.61,"2,857,916",6.25,"705,516",-2.24,"74,491",13.45,"139,196",67.61,"548,980",9.71,"328,472",23.93,"395,690",-10.23
2003M08,"4,707,664",8.61,"2,879,683",6.76,"710,645",-0.40,"74,871",14.04,"147,049",69.55,"556,535",11.05,"338,881",25.42,"396,429",-8.74
2003M09,"4,768,921",9.68,"2,903,432",7.28,"710,352",-0.11,"75,834",16.14,"157,307",82.40,"568,351",13.89,"353,645",26.30,"399,657",-7.25
2003M10,"4,822,504",10.36,"2,927,819",7.58,"712,845",0.68,"76,888",16.67,"161,114",83.25,"584,240",16.20,"359,598",26.74,"399,961",-6.15
2003M11,"4,880,970",11.15,"2,979,364",8.68,"693,955",-1.09,"78,375",16.94,"163,564",85.80,"596,868",17.57,"368,844",29.15,"420,116",0.77
2003M12,"4,969,421",11.86,"3,038,881",9.78,"690,016",-0.76,"80,452",16.09,"172,455",89.70,"613,140",16.13,"374,477",28.77,"420,396",0.38
2004M01,"5,014,195",13.38,"3,071,398",10.80,"683,285",-2.90,"81,897",14.24,"171,256",88.41,"621,943",28.00,"384,416",28.91,"418,443",2.92
2004M02,"5,041,786",14.00,"3,093,510",11.70,"681,784",-2.51,"82,574",16.42,"172,196",88.45,"622,211",27.63,"389,511",28.08,"416,008",3.50
2004M03,"5,107,512",15.01,"3,127,725",12.50,"687,185",-1.22,"83,769",17.89,"175,202",79.62,"641,889",29.53,"391,742",30.17,"425,790",6.33
2004M04,"5,205,109",16.03,"3,180,954",13.83,"687,826",-0.94,"84,759",18.23,"178,249",53.20,"677,430",35.33,"395,891",28.36,"439,041",9.72
2004M05,"5,308,634",17.08,"3,224,569",14.71,"690,911",-0.47,"87,149",20.94,"180,553",42.33,"722,133",40.34,"403,319",27.85,"450,089",15.46
2004M06,"5,396,906",17.44,"3,263,001",15.07,"694,249",-0.06,"90,276",23.53,"181,445",34.09,"754,583",40.94,"413,352",28.64,"452,712",14.00
2004M07,"5,473,510",17.59,"3,295,179",15.30,"695,371",-1.44,"94,707",27.14,"184,059",32.23,"783,822",42.78,"420,372",27.98,"463,314",17.09
2004M08,"5,548,033",17.85,"3,322,618",15.38,"699,580",-1.56,"97,406",30.10,"183,203",24.59,"819,356",47.22,"425,870",25.67,"470,440",18.67
2004M09,"5,616,951",17.78,"3,351,580",15.44,"702,612",-1.09,"96,064",26.68,"181,892",15.63,"855,456",50.52,"429,347",21.41,"483,544",20.99
2004M10,"5,677,423",17.73,"3,393,476",15.90,"705,155",-1.08,"100,250",30.38,"181,559",12.69,"881,645",50.90,"415,338",15.50,"488,823",22.22
2004M11,"5,758,806",17.98,"3,430,332",15.14,"707,242",1.91,"104,007",32.70,"181,766",11.13,"913,647",53.07,"421,812",14.36,"503,808",19.92
2004M12,"5,861,529",17.95,"3,482,662",14.60,"710,373",2.95,"109,471",36.07,"181,936",5.50,"952,118",55.29,"424,969",13.48,"508,638",20.99
2005M01,"5,919,046",18.05,"3,539,074",15.23,"687,742",0.65,"116,368",42.09,"179,908",5.05,"965,616",55.26,"430,338",11.95,"515,047",23.09
2005M02,"5,937,054",17.76,"3,547,054",14.66,"686,797",0.74,"117,571",42.38,"177,277",2.95,"973,112",56.40,"435,243",11.74,"524,354",26.04
2005M03,"6,038,387",18.23,"3,594,975",14.94,"690,592",0.50,"120,507",43.86,"176,989",1.02,"1,009,722",57.30,"445,602",13.75,"536,192",25.93
2005M04,"6,134,715",17.86,"3,625,532",13.98,"707,080",2.80,"123,384",45.57,"175,627",-1.47,"1,055,660",55.83,"447,432",13.02,"545,037",24.14
2005M05,"6,209,473",16.97,"3,661,193",13.54,"710,039",2.77,"126,274",44.89,"174,046",-3.60,"1,093,612",51.44,"444,309",10.16,"560,097",24.44
2005M06,"6,285,133",16.46,"3,706,865",13.60,"712,554",2.64,"129,619",43.58,"172,918",-4.70,"1,115,760",47.86,"447,417",8.24,"578,177",27.71
2005M07,"6,338,986",15.81,"3,736,757",13.40,"716,702",3.07,"133,291",40.74,"171,252",-6.96,"1,126,808",43.76,"454,176",8.04,"581,430",25.49
2005M08,"6,375,077",14.91,"3,766,433",13.36,"719,403",2.83,"134,621",38.21,"165,666",-9.57,"1,137,429",38.82,"451,525",6.02,"595,614",26.61
2005M09,"6,431,260",14.50,"3,801,093",13.41,"721,148",2.64,"137,002",42.62,"163,936",-9.87,"1,146,573",34.03,"461,508",7.49,"599,835",24.05
2005M10,"6,477,525",14.09,"3,838,439",13.11,"724,595",2.76,"138,244",37.90,"162,176",-10.68,"1,148,490",30.27,"465,581",12.10,"625,007",27.86
2005M11,"6,518,663",13.19,"3,875,330",12.97,"728,718",3.04,"138,837",33.49,"171,833",-5.46,"1,136,820",24.43,"467,125",10.74,"641,048",27.24
2005M12,"6,583,867",12.32,"3,924,208",12.68,"731,299",2.95,"140,371",28.23,"171,361",-5.81,"1,151,036",20.89,"465,592",9.56,"661,265",30.01
2006M01,"6,600,078",11.51,"3,965,063",12.04,"734,045",6.73,"143,133",23.00,"172,773",-3.97,"1,121,166",16.11,"463,898",7.80,"671,275",30.33
2006M02,"6,572,784",10.71,"3,966,924",11.84,"733,066",6.74,"140,565",19.56,"170,269",-3.95,"1,107,378",13.80,"454,582",4.44,"672,874",28.32
2006M03,"6,553,479",8.53,"4,000,312",11.28,"737,200",6.75,"138,632",15.04,"169,296",-4.35,"1,077,989",6.76,"430,050",-3.49,"674,103",25.72
2006M04,"6,539,516",6.60,"4,026,485",11.06,"739,394",4.57,"137,290",11.27,"168,375",-4.13,"1,056,582",0.09,"411,390",-8.06,"686,684",25.99
2006M05,"6,534,203",5.23,"4,061,000",10.92,"742,050",4.51,"135,131",7.01,"166,736",-4.20,"1,033,715",-5.48,"395,571",-10.97,"697,845",24.59
2006M06,"6,536,842",4.00,"4,098,321",10.56,"746,847",4.81,"134,577",3.83,"165,600",-4.23,"1,008,676",-9.60,"382,821",-14.44,"713,713",23.44
2006M07,"6,542,559",3.21,"4,136,415",10.70,"743,715",3.77,"132,985",-0.23,"163,654",-4.44,"989,815",-12.16,"375,975",-17.22,"714,608",22.91
2006M08,"6,498,480",1.94,"4,148,590",10.15,"750,866",4.37,"130,583",-3.00,"161,835",-2.31,"948,621",-16.60,"357,985",-20.72,"738,623",24.01
2006M09,"6,481,199",0.78,"4,159,888",9.44,"768,540",6.57,"128,750",-6.02,"159,737",-2.56,"917,804",-19.95,"346,480",-24.92,"763,718",27.32
2006M10,"6,469,458",-0.12,"4,175,947",8.79,"777,322",7.28,"125,554",-9.18,"157,055",-3.16,"897,503",-21.85,"336,077",-27.82,"779,632",24.74
2006M11,"6,495,170",-0.36,"4,228,312",9.11,"779,912",7.03,"122,951",-11.44,"153,563",-10.63,"882,010",-22.41,"328,422",-29.69,"790,398",23.30
2006M12,"6,525,931",-0.88,"4,271,879",8.86,"795,700",8.81,"120,269",-14.32,"148,824",-13.15,"868,509",-24.55,"320,750",-31.11,"813,278",22.99
2007M01,"6,523,926",-1.15,"4,291,003",8.22,"802,353",9.31,"118,089",-17.50,"146,813",-15.03,"852,049",-24.00,"313,619",-32.39,"861,303",28.31
2007M02,"6,512,600",-0.92,"4,303,817",8.49,"804,947",9.81,"116,146",-17.37,"143,665",-15.62,"833,586",-24.72,"310,439",-31.71,"878,413",30.55
2007M03,"6,494,498",-0.90,"4,312,290",7.80,"816,474",10.75,"112,614",-18.77,"140,293",-17.13,"813,759",-24.51,"299,068",-30.46,"898,833",33.34
2007M04,"6,493,328",-0.71,"4,321,778",7.33,"832,439",12.58,"109,562",-20.20,"137,846",-18.13,"798,432",-24.43,"293,271",-28.71,"923,540",34.49
2007M05,"6,518,600",-0.24,"4,367,650",7.55,"823,909",11.03,"106,890",-20.90,"135,851",-18.52,"797,503",-22.85,"286,797",-27.50,"936,143",34.15
2007M06,"6,525,246",-0.18,"4,390,320",7.12,"829,964",11.13,"104,822",-22.11,"134,087",-19.03,"782,195",-22.45,"283,858",-25.85,"948,745",32.93
2007M07,"6,533,818",-0.13,"4,419,136",6.83,"829,572",11.54,"102,108",-23.22,"131,987",-19.35,"773,362",-21.87,"277,653",-26.15,"959,678",34.29
2007M08,"6,540,461",0.65,"4,437,372",6.96,"830,675",10.63,"99,446",-23.84,"130,357",-19.45,"764,912",-19.37,"277,699",-22.43,"983,491",33.15
2007M09,"6,542,555",0.95,"4,455,163",7.10,"830,658",8.08,"97,294",-24.43,"128,306",-19.68,"757,030",-17.52,"274,104",-20.89,"989,386",29.55
2007M10,"6,535,683",1.02,"4,466,418",6.96,"828,456",6.58,"94,387",-24.82,"125,604",-20.03,"750,830",-16.34,"269,988",-19.66,"979,851",25.68
2007M11,"6,550,199",0.85,"4,482,492",6.01,"831,254",6.58,"92,007",-25.17,"123,692",-19.45,"754,124",-14.50,"266,630",-18.81,"984,274",24.53
2007M12,"6,568,973",0.66,"4,505,551",5.47,"832,761",4.66,"89,903",-25.25,"121,789",-18.17,"754,424",-13.14,"264,545",-17.52,"1,004,767",23.55
2008M01,"6,545,412",0.33,"4,498,082",4.83,"822,973",2.57,"88,116",-25.38,"119,132",-18.85,"754,316",-11.47,"262,793",-16.21,"1,013,533",17.67
2008M02,"6,510,028",-0.04,"4,489,123",4.31,"819,186",1.77,"85,237",-26.61,"116,294",-19.05,"739,309",-11.31,"260,879",-15.96,"1,015,220",15.57
2008M03,"6,498,439",0.06,"4,500,861",4.37,"817,973",0.18,"82,866",-26.42,"113,887",-18.82,"728,994",-10.42,"253,858",-15.12,"1,016,430",13.08
2008M04,"6,514,059",0.32,"4,528,918",4.79,"817,570",-1.79,"81,063",-26.01,"111,826",-18.88,"723,730",-9.36,"250,952",-14.43,"1,008,968",9.25
2008M05,"6,536,884",0.28,"4,561,731",4.44,"815,665",-1.00,"76,476",-28.45,"109,642",-19.29,"722,786",-9.37,"250,584",-12.63,"1,007,182",7.59
2008M06,"6,560,358",0.54,"4,596,422",4.69,"814,992",-1.80,"74,990",-28.46,"107,637",-19.73,"714,188",-8.69,"252,129",-11.18,"1,016,129",7.10
2008M07,"6,543,854",0.15,"4,599,082",4.07,"813,813",-1.90,"72,735",-28.77,"105,808",-19.83,"702,261",-9.19,"250,155",-9.90,"1,013,384",5.60
2008M08,"6,515,420",-0.38,"4,588,099",3.40,"801,060",-3.57,"70,806",-28.80,"103,772",-20.39,"701,571",-8.28,"250,112",-9.93,"1,025,116",4.23
2008M09,"6,501,936",-0.62,"4,586,629",2.95,"797,048",-4.05,"68,510",-29.58,"101,819",-20.64,"700,159",-7.51,"247,771",-9.61,"1,040,323",5.15
2008M10,"6,471,743",-0.98,"4,572,506",2.38,"795,340",-4.00,"66,761",-29.27,"99,786",-20.56,"692,261",-7.80,"245,089",-9.22,"1,052,481",7.41
2008M11,"6,470,170",-1.22,"4,578,403",2.14,"793,725",-4.51,"65,399",-28.92,"97,624",-21.07,"693,002",-8.11,"242,017",-9.23,"1,053,478",7.03
2008M12,"6,470,852",-1.49,"4,587,498",1.82,"789,744",-5.17,"63,893",-28.93,"96,168",-21.04,"695,969",-7.75,"237,580",-10.19,"1,044,947",4.00
2009M01,"6,444,576",-1.54,"4,560,664",1.39,"793,994",-3.52,"62,995",-28.51,"94,765",-20.45,"695,440",-7.81,"236,718",-9.92,"1,043,866",2.99
2009M02,"6,398,931",-1.71,"4,541,260",1.16,"788,319",-3.77,"60,671",-28.82,"92,821",-20.18,"684,911",-7.36,"230,949",-11.47,"1,049,567",3.38
2009M03,"6,383,490",-1.77,"4,543,831",0.95,"786,769",-3.81,"58,594",-29.29,"91,768",-19.42,"680,073",-6.71,"222,455",-12.37,"1,033,710",1.70
2009M04,"6,390,415",-1.90,"4,560,362",0.69,"781,899",-4.36,"57,275",-29.35,"90,839",-18.77,"683,296",-5.59,"216,744",-13.63,"1,023,843",1.47
2009M05,"6,413,162",-1.89,"4,585,547",0.52,"779,861",-4.39,"56,603",-25.99,"89,848",-18.05,"686,446",-5.03,"214,857",-14.26,"1,007,445",0.03
2009M06,"6,436,874",-1.88,"4,614,985",0.40,"776,486",-4.72,"55,445",-26.06,"88,555",-17.73,"684,433",-4.17,"216,970",-13.94,"995,642",-2.02
2009M07,"6,458,107",-1.31,"4,655,664",1.23,"772,047",-5.13,"54,694",-24.80,"87,486",-17.32,"675,716",-3.78,"212,500",-15.05,"980,905",-3.21
2009M08,"6,496,478",-0.29,"4,706,518",2.58,"768,684",-4.04,"53,830",-23.98,"85,870",-17.25,"673,751",-3.97,"207,825",-16.91,"967,912",-5.58
2009M09,"6,521,648",0.30,"4,734,996",3.23,"767,482",-3.71,"53,328",-22.16,"85,137",-16.38,"671,461",-4.10,"209,244",-15.55,"969,248",-6.83
2009M10,"6,529,350",0.89,"4,754,278",3.98,"764,826",-3.84,"53,087",-20.48,"83,485",-16.34,"667,820",-3.53,"205,854",-16.01,"970,152",-7.82
2009M11,"6,549,582",1.23,"4,780,131",4.41,"759,812",-4.27,"53,198",-18.66,"83,213",-14.76,"671,852",-3.05,"201,376",-16.79,"979,968",-6.98
2009M12,"6,591,604",1.87,"4,816,647",5.00,"755,693",-4.31,"54,244",-15.10,"81,850",-14.89,"684,174",-1.69,"198,996",-16.24,"1,006,466",-3.68
2010M01,"6,593,845",2.32,"4,837,335",6.07,"748,408",-5.74,"54,554",-13.40,"80,050",-15.53,"679,301",-2.32,"194,197",-17.96,"1,003,644",-3.85
2010M02,"6,585,767",2.92,"4,843,556",6.66,"741,721",-5.91,"54,301",-10.50,"78,546",-15.38,"674,253",-1.56,"193,390",-16.26,"1,014,956",-3.30
2010M03,"6,589,015",3.22,"4,867,017",7.11,"734,798",-6.61,"54,081",-7.70,"76,591",-16.54,"672,056",-1.18,"184,472",-17.07,"1,039,413",0.55
