期間,合計_原始值,合計_年增率(%),貼現_原始值,貼現_年增率(%),進口押匯_原始值,進口押匯_年增率(%),短期放款與透支-計_原始值,短期放款與透支-計_年增率(%),短期放款與透支-無擔保_原始值,短期放款與透支-無擔保_年增率(%),短期放款與透支-擔保_原始值,短期放款與透支-擔保_年增率(%),中長期放款-計_原始值,中長期放款-計_年增率(%),中長期放款-無擔保_原始值,中長期放款-無擔保_年增率(%),中長期放款-擔保_原始值,中長期放款-擔保_年增率(%)
2000M04,"12,703,727",6.02,"1,180",-60.69,"2,827",9.40,"4,267,401",7.22,"2,264,431",13.69,"2,002,970",0.74,"8,432,319",5.44,"2,527,131",12.72,"5,905,188",2.61
2000M05,"12,773,854",6.24,"1,077",-65.85,"2,741",-2.77,"4,313,441",7.93,"2,293,861",13.75,"2,019,580",2.01,"8,456,595",5.43,"2,539,858",12.40,"5,916,737",2.70
2000M06,"12,898,802",5.12,933,-52.30,"1,884",-32.21,"4,382,224",6.13,"2,338,573",12.11,"2,043,651",0.03,"8,513,761",4.63,"2,565,836",10.31,"5,947,925",2.36
2000M07,"12,947,063",6.22,"1,079",-50.28,"2,105",-16.44,"4,382,637",7.97,"2,385,574",15.64,"1,997,063",0.05,"8,561,242",5.37,"2,577,461",10.90,"5,983,781",3.16
2000M08,"12,895,221",6.22,"1,040",-51.27,"2,056",-17.53,"4,324,984",7.97,"2,350,465",15.32,"1,974,519",0.35,"8,567,141",5.39,"2,586,822",12.32,"5,980,319",2.65
2000M09,"12,955,705",5.78,933,-46.32,"2,326",1.04,"4,341,942",5.93,"2,377,583",13.07,"1,964,359",-1.60,"8,610,504",5.72,"2,600,282",12.75,"6,010,222",2.95
2000M10,"13,062,344",7.10,909,-48.06,"2,595",-2.81,"4,335,434",7.06,"2,382,508",14.41,"1,952,926",-0.72,"8,723,406",7.14,"2,682,790",16.00,"6,040,616",3.63
2000M11,"13,095,564",6.08,896,-46.35,"2,123",-28.25,"4,264,038",2.31,"2,340,267",6.96,"1,923,771",-2.84,"8,828,507",8.02,"2,768,787",18.34,"6,059,720",3.88
2000M12,"13,295,437",6.05,768,-55.04,"2,844",19.35,"4,227,945",-0.03,"2,298,963",3.82,"1,928,982",-4.27,"9,063,880",9.15,"2,922,667",22.00,"6,141,213",3.95
2001M01,"13,226,153",5.09,633,-68.97,"2,839",35.77,"4,115,750",-2.74,"2,276,580",1.31,"1,839,170",-7.33,"9,106,931",9.07,"2,989,192",22.18,"6,117,739",3.64
2001M02,"13,134,795",4.33,-353,--,"3,223",25.36,"4,045,323",-4.08,"2,239,838",0.47,"1,805,485",-9.17,"9,086,602",8.59,"2,992,938",20.55,"6,093,664",3.54
2001M03,"13,141,537",3.66,619,-64.65,"2,226",-7.71,"4,030,208",-5.41,"2,230,441",-1.20,"1,799,767",-10.16,"9,108,484",8.27,"3,010,865",19.58,"6,097,619",3.44
2001M04,"13,041,731",2.66,547,-53.64,"2,502",-11.50,"3,948,659",-7.47,"2,189,155",-3.32,"1,759,504",-12.16,"9,090,023",7.80,"3,004,380",18.89,"6,085,643",3.06
2001M05,"12,985,720",1.66,504,-53.20,"2,592",-5.44,"3,881,673",-10.01,"2,152,682",-6.15,"1,728,991",-14.39,"9,100,951",7.62,"3,034,916",19.49,"6,066,035",2.52
2001M06,"13,078,217",1.39,506,-45.77,"2,385",26.59,"3,937,335",-10.15,"2,189,642",-6.37,"1,747,693",-14.48,"9,137,991",7.33,"3,061,597",19.32,"6,076,394",2.16
2001M07,"13,032,408",0.66,510,-52.73,"2,435",15.68,"3,906,473",-10.86,"2,216,123",-7.10,"1,690,350",-15.36,"9,122,990",6.56,"3,094,147",20.05,"6,028,843",0.75
2001M08,"12,858,742",-0.28,959,-7.79,"1,958",-4.77,"3,810,626",-11.89,"2,164,816",-7.90,"1,645,810",-16.65,"9,045,199",5.58,"3,039,732",17.51,"6,005,467",0.42
2001M09,"12,941,194",-0.11,764,-18.11,769,-66.94,"3,823,768",-11.93,"2,198,979",-7.51,"1,624,789",-17.29,"9,115,893",5.87,"3,069,553",18.05,"6,046,340",0.60
2001M10,"12,843,074",-1.68,766,-15.73,749,-71.14,"3,799,749",-12.36,"2,214,074",-7.07,"1,585,675",-18.81,"9,041,810",3.65,"3,040,259",13.32,"6,001,551",-0.65
2001M11,"12,789,108",-2.34,772,-13.84,"1,100",-48.19,"3,778,544",-11.39,"2,218,636",-5.20,"1,559,908",-18.91,"9,008,692",2.04,"3,049,261",10.13,"5,959,431",-1.66
2001M12,"13,094,597",-1.51,871,13.41,503,-82.31,"3,951,227",-6.54,"2,343,057",1.92,"1,608,170",-16.63,"9,141,996",0.86,"3,132,580",7.18,"6,009,416",-2.15
2002M01,"13,007,393",-1.65,871,37.60,603,-78.76,"3,845,835",-6.56,"2,344,633",2.99,"1,501,202",-18.38,"9,160,084",0.58,"3,222,015",7.79,"5,938,069",-2.94
2002M02,"12,919,598",-1.64,818,--,783,-75.71,"3,806,916",-5.89,"2,335,159",4.26,"1,471,757",-18.48,"9,111,081",0.27,"3,215,725",7.44,"5,895,356",-3.25
2002M03,"12,802,650",-2.58,816,31.83,614,-72.42,"3,705,790",-8.05,"2,259,141",1.29,"1,446,649",-19.62,"9,095,430",-0.14,"3,223,001",7.05,"5,872,429",-3.69
2002M04,"12,807,741",-1.79,"1,120",104.75,999,-60.07,"3,713,422",-5.96,"2,303,521",5.22,"1,409,901",-19.87,"9,092,200",0.02,"3,230,115",7.51,"5,862,085",-3.67
2002M05,"12,734,970",-1.93,999,98.21,657,-74.65,"3,700,170",-4.68,"2,303,624",7.01,"1,396,546",-19.23,"9,033,144",-0.75,"3,183,491",4.90,"5,849,653",-3.57
2002M06,"12,762,660",-2.41,"1,996",294.47,"1,105",-53.67,"3,676,441",-6.63,"2,273,766",3.84,"1,402,675",-19.74,"9,083,118",-0.60,"3,218,678",5.13,"5,864,440",-3.49
2002M07,"12,675,978",-2.73,"2,300",350.98,782,-67.89,"3,645,513",-6.68,"2,290,998",3.38,"1,354,515",-19.87,"9,027,383",-1.05,"3,192,038",3.16,"5,835,345",-3.21
2002M08,"12,702,760",-1.21,"2,398",150.05,823,-57.97,"3,692,028",-3.11,"2,365,094",9.25,"1,326,934",-19.38,"9,007,511",-0.42,"3,177,605",4.54,"5,829,906",-2.92
2002M09,"12,739,383",-1.56,"2,249",194.37,"1,037",34.85,"3,692,258",-3.44,"2,378,146",8.15,"1,314,112",-19.12,"9,043,839",-0.79,"3,208,872",4.54,"5,834,967",-3.50
2002M10,"12,656,153",-1.46,"1,727",125.46,861,14.95,"3,658,642",-3.71,"2,366,521",6.89,"1,292,121",-18.51,"8,994,923",-0.52,"3,154,370",3.75,"5,840,553",-2.68
2002M11,"12,666,824",-0.96,"1,634",111.66,785,-28.64,"3,644,824",-3.54,"2,353,427",6.08,"1,291,397",-17.21,"9,019,581",0.12,"3,164,133",3.77,"5,855,448",-1.74
2002M12,"12,872,922",-1.69,"1,209",38.81,825,64.02,"3,732,280",-5.54,"2,370,296",1.16,"1,361,984",-15.31,"9,138,608",-0.04,"3,203,373",2.26,"5,935,235",-1.23
2003M01,"12,847,078",-1.23,"1,190",36.62,615,1.99,"3,691,300",-4.02,"2,443,454",4.21,"1,247,846",-16.88,"9,153,973",-0.07,"3,236,438",0.45,"5,917,535",-0.35
2003M02,"12,810,141",-0.85,"1,397",70.78,870,11.11,"3,674,881",-3.47,"2,449,049",4.88,"1,225,832",-16.71,"9,132,993",0.24,"3,240,835",0.78,"5,892,158",-0.05
2003M03,"12,747,154",-0.43,"1,371",68.01,681,10.91,"3,666,582",-1.06,"2,449,276",8.42,"1,217,306",-15.85,"9,078,520",-0.19,"3,204,780",-0.57,"5,873,740",0.02
2003M04,"12,800,232",-0.06,"1,302",16.25,603,-39.64,"3,724,504",0.30,"2,521,065",9.44,"1,203,439",-14.64,"9,073,823",-0.20,"3,211,424",-0.58,"5,862,399",0.01
2003M05,"12,811,317",0.60,"1,284",28.53,747,13.70,"3,756,374",1.52,"2,570,024",11.56,"1,186,350",-15.05,"9,052,912",0.22,"3,180,374",-0.10,"5,872,538",0.39
2003M06,"13,018,637",2.01,"1,321",-33.82,"1,435",29.86,"3,869,514",5.25,"2,628,614",15.61,"1,240,900",-11.53,"9,146,367",0.70,"3,230,876",0.38,"5,915,491",0.87
2003M07,"12,956,446",2.21,"1,134",-50.70,646,-17.39,"3,826,400",4.96,"2,615,141",14.15,"1,211,259",-10.58,"9,128,266",1.12,"3,197,522",0.17,"5,930,744",1.63
2003M08,"12,977,910",2.17,"1,041",-56.59,641,-22.11,"3,845,723",4.16,"2,640,702",11.65,"1,205,021",-9.19,"9,130,505",1.37,"3,172,164",-0.17,"5,958,341",2.20
2003M09,"13,086,452",2.72,929,-58.69,719,-30.67,"3,900,707",5.65,"2,715,324",14.18,"1,185,383",-9.80,"9,184,097",1.55,"3,178,701",-0.94,"6,005,396",2.92
2003M10,"13,055,303",3.15,874,-49.39,735,-14.63,"3,868,640",5.74,"2,717,078",14.81,"1,151,562",-10.88,"9,185,054",2.11,"3,162,341",0.25,"6,022,713",3.12
2003M11,"13,202,942",4.23,"1,010",-38.19,941,19.87,"3,913,843",7.38,"2,753,051",16.98,"1,160,792",-10.11,"9,287,148",2.97,"3,238,898",2.36,"6,048,250",3.29
2003M12,"13,504,740",4.91,"1,060",-12.32,877,6.30,"4,031,170",8.01,"2,772,802",16.98,"1,258,368",-7.61,"9,471,633",3.64,"3,349,037",4.55,"6,122,596",3.16
2004M01,"13,557,171",5.53,"1,087",-8.66,830,34.96,"3,892,478",5.45,"2,728,007",11.65,"1,164,471",-6.68,"9,662,776",5.56,"3,532,645",9.15,"6,130,131",3.59
2004M02,"13,636,398",6.45,"1,100",-21.26,"1,067",22.64,"3,891,601",5.90,"2,740,406",11.90,"1,151,195",-6.09,"9,742,630",6.68,"3,571,479",10.20,"6,171,151",4.73
2004M03,"13,746,522",7.84,954,-30.42,"1,628",139.06,"3,928,614",7.15,"2,765,342",12.90,"1,163,272",-4.44,"9,815,326",8.12,"3,590,428",12.03,"6,224,898",5.98
2004M04,"13,891,515",8.53,949,-27.11,"1,591",163.85,"3,988,050",7.08,"2,833,368",12.39,"1,154,682",-4.05,"9,900,925",9.12,"3,609,899",12.41,"6,291,026",7.31
2004M05,"14,097,001",10.04,"1,029",-19.86,"2,072",177.38,"4,038,166",7.50,"2,875,006",11.87,"1,163,160",-1.95,"10,055,734",11.08,"3,711,602",16.70,"6,344,132",8.03
2004M06,"14,144,940",8.65,921,-30.28,861,-40.00,"4,007,321",3.56,"2,816,191",7.14,"1,191,130",-4.01,"10,135,836",10.82,"3,742,273",15.83,"6,393,563",8.08
2004M07,"14,216,853",9.73,767,-32.36,988,52.94,"4,043,686",5.68,"2,886,624",10.38,"1,157,062",-4.47,"10,171,412",11.43,"3,764,159",17.72,"6,407,253",8.03
2004M08,"14,263,503",9.91,699,-32.85,"1,162",81.28,"4,010,127",4.27,"2,850,517",7.95,"1,159,610",-3.77,"10,251,516",12.28,"3,810,075",20.11,"6,441,441",8.11
2004M09,"14,334,628",9.54,873,-6.03,"1,203",67.32,"3,972,858",1.85,"2,803,986",3.27,"1,168,872",-1.39,"10,359,694",12.80,"3,872,344",21.82,"6,487,350",8.03
2004M10,"14,378,043",10.13,776,-11.21,"1,285",74.83,"3,973,158",2.70,"2,820,315",3.80,"1,152,843",0.11,"10,402,823",13.26,"3,857,627",21.99,"6,545,196",8.68
2004M11,"14,607,097",10.64,657,-34.95,777,-17.43,"4,014,635",2.58,"2,846,846",3.41,"1,167,789",0.60,"10,591,028",14.04,"4,002,304",23.57,"6,588,724",8.94
2004M12,"14,862,514",10.05,540,-49.06,"1,177",34.21,"3,975,674",-1.38,"2,746,848",-0.94,"1,228,826",-2.35,"10,885,123",14.92,"4,188,297",25.06,"6,696,826",9.38
2005M01,"14,865,789",9.65,599,-44.89,"1,069",28.80,"3,888,188",-0.11,"2,732,426",0.16,"1,155,762",-0.75,"10,975,933",13.59,"4,249,653",20.30,"6,726,280",9.72
2005M02,"14,913,350",9.36,450,-59.09,587,-44.99,"3,860,372",-0.80,"2,719,362",-0.77,"1,141,010",-0.88,"11,051,940",13.44,"4,315,719",20.84,"6,736,221",9.16
2005M03,"15,130,497",10.07,564,-40.88,878,-46.07,"3,901,930",-0.68,"2,750,547",-0.54,"1,151,383",-1.02,"11,227,126",14.38,"4,382,531",22.06,"6,844,595",9.96
2005M04,"15,108,676",8.76,453,-52.27,919,-42.24,"3,832,758",-3.89,"2,704,781",-4.54,"1,127,977",-2.31,"11,274,546",13.87,"4,373,644",21.16,"6,900,902",9.69
2005M05,"15,283,823",8.42,295,-71.33,805,-61.15,"3,877,616",-3.98,"2,743,139",-4.59,"1,134,477",-2.47,"11,405,106",13.42,"4,459,941",20.16,"6,945,165",9.47
2005M06,"15,439,755",9.15,337,-63.41,982,14.05,"3,920,999",-2.15,"2,745,946",-2.49,"1,175,053",-1.35,"11,516,281",13.62,"4,490,408",19.99,"7,025,873",9.89
2005M07,"15,438,195",8.59,399,-47.98,"1,030",4.25,"3,894,066",-3.70,"2,738,806",-5.12,"1,155,260",-0.16,"11,542,700",13.48,"4,479,562",19.01,"7,063,138",10.24
2005M08,"15,498,318",8.66,405,-42.06,948,-18.42,"3,889,380",-3.01,"2,758,138",-3.24,"1,131,242",-2.45,"11,607,585",13.23,"4,459,051",17.03,"7,148,534",10.98
2005M09,"15,693,025",9.48,426,-51.20,"1,013",-15.79,"3,981,072",0.21,"2,843,932",1.42,"1,137,140",-2.71,"11,710,515",13.04,"4,507,912",16.41,"7,202,603",11.03
2005M10,"15,631,581",8.72,338,-56.44,950,-26.07,"3,879,541",-2.36,"2,750,927",-2.46,"1,128,614",-2.10,"11,750,752",12.96,"4,502,901",16.73,"7,247,851",10.74
2005M11,"15,778,699",8.02,436,-33.64,821,5.66,"3,931,371",-2.07,"2,795,667",-1.80,"1,135,704",-2.75,"11,846,071",11.85,"4,529,404",13.17,"7,316,667",11.05
2005M12,"16,098,378",8.32,592,9.63,925,-21.41,"4,119,240",3.61,"2,908,221",5.87,"1,211,019",-1.45,"11,977,621",10.04,"4,577,526",9.29,"7,400,095",10.50
2006M01,"16,173,181",8.79,453,-24.37,629,-41.16,"4,116,558",5.87,"2,950,492",7.98,"1,166,066",0.89,"12,055,541",9.84,"4,601,615",8.28,"7,453,926",10.82
2006M02,"16,174,133",8.45,356,-20.89,"1,023",74.28,"4,139,169",7.22,"2,956,654",8.73,"1,182,515",3.64,"12,033,585",8.88,"4,587,454",6.30,"7,446,131",10.54
2006M03,"16,146,052",6.71,992,75.89,831,-5.35,"4,096,241",4.98,"2,909,309",5.77,"1,186,932",3.09,"12,047,989",7.31,"4,540,688",3.61,"7,507,301",9.68
2006M04,"16,157,925",6.94,431,-4.86,634,-31.01,"4,093,606",6.81,"2,911,019",7.62,"1,182,587",4.84,"12,063,253",7.00,"4,523,200",3.42,"7,540,053",9.26
2006M05,"16,258,311",6.38,353,19.66,857,6.46,"4,149,061",7.00,"2,939,138",7.15,"1,209,923",6.65,"12,108,040",6.16,"4,497,606",0.84,"7,610,434",9.58
2006M06,"16,280,713",5.45,392,16.32,981,-0.10,"4,110,824",4.84,"2,864,671",4.32,"1,246,153",6.05,"12,168,516",5.66,"4,472,270",-0.40,"7,696,246",9.54
2006M07,"16,169,536",4.74,360,-9.77,708,-31.26,"4,001,459",2.76,"2,785,363",1.70,"1,216,096",5.27,"12,167,009",5.41,"4,409,235",-1.57,"7,757,774",9.83
2006M08,"16,169,445",4.33,363,-10.37,"1,154",21.73,"3,969,371",2.06,"2,751,906",-0.23,"1,217,465",7.62,"12,198,557",5.09,"4,374,119",-1.90,"7,824,438",9.46
2006M09,"16,257,758",3.60,607,42.49,"1,003",-0.99,"4,033,885",1.33,"2,804,843",-1.37,"1,229,042",8.08,"12,222,263",4.37,"4,360,463",-3.27,"7,861,800",9.15
2006M10,"16,258,424",4.01,987,192.01,676,-28.84,"4,023,229",3.70,"2,805,414",1.98,"1,217,815",7.90,"12,233,532",4.11,"4,329,086",-3.86,"7,904,446",9.06
2006M11,"16,314,402",3.40,431,-1.15,833,1.46,"4,041,331",2.80,"2,805,538",0.35,"1,235,793",8.81,"12,271,807",3.59,"4,287,065",-5.35,"7,984,742",9.13
2006M12,"16,501,113",2.50,509,-14.02,"1,034",11.78,"4,087,932",-0.76,"2,781,766",-4.35,"1,306,166",7.86,"12,411,639",3.62,"4,341,098",-5.16,"8,070,541",9.06
2007M01,"16,565,127",2.42,588,29.80,692,10.02,"4,104,788",-0.29,"2,834,540",-3.93,"1,270,248",8.93,"12,459,058",3.35,"4,334,744",-5.80,"8,124,314",8.99
2007M02,"16,645,515",2.91,610,71.35,"1,350",31.96,"4,159,407",0.49,"2,902,291",-1.84,"1,257,116",6.31,"12,484,148",3.74,"4,314,137",-5.96,"8,170,011",9.72
2007M03,"16,644,077",3.08,615,-38.00,938,12.88,"4,193,990",2.39,"2,918,418",0.31,"1,275,572",7.47,"12,448,535",3.32,"4,247,416",-6.46,"8,201,119",9.24
2007M04,"16,664,719",3.14,705,63.57,634,0.00,"4,236,279",3.49,"2,969,911",2.02,"1,266,368",7.08,"12,427,102",3.02,"4,183,094",-7.52,"8,244,008",9.34
2007M05,"16,698,934",2.71,597,69.12,867,1.17,"4,269,832",2.91,"2,970,733",1.07,"1,299,099",7.37,"12,427,637",2.64,"4,144,784",-7.84,"8,282,853",8.84
2007M06,"16,685,247",2.48,731,86.48,"1,083",10.40,"4,217,356",2.59,"2,889,342",0.86,"1,328,014",6.57,"12,466,077",2.45,"4,082,024",-8.73,"8,384,053",8.94
2007M07,"16,764,536",3.68,601,66.94,904,27.68,"4,270,700",6.73,"2,926,432",5.06,"1,344,268",10.54,"12,492,330",2.67,"4,036,422",-8.46,"8,455,908",9.00
2007M08,"16,745,740",3.56,555,52.89,921,-20.19,"4,179,593",5.30,"2,857,174",3.83,"1,322,419",8.62,"12,564,671",3.00,"4,024,487",-7.99,"8,540,184",9.15
2007M09,"16,818,155",3.45,621,2.31,669,-33.30,"4,240,956",5.13,"2,926,976",4.35,"1,313,980",6.91,"12,575,909",2.89,"4,007,161",-8.10,"8,568,748",8.99
2007M10,"16,779,098",3.20,"1,217",23.30,"1,272",88.17,"4,193,732",4.24,"2,871,357",2.35,"1,322,375",8.59,"12,582,878",2.86,"4,003,244",-7.53,"8,579,634",8.54
2007M11,"16,772,693",2.81,830,92.58,"1,209",45.14,"4,159,186",2.92,"2,818,463",0.46,"1,340,723",8.49,"12,611,468",2.77,"4,000,873",-6.68,"8,610,595",7.84
2007M12,"16,944,572",2.69,528,3.73,472,-54.35,"4,149,855",1.51,"2,786,053",0.15,"1,363,802",4.41,"12,793,717",3.08,"4,066,071",-6.34,"8,727,646",8.14
2008M01,"17,018,645",2.74,883,50.17,671,-3.03,"4,211,918",2.61,"2,864,293",1.05,"1,347,625",6.09,"12,805,174",2.78,"4,044,901",-6.69,"8,760,273",7.83
2008M02,"16,984,176",2.03,684,12.13,232,-82.81,"4,208,050",1.17,"2,876,078",-0.90,"1,331,972",5.95,"12,775,210",2.33,"4,012,347",-7.00,"8,762,863",7.26
2008M03,"17,041,086",2.39,627,1.95,667,-28.89,"4,280,171",2.05,"2,937,153",0.64,"1,343,018",5.29,"12,759,621",2.50,"3,982,031",-6.25,"8,777,590",7.03
