期間,遷入-合計_原始值,遷入-合計_年增率(%),遷入-自外國_原始值,遷入-自外國_年增率(%),遷入-新北市_原始值,遷入-新北市_年增率(%),遷入-臺北市_原始值,遷入-臺北市_年增率(%),遷入-臺中市_原始值,遷入-臺中市_年增率(%),遷入-臺南市_原始值,遷入-臺南市_年增率(%),遷入-高雄市_原始值,遷入-高雄市_年增率(%),遷入-臺灣省_原始值,遷入-臺灣省_年增率(%),遷入-福建省_原始值,遷入-福建省_年增率(%),遷入-其他省市_原始值,遷入-其他省市_年增率(%),遷入-自本省他縣市_原始值,遷入-自本省他縣市_年增率(%),遷入-自本縣市他鄉鎮市區_原始值,遷入-自本縣市他鄉鎮市區_年增率(%),遷入-初設戶籍_原始值,遷入-初設戶籍_年增率(%),遷入-其他_原始值,遷入-其他_年增率(%),遷出-合計_原始值,遷出-合計_年增率(%),遷出-往外國_原始值,遷出-往外國_年增率(%),遷出-新北市_原始值,遷出-新北市_年增率(%),遷出-臺北市_原始值,遷出-臺北市_年增率(%),遷出-臺中市_原始值,遷出-臺中市_年增率(%),遷出-臺南市_原始值,遷出-臺南市_年增率(%),遷出-高雄市_原始值,遷出-高雄市_年增率(%),遷出-臺灣省_原始值,遷出-臺灣省_年增率(%),遷出-福建省_原始值,遷出-福建省_年增率(%),遷出-其他省市_原始值,遷出-其他省市_年增率(%),遷出-自本省他縣市_原始值,遷出-自本省他縣市_年增率(%),遷出-自本縣市他鄉鎮市區_原始值,遷出-自本縣市他鄉鎮市區_年增率(%),遷出-廢止戶籍_原始值,遷出-廢止戶籍_年增率(%),遷出-其他_原始值,遷出-其他_年增率(%),鄉鎮區內住址變更人數 -遷入_原始值,鄉鎮區內住址變更人數 -遷入_年增率(%),鄉鎮區內住址變更人數 -遷出_原始值,鄉鎮區內住址變更人數 -遷出_年增率(%),淨遷入_原始值,淨遷入_年增率(%)
2004M06,"125,704",7.83,"3,216",224.52,-,--,"9,303",0.22,-,--,-,--,"4,702",3.91,"12,801",13.36,191,-1.55,1,0.00,"36,626",2.30,"57,530",7.00,"1,315",85.73,19,111.11,"124,135",4.70,"2,952",-19.80,-,--,"8,198",11.30,-,--,-,--,"4,708",13.25,"13,630",0.70,453,91.14,0,--,"36,623",2.30,"57,519",6.99,0,-100.00,52,173.68,"69,211",8.28,"69,211",8.28,"1,569",-
2004M07,"111,154",-4.58,"3,653",55.05,-,--,"8,826",-7.53,-,--,-,--,"4,392",-10.70,"11,965",-3.40,228,-25.00,1,0.00,"31,970",-10.26,"48,626",-3.27,"1,481",37.90,12,-7.69,"110,446",-6.28,"4,399",-7.58,-,--,"7,620",-5.37,-,--,-,--,"4,389",-4.77,"12,850",-9.26,546,65.96,0,--,"31,970",-10.25,"48,618",-3.30,0,--,54,31.71,"57,938",-1.02,"57,938",-1.02,708,-
2004M08,"124,419",7.51,"2,773",7.23,-,--,"9,431",1.18,-,--,-,--,"4,886",1.12,"13,055",10.10,236,-13.24,3,200.00,"38,818",5.22,"54,067",10.82,"1,141",-3.14,9,80.00,"125,016",6.54,"4,475",-16.68,-,--,"8,033",6.05,-,--,-,--,"5,124",15.90,"13,884",0.40,568,25.94,0,--,"38,809",5.26,"54,060",10.81,0,--,63,46.51,"63,073",16.52,"63,073",16.52,-597,-
2004M09,"108,285",-7.32,"2,514",-0.55,-,--,"8,661",-5.96,-,--,-,--,"4,241",-9.01,"10,389",-9.72,229,-14.87,1,--,"30,600",-10.38,"50,142",-6.13,"1,481",35.87,27,107.69,"110,757",-7.22,"6,437",4.92,-,--,"6,616",-11.57,-,--,-,--,"3,849",-7.43,"12,591",-7.31,464,10.21,0,--,"30,594",-10.40,"50,149",-6.11,0,--,57,26.67,"65,319",-2.02,"65,319",-2.02,"-2,472",-
2004M10,"82,910",-13.20,"2,448",-9.40,-,--,"5,656",-20.75,-,--,-,--,"3,230",-15.18,"8,093",-18.22,170,-9.57,0,-100.00,"23,481",-14.32,"38,450",-11.28,"1,358",30.95,24,166.67,"82,326",-13.48,"3,144",-5.33,-,--,"4,940",-21.61,-,--,-,--,"3,212",-12.07,"8,617",-18.76,380,-17.93,0,--,"23,501",-14.25,"38,446",-11.29,1,--,85,49.12,"49,161",-8.02,"49,161",-8.02,584,-
2004M11,"84,095",-3.16,"2,713",29.07,-,--,"5,676",-10.68,-,--,-,--,"3,153",-14.06,"8,203",-7.91,127,-23.03,1,--,"24,741",-2.97,"38,206",-2.68,"1,269",47.22,6,-64.71,"82,785",-4.42,"2,603",-4.41,-,--,"5,059",-9.97,-,--,-,--,"3,205",-2.23,"8,542",-12.71,353,-14.53,0,--,"24,741",-2.99,"38,227",-2.60,0,--,55,37.50,"51,011",3.76,"51,011",3.76,"1,310",-
2004M12,"105,880",0.56,"3,526",4.29,-,--,"7,773",-3.72,-,--,-,--,"4,321",12.35,"10,811",0.72,151,-22.96,0,-100.00,"29,862",-0.91,"48,013",0.52,"1,406",27.01,17,-69.09,"104,078",-0.01,"3,134",-4.25,-,--,"6,265",-10.00,-,--,-,--,"3,767",-1.77,"11,607",0.30,"1,414",223.57,0,--,"29,856",-0.92,"47,992",0.42,0,--,43,-50.57,"57,645",0.57,"57,645",0.57,"1,802",-
2005M01,"101,659",17.05,"2,657",-1.19,-,--,"7,614",29.58,-,--,-,--,"4,195",26.97,"10,372",18.93,149,-15.82,1,0.00,"29,978",9.47,"45,456",20.17,"1,227",43.01,10,-41.18,"100,138",16.30,"2,358",-16.17,-,--,"6,303",14.27,-,--,-,--,"3,920",19.22,"11,410",27.74,693,109.37,0,--,"29,966",9.48,"45,455",20.21,0,--,33,-13.16,"52,157",21.89,"52,157",21.89,"1,521",-
2005M02,"83,668",-21.45,"2,296",-7.01,-,--,"5,901",-20.11,-,--,-,--,"3,320",-18.33,"8,042",-23.54,163,-51.34,1,-50.00,"25,901",-23.50,"37,001",-20.99,"1,038",-0.10,5,-68.75,"82,699",-21.59,"2,347",-1.88,-,--,"4,707",-29.19,-,--,-,--,"3,165",-22.62,"8,955",-20.06,592,63.09,0,--,"25,904",-23.52,"36,992",-21.02,1,--,36,-42.86,"42,033",-24.58,"42,033",-24.58,969,-
2005M03,"122,106",20.65,"3,113",-30.65,-,--,"8,703",21.91,-,--,-,--,"4,835",21.06,"12,021",20.37,204,4.08,3,200.00,"36,623",24.18,"54,929",23.19,"1,656",26.99,19,46.15,"124,802",22.70,"7,415",17.42,-,--,"7,207",15.55,-,--,-,--,"4,598",17.72,"13,142",20.80,823,182.82,0,--,"36,614",24.18,"54,929",23.27,0,--,74,72.09,"68,017",19.73,"68,017",19.73,"-2,696",-
2005M04,"108,012",-6.11,"2,624",-8.38,-,--,"7,727",-14.80,-,--,-,--,"4,353",-2.62,"11,745",-3.42,247,11.26,1,--,"32,553",-5.68,"47,199",-6.49,"1,551",24.18,12,9.09,"107,058",-7.63,"3,119",-36.53,-,--,"6,831",-12.11,-,--,-,--,"4,687",4.46,"11,740",-10.57,813,50.28,0,-100.00,"32,572",-5.60,"47,227",-6.48,0,--,69,27.78,"56,771",-7.24,"56,771",-7.24,954,-
2005M05,"125,903",11.54,"2,850",5.28,-,--,"9,268",6.08,-,--,-,--,"5,324",22.14,"11,857",0.09,243,5.65,1,0.00,"39,117",13.42,"55,685",12.06,"1,551",90.54,7,250.00,"124,405",10.13,"2,870",-20.43,-,--,"7,335",-5.17,-,--,-,--,"4,413",3.32,"14,276",11.52,665,84.72,0,--,"39,104",13.45,"55,685",12.09,0,--,57,29.55,"66,775",5.56,"66,775",5.56,"1,498",-
2005M06,"134,722",7.17,"3,121",-2.95,-,--,"9,680",4.05,-,--,-,--,"5,179",10.14,"12,689",-0.87,206,7.85,0,-100.00,"39,925",9.01,"62,416",8.49,"1,496",13.76,10,-47.37,"132,050",6.38,"1,905",-35.47,-,--,"8,063",-1.65,-,--,-,--,"4,454",-5.40,"14,504",6.41,733,61.81,0,--,"39,904",8.96,"62,397",8.48,1,--,89,71.15,"66,239",-4.29,"66,239",-4.29,"2,672",-
2005M07,"121,710",9.50,"3,438",-5.89,-,--,"9,135",3.50,-,--,-,--,"5,102",16.17,"11,850",-0.96,227,-0.44,1,0.00,"36,990",15.70,"53,552",10.13,"1,412",-4.66,3,-75.00,"118,472",7.27,"1,568",-64.36,-,--,"6,963",-8.62,-,--,-,--,"4,467",1.78,"13,706",6.66,"1,166",113.55,0,--,"36,999",15.73,"53,548",10.14,1,--,54,0.00,"56,425",-2.61,"56,425",-2.61,"3,238",-
2005M08,"223,167",79.37,"3,005",8.37,-,--,"10,462",10.93,-,--,-,--,"6,020",23.21,"17,147",31.34,348,47.46,0,-100.00,"43,219",11.34,"60,976",12.78,"1,778",55.83,"80,212","891,144.44","221,520",77.19,"3,108",-30.55,-,--,"12,000",49.38,-,--,-,--,"5,139",0.29,"15,814",13.90,"1,021",79.75,0,--,"43,219",11.36,"60,951",12.75,0,--,"80,268","127,309.52","68,173",8.09,"68,173",8.09,"1,647",-
2005M09,"114,788",6.01,"2,295",-8.71,-,--,"9,523",9.95,-,--,-,--,"4,811",13.44,"11,419",9.91,217,-5.24,0,-100.00,"31,884",4.20,"53,028",5.76,"1,600",8.04,11,-59.26,"114,836",3.68,"3,861",-40.02,-,--,"7,220",9.13,-,--,-,--,"4,121",7.07,"13,883",10.26,748,61.21,0,--,"31,888",4.23,"53,043",5.77,0,--,72,26.32,"70,333",7.68,"70,333",7.68,-48,-
2005M10,"92,377",11.42,"2,296",-6.21,-,--,"6,360",12.45,-,--,-,--,"3,455",6.97,"8,435",4.23,201,18.24,0,--,"24,809",5.66,"37,078",-3.57,"1,590",17.08,"8,153","33,870.83","91,569",11.23,"2,947",-6.27,-,--,"5,099",3.22,-,--,-,--,"3,207",-0.16,"9,538",10.69,612,61.05,0,--,"24,811",5.57,"37,083",-3.55,2,100.00,"8,270","9,629.41","50,983",3.71,"50,983",3.71,808,-
2005M11,"84,550",0.54,"2,497",-7.96,-,--,"7,051",24.22,-,--,-,--,"3,879",23.03,"8,069",-1.63,215,69.29,1,0.00,"24,782",0.17,"36,217",-5.21,"1,828",44.05,11,83.33,"83,165",0.46,"2,901",11.45,-,--,"4,989",-1.38,-,--,-,--,"3,101",-3.24,"10,650",24.68,472,33.71,0,--,"24,779",0.15,"36,226",-5.23,0,--,47,-14.55,"48,340",-5.24,"48,340",-5.24,"1,385",-
2005M12,"129,356",22.17,"3,512",-0.40,-,--,"7,772",-0.01,-,--,-,--,"5,909",36.75,"12,427",14.95,377,149.67,0,--,"38,469",28.82,"58,786",22.44,"2,089",48.58,15,-11.76,"126,499",21.54,"2,741",-12.54,-,--,"7,429",18.58,-,--,-,--,"4,816",27.85,"13,444",15.83,785,-44.48,0,--,"38,446",28.77,"58,769",22.46,1,--,68,58.14,"73,220",27.02,"73,220",27.02,"2,857",-
2006M01,"115,241",13.36,"3,501",31.77,-,--,"7,251",-4.77,-,--,-,--,"4,720",12.51,"10,476",1.00,372,149.66,2,100.00,"36,051",20.26,"50,754",11.66,"2,108",71.80,6,-40.00,"112,499",12.34,"2,837",20.31,-,--,"6,373",1.11,-,--,-,--,"4,098",4.54,"11,777",3.22,576,-16.88,0,--,"36,052",20.31,"50,746",11.64,1,--,39,18.18,"67,718",29.83,"67,718",29.83,"2,742",-
2006M02,"118,000",41.03,"3,278",42.77,-,--,"7,408",25.54,-,--,-,--,"4,864",46.51,"11,307",40.60,308,88.96,2,100.00,"38,036",46.85,"51,136",38.20,"1,626",56.65,35,600.00,"115,911",40.16,"2,837",20.88,-,--,"6,824",44.98,-,--,-,--,"4,323",36.59,"11,956",33.51,775,30.91,0,--,"38,010",46.73,"51,106",38.15,1,0.00,79,119.44,"61,871",47.20,"61,871",47.20,"2,089",-
2006M03,"117,139",-4.07,"4,084",31.19,-,--,"7,731",-11.17,-,--,-,--,"4,394",-9.12,"13,119",9.13,296,45.10,1,-66.67,"35,216",-3.84,"50,321",-8.39,"1,970",18.96,7,-63.16,"115,499",-7.45,"4,352",-41.31,-,--,"8,438",17.08,-,--,-,--,"4,571",-0.59,"11,804",-10.18,736,-10.57,0,--,"35,219",-3.81,"50,325",-8.38,0,--,54,-27.03,"63,709",-6.33,"63,709",-6.33,"1,640",-
2006M04,"93,740",-13.21,"4,034",53.73,-,--,"6,264",-18.93,-,--,-,--,"3,521",-19.11,"10,674",-9.12,220,-10.93,0,-100.00,"28,493",-12.47,"38,893",-17.60,"1,635",5.42,6,-50.00,"91,946",-14.12,"3,754",20.36,-,--,"6,729",-1.49,-,--,-,--,"3,822",-18.46,"9,492",-19.15,626,-23.00,0,--,"28,531",-12.41,"38,918",-17.59,1,--,73,5.80,"48,385",-14.77,"48,385",-14.77,"1,794",-
2006M05,"110,148",-12.51,"4,662",63.58,-,--,"7,859",-15.20,-,--,-,--,"4,290",-19.42,"12,300",3.74,273,12.35,0,-100.00,"32,268",-17.51,"46,384",-16.70,"2,102",35.53,10,42.86,"107,258",-13.78,"3,815",32.93,-,--,"8,034",9.53,-,--,-,--,"4,276",-3.10,"11,845",-17.03,575,-13.53,0,--,"32,266",-17.49,"46,397",-16.68,1,--,49,-14.04,"58,565",-12.30,"58,565",-12.30,"2,890",-
2006M06,"136,960",1.66,"5,161",65.36,-,--,"8,760",-9.50,-,--,-,--,"4,857",-6.22,"15,192",19.73,285,38.35,0,--,"39,845",-0.20,"60,896",-2.44,"1,947",30.15,17,70.00,"133,153",0.84,"3,304",73.44,-,--,"9,900",22.78,-,--,-,--,"5,153",15.69,"13,308",-8.25,720,-1.77,0,--,"39,836",-0.17,"60,873",-2.44,2,100.00,57,-35.96,"75,906",14.59,"75,906",14.59,"3,807",-
2006M07,"122,133",0.35,"5,232",52.18,-,--,"8,433",-7.68,-,--,-,--,"4,541",-11.00,"13,580",14.60,304,33.92,0,-100.00,"35,840",-3.11,"52,169",-2.58,"2,030",43.77,4,33.33,"118,185",-0.24,"3,268",108.42,-,--,"8,737",25.48,-,--,-,--,"4,749",6.31,"12,645",-7.74,739,-36.62,0,--,"35,842",-3.13,"52,169",-2.58,0,-100.00,36,-33.33,"63,476",12.50,"63,476",12.50,"3,948",-
2006M08,"142,522",-36.14,"4,775",58.90,-,--,"9,928",-5.10,-,--,-,--,"5,530",-8.14,"14,761",-13.91,365,4.89,2,--,"43,975",1.75,"60,768",-0.34,"2,405",35.26,13,-99.98,"139,910",-36.84,"4,558",46.65,-,--,"9,211",-23.24,-,--,-,--,"5,385",4.79,"15,046",-4.86,943,-7.64,0,--,"43,958",1.71,"60,755",-0.32,0,--,54,-99.93,"72,638",6.55,"72,638",6.55,"2,612",-
2006M09,"113,938",-0.74,"3,405",48.37,-,--,"8,574",-9.97,-,--,-,--,"4,310",-10.41,"11,302",-1.02,223,2.76,0,--,"31,817",-0.21,"52,034",-1.87,"2,263",41.44,10,-9.09,"113,575",-1.10,"5,241",35.74,-,--,"7,169",-0.71,-,--,-,--,"4,061",-1.46,"12,475",-10.14,705,-5.75,0,--,"31,831",-0.18,"52,040",-1.89,0,--,53,-26.39,"66,329",-5.69,"66,329",-5.69,363,-
2006M10,"95,258",3.12,"4,998",117.68,-,--,"5,925",-6.84,-,--,-,--,"3,193",-7.58,"9,339",10.72,288,43.28,0,--,"28,078",13.18,"41,462",11.82,"1,963",23.46,12,-99.85,"91,251",-0.35,"2,934",-0.44,-,--,"5,689",11.57,-,--,-,--,"3,371",5.11,"8,915",-6.53,769,25.65,0,--,"28,077",13.16,"41,459",11.80,3,50.00,34,-99.59,"53,772",5.47,"53,772",5.47,"4,007",-
2006M11,"103,038",21.87,"5,598",124.19,-,--,"5,672",-19.56,-,--,-,--,"3,324",-14.31,"10,311",27.79,262,21.86,0,-100.00,"31,679",27.83,"44,374",22.52,"1,812",-0.88,6,-45.45,"98,342",18.25,"2,658",-8.38,-,--,"6,386",28.00,-,--,-,--,"3,694",19.12,"8,778",-17.58,715,51.48,0,--,"31,672",27.82,"44,389",22.53,4,--,46,-2.13,"57,010",17.94,"57,010",17.94,"4,696",-
2006M12,"146,223",13.04,"7,551",115.01,-,--,"11,232",44.52,-,--,-,--,"6,234",5.50,"14,534",16.96,383,1.59,0,--,"43,019",11.83,"61,153",4.03,"2,099",0.48,18,20.00,"139,287",10.11,"2,689",-1.90,-,--,"9,422",26.83,-,--,-,--,"5,107",6.04,"17,043",26.77,810,3.18,0,--,"43,011",11.87,"61,152",4.05,0,-100.00,53,-22.06,"70,814",-3.29,"70,814",-3.29,"6,936",-
2007M01,"107,703",-6.54,"4,856",38.70,-,--,"8,955",23.50,-,--,-,--,"4,047",-14.26,"10,913",4.17,256,-31.18,0,-100.00,"31,186",-13.49,"45,437",-10.48,"2,042",-3.13,11,83.33,"109,570",-2.60,"8,728",207.65,-,--,"6,874",7.86,-,--,-,--,"3,913",-4.51,"12,551",6.57,833,44.62,0,--,"31,188",-13.49,"45,438",-10.46,0,-100.00,45,15.38,"56,832",-16.08,"56,832",-16.08,"-1,867",-
2007M02,"70,195",-40.51,"4,701",43.41,-,--,"5,214",-29.62,-,--,-,--,"2,696",-44.57,"6,805",-39.82,161,-47.73,3,50.00,"20,794",-45.33,"27,805",-45.63,"2,012",23.74,4,-88.57,"73,851",-36.29,"10,359",265.14,-,--,"4,133",-39.43,-,--,-,--,"2,610",-39.63,"7,619",-36.27,504,-34.97,0,--,"20,785",-45.32,"27,798",-45.61,0,-100.00,43,-45.57,"33,156",-46.41,"33,156",-46.41,"-3,656",-
2007M03,"116,188",-0.81,"5,496",34.57,-,--,"8,058",4.23,-,--,-,--,"4,331",-1.43,"11,755",-10.40,323,9.12,0,-100.00,"34,024",-3.38,"49,730",-1.17,"2,464",25.08,7,0.00,"119,466",3.43,"11,169",156.64,-,--,"7,133",-15.47,-,--,-,--,"4,512",-1.29,"12,138",2.83,690,-6.25,0,--,"34,023",-3.40,"49,736",-1.17,1,--,64,18.52,"62,316",-2.19,"62,316",-2.19,"-3,278",-
2007M04,"95,925",2.33,"5,068",25.63,-,--,"6,663",6.37,-,--,-,--,"3,703",5.17,"10,460",-2.00,217,-1.36,0,--,"28,105",-1.36,"39,448",1.43,"2,247",37.43,14,133.33,"93,246",1.41,"4,593",22.35,-,--,"6,331",-5.91,-,--,-,--,"3,937",3.01,"10,096",6.36,675,7.83,0,--,"28,099",-1.51,"39,428",1.31,0,-100.00,87,19.18,"49,389",2.08,"49,389",2.08,"2,679",-
2007M05,"116,432",5.71,"4,754",1.97,-,--,"8,851",12.62,-,--,-,--,"4,271",-0.44,"11,810",-3.98,286,4.76,0,--,"34,304",6.31,"49,611",6.96,"2,536",20.65,9,-10.00,"113,431",5.76,"4,217",10.54,-,--,"7,471",-7.01,-,--,-,--,"4,352",1.78,"12,844",8.43,552,-4.00,0,--,"34,306",6.32,"49,627",6.96,0,-100.00,62,26.53,"61,479",4.98,"61,479",4.98,"3,001",-
2007M06,"104,581",-23.64,"4,738",-8.20,-,--,"7,524",-14.11,-,--,-,--,"3,720",-23.41,"10,735",-29.34,193,-32.28,0,--,"30,835",-22.61,"44,901",-26.27,"1,926",-1.08,9,-47.06,"101,071",-24.09,"3,020",-8.60,-,--,"6,829",-31.02,-,--,-,--,"3,882",-24.67,"10,959",-17.65,499,-30.69,0,--,"30,840",-22.58,"44,894",-26.25,1,-50.00,147,157.89,"52,115",-31.34,"52,115",-31.34,"3,510",-
2007M07,"108,728",-10.98,"5,677",8.51,-,--,"8,535",1.21,-,--,-,--,"3,901",-14.09,"11,656",-14.17,250,-17.76,1,--,"32,062",-10.54,"44,037",-15.59,"2,602",28.18,7,75.00,"104,200",-11.83,"3,637",11.29,-,--,"7,075",-19.02,-,--,-,--,"4,572",-3.73,"12,066",-4.58,628,-15.02,0,--,"32,056",-10.56,"44,044",-15.57,0,--,122,238.89,"53,345",-15.96,"53,345",-15.96,"4,528",-
2007M08,"120,324",-15.58,"4,556",-4.59,-,--,"9,631",-2.99,-,--,-,--,"4,415",-20.16,"11,626",-21.24,258,-29.32,0,-100.00,"37,429",-14.89,"49,920",-17.85,"2,482",3.20,7,-46.15,"117,982",-15.67,"4,620",1.36,-,--,"7,178",-22.07,-,--,-,--,"4,540",-15.69,"13,589",-9.68,628,-33.40,0,--,"37,427",-14.86,"49,916",-17.84,0,--,84,55.56,"58,790",-19.06,"58,790",-19.06,"2,342",-
2007M09,"96,552",-15.26,"3,446",1.20,-,--,"8,277",-3.46,-,--,-,--,"3,255",-24.48,"9,697",-14.20,221,-0.90,1,--,"26,575",-16.48,"43,475",-16.45,"1,597",-29.43,8,-20.00,"96,116",-15.37,"4,562",-12.96,-,--,"5,961",-16.85,-,--,-,--,"3,741",-7.88,"11,210",-10.14,533,-24.40,0,--,"26,572",-16.52,"43,474",-16.46,0,--,63,18.87,"54,995",-17.09,"54,995",-17.09,436,-
2007M10,"83,493",-12.35,"4,282",-14.33,-,--,"5,798",-2.14,-,--,-,--,"3,028",-5.17,"8,011",-14.22,216,-25.00,0,--,"23,976",-14.61,"36,423",-12.15,"1,755",-10.60,4,-66.67,"80,780",-11.47,"3,266",11.32,-,--,"4,852",-14.71,-,--,-,--,"2,979",-11.63,"8,598",-3.56,628,-18.34,0,--,"23,973",-14.62,"36,424",-12.14,0,-100.00,60,76.47,"48,369",-10.05,"48,369",-10.05,"2,713",-
2007M11,"75,864",-26.37,"4,122",-26.37,-,--,"5,109",-9.93,-,--,-,--,"2,710",-18.47,"7,591",-26.38,180,-31.30,0,--,"22,401",-29.29,"32,116",-27.62,"1,628",-10.15,7,16.67,"72,880",-25.89,"2,723",2.45,-,--,"4,606",-27.87,-,--,-,--,"2,826",-23.50,"7,555",-13.93,596,-16.64,0,--,"22,405",-29.26,"32,111",-27.66,0,-100.00,58,26.09,"43,035",-24.51,"43,035",-24.51,"2,984",-
2007M12,"77,055",-47.30,"5,167",-31.57,-,--,"5,266",-53.12,-,--,-,--,"2,600",-58.29,"7,273",-49.96,141,-63.19,0,--,"22,303",-48.16,"32,022",-47.64,"2,274",8.34,9,-50.00,"71,917",-48.37,"2,256",-16.10,-,--,"4,516",-52.07,-,--,-,--,"2,655",-48.01,"7,608",-55.36,501,-38.15,0,--,"22,298",-48.16,"32,025",-47.63,0,--,58,9.43,"42,780",-39.59,"42,780",-39.59,"5,138",-
2008M01,"86,934",-19.28,"4,059",-16.41,-,--,"5,811",-35.11,-,--,-,--,"3,274",-19.10,"8,458",-22.50,154,-39.84,0,--,"26,930",-13.65,"36,269",-20.18,"1,971",-3.48,8,-27.27,"84,261",-23.10,"3,308",-62.10,-,--,"5,169",-24.80,-,--,-,--,"3,218",-17.76,"8,856",-29.44,449,-46.10,0,--,"26,932",-13.65,"36,267",-20.18,0,--,62,37.78,"45,044",-20.74,"45,044",-20.74,"2,673",-
2008M02,"79,900",13.83,"3,785",-19.49,-,--,"5,154",-1.15,-,--,-,--,"2,954",9.57,"7,538",10.77,248,54.04,2,-33.33,"25,586",23.05,"33,072",18.94,"1,558",-22.56,3,-25.00,"75,997",2.91,"1,403",-86.46,-,--,"4,566",10.48,-,--,-,--,"3,009",15.29,"7,958",4.45,360,-28.57,0,--,"25,583",23.08,"33,074",18.98,2,--,42,-2.33,"39,418",18.89,"39,418",18.89,"3,903",-
2008M03,"91,775",-21.01,"6,536",18.92,-,--,"5,996",-25.59,-,--,-,--,"3,137",-27.57,"8,834",-24.85,227,-29.72,0,--,"26,707",-21.51,"38,676",-22.23,"1,654",-32.87,8,14.29,"89,333",-25.22,"5,709",-48.89,-,--,"5,496",-22.95,-,--,-,--,"3,285",-27.19,"8,934",-26.40,476,-31.01,0,--,"26,705",-21.51,"38,679",-22.23,4,300.00,45,-29.69,"49,311",-20.87,"49,311",-20.87,"2,442",-
2008M04,"105,190",9.66,"3,709",-26.82,-,--,"7,943",19.21,-,--,-,--,"4,075",10.05,"11,473",9.68,263,21.20,1,--,"32,329",15.03,"43,466",10.19,"1,921",-14.51,10,-28.57,"104,058",11.60,"4,454",-3.03,-,--,"6,848",8.17,-,--,-,--,"4,514",14.66,"11,708",15.97,683,1.19,0,--,"32,324",15.04,"43,464",10.24,40,--,23,-73.56,"54,093",9.52,"54,093",9.52,"1,132",-
2008M05,"112,005",-3.80,"3,588",-24.53,-,--,"8,559",-3.30,-,--,-,--,"4,237",-0.80,"11,858",0.41,236,-17.48,1,--,"33,673",-1.84,"47,768",-3.71,"2,072",-18.30,13,44.44,"110,578",-2.52,"4,204",-0.31,-,--,"7,626",2.07,-,--,-,--,"4,317",-0.80,"12,472",-2.90,475,-13.95,0,--,"33,664",-1.87,"47,771",-3.74,29,--,20,-67.74,"60,001",-2.40,"60,001",-2.40,"1,427",-
2008M06,"109,144",4.36,"4,094",-13.59,-,--,"8,486",12.79,-,--,-,--,"3,613",-2.88,"11,192",4.26,306,58.55,0,--,"32,304",4.76,"47,005",4.69,"2,139",11.06,5,-44.44,"106,635",5.51,"3,684",21.99,-,--,"7,365",7.85,-,--,-,--,"3,978",2.47,"11,841",8.05,414,-17.03,0,--,"32,310",4.77,"47,001",4.69,29,"2,800.00",13,-91.16,"56,653",8.71,"56,653",8.71,"2,509",-
2008M07,"105,227",-3.22,"4,782",-15.77,-,--,"9,019",5.67,-,--,-,--,"3,751",-3.85,"10,533",-9.63,442,76.80,3,200.00,"30,855",-3.76,"43,529",-1.15,"2,312",-11.15,1,-85.71,"103,029",-1.12,"4,817",32.44,-,--,"6,913",-2.29,-,--,-,--,"3,813",-16.60,"12,588",4.33,425,-32.32,0,--,"30,852",-3.76,"43,534",-1.16,52,--,35,-71.31,"55,183",3.45,"55,183",3.45,"2,198",-
2008M08,"107,463",-10.69,"3,401",-25.35,-,--,"8,896",-7.63,-,--,-,--,"4,118",-6.73,"10,383",-10.69,391,51.55,0,--,"33,944",-9.31,"44,452",-10.95,"1,868",-24.74,10,42.86,"107,307",-9.05,"5,013",8.51,-,--,"6,283",-12.47,-,--,-,--,"4,238",-6.65,"12,756",-6.13,482,-23.25,0,--,"33,959",-9.27,"44,439",-10.97,69,--,68,-19.05,"55,546",-5.52,"55,546",-5.52,156,-
2008M09,"107,602",11.44,"3,047",-11.58,-,--,"9,279",12.11,-,--,-,--,"4,070",25.04,"10,649",9.82,384,73.76,1,0.00,"30,511",14.81,"47,778",9.90,"1,878",17.60,5,-37.50,"109,735",14.17,"6,949",52.32,-,--,"6,841",14.76,-,--,-,--,"3,991",6.68,"13,112",16.97,441,-17.26,0,--,"30,516",14.84,"47,781",9.91,46,--,58,-7.94,"62,575",13.78,"62,575",13.78,"-2,133",-
2008M10,"89,186",6.82,"3,604",-15.83,-,--,"6,531",12.64,-,--,-,--,"3,204",5.81,"8,407",4.94,409,89.35,1,--,"26,745",11.55,"37,798",3.78,"2,475",41.03,12,200.00,"87,366",8.15,"4,190",28.29,-,--,"5,176",6.68,-,--,-,--,"3,200",7.42,"9,699",12.81,475,-24.36,0,--,"26,745",11.56,"37,797",3.77,44,--,40,-33.33,"49,357",2.04,"49,357",2.04,"1,820",-
2008M11,"92,788",22.31,"3,609",-12.45,-,--,"6,764",32.39,-,--,-,--,"3,369",24.32,"8,413",10.83,348,93.33,1,--,"28,404",26.80,"39,911",24.27,"1,958",20.27,11,57.14,"91,274",25.24,"3,983",46.27,-,--,"5,036",9.34,-,--,-,--,"3,302",16.84,"9,985",32.16,571,-4.19,0,--,"28,400",26.76,"39,911",24.29,41,--,45,-22.41,"53,450",24.20,"53,450",24.20,"1,514",-
