期間,期貨-長部位_原始值,期貨-長部位_年增率(%),期貨-長部位_原始值,期貨-長部位_年增率(%),期貨-短部位_原始值,期貨-短部位_年增率(%),期貨-短部位_原始值,期貨-短部位_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
2000M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2000M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2001M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M07,0,--,2,--,0,--,2,--,0,--,0,--,0,--,0,--,0,--,4,--
2002M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2002M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M07,0,--,0,-100.00,0,--,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,-100.00
2003M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2003M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2004M11,0,--,0,--,0,--,253,--,0,--,0,--,0,--,0,--,0,--,253,--
2004M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2005M11,0,--,0,--,0,--,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,-100.00
2005M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2006M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2007M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2008M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2009M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M09,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M10,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M11,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014M01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014M02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014M03,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014M04,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014M05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014M06,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2014M07,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
