期間,10天_原始值,10天_年增率(%),10天_原始值,10天_年增率(%),30天_原始值,30天_年增率(%),30天_原始值,30天_年增率(%),60天_原始值,60天_年增率(%),60天_原始值,60天_年增率(%),90天_原始值,90天_年增率(%),90天_原始值,90天_年增率(%),120天_原始值,120天_年增率(%),120天_原始值,120天_年增率(%),180天_原始值,180天_年增率(%),180天_原始值,180天_年增率(%)
1998M04,32.889,-16.01,33.053,-16.15,32.907,-16.03,33.080,-16.18,32.940,-16.09,33.125,-16.23,32.970,-16.15,33.170,-16.31,32.990,-16.19,33.210,-16.38,33.060,-16.30,33.280,-16.50
1998M05,33.900,-17.96,34.030,-18.00,33.930,-18.05,34.060,-18.07,33.970,-18.18,34.100,-18.16,34.000,-18.25,34.150,-18.28,34.030,-18.34,34.190,-18.38,34.100,-18.53,34.280,-18.59
1998M06,34.340,-19.09,34.460,-19.08,34.360,-19.06,34.500,-19.03,34.400,-19.16,34.550,-19.10,34.430,-19.23,34.590,-19.20,34.480,-19.33,34.640,-19.30,34.560,-19.52,34.730,-19.51
1998M07,34.320,-16.73,34.430,-16.71,34.347,-16.75,34.458,-16.68,34.387,-16.74,34.499,-16.66,34.407,-16.67,34.539,-16.63,34.443,-16.70,34.585,-16.61,34.517,-16.77,34.679,-16.66
1998M08,34.798,-17.75,34.914,-17.71,34.820,-17.66,34.934,-17.59,34.852,-17.65,34.964,-17.49,34.877,-17.57,35.006,-17.41,34.908,-17.50,35.052,-17.38,34.972,-17.51,35.146,-17.29
1998M09,34.367,-16.91,34.481,-16.84,34.389,-16.87,34.506,-16.78,34.422,-16.82,34.543,-16.71,34.452,-16.75,34.585,-16.67,34.485,-16.77,34.629,-16.60,34.552,-16.67,34.718,-16.50
1998M10,32.337,-4.72,32.458,-4.13,32.355,-4.71,32.467,-4.06,32.360,-4.57,32.480,-3.85,32.368,-4.38,32.495,-3.62,32.370,-4.23,32.523,-3.36,32.385,-3.91,32.580,-3.16
1998M11,32.376,-1.25,32.498,-0.95,32.370,-1.11,32.498,-0.76,32.360,-0.87,32.498,-0.52,32.365,-0.51,32.518,-0.02,32.370,-0.40,32.528,0.10,32.380,-0.06,32.548,0.31
1998M12,32.131,1.02,32.251,1.40,32.134,1.08,32.255,1.47,32.139,1.28,32.275,1.91,32.134,1.45,32.275,2.06,32.134,1.61,32.285,2.21,32.134,1.92,32.305,2.58
1999M01,32.268,4.82,32.372,5.28,32.288,4.90,32.352,5.59,32.288,5.12,32.352,5.84,32.288,5.30,32.352,6.14,32.289,5.45,32.363,6.26,32.303,5.87,32.377,6.84
1999M02,32.997,-3.65,33.129,-3.30,33.010,-3.62,33.109,-3.14,33.000,-3.48,33.109,-2.96,32.995,-3.35,33.109,-2.75,32.985,-3.17,33.115,-2.58,32.975,-2.87,33.119,-2.26
1999M03,33.081,-1.18,33.217,-0.84,33.072,-1.09,33.222,-0.76,33.062,-0.94,33.227,-0.59,33.062,-0.88,33.222,-0.46,33.059,-0.78,33.223,-0.31,33.047,-0.51,33.232,-0.04
1999M04,32.611,0.85,32.755,0.91,32.602,0.94,32.760,0.98,32.592,1.07,32.765,1.10,32.597,1.14,32.760,1.25,32.597,1.21,32.761,1.37,32.592,1.44,32.770,1.56
1999M05,32.666,3.78,32.798,3.76,32.654,3.91,32.805,3.83,32.639,4.08,32.810,3.93,32.639,4.17,32.813,4.07,32.638,4.26,32.815,4.19,32.629,4.51,32.817,4.46
1999M06,32.208,6.62,32.352,6.52,32.193,6.73,32.350,6.65,32.173,6.92,32.345,6.82,32.163,7.05,32.330,6.99,32.153,7.24,32.324,7.16,32.128,7.57,32.315,7.47
1999M07,32.083,6.97,32.223,6.85,32.071,7.10,32.231,6.91,32.056,7.27,32.236,7.02,32.051,7.35,32.231,7.16,32.040,7.50,32.224,7.33,32.011,7.83,32.211,7.66
1999M08,31.766,9.54,31.901,9.44,31.751,9.67,31.899,9.51,31.731,9.84,31.894,9.63,31.721,9.95,31.879,9.81,31.700,10.12,31.863,10.01,31.651,10.49,31.834,10.40
1999M09,31.707,8.39,31.837,8.30,31.688,8.52,31.835,8.39,31.668,8.70,31.825,8.54,31.648,8.86,31.805,8.74,31.620,9.06,31.785,8.95,31.563,9.47,31.745,9.37
1999M10,31.699,2.01,31.820,2.01,31.638,2.27,31.785,2.15,31.553,2.56,31.725,2.38,31.528,2.66,31.740,2.38,31.520,2.70,31.699,2.60,31.483,2.87,31.665,2.89
1999M11,31.551,2.61,31.704,2.50,31.532,2.66,31.695,2.53,31.502,2.72,31.700,2.52,31.492,2.77,31.655,2.73,31.469,2.86,31.645,2.79,31.422,3.05,31.625,2.92
1999M12,31.318,2.60,31.595,2.08,31.356,2.48,31.523,2.32,31.321,2.61,31.523,2.39,31.296,2.68,31.463,2.58,31.258,2.80,31.437,2.70,31.196,3.01,31.385,2.93
2000M01,30.602,5.44,30.757,5.25,30.575,5.60,30.735,5.26,30.535,5.74,30.695,5.40,30.475,5.95,30.670,5.48,30.439,6.08,30.634,5.64,30.380,6.33,30.565,5.93
2000M02,30.681,7.55,30.792,7.59,30.639,7.74,30.783,7.56,30.599,7.85,30.758,7.64,30.564,7.95,30.733,7.73,30.519,8.08,30.695,7.88,30.444,8.31,30.623,8.15
2000M03,30.436,8.69,30.557,8.71,30.397,8.80,30.545,8.76,30.362,8.89,30.515,8.89,30.317,9.05,30.485,8.98,30.271,9.21,30.449,9.11,30.192,9.46,30.380,9.39
2000M04,30.556,6.73,30.675,6.78,30.511,6.85,30.660,6.85,30.466,6.98,30.625,6.99,30.411,7.19,30.580,7.13,30.348,7.41,30.540,7.27,30.236,7.79,30.465,7.57
2000M05,30.710,6.37,30.839,6.35,30.658,6.51,30.820,6.44,30.603,6.65,30.780,6.60,30.548,6.84,30.730,6.78,30.492,7.04,30.690,6.92,30.393,7.36,30.615,7.19
2000M06,30.729,4.81,30.830,4.94,30.674,4.95,30.815,4.98,30.614,5.09,30.780,5.08,30.559,5.25,30.725,5.22,30.493,5.44,30.689,5.33,30.374,5.77,30.620,5.54
2000M07,30.988,3.53,31.108,3.58,30.936,3.67,31.089,3.67,30.881,3.80,31.049,3.82,30.826,3.97,30.994,3.99,30.765,4.14,30.956,4.10,30.656,4.42,30.884,4.30
2000M08,30.996,2.48,31.105,2.56,30.944,2.61,31.090,2.60,30.889,2.73,31.055,2.70,30.844,2.84,31.005,2.82,30.781,2.99,30.967,2.89,30.669,3.20,30.895,3.04
2000M09,31.250,1.46,31.360,1.52,31.198,1.57,31.348,1.55,31.143,1.69,31.318,1.62,31.103,1.75,31.268,1.72,31.057,1.81,31.233,1.77,30.978,1.89,31.168,1.85
2000M10,32.294,-1.84,32.431,-1.88,32.269,-1.96,32.420,-1.96,32.224,-2.08,32.405,-2.10,32.199,-2.08,32.380,-1.98,32.166,-2.01,32.360,-2.04,32.114,-1.96,32.325,-2.04
2000M11,32.956,-4.26,33.141,-4.34,32.951,-4.31,33.139,-4.36,32.936,-4.35,33.139,-4.34,32.906,-4.30,33.119,-4.42,32.873,-4.27,33.093,-4.38,32.821,-4.26,33.044,-4.29
2000M12,32.999,-5.09,33.144,-4.67,32.984,-4.94,33.145,-4.89,32.955,-4.96,33.150,-4.91,32.941,-4.99,33.130,-5.03,32.915,-5.03,33.107,-5.04,32.876,-5.11,33.065,-5.08
2001M01,32.267,-5.16,32.427,-5.15,32.258,-5.22,32.422,-5.20,32.238,-5.28,32.412,-5.30,32.223,-5.42,32.402,-5.35,32.208,-5.49,32.396,-5.44,32.193,-5.63,32.387,-5.63
2001M02,32.260,-4.89,32.422,-5.03,32.255,-5.01,32.417,-5.04,32.240,-5.09,32.407,-5.09,32.225,-5.15,32.397,-5.14,32.212,-5.26,32.387,-5.22,32.200,-5.45,32.372,-5.40
2001M03,32.724,-6.99,32.888,-7.09,32.715,-7.09,32.883,-7.11,32.695,-7.14,32.873,-7.17,32.685,-7.24,32.863,-7.24,32.672,-7.35,32.853,-7.32,32.660,-7.56,32.838,-7.49
2001M04,32.818,-6.89,32.958,-6.93,32.818,-7.03,32.959,-6.98,32.818,-7.17,32.959,-7.08,32.823,-7.35,32.959,-7.22,32.818,-7.53,32.959,-7.34,32.818,-7.87,32.965,-7.58
2001M05,33.880,-9.36,34.015,-9.34,33.880,-9.51,34.012,-9.38,33.880,-9.67,34.012,-9.50,33.885,-9.85,34.009,-9.64,33.875,-9.99,34.011,-9.76,33.865,-10.25,34.013,-9.99
2001M06,34.366,-10.58,34.518,-10.68,34.362,-10.73,34.515,-10.72,34.357,-10.89,34.515,-10.82,34.362,-11.07,34.515,-10.98,34.354,-11.24,34.511,-11.07,34.347,-11.57,34.511,-11.27
2001M07,34.659,-10.59,34.807,-10.63,34.655,-10.73,34.807,-10.68,34.650,-10.88,34.807,-10.80,34.650,-11.04,34.802,-10.94,34.632,-11.17,34.802,-11.05,34.605,-11.41,34.782,-11.21
2001M08,34.473,-10.09,34.591,-10.08,34.463,-10.21,34.591,-10.12,34.448,-10.33,34.591,-10.22,34.448,-10.46,34.586,-10.35,34.432,-10.60,34.588,-10.47,34.408,-10.87,34.591,-10.68
2001M09,34.471,-9.34,34.601,-9.37,34.467,-9.48,34.605,-9.41,34.462,-9.63,34.610,-9.51,34.462,-9.75,34.615,-9.67,34.452,-9.85,34.623,-9.79,34.442,-10.06,34.640,-10.02
2001M10,34.470,-6.31,34.600,-6.27,34.470,-6.39,34.610,-6.33,34.470,-6.52,34.610,-6.37,34.480,-6.62,34.618,-6.46,34.473,-6.69,34.624,-6.54,34.443,-6.76,34.638,-6.68
2001M11,34.409,-4.22,34.536,-4.04,34.404,-4.22,34.543,-4.06,34.409,-4.28,34.553,-4.09,34.414,-4.38,34.563,-4.18,34.409,-4.46,34.576,-4.29,34.409,-4.62,34.603,-4.51
2001M12,34.939,-5.55,35.066,-5.48,34.939,-5.60,35.080,-5.52,34.949,-5.71,35.100,-5.56,34.964,-5.79,35.120,-5.67,34.965,-5.86,35.135,-5.77,34.979,-6.01,35.165,-5.97
2002M01,34.900,-7.54,35.038,-7.45,34.900,-7.57,35.052,-7.50,34.910,-7.65,35.072,-7.58,34.930,-7.75,35.087,-7.65,34.926,-7.78,35.105,-7.72,34.930,-7.84,35.142,-7.84
2002M02,35.066,-8.00,35.191,-7.87,35.066,-8.02,35.205,-7.92,35.076,-8.09,35.225,-8.00,35.091,-8.17,35.235,-8.05,35.086,-8.19,35.248,-8.12,35.086,-8.23,35.275,-8.23
2002M03,34.948,-6.36,35.083,-6.26,34.948,-6.39,35.090,-6.29,34.948,-6.45,35.100,-6.34,34.948,-6.48,35.100,-6.37,34.948,-6.51,35.103,-6.41,34.928,-6.49,35.088,-6.41
2002M04,34.661,-5.32,34.787,-5.26,34.661,-5.32,34.797,-5.28,34.661,-5.32,34.812,-5.32,34.661,-5.30,34.812,-5.32,34.661,-5.32,34.841,-5.40,34.671,-5.34,34.820,-5.33
2002M05,34.078,-0.58,34.221,-0.60,34.074,-0.57,34.225,-0.62,34.069,-0.55,34.230,-0.64,34.069,-0.54,34.230,-0.65,34.061,-0.55,34.226,-0.63,34.044,-0.53,34.220,-0.60
2002M06,33.470,2.68,33.606,2.71,33.446,2.74,33.606,2.70,33.411,2.83,33.606,2.70,33.391,2.91,33.606,2.70,33.371,2.95,33.606,2.69,33.331,3.05,33.576,2.78
2002M07,33.712,2.81,33.858,2.80,33.712,2.80,33.865,2.78,33.712,2.78,33.875,2.75,33.712,2.78,33.875,2.74,33.689,2.80,33.855,2.80,33.642,2.86,33.855,2.74
2002M08,34.178,0.86,34.323,0.78,34.178,0.83,34.327,0.77,34.178,0.79,34.332,0.75,34.178,0.79,34.332,0.74,34.167,0.78,34.328,0.76,34.143,0.78,34.322,0.78
2002M09,34.882,-1.18,35.021,-1.20,34.878,-1.18,35.021,-1.19,34.873,-1.18,35.021,-1.17,34.868,-1.16,35.021,-1.16,34.865,-1.18,35.022,-1.14,34.858,-1.19,35.026,-1.10
2002M10,34.711,-0.69,34.848,-0.71,34.704,-0.67,34.848,-0.68,34.694,-0.65,34.848,-0.68,34.689,-0.60,34.843,-0.65,34.684,-0.61,34.838,-0.61,34.674,-0.67,34.838,-0.57
2002M11,34.759,-1.01,34.897,-1.03,34.752,-1.00,34.897,-1.01,34.742,-0.96,34.897,-0.99,34.737,-0.93,34.892,-0.94,34.731,-0.93,34.892,-0.91,34.717,-0.89,34.882,-0.80
2002M12,34.688,0.72,34.826,0.69,34.681,0.74,34.822,0.74,34.671,0.80,34.817,0.81,34.656,0.89,34.812,0.88,34.641,0.94,34.804,0.95,34.611,1.06,34.787,1.09
2003M01,34.615,0.82,34.772,0.76,34.605,0.85,34.762,0.83,34.590,0.93,34.747,0.94,34.570,1.04,34.737,1.01,34.555,1.07,34.724,1.10,34.525,1.17,34.697,1.28
2003M02,34.690,1.08,34.818,1.07,34.680,1.11,34.823,1.10,34.665,1.19,34.818,1.17,34.650,1.27,34.803,1.24,34.635,1.30,34.792,1.31,34.605,1.39,34.768,1.46
2003M03,34.680,0.77,34.819,0.76,34.670,0.80,34.819,0.78,34.655,0.85,34.809,0.84,34.640,0.89,34.794,0.88,34.630,0.92,34.786,0.91,34.610,0.92,34.769,0.92
2003M04,34.772,-0.32,34.906,-0.34,34.752,-0.26,34.896,-0.28,34.722,-0.18,34.881,-0.20,34.702,-0.12,34.861,-0.14,34.676,-0.04,34.841,0.00,34.622,0.14,34.801,0.05
2003M05,34.642,-1.63,34.785,-1.62,34.625,-1.59,34.775,-1.58,34.600,-1.53,34.760,-1.52,34.575,-1.46,34.735,-1.45,34.550,-1.42,34.712,-1.40,34.500,-1.32,34.665,-1.28
2003M06,34.537,-3.09,34.685,-3.11,34.520,-3.11,34.672,-3.07,34.495,-3.14,34.652,-3.02,34.475,-3.14,34.632,-2.96,34.457,-3.15,34.616,-2.92,34.420,-3.16,34.582,-2.91
2003M07,34.334,-1.81,34.485,-1.82,34.318,-1.77,34.472,-1.76,34.293,-1.69,34.452,-1.67,34.268,-1.62,34.432,-1.62,34.243,-1.62,34.407,-1.60,34.193,-1.61,34.357,-1.46
2003M08,34.141,0.11,34.277,0.13,34.131,0.14,34.271,0.16,34.116,0.18,34.261,0.21,34.096,0.24,34.246,0.25,34.073,0.28,34.228,0.29,34.026,0.34,34.191,0.38
2003M09,33.689,3.54,33.828,3.53,33.665,3.60,33.812,3.58,33.630,3.70,33.787,3.65,33.600,3.77,33.767,3.71,33.567,3.87,33.737,3.81,33.500,4.05,33.677,4.01
2003M10,33.892,2.42,34.031,2.40,33.885,2.42,34.031,2.40,33.875,2.42,34.021,2.43,33.850,2.48,34.006,2.46,33.822,2.55,33.978,2.53,33.765,2.69,33.921,2.70
2003M11,34.126,1.85,34.265,1.84,34.119,1.86,34.270,1.83,34.109,1.86,34.265,1.84,34.094,1.89,34.250,1.87,34.073,1.93,34.230,1.93,34.029,2.02,34.190,2.02
2003M12,33.905,2.31,34.042,2.30,33.895,2.32,34.042,2.29,33.880,2.33,34.032,2.31,33.865,2.34,34.012,2.35,33.844,2.35,33.996,2.38,33.800,2.40,33.962,2.43
2004M01,33.322,3.88,33.455,3.94,33.312,3.88,33.455,3.91,33.297,3.88,33.440,3.91,33.287,3.85,33.435,3.89,33.262,3.89,33.415,3.92,33.212,3.95,33.375,3.96
2004M02,33.286,4.22,33.420,4.18,33.269,4.24,33.420,4.20,33.255,4.24,33.405,4.23,33.240,4.24,33.395,4.22,33.215,4.28,33.375,4.25,33.179,4.30,33.330,4.31
2004M03,32.944,5.27,33.070,5.29,32.921,5.31,33.060,5.32,32.886,5.38,33.035,5.37,32.861,5.41,33.015,5.39,32.855,5.40,33.005,5.40,32.800,5.52,32.955,5.50
2004M04,33.295,4.44,33.416,4.46,33.269,4.46,33.399,4.48,33.229,4.49,33.374,4.52,33.199,4.53,33.349,4.53,33.164,4.56,33.324,4.55,33.093,4.62,33.254,4.65
2004M05,33.319,3.97,33.440,4.02,33.299,3.98,33.433,4.01,33.269,4.00,33.413,4.03,33.243,4.01,33.378,4.07,33.204,4.05,33.358,4.06,33.143,4.09,33.288,4.14
2004M06,33.703,2.47,33.825,2.54,33.680,2.49,33.815,2.53,33.650,2.51,33.785,2.57,33.610,2.57,33.745,2.63,33.564,2.66,33.735,2.61,33.495,2.76,33.640,2.80
2004M07,34.067,0.78,34.191,0.86,34.045,0.80,34.183,0.85,34.018,0.81,34.159,0.86,33.988,0.82,34.128,0.89,33.953,0.85,34.115,0.86,33.868,0.96,34.015,1.01
2004M08,33.987,0.45,34.105,0.50,33.967,0.48,34.098,0.51,33.946,0.50,34.078,0.54,33.918,0.52,34.055,0.56,33.887,0.55,34.038,0.56,33.830,0.58,33.961,0.68
2004M09,33.915,-0.67,34.033,-0.60,33.895,-0.68,34.021,-0.61,33.870,-0.71,33.994,-0.61,33.839,-0.71,33.964,-0.58,33.789,-0.66,33.949,-0.62,33.750,-0.74,33.879,-0.60
2004M10,33.354,1.61,33.483,1.64,33.332,1.66,33.467,1.69,33.297,1.74,33.435,1.75,33.267,1.75,33.405,1.80,33.235,1.77,33.375,1.81,33.164,1.81,33.310,1.83
2004M11,32.110,6.28,32.250,6.25,32.081,6.35,32.228,6.34,32.045,6.44,32.190,6.45,32.005,6.53,32.150,6.53,31.954,6.63,32.110,6.60,31.865,6.79,32.020,6.78
2004M12,31.583,7.35,31.960,6.51,31.549,7.44,31.933,6.60,31.505,7.54,31.888,6.72,31.449,7.68,31.833,6.85,31.399,7.79,31.793,6.93,31.280,8.06,31.683,7.19
2005M01,31.683,5.17,31.834,5.09,31.654,5.24,31.811,5.17,31.603,5.36,31.760,5.29,31.554,5.49,31.712,5.43,31.501,5.59,31.660,5.54,31.392,5.80,31.555,5.77
2005M02,31.089,7.07,31.217,7.06,31.055,7.13,31.190,7.15,31.009,7.24,31.144,7.26,30.959,7.37,31.093,7.40,30.905,7.47,31.045,7.51,30.795,7.74,30.932,7.75
2005M03,31.433,4.81,31.570,4.75,31.397,4.85,31.540,4.82,31.335,4.95,31.478,4.95,31.277,5.06,31.420,5.08,31.212,5.26,31.370,5.21,31.081,5.53,31.230,5.52
2005M04,31.187,6.76,31.317,6.70,31.146,6.82,31.283,6.76,31.095,6.86,31.231,6.86,31.037,6.97,31.173,6.98,30.973,7.07,31.108,7.12,30.842,7.30,30.978,7.35
2005M05,31.279,6.52,31.402,6.49,31.239,6.59,31.369,6.58,31.186,6.68,31.316,6.70,31.126,6.80,31.255,6.79,31.061,6.90,31.191,6.95,30.931,7.15,31.061,7.17
2005M06,31.536,6.87,31.655,6.86,31.494,6.94,31.620,6.94,31.429,7.07,31.555,7.07,31.368,7.15,31.492,7.15,31.303,7.22,31.429,7.34,31.168,7.47,31.292,7.50
2005M07,31.840,6.99,32.035,6.73,31.794,7.08,31.996,6.84,31.726,7.22,31.927,6.99,31.657,7.36,31.858,7.13,31.580,7.51,31.781,7.34,31.418,7.80,31.624,7.56
2005M08,32.666,4.04,32.785,4.03,32.616,4.14,32.742,4.14,32.547,4.30,32.672,4.30,32.473,4.45,32.598,4.47,32.392,4.62,32.521,4.66,32.246,4.91,32.371,4.91
2005M09,33.103,2.45,33.221,2.44,33.051,2.55,33.175,2.55,32.974,2.72,33.098,2.71,32.895,2.87,33.018,2.87,32.810,2.98,32.933,3.09,32.657,3.35,32.780,3.35
2005M10,33.466,-0.33,33.582,-0.29,33.411,-0.24,33.534,-0.20,33.322,-0.08,33.445,-0.03,33.227,0.12,33.349,0.17,33.158,0.23,33.281,0.28,32.979,0.56,33.106,0.62
2005M11,33.424,-3.93,33.546,-3.86,33.363,-3.84,33.491,-3.77,33.274,-3.69,33.402,-3.63,33.195,-3.58,33.323,-3.52,33.103,-3.47,33.231,-3.37,32.927,-3.23,33.053,-3.13
2005M12,32.712,-3.45,32.876,-2.79,32.647,-3.36,32.817,-2.69,32.572,-3.28,32.743,-2.61,32.481,-3.18,32.652,-2.51,32.395,-3.07,32.565,-2.37,32.203,-2.87,32.373,-2.13
2006M01,31.892,-0.66,32.015,-0.57,31.837,-0.57,31.966,-0.48,31.747,-0.45,31.877,-0.37,31.651,-0.31,31.781,-0.22,31.570,-0.22,31.699,-0.12,31.384,0.03,31.514,0.13
2006M02,32.372,-3.96,32.491,-3.92,32.307,-3.88,32.433,-3.83,32.219,-3.76,32.345,-3.71,32.124,-3.63,32.249,-3.58,32.027,-3.50,32.152,-3.44,31.824,-3.23,31.949,-3.18
2006M03,32.370,-2.89,32.489,-2.83,32.305,-2.81,32.431,-2.75,32.203,-2.70,32.328,-2.63,32.109,-2.59,32.233,-2.52,32.016,-2.51,32.140,-2.40,31.818,-2.32,31.942,-2.23
2006M04,31.817,-1.98,31.936,-1.94,31.744,-1.88,31.870,-1.84,31.656,-1.77,31.781,-1.73,31.561,-1.66,31.686,-1.62,31.457,-1.54,31.582,-1.50,31.275,-1.38,31.403,-1.35
2006M05,31.924,-2.02,32.044,-2.00,31.856,-1.94,31.980,-1.91,31.756,-1.79,31.882,-1.78,31.646,-1.64,31.770,-1.62,31.556,-1.57,31.685,-1.56,31.356,-1.36,31.480,-1.33
2006M06,32.255,-2.23,32.390,-2.27,32.178,-2.13,32.318,-2.16,32.075,-2.01,32.215,-2.05,31.970,-1.88,32.110,-1.92,31.855,-1.73,31.995,-1.77,31.645,-1.51,31.790,-1.57
2006M07,32.655,-2.50,32.774,-2.25,32.572,-2.39,32.697,-2.14,32.477,-2.31,32.601,-2.07,32.366,-2.19,32.492,-1.95,32.257,-2.10,32.384,-1.86,32.058,-2.00,32.183,-1.74
2006M08,32.811,-0.44,32.929,-0.44,32.741,-0.38,32.865,-0.37,32.632,-0.26,32.757,-0.26,32.532,-0.18,32.658,-0.18,32.427,-0.11,32.551,-0.09,32.236,0.03,32.361,0.03
2006M09,33.006,0.29,33.121,0.30,32.934,0.36,33.055,0.36,32.832,0.43,32.953,0.44,32.730,0.50,32.853,0.50,32.624,0.57,32.745,0.57,32.440,0.67,32.561,0.67
2006M10,33.167,0.90,33.286,0.89,33.092,0.96,33.218,0.95,32.995,0.99,33.121,0.98,32.892,1.02,33.017,1.01,32.802,1.09,32.930,1.07,32.607,1.14,32.732,1.14
2006M11,32.324,3.40,32.455,3.36,32.252,3.44,32.390,3.40,32.150,3.50,32.287,3.45,32.059,3.54,32.197,3.50,31.964,3.56,32.102,3.52,31.777,3.62,31.915,3.57
2006M12,32.492,0.68,32.616,0.80,32.417,0.71,32.548,0.83,32.327,0.76,32.458,0.88,32.233,0.77,32.363,0.89,32.143,0.78,32.275,0.90,31.950,0.79,32.081,0.91
2007M01,32.834,-2.87,32.987,-2.95,32.771,-2.85,32.934,-2.94,32.669,-2.82,32.831,-2.91,32.569,-2.82,32.736,-2.92,32.465,-2.76,32.624,-2.84,32.274,-2.76,32.437,-2.85
2007M02,32.843,-1.43,32.988,-1.51,32.768,-1.41,32.928,-1.50,32.671,-1.38,32.830,-1.48,32.564,-1.35,32.723,-1.45,32.485,-1.41,32.632,-1.47,32.275,-1.40,32.429,-1.48
2007M03,32.986,-1.87,33.135,-1.95,32.916,-1.86,33.079,-1.96,32.812,-1.86,32.975,-1.96,32.719,-1.86,32.882,-1.97,32.622,-1.86,32.785,-1.97,32.435,-1.90,32.598,-2.01
2007M04,33.174,-4.09,33.358,-4.26,33.098,-4.09,33.298,-4.29,33.006,-4.09,33.205,-4.29,32.907,-4.09,33.107,-4.29,32.808,-4.12,33.007,-4.32,32.615,-4.11,32.815,-4.30
2007M05,32.924,-3.04,33.093,-3.17,32.871,-3.09,33.047,-3.23,32.773,-3.10,32.960,-3.27,32.694,-3.21,32.880,-3.38,32.618,-3.26,32.810,-3.43,32.434,-3.32,32.640,-3.55
2007M06,32.634,-1.16,32.785,-1.20,32.565,-1.19,32.730,-1.26,32.468,-1.21,32.634,-1.28,32.385,-1.28,32.550,-1.35,32.292,-1.35,32.460,-1.43,32.134,-1.52,32.300,-1.58
