期間,想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%)
1980M12,48,10.25,32,39.39,16,-22.46,"1,248",3.71,658,-0.03,589,8.23,"2,476",-0.81,11,12.57,"2,465",-0.86,730,4.48,392,9.81,338,-1.09,271,29.93,221,28.24,50,38.08
1981M01,46,0.86,27,-1.21,19,3.87,"1,245",-2.63,676,-3.75,568,-1.28,"2,499",4.41,15,65.72,"2,483",4.17,738,4.99,396,10.27,342,-0.52,241,11.66,203,11.77,39,11.05
1981M02,60,3.06,37,3.35,24,2.62,"1,296",2.44,707,1.88,589,3.12,"2,574",5.14,15,90.75,"2,558",4.86,718,2.76,382,2.89,336,2.61,228,8.09,197,7.11,31,14.70
1981M03,57,8.18,37,23.54,20,-12.24,"1,364",1.55,748,1.69,616,1.40,"2,600",3.55,11,23.48,"2,589",3.48,710,4.09,374,4.79,336,3.32,242,-2.65,203,-3.98,39,4.95
1981M04,50,6.94,30,21.30,20,-9.31,"1,391",2.59,753,2.49,638,2.70,"2,638",4.96,11,15.76,"2,627",4.92,742,5.91,395,7.43,348,4.22,246,7.27,213,10.87,32,-11.60
1981M05,36,-12.78,21,-11.12,15,-15.05,"1,399",1.23,756,1.09,643,1.41,"2,580",6.95,8,1.27,"2,572",6.97,767,7.87,407,9.15,361,6.47,241,2.92,205,4.26,36,-4.05
1981M06,53,-12.84,35,-6.83,18,-22.45,"1,385",1.27,752,-0.21,633,3.10,"2,460",4.86,6,-24.95,"2,453",4.96,762,8.92,400,11.20,362,6.51,227,-16.04,190,-16.17,37,-15.37
1981M07,71,-2.58,45,15.30,26,-23.23,"1,212",4.08,662,3.93,549,4.27,"2,498",5.30,11,-7.67,"2,487",5.37,750,7.91,392,8.61,358,7.15,228,-8.91,195,-1.96,33,-35.85
1981M08,69,3.70,44,22.20,25,-18.28,"1,193",4.41,650,3.79,543,5.17,"2,613",6.52,11,3.04,"2,602",6.53,765,6.75,406,10.05,359,3.24,239,2.15,204,8.05,34,-22.98
1981M09,73,14.83,44,6.94,29,29.32,"1,283",6.43,706,6.15,577,6.77,"2,638",2.89,10,-15.43,"2,627",2.98,764,5.28,411,8.37,353,1.89,263,6.79,233,11.27,31,-18.18
1981M10,74,46.96,46,53.79,28,36.92,"1,292",5.86,707,4.92,585,7.03,"2,624",0.55,7,-32.84,"2,617",0.69,760,6.59,397,6.57,364,6.60,259,1.20,226,2.84,33,-8.77
1981M11,69,21.98,44,26.24,25,14.98,"1,304",4.15,690,3.30,613,5.12,"2,589",0.47,11,-6.33,"2,578",0.50,775,7.80,414,9.50,361,5.92,236,-9.06,201,-7.67,34,-16.47
1981M12,57,17.03,33,0.56,24,50.27,"1,278",2.43,682,3.54,596,1.20,"2,583",4.31,11,-3.29,"2,572",4.35,814,11.54,433,10.41,381,12.86,239,-11.56,204,-7.87,36,-28.05
1982M01,57,23.77,30,12.41,27,39.51,"1,273",2.27,677,0.01,597,4.96,"2,569",2.80,11,-26.29,"2,557",2.98,806,9.16,430,8.65,376,9.76,245,1.59,204,0.80,41,5.68
1982M02,51,-14.45,32,-11.57,19,-18.93,"1,345",3.74,713,0.84,632,7.21,"2,632",2.25,11,-26.55,"2,620",2.42,775,7.90,412,8.01,362,7.76,267,17.19,225,14.44,42,34.42
1982M03,55,-3.42,35,-4.90,20,-0.64,"1,418",3.99,761,1.73,658,6.74,"2,653",2.03,15,30.42,"2,638",1.91,779,9.65,407,8.93,371,10.46,279,15.53,232,14.04,48,23.33
1982M04,60,20.03,37,25.07,22,12.41,"1,436",3.23,777,3.13,659,3.35,"2,683",1.70,12,9.03,"2,670",1.67,770,3.67,404,2.33,366,5.19,282,14.86,239,12.19,43,32.41
1982M05,53,48.20,31,48.36,22,47.97,"1,435",2.58,782,3.49,653,1.51,"2,641",2.39,7,-13.11,"2,635",2.43,800,4.32,424,4.27,376,4.37,255,5.88,219,6.92,36,0.00
1982M06,66,24.69,39,10.68,28,51.58,"1,430",3.26,771,2.52,660,4.14,"2,520",2.44,7,5.79,"2,513",2.43,785,2.97,414,3.62,371,2.25,253,11.67,217,14.55,36,-3.14
1982M07,91,28.45,54,20.48,37,42.27,"1,295",6.90,695,5.03,600,9.15,"2,544",1.82,6,-47.14,"2,538",2.05,784,4.56,412,5.07,372,4.00,257,12.76,227,16.32,30,-8.30
1982M08,83,19.95,53,19.45,30,20.83,"1,269",6.36,683,5.05,586,7.94,"2,598",-0.56,6,-40.03,"2,591",-0.40,788,3.02,412,1.44,376,4.80,282,18.25,242,18.49,40,16.80
1982M09,78,7.42,50,13.11,29,-1.21,"1,290",0.55,698,-1.10,592,2.57,"2,587",-1.92,6,-38.14,"2,581",-1.78,780,2.12,407,-1.12,374,5.90,310,17.77,263,12.90,48,54.73
1982M10,82,10.51,51,10.82,31,9.99,"1,282",-0.78,693,-1.90,589,0.57,"2,583",-1.58,6,-13.30,"2,577",-1.54,766,0.70,400,0.87,365,0.51,310,19.66,255,12.71,55,67.16
1982M11,77,11.28,50,12.63,27,8.84,"1,291",-0.94,693,0.39,598,-2.43,"2,486",-3.96,8,-26.34,"2,478",-3.87,763,-1.60,402,-2.79,360,-0.23,314,33.37,264,31.03,50,47.18
1982M12,66,17.17,46,41.12,20,-15.18,"1,277",-0.11,678,-0.49,598,0.33,"2,544",-1.49,7,-39.29,"2,538",-1.33,790,-3.02,407,-5.95,382,0.31,302,25.94,257,26.31,44,23.83
1983M01,83,44.62,48,57.35,35,30.43,"1,274",0.10,688,1.69,586,-1.70,"2,449",-4.65,12,2.40,"2,437",-4.69,791,-1.78,413,-4.06,379,0.84,274,11.53,229,11.91,45,9.61
1983M02,85,65.43,55,68.49,31,60.23,"1,345",0.01,717,0.59,627,-0.64,"2,498",-5.07,11,0.73,"2,487",-5.10,772,-0.34,408,-0.99,364,0.39,290,8.64,244,8.33,46,10.30
1983M03,92,66.51,58,63.37,34,72.15,"1,393",-1.80,741,-2.50,651,-0.98,"2,546",-4.04,8,-44.71,"2,537",-3.82,799,2.64,417,2.32,383,2.99,281,0.73,240,3.43,42,-12.35
1983M04,87,46.71,55,46.71,33,46.72,"1,433",-0.23,776,-0.07,657,-0.43,"2,555",-4.77,11,-15.38,"2,544",-4.72,804,4.50,419,3.63,386,5.47,309,9.41,260,8.49,49,14.54
1983M05,78,45.97,51,61.94,27,22.97,"1,430",-0.36,773,-1.16,657,0.60,"2,528",-4.28,9,38.09,"2,519",-4.39,820,2.46,430,1.54,389,3.50,298,16.88,247,13.09,51,39.75
1983M06,75,12.66,48,25.58,26,-5.45,"1,415",-1.04,760,-1.33,655,-0.71,"2,457",-2.50,6,-11.17,"2,451",-2.48,812,3.47,425,2.59,387,4.47,300,18.42,253,16.39,47,30.81
1983M07,79,-13.31,49,-9.05,30,-19.56,"1,252",-3.32,667,-4.10,585,-2.40,"2,461",-3.27,8,28.55,"2,453",-3.35,809,3.20,428,3.83,382,2.49,316,23.22,272,20.08,44,46.81
1983M08,74,-11.36,49,-6.74,24,-19.47,"1,229",-3.16,652,-4.50,577,-1.59,"2,473",-4.82,9,40.21,"2,464",-4.93,817,3.65,431,4.61,386,2.61,303,7.57,264,9.17,39,-2.14
1983M09,74,-5.25,51,2.03,23,-17.90,"1,291",0.10,692,-0.93,600,1.32,"2,529",-2.26,13,103.78,"2,516",-2.52,806,3.28,427,5.07,379,1.34,308,-0.87,269,2.47,38,-19.31
1983M10,70,-13.96,42,-17.00,28,-8.88,"1,308",2.07,706,1.82,603,2.36,"2,496",-3.36,9,36.22,"2,488",-3.46,790,3.17,418,4.48,372,1.74,294,-5.23,254,-0.06,39,-29.04
1983M11,66,-14.38,41,-18.43,25,-6.80,"1,337",3.52,714,3.08,622,4.02,"2,365",-4.86,8,-6.11,"2,358",-4.85,808,5.97,426,5.83,383,6.13,278,-11.60,239,-9.33,38,-23.53
1983M12,60,-10.08,39,-14.56,20,-0.01,"1,336",4.64,721,6.28,615,2.78,"2,430",-4.48,12,73.70,"2,419",-4.69,826,4.62,428,5.08,398,4.13,298,-1.10,259,0.72,39,-11.67
1984M01,73,-12.29,46,-3.67,27,-23.89,"1,320",3.59,711,3.34,609,3.89,"2,380",-2.81,11,-8.86,"2,370",-2.78,819,3.51,424,2.87,395,4.20,297,8.64,247,7.93,50,12.22
1984M02,86,1.45,58,5.77,29,-6.25,"1,376",2.34,722,0.69,654,4.23,"2,404",-3.76,12,5.44,"2,392",-3.80,805,4.28,423,3.56,382,5.09,300,3.31,246,1.04,54,15.20
1984M03,73,-20.98,50,-14.08,23,-32.72,"1,447",3.88,766,3.36,680,4.47,"2,467",-3.10,13,55.24,"2,454",-3.28,805,0.70,427,2.55,377,-1.32,294,4.58,257,7.39,37,-11.49
1984M04,82,-6.29,56,2.76,26,-21.53,"1,478",3.15,789,1.69,689,4.88,"2,482",-2.85,9,-17.92,"2,473",-2.79,835,3.83,446,6.43,389,1.01,297,-3.69,262,0.96,35,-28.20
1984M05,72,-7.25,47,-6.96,25,-7.80,"1,481",3.60,789,2.16,692,5.29,"2,441",-3.46,5,-42.64,"2,435",-3.32,861,5.05,457,6.11,405,3.87,285,-4.42,247,-0.11,38,-25.51
1984M06,88,17.59,51,5.27,37,40.53,"1,449",2.35,775,1.91,674,2.86,"2,360",-3.92,5,-11.59,"2,355",-3.91,871,7.30,466,9.55,406,4.83,276,-7.95,241,-4.90,35,-24.45
1984M07,93,17.66,62,26.05,31,3.72,"1,266",1.11,665,-0.29,601,2.69,"2,423",-1.54,11,45.49,"2,412",-1.69,864,6.74,463,8.14,401,5.16,292,-7.82,258,-5.18,34,-24.03
1984M08,87,17.96,56,12.59,31,28.88,"1,282",4.36,675,3.55,607,5.27,"2,496",0.94,13,42.96,"2,483",0.79,835,2.18,449,4.25,386,-0.12,312,2.87,274,3.48,39,-1.24
1984M09,79,6.32,49,-2.62,29,25.62,"1,326",2.68,714,3.24,612,2.03,"2,537",0.33,14,6.42,"2,523",0.30,837,3.88,455,6.47,382,0.96,302,-1.72,265,-1.75,38,-1.48
1984M10,73,4.41,42,-1.48,32,13.33,"1,350",3.20,726,2.84,624,3.62,"2,539",1.71,12,37.47,"2,527",1.59,844,6.91,454,8.58,391,5.03,295,0.42,255,0.43,39,0.32
1984M11,59,-9.52,36,-12.28,24,-5.02,"1,411",5.59,743,4.03,668,7.37,"2,470",4.40,13,65.96,"2,457",4.21,850,5.15,456,7.16,394,2.91,313,12.70,265,10.73,48,25.01
1984M12,59,-1.51,38,-4.48,21,4.19,"1,405",5.14,733,1.60,672,9.29,"2,430",-0.02,12,4.56,"2,418",-0.05,878,6.26,462,7.92,416,4.47,318,6.51,266,2.63,52,32.28
1985M01,71,-2.73,43,-7.30,28,5.05,"1,401",6.10,742,4.41,659,8.07,"2,352",-1.20,10,-8.82,"2,342",-1.16,874,6.67,456,7.35,418,5.93,311,4.58,263,6.63,48,-5.45
1985M02,81,-5.83,51,-12.33,31,7.25,"1,395",1.41,737,2.00,659,0.75,"2,432",1.15,13,10.87,"2,418",1.10,852,5.87,448,5.88,405,5.86,311,3.79,272,10.51,39,-27.14
1985M03,85,16.76,52,4.63,33,43.11,"1,471",1.65,788,2.87,682,0.29,"2,509",1.70,14,9.52,"2,495",1.66,862,7.13,462,8.08,400,6.06,322,9.28,287,11.70,34,-7.48
1985M04,76,-7.86,50,-10.50,25,-2.01,"1,480",0.13,792,0.35,688,-0.13,"2,515",1.32,9,5.13,"2,506",1.31,877,5.01,477,6.96,400,2.78,328,10.14,287,9.50,41,14.92
1985M05,68,-5.60,43,-10.03,26,2.87,"1,511",2.01,799,1.17,712,2.96,"2,473",1.32,8,54.94,"2,465",1.21,903,4.84,488,6.90,415,2.51,302,5.97,267,7.95,35,-7.05
1985M06,77,-12.12,47,-8.00,30,-17.88,"1,517",4.72,793,2.29,724,7.52,"2,408",2.03,10,100.22,"2,398",1.81,906,3.95,492,5.76,413,1.87,309,12.00,277,15.27,32,-10.30
1985M07,90,-3.08,53,-14.48,37,19.95,"1,339",5.76,701,5.43,638,6.12,"2,476",2.20,14,26.97,"2,462",2.09,895,3.55,488,5.55,406,1.23,323,10.77,288,11.43,36,5.66
1985M08,109,25.66,68,21.43,42,33.17,"1,341",4.56,706,4.68,634,4.44,"2,555",2.36,15,17.00,"2,540",2.28,884,5.89,479,6.55,405,5.13,342,9.61,302,10.24,41,5.14
1985M09,108,37.44,71,44.92,37,24.91,"1,388",4.65,739,3.52,648,5.96,"2,579",1.64,14,1.92,"2,565",1.64,890,6.28,486,6.82,404,5.63,339,12.15,291,10.16,48,26.10
1985M10,101,37.28,60,44.78,40,27.40,"1,387",2.72,752,3.59,635,1.70,"2,570",1.23,10,-15.49,"2,560",1.31,894,5.84,482,6.20,412,5.41,324,9.87,280,9.47,44,12.48
1985M11,90,51.72,51,41.72,40,66.80,"1,442",2.17,773,4.07,669,0.06,"2,546",3.11,12,-5.91,"2,534",3.15,877,3.17,476,4.37,401,1.79,337,7.79,289,9.23,48,-0.17
1985M12,82,38.84,51,35.65,31,44.44,"1,438",2.38,763,4.20,675,0.40,"2,475",1.84,11,-10.34,"2,464",1.91,904,2.93,483,4.51,421,1.18,317,-0.11,272,2.40,45,-13.06
1986M01,90,27.77,58,36.49,32,14.66,"1,451",3.60,779,5.00,672,2.03,"2,363",0.50,15,53.72,"2,349",0.28,889,1.74,469,3.04,420,0.32,311,0.00,268,1.97,43,-10.89
1986M02,95,17.06,60,17.83,36,15.79,"1,484",6.35,795,7.98,689,4.53,"2,419",-0.50,15,14.31,"2,404",-0.59,872,2.29,473,5.56,399,-1.32,347,11.62,301,10.68,46,18.19
1986M03,92,7.79,56,7.32,36,8.55,"1,516",3.05,804,1.98,712,4.30,"2,477",-1.26,13,-6.87,"2,464",-1.23,886,2.75,481,4.08,405,1.21,358,11.28,317,10.16,41,20.69
1986M04,82,8.49,54,6.20,28,13.11,"1,544",4.30,819,3.34,725,5.41,"2,481",-1.36,11,22.85,"2,470",-1.45,896,2.18,492,3.17,404,1.01,349,6.52,308,7.15,41,2.12
1986M05,84,22.53,50,17.54,33,30.87,"1,538",1.81,806,0.93,732,2.79,"2,437",-1.45,10,26.41,"2,427",-1.54,933,3.35,510,4.46,423,2.05,332,9.89,293,9.75,39,10.96
1986M06,98,27.52,57,22.22,41,35.82,"1,502",-0.98,788,-0.62,714,-1.37,"2,341",-2.78,8,-17.59,"2,333",-2.72,946,4.49,523,6.29,423,2.34,337,9.08,297,6.94,40,27.84
1986M07,84,-6.73,49,-7.74,35,-5.28,"1,342",0.19,712,1.54,630,-1.30,"2,348",-5.18,9,-34.26,"2,339",-5.01,933,4.36,520,6.50,413,1.79,354,9.47,310,7.97,43,21.57
1986M08,92,-16.16,56,-16.98,36,-14.83,"1,348",0.58,729,3.13,620,-2.27,"2,446",-4.27,10,-30.98,"2,435",-4.11,918,3.83,510,6.51,408,0.67,365,6.83,322,6.66,44,8.05
1986M09,103,-4.38,66,-7.44,37,1.56,"1,404",1.21,737,-0.25,667,2.88,"2,451",-4.97,12,-15.31,"2,439",-4.91,915,2.79,507,4.29,408,0.98,380,12.17,329,12.77,52,8.47
1986M10,96,-4.92,57,-5.53,39,-4.00,"1,400",0.98,740,-1.58,660,4.00,"2,414",-6.05,14,40.50,"2,400",-6.23,920,2.91,502,4.08,418,1.53,351,8.39,306,9.39,45,2.10
1986M11,88,-2.78,54,6.96,33,-15.28,"1,438",-0.27,771,-0.35,668,-0.18,"2,426",-4.73,16,37.49,"2,410",-4.93,922,5.15,502,5.52,420,4.71,343,1.63,296,2.16,47,-1.58
1986M12,80,-1.94,54,5.22,27,-13.78,"1,408",-2.13,748,-2.03,660,-2.25,"2,407",-2.72,13,21.49,"2,394",-2.83,938,3.76,505,4.63,433,2.76,327,3.09,279,2.39,48,7.31
1987M01,86,-5.43,52,-9.76,33,2.32,"1,455",0.28,768,-1.43,687,2.27,"2,339",-1.04,15,1.68,"2,324",-1.06,937,5.43,504,7.26,434,3.37,308,-1.00,268,-0.05,40,-6.96
1987M02,80,-15.78,47,-21.76,34,-5.77,"1,516",2.13,802,0.89,713,3.57,"2,394",-1.04,14,-5.36,"2,380",-1.02,921,5.62,502,6.25,419,4.87,302,-12.94,270,-10.41,33,-29.45
1987M03,85,-7.03,57,2.12,28,-21.40,"1,568",3.45,828,2.94,740,4.04,"2,453",-0.99,14,9.41,"2,439",-1.04,923,4.15,510,6.02,413,1.92,315,-11.92,283,-10.51,32,-22.71
1987M04,74,-9.90,53,-1.55,21,-25.69,"1,599",3.62,848,3.60,751,3.65,"2,467",-0.55,14,22.89,"2,453",-0.65,932,3.99,521,5.86,411,1.71,323,-7.50,278,-9.44,44,6.89
1987M05,63,-24.07,42,-16.55,22,-35.36,"1,598",3.89,842,4.49,756,3.24,"2,380",-2.36,12,14.43,"2,368",-2.43,970,3.90,539,5.63,431,1.82,328,-1.25,284,-3.12,44,12.77
1987M06,87,-11.36,52,-9.19,35,-14.41,"1,545",2.84,808,2.51,737,3.20,"2,304",-1.60,14,70.12,"2,289",-1.85,953,0.65,532,1.66,421,-0.59,348,3.25,300,1.03,48,19.55
1987M07,78,-6.93,44,-9.96,34,-2.69,"1,376",2.55,713,0.08,663,5.35,"2,391",1.85,15,58.79,"2,376",1.62,934,0.04,520,-0.06,414,0.17,369,4.23,321,3.38,48,10.34
1987M08,102,10.93,61,9.07,40,13.87,"1,390",3.08,735,0.90,655,5.65,"2,342",-4.24,15,44.34,"2,327",-4.45,958,4.32,532,4.26,426,4.39,353,-3.49,313,-2.59,39,-10.06
1987M09,79,-23.54,49,-26.37,30,-18.52,"1,456",3.68,768,4.09,688,3.22,"2,381",-2.85,19,61.10,"2,361",-3.16,975,6.58,541,6.66,434,6.48,353,-7.25,310,-5.65,43,-17.46
1987M10,65,-31.60,42,-27.03,24,-38.33,"1,444",3.08,751,1.43,693,4.93,"2,410",-0.21,12,-11.65,"2,397",-0.14,979,6.45,548,9.17,431,3.19,343,-2.24,297,-3.02,47,3.01
1987M11,82,-6.23,52,-4.41,30,-9.19,"1,460",1.50,751,-2.50,708,6.12,"2,413",-0.52,16,-2.20,"2,397",-0.50,971,5.35,544,8.29,427,1.83,348,1.52,305,3.10,43,-8.38
1987M12,77,-3.67,45,-15.31,32,19.82,"1,446",2.76,756,1.05,691,4.70,"2,420",0.54,16,17.65,"2,405",0.44,987,5.33,546,8.21,441,1.96,344,5.24,295,5.81,49,1.94
1988M01,70,-17.95,41,-21.46,29,-12.41,"1,473",1.24,776,1.04,697,1.46,"2,393",2.32,11,-24.91,"2,382",2.50,"1,016",8.36,544,7.97,472,8.80,331,7.65,288,7.54,43,8.45
1988M02,67,-16.46,42,-9.80,25,-25.73,"1,518",0.17,788,-1.82,730,2.40,"2,508",4.76,10,-31.58,"2,498",4.98,"1,003",8.94,549,9.32,454,8.49,331,9.46,297,10.20,34,3.33
1988M03,70,-17.31,46,-18.93,24,-14.02,"1,594",1.63,818,-1.18,776,4.78,"2,544",3.70,9,-35.45,"2,535",3.93,980,6.14,541,6.17,438,6.11,335,6.43,299,5.64,36,13.49
1988M04,78,4.98,50,-4.82,27,29.53,"1,662",3.89,862,1.66,800,6.42,"2,517",2.02,12,-12.46,"2,505",2.10,999,7.25,553,6.29,446,8.47,315,-2.41,275,-1.36,40,-9.01
1988M05,74,15.95,44,4.10,30,38.94,"1,690",5.72,888,5.45,801,6.02,"2,468",3.69,11,-3.77,"2,456",3.73,"1,028",6.06,571,6.03,457,6.09,325,-0.84,286,0.66,39,-10.56
