期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
1999M08,"18,514,775",10.67,"568,376",47.56,"11,746,840",6.80,"1,645,403",11.57,"343,496",-0.72,"9,757,941",6.31,"2,019,452",14.80,"632,821",47.01,"51,286",-4.15,"1,335,345",4.72,"119,067",25.36,"45,806",-0.08,"1,426,220",58.99,"195,139",19.62,"18,046",-31.47,"129,225",-2.50,"2,246,604",0.94,"209,202",-6.22,"11,151,118",10.79,"243,743",-1.21,"725,595",12.96,"2,061,618",27.17,"2,475,653",-5.59,"198,246",-54.26,"4,937,933",24.86,"508,330",-6.56,"620,296",4.34,"310,984",-11.41,"2,556,889",25.14,"1,412,164",42.29,"299,557",17.94,"113,783",34.14,"1,798,139",-1.40,"1,454,807",12.78
1999M09,"18,695,796",10.04,"587,651",36.81,"11,848,324",6.54,"1,650,974",9.84,"355,460",-0.48,"9,841,890",6.28,"2,030,573",8.33,"651,351",47.14,"56,167",-6.21,"1,323,055",-3.55,"122,200",25.57,"45,807",-0.08,"1,437,360",59.66,"202,812",10.80,"19,888",-24.52,"134,136",3.77,"2,267,045",3.85,"214,396",3.34,"11,192,398",9.61,"249,663",-9.32,"732,735",15.28,"2,079,205",28.39,"2,460,800",-5.90,"193,211",-55.29,"4,959,492",21.73,"517,292",-7.56,"650,677",9.64,"316,047",-7.67,"2,546,122",22.00,"1,391,439",35.94,"291,267",0.29,"109,959",22.89,"1,880,145",1.98,"1,494,785",12.86
1999M10,"18,686,009",9.28,"576,666",31.30,"11,802,845",6.46,"1,667,749",10.28,"343,270",-1.89,"9,791,826",6.15,"1,947,969",-5.61,"605,810",30.30,"50,344",-19.19,"1,291,815",-15.92,"129,044",19.34,"45,807",-0.08,"1,507,291",58.74,"174,084",10.16,"18,417",-19.58,"122,692",-4.56,"2,361,194",12.56,"185,615",-9.19,"11,229,968",8.68,"263,832",14.80,"708,484",9.75,"2,064,479",25.17,"2,467,371",-7.98,"195,606",-52.49,"4,985,838",18.77,"544,358",5.17,"648,074",15.80,"306,146",-9.44,"2,532,507",17.76,"1,391,948",29.55,"286,917",-3.66,"107,555",15.63,"1,885,219",5.75,"1,504,008",12.20
1999M11,"18,892,243",8.81,"616,735",45.44,"11,949,701",5.35,"1,710,978",11.79,"344,067",-2.63,"9,894,656",4.60,"1,953,203",-3.73,"634,574",27.70,"50,076",-25.16,"1,268,553",-13.41,"134,903",-20.77,"45,807",-0.08,"1,502,946",49.78,"185,500",12.06,"22,552",5.63,"130,073",-5.19,"2,350,823",16.24,"194,202",-3.16,"11,282,134",7.40,"242,503",-2.76,"735,698",9.87,"2,096,666",21.76,"2,448,933",-9.57,"205,562",-44.91,"5,019,891",17.10,"532,881",7.55,"657,020",15.65,"308,361",-10.57,"2,556,018",15.63,"1,403,759",26.71,"305,189",1.14,"103,986",11.90,"1,975,500",10.49,"1,509,833",11.78
1999M12,"19,260,074",9.76,"627,970",38.38,"12,148,297",6.51,"1,724,515",12.07,"361,217",0.97,"10,062,565",5.82,"2,021,404",1.83,"711,122",43.58,"45,901",-33.36,"1,264,381",-11.01,"146,711",-11.52,"45,805",-0.08,"1,479,970",32.75,"170,546",17.20,"20,346",1.74,"152,445",12.42,"2,446,580",17.88,"202,111",-1.70,"11,571,886",8.90,"304,610",13.89,"811,263",10.89,"2,148,266",23.37,"2,501,414",-7.16,"215,856",-36.63,"5,077,513",15.67,"512,964",11.16,"670,058",7.46,"310,691",-7.36,"2,601,615",15.77,"1,425,015",24.67,"305,247",-1.77,"97,796",5.82,"1,994,055",12.81,"1,506,615",12.50
2000M01,"19,338,719",8.12,"617,769",32.13,"12,184,280",6.15,"1,751,521",12.92,"377,972",6.11,"10,054,787",5.06,"2,134,154",4.00,"709,763",26.05,"52,466",-26.03,"1,371,925",-3.26,"156,579",-7.23,"45,804",-0.07,"1,518,991",35.20,"134,006",-28.12,"21,181",37.08,"235,705",43.86,"2,290,250",4.85,"225,949",7.95,"11,719,933",8.73,"306,284",9.07,"823,124",24.53,"2,352,835",29.95,"2,439,982",-10.44,"201,791",-37.23,"5,118,336",13.39,"477,581",2.25,"640,748",4.06,"308,078",-12.95,"2,573,617",13.11,"1,424,520",22.83,"307,561",0.32,"96,201",3.76,"1,945,719",7.09,"1,520,913",5.90
2000M02,"19,357,962",7.68,"620,518",39.52,"12,187,873",5.70,"1,753,145",10.24,"369,907",0.20,"10,064,821",5.15,"2,131,315",1.50,"690,880",19.61,"56,863",-24.06,"1,383,572",-4.40,"148,183",-10.20,"45,804",-0.07,"1,705,664",68.50,"117,744",-28.87,"20,897",28.30,"147,302",-1.95,"2,232,662",-4.86,"239,843",17.82,"11,757,387",8.37,"266,982",2.27,"777,979",23.08,"2,373,644",27.74,"2,497,470",-7.16,"205,958",-34.53,"5,142,570",11.83,"492,784",-0.27,"672,134",18.10,"312,261",-6.83,"2,588,337",13.94,"1,434,086",20.68,"311,293",0.40,"90,868",-0.64,"1,852,224",-2.84,"1,533,615",6.40
2000M03,"19,545,471",8.58,"555,246",25.31,"12,285,982",6.40,"1,794,863",12.95,"367,619",1.82,"10,123,500",5.49,"2,141,884",-0.65,"680,725",14.30,"62,575",-24.50,"1,398,584",-5.33,"124,715",-19.70,"45,804",-0.07,"1,671,630",49.00,"176,671",20.43,"21,709",14.88,"138,407",1.78,"2,383,423",6.89,"221,052",25.19,"11,924,111",9.37,"253,144",6.24,"797,388",22.49,"2,486,095",30.85,"2,506,364",-4.83,"203,888",-26.88,"5,152,505",9.79,"524,727",3.29,"664,545",14.62,"299,780",-6.23,"2,615,064",12.71,"1,449,221",18.07,"304,014",-0.95,"89,629",-12.11,"1,892,385",0.60,"1,534,891",8.77
2000M04,"19,603,052",7.58,"532,700",7.67,"12,297,657",6.11,"1,791,887",11.19,"358,097",4.04,"10,147,673",5.34,"2,079,783",-2.63,"672,115",12.80,"66,168",-14.14,"1,341,500",-8.30,"143,442",-4.64,"45,801",-0.02,"1,708,806",37.81,"162,436",3.71,"20,376",5.39,"130,515",-0.54,"2,481,536",9.84,"243,612",32.12,"11,859,111",7.98,"269,953",14.97,"803,432",23.79,"2,383,435",21.71,"2,514,867",-3.94,"205,889",-18.39,"5,166,488",8.29,"515,047",3.17,"683,809",14.13,"311,954",-1.14,"2,618,686",9.87,"1,445,958",13.72,"301,554",-2.45,"84,825",-16.83,"1,955,952",1.53,"1,543,549",8.73
2000M05,"19,496,592",6.67,"530,359",10.28,"12,367,690",6.32,"1,779,968",9.85,"349,677",2.34,"10,238,045",5.87,"2,050,758",-3.45,"656,551",12.31,"67,063",2.24,"1,327,144",-9.96,"143,629",16.47,"45,780",-0.06,"1,732,882",38.41,"123,683",-19.95,"27,411",40.06,"130,877",0.09,"2,343,523",1.30,"226,830",31.11,"11,765,797",7.36,"248,965",5.70,"803,592",20.76,"2,273,525",18.11,"2,533,332",-1.78,"214,677",-7.28,"5,179,710",7.45,"511,996",1.95,"720,165",11.84,"338,027",6.75,"2,588,742",6.26,"1,449,211",10.90,"299,033",-1.94,"86,555",-10.33,"1,926,690",0.11,"1,544,753",8.66
2000M06,"19,499,312",4.68,"556,708",5.68,"12,500,293",5.19,"1,806,001",6.44,"361,956",3.03,"10,332,336",5.05,"1,952,653",-4.50,"654,259",9.88,"64,698",16.55,"1,233,696",-11.49,"138,651",6.34,"45,776",-0.07,"1,718,134",25.04,"138,548",-26.54,"30,945",40.21,"127,735",-1.86,"2,289,869",0.33,"216,636",8.35,"11,892,275",6.17,"261,215",-8.46,"844,777",10.89,"2,268,020",9.78,"2,532,537",0.49,"222,268",3.84,"5,209,495",7.03,"553,963",13.95,"713,791",4.89,"311,665",-0.95,"2,609,514",3.25,"1,447,304",6.48,"300,198",-0.86,"83,812",-11.39,"1,825,640",-2.76,"1,545,781",8.07
2000M07,"19,553,044",5.78,"495,002",-9.90,"12,551,103",6.41,"1,832,237",7.76,"374,950",8.46,"10,343,916",6.11,"1,946,437",-3.98,"627,625",2.03,"66,516",10.36,"1,252,296",-7.36,"138,538",10.17,"45,777",-0.06,"1,651,752",24.07,"171,363",-9.92,"31,350",57.15,"134,785",5.04,"2,386,937",5.07,"199,718",5.40,"11,858,794",6.70,"243,228",4.95,"788,733",12.92,"2,253,346",11.12,"2,517,868",0.30,"226,323",11.18,"5,264,082",6.97,"565,214",8.42,"723,427",17.52,"307,933",-1.38,"2,618,710",3.56,"1,461,006",5.28,"307,717",0.92,"81,163",-28.73,"1,891,149",1.54,"1,564,433",8.43
2000M08,"19,596,648",5.84,"502,871",-11.52,"12,491,769",6.34,"1,810,958",10.06,"355,087",3.37,"10,325,724",5.82,"2,001,003",-0.91,"627,644",-0.82,"66,236",29.15,"1,307,123",-2.11,"153,443",28.87,"45,777",-0.06,"1,640,657",15.04,"166,320",-14.77,"30,916",71.32,"131,662",1.89,"2,432,230",8.26,"178,307",-14.77,"11,953,255",7.19,"241,498",-0.92,"827,550",14.05,"2,237,252",8.52,"2,509,187",1.35,"238,387",20.25,"5,305,520",7.44,"593,861",16.83,"714,494",15.19,"291,620",-6.23,"2,596,687",1.56,"1,453,108",2.90,"304,847",1.77,"77,982",-31.46,"1,898,057",5.56,"1,581,399",8.70
2000M09,"19,597,971",4.83,"560,647",-4.60,"12,539,584",5.83,"1,828,959",10.78,"356,183",0.20,"10,354,442",5.21,"1,932,941",-4.81,"629,169",-3.41,"65,255",16.18,"1,238,517",-6.39,"137,114",12.20,"45,777",-0.07,"1,551,530",7.94,"185,217",-8.68,"30,209",51.90,"131,247",-2.15,"2,483,705",9.56,"187,398",-12.59,"11,935,773",6.64,"225,192",-9.80,"784,526",7.07,"2,169,344",4.34,"2,518,342",2.34,"243,350",25.95,"5,335,423",7.58,"659,596",27.51,"705,114",8.37,"292,425",-7.47,"2,600,182",2.12,"1,461,520",5.04,"296,130",1.67,"72,046",-34.48,"1,919,719",2.10,"1,589,184",6.32
2000M10,"19,712,099",5.49,"562,885",-2.39,"12,642,084",7.11,"1,892,575",13.48,"358,141",4.33,"10,391,368",6.12,"1,819,932",-6.57,"648,284",7.01,"57,192",13.60,"1,114,456",-13.73,"127,493",-1.20,"45,778",-0.06,"1,534,643",1.81,"222,361",27.73,"30,805",67.26,"131,467",7.15,"2,594,651",9.89,"151,211",-18.54,"11,997,997",6.84,"228,405",-13.43,"770,140",8.70,"2,150,348",4.16,"2,499,890",1.32,"252,963",29.32,"5,343,486",7.17,"752,765",38.28,"691,006",6.62,"292,703",-4.39,"2,600,232",2.67,"1,457,923",4.74,"284,128",-0.97,"74,930",-30.33,"2,026,662",7.50,"1,593,230",5.93
2000M11,"19,931,684",5.50,"676,020",9.61,"12,679,766",6.11,"1,954,747",14.25,"358,610",4.23,"10,366,409",4.77,"1,869,712",-4.27,"663,785",4.60,"57,559",14.94,"1,148,368",-9.47,"132,584",-1.72,"45,778",-0.06,"1,469,559",-2.22,"250,540",35.06,"34,582",53.34,"132,038",1.51,"2,641,105",12.35,"181,635",-6.47,"12,134,180",7.55,"232,054",-4.31,"764,493",3.91,"2,177,987",3.88,"2,490,102",1.68,"270,362",31.52,"5,356,165",6.70,"843,017",58.20,"696,550",6.02,"281,535",-8.70,"2,604,121",1.88,"1,466,630",4.48,"281,885",-7.64,"82,821",-20.35,"2,076,907",5.13,"1,592,050",5.45
2000M12,"20,438,185",6.12,"769,869",22.60,"12,896,175",6.16,"2,061,110",19.52,"380,847",5.43,"10,454,218",3.89,"1,826,064",-9.66,"685,009",-3.67,"53,302",16.12,"1,087,753",-13.97,"144,519",-1.49,"45,776",-0.06,"1,426,869",-3.59,"306,824",79.91,"36,343",78.62,"136,757",-10.29,"2,848,989",16.45,"193,082",-4.47,"12,414,696",7.28,"296,925",-2.52,"834,816",2.90,"2,218,086",3.25,"2,472,558",-1.15,"282,007",30.65,"5,384,980",6.06,"925,324",80.39,"715,766",6.82,"282,307",-9.14,"2,704,160",3.94,"1,521,448",6.77,"280,491",-8.11,"91,668",-6.27,"2,182,894",9.47,"1,573,121",4.41
2001M01,"20,306,422",5.00,"769,862",24.62,"12,825,466",5.26,"2,107,029",20.30,"393,345",4.07,"10,325,092",2.69,"1,877,770",-12.01,"693,774",-2.25,"61,513",17.24,"1,122,483",-18.18,"144,864",-7.48,"45,780",-0.05,"1,325,149",-12.76,"204,720",52.77,"39,981",88.76,"178,811",-24.14,"2,894,019",26.36,"135,097",-40.21,"12,383,508",5.66,"224,193",-26.80,"727,056",-11.67,"2,342,066",-0.46,"2,432,673",-0.30,"288,905",43.17,"5,459,867",6.67,"908,748",90.28,"671,026",4.73,"282,935",-8.16,"2,657,360",3.25,"1,548,589",8.71,"285,617",-7.13,"94,942",-1.31,"2,207,208",13.44,"1,588,729",4.46
2001M02,"20,390,436",5.33,"774,036",24.74,"12,738,173",4.52,"2,123,106",21.10,"372,682",0.75,"10,242,385",1.76,"1,963,014",-7.90,"709,814",2.74,"66,097",16.24,"1,187,103",-14.20,"160,832",8.54,"45,780",-0.05,"1,415,154",-17.03,"205,102",74.19,"40,747",94.99,"134,857",-8.45,"2,912,741",30.46,"126,791",-47.14,"12,503,498",6.35,"258,748",-3.08,"714,484",-8.16,"2,321,274",-2.21,"2,466,379",-1.24,"300,332",45.82,"5,561,557",8.15,"880,724",78.72,"658,355",-2.05,"280,632",-10.13,"2,656,515",2.63,"1,548,618",7.99,"299,812",-3.69,"97,395",7.18,"2,172,008",17.26,"1,595,430",4.03
2001M03,"20,530,978",5.04,"785,415",41.45,"12,761,056",3.87,"2,124,534",18.37,"369,420",0.49,"10,267,102",1.42,"1,959,487",-8.52,"687,491",0.99,"64,194",2.59,"1,207,802",-13.64,"150,619",20.77,"45,783",-0.05,"1,484,603",-11.19,"217,729",23.24,"42,245",94.60,"129,118",-6.71,"2,954,923",23.98,"117,063",-47.04,"12,543,224",5.19,"251,286",-0.73,"722,730",-9.36,"2,335,241",-6.07,"2,447,812",-2.34,"274,170",34.47,"5,631,804",9.30,"880,181",67.74,"663,869",-0.10,"282,853",-5.65,"2,677,881",2.40,"1,567,342",8.15,"322,035",5.93,"98,207",9.57,"2,225,420",17.60,"1,600,426",4.27
2001M04,"20,373,958",3.93,"806,971",51.49,"12,656,267",2.92,"2,109,291",17.71,"360,096",0.56,"10,186,880",0.39,"1,972,247",-5.17,"706,570",5.13,"58,643",-11.37,"1,207,034",-10.02,"130,799",-8.81,"45,783",-0.04,"1,514,424",-11.38,"240,985",48.36,"40,881",100.63,"134,180",2.81,"2,831,421",14.10,"128,033",-47.44,"12,436,198",4.87,"225,295",-16.54,"723,874",-9.90,"2,258,679",-5.23,"2,435,487",-3.16,"252,614",22.69,"5,673,153",9.81,"867,096",68.35,"678,773",-0.74,"270,420",-13.31,"2,694,678",2.90,"1,567,133",8.38,"326,262",8.19,"99,778",17.63,"2,143,681",9.60,"1,596,135",3.41
2001M05,"20,609,793",5.71,"903,147",70.29,"12,592,749",1.82,"2,021,579",13.57,"362,731",3.73,"10,208,439",-0.29,"1,959,536",-4.45,"723,937",10.26,"54,898",-18.14,"1,180,701",-11.03,"112,744",-21.50,"45,784",0.01,"1,531,452",-11.62,"301,490",143.76,"39,766",45.07,"130,420",-0.35,"2,992,705",27.70,"124,944",-44.92,"12,446,047",5.78,"210,229",-15.56,"714,549",-11.08,"2,209,229",-2.83,"2,418,798",-4.52,"248,943",15.96,"5,698,157",10.01,"946,142",84.79,"691,596",-3.97,"279,201",-17.40,"2,699,839",4.29,"1,571,330",8.43,"336,436",12.51,"107,035",23.66,"2,332,412",21.06,"1,592,283",3.08
2001M06,"20,997,836",7.69,"972,640",74.71,"12,691,649",1.53,"2,039,788",12.95,"366,497",1.25,"10,285,364",-0.45,"1,936,272",-0.84,"714,501",9.21,"54,810",-15.28,"1,166,961",-5.41,"126,965",-8.43,"45,626",-0.33,"1,507,960",-12.23,"329,158",137.58,"44,344",43.30,"124,992",-2.15,"3,218,230",40.54,"124,043",-42.74,"12,724,605",7.00,"260,388",-0.32,"758,319",-10.23,"2,300,667",1.44,"2,387,503",-5.73,"271,194",22.01,"5,733,561",10.06,"1,012,973",82.86,"694,658",-2.68,"272,743",-12.49,"2,753,601",5.52,"1,586,511",9.62,"331,078",10.29,"105,876",26.33,"2,404,126",31.69,"1,587,106",2.67
2001M07,"21,113,210",7.98,"1,051,399",112.40,"12,636,872",0.68,"2,025,306",10.54,"420,081",12.04,"10,191,485",-1.47,"2,068,792",6.29,"752,746",19.94,"57,404",-13.70,"1,258,642",0.51,"138,709",0.12,"45,626",-0.33,"1,534,399",-7.10,"295,472",72.42,"42,201",34.61,"129,780",-3.71,"3,169,960",32.80,"134,245",-32.78,"12,669,964",6.84,"331,075",36.12,"688,432",-12.72,"2,237,409",-0.71,"2,370,493",-5.85,"250,693",10.77,"5,762,377",9.47,"1,029,485",82.14,"706,509",-2.34,"326,294",5.96,"2,755,273",5.21,"1,590,650",8.87,"342,632",11.35,"108,889",34.16,"2,472,501",30.74,"1,596,903",2.08
2001M08,"21,068,119",7.51,"1,180,160",134.68,"12,468,246",-0.19,"1,969,127",8.73,"411,744",15.96,"10,087,375",-2.31,"2,116,224",5.76,"787,812",25.52,"53,718",-18.90,"1,274,694",-2.48,"149,793",-2.38,"45,627",-0.33,"1,703,875",3.85,"214,813",29.16,"43,415",40.43,"125,076",-5.00,"3,020,890",24.20,"173,598",-2.64,"12,722,887",6.44,"209,081",-13.42,"765,977",-7.44,"2,296,216",2.64,"2,391,600",-4.69,"247,671",3.89,"5,827,587",9.84,"984,755",65.82,"699,503",-2.10,"277,128",-4.97,"2,750,486",5.92,"1,596,412",9.86,"319,178",4.70,"125,965",61.53,"2,412,804",27.12,"1,586,570",0.33
2001M09,"21,423,546",9.32,"1,178,369",110.18,"12,555,460",0.13,"2,002,790",9.50,"407,731",14.47,"10,144,939",-2.02,"2,036,651",5.37,"784,413",24.67,"53,323",-18.29,"1,198,915",-3.20,"136,946",-0.12,"45,627",-0.33,"1,779,885",14.72,"251,418",35.74,"45,542",50.76,"122,809",-6.43,"3,270,839",31.69,"168,449",-10.11,"12,914,107",8.20,"246,044",9.26,"747,782",-4.68,"2,363,310",8.94,"2,391,005",-5.06,"243,638",0.12,"5,992,574",12.32,"929,754",40.96,"730,888",3.66,"313,727",7.28,"2,733,286",5.12,"1,592,162",8.94,"320,055",8.08,"147,158",104.26,"2,510,661",30.78,"1,585,215",-0.25
2001M10,"21,311,324",8.11,"1,169,364",107.74,"12,460,480",-1.44,"2,022,488",6.86,"401,050",11.98,"10,036,942",-3.41,"2,082,432",14.42,"836,933",29.10,"52,749",-7.77,"1,192,750",7.03,"129,092",1.25,"45,627",-0.33,"1,786,171",16.39,"204,879",-7.86,"51,128",65.97,"126,931",-3.45,"3,255,220",25.46,"163,829",8.34,"12,886,882",7.41,"210,815",-7.70,"751,346",-2.44,"2,400,753",11.64,"2,356,559",-5.73,"235,891",-6.75,"6,009,494",12.46,"922,024",22.48,"708,781",2.57,"301,717",3.08,"2,720,184",4.61,"1,585,253",8.73,"318,770",12.19,"154,774",106.56,"2,462,664",21.51,"1,593,723",0.03
2001M11,"21,369,541",7.21,"1,112,285",64.53,"12,404,805",-2.17,"2,042,250",4.48,"398,672",11.17,"9,963,883",-3.88,"2,086,827",11.61,"836,588",26.03,"52,003",-9.65,"1,198,236",4.34,"137,073",3.39,"45,627",-0.33,"1,900,716",29.34,"189,849",-24.22,"47,202",36.49,"126,623",-4.10,"3,318,534",25.65,"157,676",-13.19,"12,945,974",6.69,"208,749",-10.04,"749,773",-1.93,"2,519,578",15.68,"2,333,967",-6.27,"223,897",-17.19,"6,015,529",12.31,"894,481",6.10,"720,284",3.41,"291,644",3.59,"2,693,948",3.45,"1,574,603",7.36,"315,361",11.88,"183,839",121.97,"2,470,841",18.97,"1,589,974",-0.13
2001M12,"21,701,912",6.18,"1,176,305",52.79,"12,715,129",-1.40,"2,132,692",3.47,"459,956",20.77,"10,122,481",-3.17,"2,021,947",10.73,"837,085",22.20,"52,185",-2.10,"1,132,677",4.13,"132,047",-8.63,"45,623",-0.33,"1,974,949",38.41,"212,418",-30.77,"48,109",32.37,"128,336",-6.16,"3,247,049",13.97,"158,123",-18.11,"13,279,838",6.97,"255,453",-13.97,"900,712",7.89,"2,732,406",23.19,"2,275,311",-7.98,"219,968",-22.00,"5,998,467",11.39,"897,521",-3.00,"764,115",6.75,"285,135",1.00,"2,704,711",0.02,"1,552,016",2.01,"320,505",14.27,"202,611",121.03,"2,420,541",10.89,"1,566,333",-0.43
2002M01,"21,606,390",6.40,"1,225,037",59.12,"12,628,834",-1.53,"2,220,778",5.40,"464,473",18.08,"9,943,583",-3.69,"2,045,219",8.92,"836,821",20.62,"58,865",-4.30,"1,149,533",2.41,"134,955",-6.84,"45,624",-0.34,"1,917,609",44.71,"179,054",-12.54,"47,218",18.10,"224,600",25.61,"3,158,240",9.13,"168,945",25.05,"13,264,526",7.11,"228,326",1.84,"846,522",16.43,"2,875,415",22.77,"2,196,030",-9.73,"216,420",-25.09,"5,990,449",9.72,"911,364",0.29,"692,948",3.27,"308,225",8.94,"2,679,569",0.84,"1,533,014",-1.01,"312,418",9.38,"212,479",123.80,"2,390,352",8.30,"1,576,928",-0.74
2002M02,"21,561,235",5.74,"1,247,405",61.16,"12,540,834",-1.55,"2,219,999",4.56,"469,258",25.91,"9,851,577",-3.82,"2,071,093",5.51,"839,222",18.23,"56,806",-14.06,"1,175,065",-1.01,"132,569",-17.57,"45,624",-0.34,"1,902,601",34.44,"156,577",-23.66,"47,286",16.05,"143,793",6.63,"3,273,453",12.38,"151,499",19.49,"13,301,669",6.38,"249,359",-3.63,"801,575",12.19,"2,921,005",25.84,"2,164,064",-12.26,"214,131",-28.70,"6,010,593",8.07,"940,942",6.84,"658,723",0.06,"275,086",-1.98,"2,678,499",0.83,"1,532,674",-1.03,"289,833",-3.33,"218,961",124.82,"2,418,540",11.35,"1,568,425",-1.69
2002M03,"21,683,242",5.61,"1,277,466",62.65,"12,432,002",-2.58,"2,134,873",0.49,"466,177",26.19,"9,830,952",-4.25,"2,082,362",6.27,"841,589",22.41,"61,978",-3.45,"1,178,795",-2.40,"132,334",-12.14,"45,624",-0.35,"2,056,609",38.53,"128,051",-41.19,"46,848",10.90,"128,026",-0.85,"3,353,920",13.50,"159,183",35.98,"13,369,643",6.59,"237,332",-5.55,"825,505",14.22,"2,982,783",27.73,"2,150,320",-12.15,"198,331",-27.66,"6,011,502",6.74,"963,870",9.51,"660,578",-0.50,"272,918",-3.51,"2,660,684",-0.64,"1,530,751",-2.33,"276,575",-14.12,"236,234",140.55,"2,481,124",11.49,"1,566,303",-2.13
2002M04,"21,807,765",7.04,"1,302,001",61.34,"12,438,812",-1.72,"2,168,031",2.78,"472,162",31.12,"9,798,619",-3.81,"2,017,470",2.29,"821,607",16.28,"63,731",8.68,"1,132,132",-6.21,"128,754",-1.56,"45,624",-0.35,"2,266,858",49.68,"162,794",-32.45,"47,064",15.12,"133,038",-0.85,"3,265,350",15.33,"188,438",47.18,"13,317,722",7.09,"219,066",-2.76,"848,824",17.26,"2,970,413",31.51,"2,172,546",-10.80,"188,592",-25.34,"6,000,336",5.77,"917,945",5.86,"671,185",-1.12,"269,909",-0.19,"2,738,164",1.61,"1,539,675",-1.75,"272,564",-16.46,"244,570",145.11,"2,540,566",18.51,"1,564,647",-1.97
2002M05,"21,918,805",6.35,"1,262,690",39.81,"12,353,401",-1.90,"2,076,957",2.74,"476,205",31.28,"9,800,239",-4.00,"1,999,113",2.02,"883,122",21.99,"55,223",0.59,"1,060,768",-10.16,"121,021",7.34,"45,623",-0.35,"2,432,690",58.85,"168,067",-44.25,"46,718",17.48,"127,142",-2.51,"3,362,340",12.35,"201,795",61.51,"13,238,130",6.36,"213,443",1.53,"863,247",20.81,"2,910,634",31.75,"2,180,977",-9.83,"186,658",-25.02,"6,001,193",5.32,"881,978",-6.78,"695,273",0.53,"266,318",-4.61,"2,734,149",1.27,"1,539,999",-1.99,"269,281",-19.96,"259,059",142.03,"2,748,216",17.83,"1,506,584",-5.38
2002M06,"21,973,716",4.65,"1,246,719",28.18,"12,366,845",-2.56,"2,017,912",-1.07,"487,572",33.04,"9,861,361",-4.12,"1,887,254",-2.53,"885,262",23.90,"48,795",-10.97,"953,197",-18.32,"128,220",0.99,"45,617",-0.02,"2,649,961",75.73,"157,132",-52.26,"44,408",0.14,"127,478",1.99,"3,320,082",3.16,"260,995",110.41,"13,398,317",5.29,"265,550",1.98,"929,936",22.63,"2,925,436",27.16,"2,259,414",-5.36,"190,053",-29.92,"6,018,431",4.97,"809,497",-20.09,"701,337",0.96,"263,404",-3.42,"2,734,172",-0.71,"1,548,188",-2.42,"278,501",-15.88,"277,444",162.05,"2,610,398",8.58,"1,449,148",-8.69
