期間,遠期利率協議_原始值,遠期利率協議_年增率(%),遠期利率協議_原始值,遠期利率協議_年增率(%),換利_原始值,換利_年增率(%),換利_原始值,換利_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
1999M08,0,--,701,11.80,"5,500",-6.78,"1,879",-76.25,0,--,0,-100.00,0,--,0,-100.00,"5,500",-6.78,"2,580",-75.16
1999M09,0,--,"2,226",--,"3,875",-42.92,"3,895",-91.69,0,--,318,-71.17,0,--,318,-72.87,"3,875",-42.92,"6,757",-86.25
1999M10,0,--,"20,633",452.57,"9,060",144.86,"8,655",-8.03,0,--,"2,412",16.24,0,--,"2,412",12.71,"9,060",144.86,"34,112",96.50
1999M11,0,--,"7,444",--,"9,025",314.94,"5,038",81.16,0,--,"2,757",--,0,--,"2,630",--,"9,025",314.94,"17,869",542.54
1999M12,0,-100.00,"9,189",185.28,"6,100",221.05,"6,236",79.97,0,--,385,-45.70,0,--,480,--,"6,100",209.49,"16,290",120.28
2000M01,0,--,"1,535",-40.60,"8,665",117.99,"3,630",18.01,0,--,214,167.50,0,--,245,68.97,"8,665",117.99,"5,624",-4.44
2000M02,0,--,"6,454","2,502.42","4,104",5.23,"12,700","2,256.22",0,--,"3,475","2,006.06",0,--,"3,445","3,379.80","4,104",5.23,"26,074","2,380.88"
2000M03,0,--,"4,386",-2.64,"15,921",115.15,"2,278",-65.94,0,--,263,-36.78,0,--,263,-64.17,"15,921",115.15,"7,190",-41.75
2000M04,919,--,"2,989",--,"5,652",-58.41,"1,644",-50.57,100,--,"3,439",238.82,0,--,"3,439",114.27,"6,671",-50.91,"11,511",93.59
2000M05,0,--,"9,755",138.28,"6,408",24.43,"15,030",153.80,0,--,"5,550","15,757.14",0,--,"5,550","8,061.76","6,408",24.43,"35,885",254.63
2000M06,250,--,"16,277",68.05,"6,650",-54.95,"6,942",-12.36,0,--,0,-100.00,0,--,86,-95.72,"6,900",-53.26,"23,305",7.78
2000M07,"2,900",866.67,"4,660",20.73,"3,600",-46.75,"11,561",286.53,0,--,335,--,0,--,365,--,"6,500",-7.93,"16,921",146.99
2000M08,"3,350",--,"10,366","1,378.74","9,268",68.51,"8,279",340.61,0,--,"1,864",--,0,--,"2,040",--,"12,618",129.42,"22,549",773.99
2000M09,"18,043",--,"3,372",51.48,"5,600",44.52,"8,393",115.48,0,--,0,-100.00,0,--,166,-47.80,"23,643",510.14,"11,931",76.57
2000M10,"1,400",--,"25,555",23.85,"7,150",-21.08,"17,727",104.82,0,--,0,-100.00,0,--,227,-90.59,"8,550",-5.63,"43,509",27.55
2000M11,"2,450",--,"35,561",377.71,"6,040",-33.07,"11,297",124.24,0,--,660,-76.06,0,--,"1,244",-52.70,"8,490",-5.93,"48,762",172.89
2000M12,"7,250",--,"36,190",293.84,"2,814",-53.87,"25,196",304.04,0,--,155,-59.74,0,--,353,-26.46,"10,064",64.98,"61,894",279.95
2001M01,"8,250",--,"19,759","1,187.23","3,730",-56.95,"3,012",-17.02,0,--,0,-100.00,0,--,0,-100.00,"11,980",38.26,"22,771",304.89
2001M02,"3,950",--,"13,908",115.49,"3,710",-9.60,"13,956",9.89,0,--,"1,132",-67.42,0,--,"1,390",-59.65,"7,660",86.65,"30,386",16.54
2001M03,"6,300",--,"25,673",485.34,"8,710",-45.29,"7,194",215.80,99,--,"1,937",636.50,132,--,"2,036",674.14,"15,241",-4.27,"36,840",412.38
2001M04,"3,350",264.53,"29,920",901.00,"11,239",98.85,"21,530","1,209.61",0,-100.00,"1,415",-58.85,0,--,"1,745",-49.26,"14,589",118.69,"54,610",374.42
2001M05,"3,350",--,"17,187",76.19,"12,250",91.17,"48,085",219.93,0,--,"3,702",-33.30,0,--,"3,702",-33.30,"15,600",143.45,"72,676",102.52
2001M06,"2,900","1,060.00","36,673",125.31,"7,724",16.15,"52,378",654.51,0,--,35,--,0,--,35,-59.30,"10,624",53.97,"89,121",282.41
2001M07,"4,650",60.34,"29,822",539.96,"31,366",771.28,"37,117",221.05,0,--,"2,120",532.84,0,--,"4,761","1,204.38","36,016",454.09,"73,820",336.26
2001M08,"8,850",164.18,"38,676",273.10,"20,507",121.27,"68,858",731.72,0,--,"2,764",48.28,0,--,726,-64.41,"29,357",132.66,"111,024",392.37
2001M09,"6,300",-65.08,"59,914","1,676.81","16,666",197.61,"21,868",160.55,0,--,"1,555",--,0,--,"1,382",732.53,"22,966",-2.86,"84,719",610.07
2001M10,600,-57.14,"20,519",-19.71,"19,243",169.13,"36,446",105.60,0,--,"1,762",--,0,--,"1,382",508.81,"19,843",132.08,"60,109",38.15
2001M11,"1,429",-41.67,"93,378",162.59,"42,074",596.59,"76,706",578.99,600,--,224,-66.06,"1,373",--,103,-91.72,"45,476",435.64,"170,411",249.48
2001M12,0,-100.00,"32,723",-9.58,"17,527",522.85,"34,536",37.07,44,--,418,169.68,556,--,243,-31.16,"18,127",80.12,"67,920",9.74
2002M01,"3,300",-60.00,"87,968",345.20,"69,932","1,774.85","58,515","1,842.73",0,--,"9,591",--,583,--,"9,413",--,"73,815",516.15,"165,487",626.74
2002M02,"1,642",-58.43,"53,533",284.91,"29,483",694.69,"19,818",42.00,0,--,"3,266",188.52,138,--,"2,978",114.24,"31,263",308.13,"79,595",161.95
2002M03,"3,050",-51.59,"115,838",351.21,"56,036",543.35,"75,396",948.04,0,-100.00,"4,779",146.72,0,-100.00,"4,190",105.80,"59,086",287.68,"200,203",443.44
2002M04,"9,600",186.57,"58,614",95.90,"91,288",712.24,"71,888",233.90,"14,950",--,"11,566",717.39,0,--,"11,549",561.83,"115,838",694.01,"153,617",181.30
2002M05,"10,800",222.39,"63,238",267.94,"167,148","1,264.47","32,646",-32.11,"27,225",--,"11,163",201.54,"27,700",--,"11,506",210.80,"232,873","1,392.78","118,553",63.13
2002M06,"3,950",36.21,"103,106",181.15,"50,393",552.42,"52,202",-0.34,"10,000",--,"2,792","7,877.14","1,151",--,"3,460","9,785.71","65,494",516.47,"161,560",81.28
2002M07,"1,100",-76.34,"141,363",374.02,"66,758",112.84,"76,403",105.84,"14,350",--,"3,325",56.84,"1,309",--,"2,701",-43.27,"83,517",131.89,"223,792",203.16
2002M08,"5,500",-37.85,"132,393",242.31,"71,730",249.78,"61,772",-10.29,"17,870",--,"2,646",-4.27,373,--,"5,262",624.79,"95,473",225.21,"202,073",82.01
2002M09,"9,300",47.62,"101,263",69.01,"48,208",189.26,"51,749",136.64,"9,497",--,"1,055",-32.15,"2,920",--,"1,177",-14.83,"69,925",204.47,"155,244",83.25
2002M10,"7,800","1,200.00","84,722",312.90,"77,870",304.67,"74,994",105.77,"15,025",--,"11,308",541.77,"1,271",--,"1,943",40.59,"101,966",413.86,"172,967",187.76
2002M11,"1,000",-30.02,"9,051",-90.31,"121,323",188.36,"97,530",27.15,"10,555","1,659.17","35,370","15,690.18","24,319","1,671.23","2,141","1,978.64","157,197",245.67,"144,092",-15.44
2002M12,"2,000",--,"36,640",11.97,"48,910",179.06,"66,296",91.96,"5,510","12,422.73","6,041","1,345.22",400,-28.06,"2,740","1,027.57","56,820",213.46,"111,717",64.48
2003M01,"9,000",172.73,"25,610",-70.89,"124,413",77.91,"61,809",5.63,"11,055",--,"16,952",76.75,"10,200","1,649.57",867,-90.79,"154,668",109.53,"105,238",-36.41
2003M02,"3,500",113.15,"27,412",-48.79,"107,851",265.81,"61,169",208.65,"20,903",--,"21,373",554.41,"14,585","10,468.84",943,-68.33,"146,839",369.69,"110,897",39.33
2003M03,"15,300",401.64,"99,415",-14.18,"92,289",64.70,"106,701",41.52,"10,900",--,"4,919",2.93,"9,550",--,"1,769",-57.78,"128,039",116.70,"212,804",6.29
2003M04,"4,700",-51.04,"45,140",-22.99,"133,612",46.36,"115,253",60.32,"11,408",-23.69,"42,212",264.97,"46,300",--,"3,431",-70.29,"196,020",69.22,"206,036",34.12
2003M05,"2,000",-81.48,"55,925",-11.56,"65,060",-61.08,"121,690",272.76,"9,250",-66.02,"10,262",-8.07,"15,080",-45.56,"2,782",-75.82,"91,390",-60.76,"190,659",60.82
2003M06,"1,000",-74.68,"99,899",-3.11,"107,995",114.31,"121,646",133.03,"3,569",-64.31,"13,240",374.21,"3,875",236.66,"4,684",35.38,"116,439",77.79,"239,469",48.22
2003M07,0,-100.00,"40,878",-71.08,"194,680",191.62,"106,893",39.91,"33,148",131.00,"18,503",456.48,"26,900","1,955.00","13,083",384.38,"254,728",205.00,"179,357",-19.86
2003M08,"4,000",-27.27,"60,310",-54.45,"212,934",196.85,"129,807",110.14,"23,902",33.75,"19,388",632.73,"26,227","6,931.37","21,059",300.21,"267,063",179.73,"230,564",14.10
2003M09,"3,000",-67.74,"72,288",-28.61,"129,185",167.97,"111,766",115.98,"15,231",60.38,"23,186","2,097.73","5,542",89.79,"3,590",205.01,"152,958",118.75,"210,830",35.81
2003M10,"2,500",-67.95,"50,121",-40.84,"124,250",59.56,"89,466",19.30,"15,350",2.16,"13,638",20.60,"1,646",29.50,"8,546",339.84,"143,746",40.97,"161,771",-6.47
2003M11,0,-100.00,"55,132",509.13,"129,272",6.55,"97,871",0.35,"10,200",-3.36,"5,502",-84.44,"3,195",-86.86,"4,070",90.10,"142,667",-9.24,"162,575",12.83
2003M12,0,-100.00,"22,766",-37.87,"82,391",68.45,"115,569",74.32,"9,430",71.14,"5,302",-12.23,"1,625",306.25,"3,330",21.53,"93,446",64.46,"146,967",31.55
2004M01,0,-100.00,"13,857",-45.89,"96,531",-22.41,"142,705",130.88,"16,975",53.55,"5,679",-66.50,"4,441",-56.46,"117,417","13,442.91","117,947",-23.74,"279,658",165.74
2004M02,"2,000",-42.86,"15,471",-43.56,"174,815",62.09,"211,721",246.12,"39,194",87.50,"35,080",64.13,"6,602",-54.73,"55,146","5,747.93","222,611",51.60,"317,418",186.23
2004M03,"1,000",-93.46,"27,650",-72.19,"150,170",62.72,"270,192",153.22,"20,363",86.82,"11,039",124.42,"4,415",-53.77,"36,245","1,948.90","175,948",37.42,"345,126",62.18
2004M04,0,-100.00,"41,051",-9.06,"278,911",108.75,"273,208",137.05,"30,574",168.00,"187,524",344.24,"5,056",-89.08,"393,685","11,374.35","314,541",60.46,"895,468",334.62
2004M05,"5,000",150.00,"28,518",-49.01,"278,859",328.62,"257,427",111.54,"23,100",149.73,"105,926",932.22,"5,113",-66.09,"78,310","2,714.88","312,072",241.47,"470,181",146.61
2004M06,"2,850",185.00,"67,033",-32.90,"239,284",121.57,"227,483",87.00,"6,877",92.69,"44,807",238.42,"5,670",46.32,"33,127",607.24,"254,681",118.72,"372,450",55.53
2004M07,"5,100",--,"56,571",38.39,"215,042",10.46,"142,329",33.15,"15,905",-52.02,"4,088",-77.91,"10,761",-60.00,"30,385",132.25,"246,808",-3.11,"233,373",30.12
2004M08,"2,600",-35.00,"47,844",-20.67,"163,038",-23.43,"133,477",2.83,"13,793",-42.29,"7,151",-63.12,"3,636",-86.14,"50,448",139.56,"183,067",-31.45,"238,920",3.62
2004M09,"21,050",601.67,"138,074",91.01,"146,670",13.53,"176,730",58.13,"31,746",108.43,"33,112",42.81,"39,551",613.66,"40,593","1,030.72","239,017",56.26,"388,509",84.28
2004M10,"9,417",276.68,"31,095",-37.96,"162,472",30.76,"139,052",55.42,"36,806",139.78,"4,569",-66.50,"14,332",770.72,"16,323",91.00,"223,027",55.15,"191,039",18.09
2004M11,"7,600",--,"111,264",101.81,"163,910",26.79,"221,330",126.14,"44,985",341.03,"77,410","1,306.94","21,927",586.29,"61,685","1,415.60","238,422",67.12,"471,689",190.14
2004M12,600,--,"85,702",276.45,"116,721",41.67,"304,783",163.72,"34,619",267.12,"45,488",757.94,"31,127","1,815.51","25,313",660.15,"183,067",95.91,"461,286",213.87
2005M01,"11,228",--,"76,609",452.85,"188,792",95.58,"167,363",17.28,"54,725",222.39,"9,963",75.44,"36,996",733.06,"45,304",-61.42,"291,741",147.35,"299,239",7.00
2005M02,"4,487",124.35,"46,605",201.24,"142,787",-18.32,"67,091",-68.31,"40,735",3.93,"8,093",-76.93,"33,967",414.50,"20,037",-63.67,"221,976",-0.29,"141,826",-55.32
2005M03,"4,095",309.50,"50,094",81.17,"348,964",132.38,"359,916",33.21,"105,913",420.12,"35,524",221.80,"52,861","1,097.30","91,574",152.65,"511,833",190.90,"537,108",55.63
2005M04,997,--,"3,128",-92.38,"196,755",-29.46,"262,132",-4.05,"39,408",28.89,"17,084",-90.89,"27,616",446.20,"47,496",-87.94,"264,776",-15.82,"329,840",-63.17
2005M05,"23,589",371.78,"53,944",89.16,"254,962",-8.57,"274,508",6.64,"44,667",93.36,"13,551",-87.21,"31,645",518.91,"59,051",-24.59,"354,863",13.71,"401,054",-14.70
2005M06,105,-96.32,"43,938",-34.45,"381,081",59.26,"276,243",21.43,"101,991","1,383.07","43,396",-3.15,"122,952","2,068.47","73,955",123.25,"606,129",138.00,"437,532",17.47
2005M07,0,-100.00,"48,473",-14.31,"284,749",32.42,"212,060",48.99,"74,211",366.59,"23,454",473.73,"64,489",499.28,"8,878",-70.78,"423,449",71.57,"292,865",25.49
2005M08,0,-100.00,"8,845",-81.51,"288,424",76.91,"192,658",44.34,"78,267",467.44,"51,884",625.55,"67,739","1,763.01","17,059",-66.18,"434,430",137.31,"270,446",13.20
2005M09,"8,103",-61.51,"124,777",-9.63,"352,925",140.63,"238,979",35.22,"109,118",243.72,"51,940",56.86,"93,834",137.25,"22,689",-44.11,"563,980",135.96,"438,385",12.84
2005M10,"29,112",209.14,"106,046",241.04,"241,923",48.90,"203,191",46.13,"110,436",200.05,"23,336",410.75,"78,841",450.10,"25,237",54.61,"460,312",106.39,"357,810",87.30
2005M11,91,-98.80,"164,903",48.21,"403,960",146.45,"166,268",-24.88,"90,872",102.01,"4,076",-94.73,"61,052",178.43,"33,031",-46.45,"555,975",133.19,"368,278",-21.92
2005M12,15,-97.50,"90,667",5.79,"193,604",65.87,"147,751",-51.52,"83,597",141.48,"13,128",-71.14,"59,699",91.79,"22,489",-11.16,"336,915",84.04,"274,035",-40.59
2006M01,"32,000",185.00,"47,343",-38.20,"386,549",104.75,"162,889",-2.67,"96,498",76.33,"23,297",133.84,"95,233",157.41,"42,053",-7.18,"610,280",109.19,"275,582",-7.91
2006M02,"52,000","1,058.90","74,807",60.51,"416,215",191.49,"175,732",161.93,"161,559",296.61,"8,382",3.57,"156,806",361.64,"38,169",90.49,"786,580",254.35,"297,090",109.47
2006M03,"31,500",669.23,"116,861",133.28,"462,042",32.40,"362,777",0.79,"130,110",22.85,"7,354",-79.30,"104,013",96.77,"25,098",-72.59,"727,665",42.17,"512,090",-4.66
2006M04,"16,000","1,504.81","36,781","1,075.86","531,515",170.14,"168,175",-35.84,"113,513",188.05,"11,856",-30.60,"100,597",264.27,"14,216",-70.07,"761,625",187.65,"231,028",-29.96
2006M05,"60,000",154.36,"179,479",232.71,"680,286",166.82,"140,821",-48.70,"96,487",116.01,"3,917",-71.09,"101,964",222.21,"17,693",-70.04,"938,737",164.54,"341,910",-14.75
2006M06,"30,000","28,471.43","95,350",117.01,"480,600",26.11,"286,107",3.57,"146,980",44.11,"15,097",-65.21,"166,276",35.24,"5,870",-92.06,"823,856",35.92,"402,424",-8.02
2006M07,"3,000",--,"110,716",128.41,"382,427",34.30,"193,353",-8.82,"131,652",77.40,"3,898",-83.38,"111,209",72.45,"5,563",-37.34,"628,288",48.37,"313,530",7.06
2006M08,"1,000",--,"47,714",439.45,"395,841",37.24,"195,164",1.30,"76,269",-2.55,"18,587",-64.18,"76,129",12.39,"44,306",159.72,"549,239",26.43,"305,771",13.06
2006M09,0,-100.00,"56,598",-54.64,"486,925",37.97,"103,555",-56.67,"114,994",5.38,"20,553",-60.43,"113,718",21.19,"4,131",-81.79,"715,637",26.89,"184,837",-57.84
2006M10,0,-100.00,"18,293",-82.75,"344,223",42.29,"142,977",-29.63,"93,990",-14.89,"14,760",-36.75,"94,661",20.07,"2,023",-91.98,"532,874",15.76,"178,053",-50.24
2006M11,"2,000","2,097.80","16,216",-90.17,"436,307",8.01,"135,401",-18.56,"98,782",8.70,"6,898",69.23,"104,279",70.80,"13,251",-59.88,"641,368",15.36,"171,766",-53.36
2006M12,"20,001","133,240.00","3,912",-95.69,"195,927",1.20,"183,392",24.12,"86,141",3.04,"32,514",147.67,"94,947",59.04,"10,020",-55.44,"397,016",17.84,"229,838",-16.13
2007M01,0,-100.00,"9,555",-79.82,"308,969",-20.07,"239,117",46.80,"99,731",3.35,"14,179",-39.14,"134,084",40.80,"7,732",-81.61,"542,784",-11.06,"270,583",-1.81
2007M02,0,-100.00,"3,295",-95.60,"183,247",-55.97,"186,667",6.22,"82,884",-48.70,"3,271",-60.98,"97,184",-38.02,"9,858",-74.17,"363,315",-53.81,"203,091",-31.64
2007M03,0,-100.00,"24,817",-78.76,"325,920",-29.46,"372,632",2.72,"94,192",-27.61,"15,777",114.54,"107,704",3.55,"42,964",71.18,"527,816",-27.46,"456,190",-10.92
2007M04,0,-100.00,"7,321",-80.10,"520,453",-2.08,"185,667",10.40,"115,426",1.69,"9,907",-16.44,"125,990",25.24,"16,336",14.91,"761,869",0.03,"219,231",-5.11
2007M05,"5,000",-91.67,"14,547",-91.89,"900,674",32.40,"181,311",28.75,"265,656",175.33,"1,124",-71.30,"311,129",205.14,"34,382",94.33,"1,482,459",57.92,"231,364",-32.33
2007M06,"8,000",-73.33,0,-100.00,"931,283",93.78,"386,852",35.21,"119,608",-18.62,"21,277",40.94,"106,360",-36.03,"40,710",593.53,"1,165,251",41.44,"448,839",11.53
2007M07,0,-100.00,"75,124",-32.15,"670,001",75.20,"183,072",-5.32,"100,745",-23.48,"9,859",152.92,"104,505",-6.03,"45,938",725.78,"875,251",39.31,"313,993",0.15
2007M08,0,-100.00,"79,635",66.90,"667,139",68.54,"458,685",135.03,"123,875",62.42,"39,645",113.29,"113,187",48.68,"39,609",-10.60,"904,201",64.63,"617,574",101.97
2007M09,"50,000",--,"9,140",-83.85,"300,399",-38.31,"114,761",10.82,"96,958",-15.68,"16,619",-19.14,"115,901",1.92,"58,296","1,311.18","563,258",-21.29,"198,816",7.56
2007M10,0,--,"27,386",49.71,"352,222",2.32,"225,226",57.53,"90,442",-3.77,"19,452",31.79,"115,544",22.06,"35,242","1,642.07","558,208",4.75,"307,306",72.59
2007M11,500,-75.00,"120,968",645.98,"410,212",-5.98,"350,828",159.10,"55,142",-44.18,"39,044",466.02,"63,041",-39.55,"16,531",24.75,"528,895",-17.54,"527,371",207.03
2007M12,0,-100.00,"51,259","1,210.30","192,701",-1.65,"169,002",-7.85,"48,546",-43.64,"27,121",-16.59,"58,103",-38.80,"7,755",-22.60,"299,350",-24.60,"255,137",11.01
2008M01,0,--,"109,398","1,044.93","554,180",79.36,"381,373",59.49,"108,458",8.75,"48,933",245.11,"108,994",-18.71,"10,830",40.07,"771,632",42.16,"550,534",103.46
2008M02,"5,500",--,"140,382","4,160.46","442,461",141.46,"552,905",196.20,"28,224",-65.95,324,-90.09,"28,453",-70.72,"13,554",37.49,"504,638",38.90,"707,165",248.20
2008M03,0,--,"15,202",-38.74,"432,330",32.65,"1,006,586",170.13,"52,211",-44.57,"66,121",319.10,"60,365",-43.95,"21,958",-48.89,"544,906",3.24,"1,109,867",143.29
2008M04,0,--,"37,147",407.40,"533,206",2.45,"371,427",100.05,"78,270",-32.19,"6,078",-38.65,"80,744",-35.91,"10,644",-34.84,"692,220",-9.14,"425,296",93.99
2008M05,0,-100.00,"34,215",135.20,"524,871",-41.72,"354,164",95.34,"39,544",-85.11,"12,072",974.02,"44,350",-85.75,"9,102",-73.53,"608,765",-58.94,"409,553",77.02
2008M06,0,-100.00,"21,855",--,"696,550",-25.21,"397,319",2.71,"39,000",-67.39,285,-98.66,"36,902",-65.30,"16,870",-58.56,"772,452",-33.71,"436,329",-2.79
2008M07,61,--,"21,413",-71.50,"408,045",-39.10,"531,622",190.39,"55,048",-45.36,256,-97.40,"53,568",-48.74,"6,637",-85.55,"516,722",-40.96,"559,928",78.32
2008M08,"1,500",--,"11,347",-85.75,"442,935",-33.61,"428,034",-6.68,"19,939",-83.90,"3,320",-91.63,"18,198",-83.92,"5,326",-86.55,"482,572",-46.63,"448,027",-27.45
2008M09,309,-99.38,"28,598",212.89,"500,737",66.69,"615,508",436.34,"32,160",-66.83,"18,097",8.89,"27,574",-76.21,"2,397",-95.89,"560,780",-0.44,"664,600",234.28
2008M10,900,--,"65,663",139.77,"325,927",-7.47,"351,195",55.93,"37,742",-58.27,"19,797",1.77,"34,500",-70.14,330,-99.06,"399,069",-28.51,"436,985",42.20
2008M11,0,-100.00,"48,944",-59.54,"226,351",-44.82,"474,543",35.26,"43,498",-21.12,33,-99.92,"47,261",-25.03,"2,014",-87.82,"317,110",-40.04,"525,534",-0.35
2008M12,106,--,"62,101",21.15,"185,820",-3.57,"1,009,431",497.29,"25,762",-46.93,"1,304",-95.19,"55,375",-4.70,0,-100.00,"267,063",-10.79,"1,072,836",320.49
2009M01,0,--,"57,205",-47.71,"364,040",-34.31,"1,145,341",200.32,"15,204",-85.98,"15,094",-69.15,"13,611",-87.51,760,-92.98,"392,855",-49.09,"1,218,400",121.31
2009M02,0,-100.00,"17,475",-87.55,"399,776",-9.65,"1,552,723",180.83,"28,612",1.37,"15,424","4,660.49","25,397",-10.74,"1,746",-87.12,"453,785",-10.08,"1,587,368",124.47
2009M03,0,--,"24,759",62.87,"444,080",2.72,"1,738,332",72.70,"43,878",-15.96,"19,205",-70.95,"38,457",-36.29,"2,298",-89.53,"526,415",-3.39,"1,784,594",60.79
2009M04,0,--,"18,767",-49.48,"472,120",-11.46,"1,554,610",318.55,"14,829",-81.05,0,-100.00,"17,607",-78.19,"1,879",-82.35,"504,556",-27.11,"1,575,256",270.39
2009M05,0,--,"27,426",-19.84,"355,228",-32.32,"1,657,452",367.99,"13,189",-66.65,784,-93.51,"15,786",-64.41,"2,295",-74.79,"384,203",-36.89,"1,687,957",312.15
2009M06,0,--,"33,476",53.17,"492,289",-29.32,"1,975,621",397.24,"30,983",-20.56,"6,027","2,014.74","25,769",-30.17,897,-94.68,"549,041",-28.92,"2,016,021",362.04
2009M07,0,-100.00,0,-100.00,"458,991",12.49,"1,954,064",267.57,"33,960",-38.31,"4,529","1,669.14","39,003",-27.19,"5,510",-16.98,"531,954",2.95,"1,964,103",250.78
2009M08,0,-100.00,"5,268",-53.57,"541,162",22.18,"2,155,477",403.58,"32,108",61.03,"14,223",328.40,"22,910",25.89,853,-83.98,"596,180",23.54,"2,175,821",385.65
2009M09,0,-100.00,"6,440",-77.48,"559,031",11.64,"1,095,779",78.03,"22,175",-31.05,"21,229",17.31,"25,135",-8.85,213,-91.11,"606,341",8.12,"1,123,661",69.07
2009M10,0,-100.00,0,-100.00,"623,000",91.15,"309,240",-11.95,"26,591",-29.55,"9,275",-53.15,"26,143",-24.22,"2,371",618.48,"675,734",69.33,"320,886",-26.57
2009M11,0,--,0,-100.00,"406,273",79.49,"182,773",-61.48,"14,129",-67.52,"16,604","50,215.15","13,075",-72.33,959,-52.38,"433,477",36.70,"200,336",-61.88
2009M12,0,-100.00,0,-100.00,"329,661",77.41,"233,673",-76.85,"17,540",-31.92,"10,988",742.64,"14,170",-74.41,"11,692",--,"361,371",35.31,"256,353",-76.11
2010M01,"10,350",--,0,-100.00,"768,774",111.18,"724,293",-36.76,"30,765",102.35,"24,502",62.33,"29,228",114.74,"14,456","1,802.11","839,117",113.59,"763,251",-37.36
2010M02,"4,200",--,"1,106",-93.67,"270,998",-32.21,"691,288",-55.48,"50,072",75.00,"20,963",35.91,"45,052",77.39,"14,251",716.21,"370,322",-18.39,"727,608",-54.16
2010M03,"7,000",--,954,-96.15,"710,409",59.97,"507,437",-70.81,"59,894",36.50,"3,337",-82.62,"53,308",38.62,"4,687",103.96,"830,611",57.79,"516,415",-71.06
2010M04,"1,157",--,471,-97.49,"500,599",6.03,"488,733",-68.56,"33,422",125.38,0,--,"27,619",56.86,"3,140",67.11,"562,797",11.54,"492,344",-68.75
2010M05,0,--,"8,023",-70.75,"566,974",59.61,"377,057",-77.25,"41,676",215.99,"48,480","6,083.74","34,230",116.84,"8,551",272.59,"642,880",67.33,"442,112",-73.81
2010M06,"12,911",--,"3,220",-90.38,"443,199",-9.97,"342,115",-82.68,"38,011",22.68,"11,884",97.18,"39,512",53.33,483,-46.15,"533,633",-2.81,"357,702",-82.26
2010M07,0,--,0,--,"415,233",-9.53,"173,995",-91.10,"19,315",-43.12,0,-100.00,"21,170",-45.72,"6,071",10.18,"455,718",-14.33,"180,066",-90.83
