期間,總計-人數- 計(人)_原始值,總計-人數- 計(人)_年增率(%),總計-人數- 男(人)_原始值,總計-人數- 男(人)_年增率(%),總計-人數- 女(人)_原始值,總計-人數- 女(人)_年增率(%),總計-金額(元)_原始值,總計-金額(元)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_年增率(%)
2001M11,"179,777",...,...,...,...,...,"829,460,301",...,"2,923",...,"17,592,540",...,"8,368",...,"49,979,800",...,"7,487",...,"44,477,477",...,"83,763",...,"488,728,055",...,"77,236",...,"228,682,429",...
2001M12,"181,211",...,...,...,...,...,"835,587,574",...,"2,895",...,"17,388,540",...,"8,346",...,"49,788,528",...,"7,458",...,"44,520,460",...,"84,157",...,"491,826,601",...,"78,355",...,"232,063,445",...
2002M01,"173,100",1.04,...,...,...,...,"802,649,267",2.05,"2,716",-24.07,"16,362,755",-23.98,"7,796",-7.79,"46,589,580",-6.77,"7,328",21.59,"43,509,992",20.74,"82,114",-2.63,"479,701,919",1.38,"73,146",6.14,"216,485,021",5.18
2002M02,"176,090",2.36,...,...,...,...,"818,376,950",3.35,"2,740",-23.31,"16,556,540",-22.69,"7,784",-7.69,"46,520,400",-6.63,"7,203",17.54,"42,864,620",17.08,"83,852",0.05,"491,609,997",3.63,"74,511",6.30,"220,825,393",5.34
2002M03,"174,271",0.13,...,...,...,...,"807,530,053",-0.47,"2,727",-25.25,"16,400,540",-25.39,"7,838",-9.62,"46,868,500",-9.80,"7,258",16.54,"43,245,000",14.63,"81,726",-4.46,"479,428,600",-2.10,"74,722",6.82,"221,587,413",5.53
2002M04,"177,551",0.20,...,...,...,...,"823,189,511",-0.04,"2,715",-11.53,"16,415,540",-11.07,"7,899",-7.10,"47,238,180",-7.11,"7,289",0.50,"43,553,760",0.59,"83,031",-2.24,"488,558,478",-1.27,"76,617",4.33,"227,423,553",5.25
2002M05,"180,375",1.16,...,...,...,...,"838,500,313",0.97,"2,735",-7.32,"16,538,540",-7.29,"7,968",-4.71,"47,736,440",-4.68,"7,478",3.16,"44,622,280",2.82,"84,104",-1.47,"497,540,232",-0.28,"78,090",4.99,"232,062,821",5.38
2002M06,"182,043",4.49,...,...,...,...,"840,949,625",4.21,"2,728",-8.49,"16,406,540",-8.64,"7,976",-4.87,"47,598,700",-5.08,"7,570",2.85,"44,989,180",2.49,"84,812",4.49,"497,795,484",4.57,"78,957",6.23,"234,159,721",6.96
2002M07,"182,710",3.52,...,...,...,...,"844,739,560",2.97,"2,710",-8.26,"16,437,335",-7.73,"7,967",-5.75,"47,528,140",-5.87,"7,584",2.22,"45,057,400",1.80,"85,468",4.21,"501,499,396",3.84,"78,981",4.40,"234,217,289",4.17
2002M08,"182,753",2.29,...,...,...,...,"843,616,915",1.28,"2,689",-9.00,"16,154,540",-9.34,"7,961",-6.02,"47,516,440",-6.24,"7,635",1.64,"45,467,944",1.49,"85,444",2.79,"500,090,802",1.66,"79,024",3.17,"234,387,189",2.94
2002M09,"182,798",2.43,...,...,...,...,"843,673,274",2.08,"2,680",-8.78,"16,118,540",-9.01,"7,931",-4.62,"47,442,514",-4.57,"7,729",4.56,"45,869,795",4.33,"85,355",2.28,"499,823,316",2.28,"79,103",3.59,"234,419,109",3.56
2002M10,"182,746",1.99,...,...,...,...,"844,241,673",1.92,"2,653",-9.42,"15,950,540",-9.43,"7,886",-5.42,"47,313,440",-4.86,"7,808",4.04,"46,322,782",3.81,"85,292",1.90,"499,498,686",2.11,"79,107",3.13,"235,156,225",3.50
2002M11,"182,544",1.54,...,...,...,...,"843,317,607",1.67,"2,651",-9.31,"15,946,540",-9.36,"7,861",-6.06,"47,131,700",-5.70,"7,781",3.93,"46,036,618",3.51,"85,183",1.70,"499,169,764",2.14,"79,068",2.37,"235,032,985",2.78
2002M12,"182,392",0.65,...,...,...,...,"841,870,601",0.75,"2,657",-8.22,"16,031,800",-7.80,"7,734",-7.33,"46,364,180",-6.88,"7,842",5.15,"46,623,570",4.72,"85,091",1.11,"498,399,106",1.34,"79,068",0.91,"234,451,945",1.03
2003M01,"172,082",-0.59,"84,126",...,"87,956",...,"813,904,706",1.40,"2,675",-1.51,"16,135,100",-1.39,"7,204",-7.59,"43,036,300",-7.63,"7,861",7.27,"46,619,879",7.15,"86,752",5.65,"508,177,886",5.94,"67,590",-7.60,"199,935,541",-7.64
2003M02,"172,273",-2.17,"84,638",...,"87,635",...,"814,321,526",-0.50,"2,624",-4.23,"15,851,090",-4.26,"7,342",-5.68,"43,853,360",-5.73,"7,634",5.98,"45,380,539",5.87,"87,243",4.04,"509,494,936",3.64,"67,430",-9.50,"199,741,601",-9.55
2003M03,"170,239",-2.31,"83,144",...,"87,095",...,"806,302,611",-0.15,"2,626",-3.70,"15,875,800",-3.20,"7,324",-6.56,"43,857,975",-6.42,"7,727",6.46,"46,004,488",6.38,"86,281",5.57,"504,363,863",5.20,"66,281",-11.30,"196,200,485",-11.46
2003M04,"172,990",-2.57,"84,706",...,"88,284",...,"823,833,456",0.08,"2,610",-3.87,"15,710,800",-4.29,"7,338",-7.10,"43,868,595",-7.13,"7,905",8.45,"47,003,734",7.92,"87,954",5.93,"517,768,090",5.98,"67,183",-12.31,"199,482,237",-12.29
2003M05,"174,345",-3.34,"84,878",...,"89,467",...,"826,688,005",-1.41,"2,605",-4.75,"15,672,854",-5.23,"7,289",-8.52,"43,392,305",-9.10,"7,839",4.83,"46,334,917",3.84,"88,861",5.66,"520,812,532",4.68,"67,751",-13.24,"200,475,397",-13.61
2003M06,"174,721",-4.02,"85,000",...,"89,721",...,"829,125,248",-1.41,"2,591",-5.02,"15,608,800",-4.86,"7,282",-8.70,"43,596,538",-8.41,"7,894",4.28,"46,802,983",4.03,"89,038",4.98,"522,006,840",4.86,"67,916",-13.98,"201,110,087",-14.11
2003M07,"175,140",-4.14,"85,299",...,"89,841",...,"831,518,326",-1.57,"2,569",-5.20,"15,457,800",-5.96,"7,297",-8.41,"43,602,625",-8.26,"7,973",5.13,"47,291,880",4.96,"89,305",4.49,"523,859,367",4.46,"67,996",-13.91,"201,306,654",-14.05
2003M08,"174,561",-4.48,"85,199",...,"89,362",...,"828,377,143",-1.81,"2,556",-4.95,"15,407,800",-4.62,"7,295",-8.37,"43,586,446",-8.27,"8,055",5.50,"47,753,544",5.03,"89,175",4.37,"522,067,455",4.39,"67,480",-14.61,"199,561,898",-14.86
2003M09,"174,432",-4.58,"85,001",...,"89,431",...,"828,279,035",-1.82,"2,565",-4.29,"15,434,800",-4.24,"7,290",-8.08,"43,504,885",-8.30,"8,075",4.48,"47,806,277",4.22,"89,028",4.30,"521,948,145",4.43,"67,474",-14.70,"199,584,928",-14.86
2003M10,"174,348",-4.60,"84,788",...,"89,560",...,"826,949,186",-2.05,"2,540",-4.26,"15,272,800",-4.25,"7,275",-7.75,"43,335,575",-8.41,"8,138",4.23,"48,145,040",3.93,"89,038",4.39,"520,907,941",4.29,"67,357",-14.85,"199,287,830",-15.25
2003M11,"174,192",-4.58,"84,742",...,"89,450",...,"826,296,650",-2.02,"2,560",-3.43,"15,431,800",-3.23,"7,193",-8.50,"43,099,205",-8.56,"8,109",4.22,"47,988,883",4.24,"89,144",4.65,"522,116,440",4.60,"67,186",-15.03,"197,660,322",-15.90
2003M12,"173,951",-4.63,"84,609",...,"89,342",...,"823,879,917",-2.14,"2,506",-5.68,"15,062,800",-6.04,"7,177",-7.20,"42,666,625",-7.98,"8,115",3.48,"47,870,085",2.67,"89,158",4.78,"521,280,251",4.59,"66,995",-15.27,"197,000,156",-15.97
2004M01,"162,932",-5.32,"78,678",-6.48,"84,254",-4.21,"780,172,924",-4.14,"2,230",-16.64,"13,472,800",-16.50,"6,464",-10.27,"38,761,192",-9.93,"7,178",-8.69,"42,728,456",-8.35,"85,446",-1.51,"503,710,810",-0.88,"61,614",-8.84,"181,499,666",-9.22
2004M02,"160,001",-7.12,"77,488",-8.45,"82,513",-5.84,"775,853,684",-4.72,"2,210",-15.78,"13,445,072",-15.18,"6,348",-13.54,"37,913,680",-13.54,"7,037",-7.82,"41,609,906",-8.31,"86,799",-0.51,"512,849,050",0.66,"57,607",-14.57,"170,035,976",-14.87
2004M03,"160,908",-5.48,"77,859",-6.36,"83,049",-4.65,"780,997,417",-3.14,"2,218",-15.54,"13,493,230",-15.01,"6,310",-13.84,"37,907,434",-13.57,"7,223",-6.52,"43,161,016",-6.18,"87,377",1.27,"516,220,567",2.35,"57,780",-12.83,"170,215,170",-13.24
2004M04,"161,463",-6.66,"78,327",-7.53,"83,136",-5.83,"781,934,521",-5.09,"2,252",-13.72,"13,640,800",-13.18,"6,209",-15.39,"37,122,260",-15.38,"7,346",-7.07,"43,754,510",-6.91,"87,966",0.01,"517,644,995",-0.02,"57,690",-14.13,"169,771,956",-14.89
2004M05,"160,736",-7.81,"77,792",-8.35,"82,944",-7.29,"778,032,098",-5.89,"2,207",-15.28,"13,280,800",-15.26,"6,189",-15.09,"36,954,650",-14.84,"7,277",-7.17,"43,197,386",-6.77,"87,943",-1.03,"516,834,578",-0.76,"57,120",-15.69,"167,764,684",-16.32
2004M06,"158,901",-9.05,"76,816",-9.63,"82,085",-8.51,"771,690,750",-6.93,"2,221",-14.28,"13,430,800",-13.95,"6,202",-14.83,"37,077,070",-14.95,"7,413",-6.09,"44,125,716",-5.72,"87,407",-1.83,"513,699,620",-1.59,"55,658",-18.05,"163,357,544",-18.77
2004M07,"158,299",-9.62,"76,513",-10.30,"81,786",-8.97,"768,083,615",-7.63,"2,220",-13.59,"13,352,800",-13.62,"6,200",-15.03,"37,086,100",-14.95,"7,420",-6.94,"44,008,349",-6.94,"87,215",-2.34,"511,626,230",-2.34,"55,244",-18.75,"162,010,136",-19.52
2004M08,"157,986",-9.50,"76,393",-10.34,"81,593",-8.69,"767,026,034",-7.41,"2,204",-13.77,"13,366,770",-13.25,"6,160",-15.56,"36,770,360",-15.64,"7,404",-8.08,"43,603,672",-8.69,"87,222",-2.19,"511,892,260",-1.95,"54,996",-18.50,"161,392,972",-19.13
2004M09,"157,571",-9.67,"75,732",-10.90,"81,839",-8.49,"766,477,166",-7.46,"2,188",-14.70,"13,195,827",-14.51,"6,134",-15.86,"36,576,940",-15.92,"7,434",-7.94,"44,122,328",-7.71,"87,279",-1.96,"512,371,845",-1.83,"54,536",-19.17,"160,210,226",-19.73
2004M10,"157,248",-9.81,"75,525",-10.92,"81,723",-8.75,"764,912,812",-7.50,"2,190",-13.78,"13,184,800",-13.67,"6,121",-15.86,"36,490,603",-15.80,"7,465",-8.27,"44,136,108",-8.33,"87,258",-2.00,"512,098,685",-1.69,"54,214",-19.51,"159,002,616",-20.21
2004M11,"156,810",-9.98,"75,346",-11.09,"81,464",-8.93,"763,613,194",-7.59,"2,175",-15.04,"13,154,800",-14.76,"6,074",-15.56,"36,282,390",-15.82,"7,483",-7.72,"44,178,290",-7.94,"87,231",-2.15,"512,134,790",-1.91,"53,847",-19.85,"157,862,924",-20.13
2004M12,"156,446",-10.06,"75,185",-11.14,"81,261",-9.05,"761,205,130",-7.61,"2,150",-14.21,"12,908,800",-14.30,"6,044",-15.79,"35,951,024",-15.74,"7,459",-8.08,"44,133,286",-7.81,"87,064",-2.35,"510,789,700",-2.01,"53,729",-19.80,"157,422,320",-20.09
2005M01,"148,280",-8.99,"71,761",-8.79,"76,519",-9.18,"738,244,874",-5.37,"2,123",-4.80,"12,770,800",-5.21,"5,816",-10.02,"34,724,360",-10.41,"7,172",-0.08,"42,457,866",-0.63,"87,874",2.84,"516,003,730",2.44,"45,295",-26.49,"132,288,118",-27.11
2005M02,"150,065",-6.21,"72,396",-6.57,"77,669",-5.87,"748,315,094",-3.55,"2,139",-3.21,"12,910,800",-3.97,"5,943",-6.38,"35,453,780",-6.49,"7,341",4.32,"43,503,550",4.55,"88,845",2.36,"522,241,030",1.83,"45,797",-20.50,"134,205,934",-21.07
2005M03,"148,677",-7.60,"71,412",-8.28,"77,265",-6.96,"742,126,185",-4.98,"2,292",3.34,"13,851,000",2.65,"5,514",-12.61,"33,018,040",-12.90,"7,260",0.51,"43,334,991",0.40,"87,970",0.68,"518,417,208",0.43,"45,641",-21.01,"133,504,946",-21.57
2005M04,"149,090",-7.66,"71,659",-8.51,"77,431",-6.86,"745,896,392",-4.61,"2,297",2.00,"13,833,000",1.41,"5,550",-10.61,"33,254,140",-10.42,"7,372",0.35,"44,012,111",0.59,"88,530",0.64,"522,258,353",0.89,"45,341",-21.41,"132,538,788",-21.93
2005M05,"149,172",-7.19,"71,808",-7.69,"77,364",-6.73,"747,828,389",-3.88,"2,278",3.22,"13,712,800",3.25,"5,534",-10.58,"33,098,560",-10.43,"7,426",2.05,"44,442,945",2.88,"88,811",0.99,"524,677,540",1.52,"45,123",-21.00,"131,896,544",-21.38
2005M06,"148,974",-6.25,"71,580",-6.82,"77,394",-5.71,"746,398,233",-3.28,"2,272",2.30,"13,757,980",2.44,"5,511",-11.14,"33,053,476",-10.85,"7,483",0.94,"44,752,757",1.42,"88,804",1.60,"523,633,390",1.93,"44,904",-19.32,"131,200,630",-19.68
2005M07,"148,790",-6.01,"71,470",-6.59,"77,320",-5.46,"744,428,265",-3.08,"2,269",2.21,"13,664,800",2.34,"5,494",-11.39,"32,790,430",-11.58,"7,487",0.90,"44,443,711",0.99,"88,860",1.89,"522,974,670",2.22,"44,680",-19.12,"130,554,654",-19.42
2005M08,"148,649",-5.91,"71,396",-6.54,"77,253",-5.32,"743,878,686",-3.02,"2,261",2.59,"13,610,800",1.83,"5,516",-10.45,"32,919,980",-10.47,"7,560",2.11,"44,919,348",3.02,"88,868",1.89,"522,729,760",2.12,"44,444",-19.19,"129,698,798",-19.64
2005M09,"148,369",-5.84,"71,276",-5.88,"77,093",-5.80,"743,408,621",-3.01,"2,250",2.83,"13,616,800",3.19,"5,505",-10.25,"32,919,980",-10.00,"7,560",1.69,"44,880,491",1.72,"88,844",1.79,"522,929,550",2.06,"44,210",-18.93,"129,061,800",-19.44
2005M10,"148,155",-5.78,"71,133",-5.82,"77,022",-5.75,"742,469,026",-2.93,"2,275",3.88,"13,688,800",3.82,"5,468",-10.67,"32,697,850",-10.39,"7,494",0.39,"44,371,878",0.53,"88,993",1.99,"523,546,150",2.24,"43,925",-18.98,"128,164,348",-19.39
2005M11,"148,131",-5.53,"71,055",-5.70,"77,076",-5.39,"742,611,635",-2.75,"2,245",3.22,"13,511,800",2.71,"5,503",-9.40,"32,815,140",-9.56,"7,613",1.74,"45,147,451",2.19,"89,024",2.06,"523,566,540",2.23,"43,746",-18.76,"127,570,704",-19.19
2005M12,"148,118",-5.32,"70,972",-5.60,"77,146",-5.06,"743,645,679",-2.31,"2,235",3.95,"13,470,880",4.35,"5,516",-8.74,"33,042,270",-8.09,"7,621",2.17,"45,184,241",2.38,"89,120",2.36,"524,685,820",2.72,"43,626",-18.80,"127,262,468",-19.16
2006M01,"140,086",-5.53,"67,264",-6.27,"72,822",-4.83,"708,088,602",-4.08,"2,150",1.27,"13,047,000",2.16,"5,258",-9.59,"31,474,920",-9.36,"6,803",-5.15,"40,536,720",-4.52,"85,528",-2.67,"505,728,970",-1.99,"40,347",-10.92,"117,300,992",-11.33
2006M02,"141,453",-5.74,"67,983",-6.10,"73,470",-5.41,"717,024,949",-4.18,"2,158",0.89,"13,065,000",1.19,"5,318",-10.52,"31,869,340",-10.11,"6,980",-4.92,"41,735,377",-4.06,"86,651",-2.47,"512,944,980",-1.78,"40,346",-11.90,"117,410,252",-12.51
2006M03,"141,862",-4.58,"67,990",-4.79,"73,872",-4.39,"721,171,791",-2.82,"2,168",-5.41,"13,171,100",-4.91,"5,363",-2.74,"32,287,340",-2.21,"7,036",-3.09,"42,226,300",-2.56,"87,100",-0.99,"516,360,027",-0.40,"40,195",-11.93,"117,127,024",-12.27
2006M04,"142,504",-4.42,"68,442",-4.49,"74,062",-4.35,"726,208,593",-2.64,"2,177",-5.22,"13,231,000",-4.35,"5,381",-3.05,"32,271,630",-2.95,"7,173",-2.70,"42,693,109",-3.00,"87,511",-1.15,"519,958,790",-0.44,"40,262",-11.20,"118,054,064",-10.93
2006M05,"141,895",-4.88,"67,883",-5.47,"74,012",-4.33,"725,506,823",-2.98,"2,172",-4.65,"13,167,000",-3.98,"5,379",-2.80,"32,230,256",-2.62,"7,232",-2.61,"42,999,388",-3.25,"87,993",-0.92,"522,544,290",-0.41,"39,119",-13.31,"114,565,889",-13.14
2006M06,"142,481",-4.36,"68,132",-4.82,"74,349",-3.93,"725,418,237",-2.81,"2,161",-4.89,"13,035,000",-5.25,"5,375",-2.47,"32,147,340",-2.74,"7,239",-3.26,"42,956,571",-4.01,"88,450",-0.40,"523,046,446",-0.11,"39,256",-12.58,"114,232,880",-12.93
2006M07,"141,532",-4.88,"67,625",-5.38,"73,907",-4.41,"726,345,037",-2.43,"2,155",-5.02,"12,936,000",-5.33,"5,341",-2.78,"31,928,050",-2.63,"7,299",-2.51,"43,413,235",-2.32,"88,922",0.07,"526,971,280",0.76,"37,815",-15.36,"111,096,472",-14.90
2006M08,"141,294",-4.95,"67,461",-5.51,"73,833",-4.43,"725,626,337",-2.45,"2,132",-5.71,"12,840,000",-5.66,"5,341",-3.17,"31,921,340",-3.03,"7,286",-3.62,"43,320,701",-3.56,"89,543",0.76,"529,640,670",1.32,"36,992",-16.77,"107,903,626",-16.80
2006M09,"141,169",-4.85,"67,357",-5.50,"73,812",-4.26,"725,114,231",-2.46,"2,128",-5.42,"12,817,680",-5.87,"5,367",-2.51,"32,110,340",-2.46,"7,358",-2.67,"43,625,983",-2.80,"89,505",0.74,"529,482,810",1.25,"36,811",-16.74,"107,077,418",-17.03
2006M10,"140,907",-4.89,"66,098",-7.08,"74,809",-2.87,"724,308,691",-2.45,"2,116",-6.99,"12,780,870",-6.63,"5,334",-2.45,"32,011,340",-2.10,"7,401",-1.24,"43,916,311",-1.03,"89,452",0.52,"529,136,130",1.07,"36,604",-16.67,"106,464,040",-16.93
2006M11,"140,679",-5.03,"65,978",-7.15,"74,701",-3.08,"724,614,988",-2.42,"2,108",-6.10,"12,769,580",-5.49,"5,315",-3.42,"31,835,840",-2.98,"7,381",-3.05,"43,765,048",-3.06,"89,867",0.95,"531,559,860",1.53,"36,008",-17.69,"104,684,660",-17.94
2006M12,"140,544",-5.11,"65,844",-7.23,"74,700",-3.17,"723,587,220",-2.70,"2,110",-5.59,"12,713,740",-5.62,"5,309",-3.75,"31,853,714",-3.60,"7,432",-2.48,"44,121,120",-2.35,"89,415",0.33,"529,651,200",0.95,"36,278",-16.84,"105,247,446",-17.30
2007M01,"134,086",-4.28,"63,042",-6.28,"71,044",-2.44,"694,790,358",-1.88,"2,154",0.19,"12,826,180",-1.69,"4,757",-9.53,"28,555,237",-9.28,"6,348",-6.69,"38,014,689",-6.22,"87,820",2.68,"519,834,430",2.79,"33,007",-18.19,"95,559,822",-18.53
2007M02,"134,577",-4.86,"63,566",-6.50,"71,011",-3.35,"702,592,977",-2.01,"2,176",0.83,"13,022,981",-0.32,"4,861",-8.59,"29,308,389",-8.04,"6,522",-6.56,"39,325,947",-5.77,"88,685",2.35,"527,142,250",2.77,"32,333",-19.86,"93,793,410",-20.11
2007M03,"135,910",-4.20,"63,770",-6.21,"72,140",-2.34,"710,318,275",-1.50,"2,174",0.28,"12,967,524",-1.55,"5,001",-6.75,"29,841,110",-7.58,"6,699",-4.79,"40,166,897",-4.88,"89,476",2.73,"532,624,920",3.15,"32,560",-18.99,"94,717,824",-19.13
2007M04,"135,956",-4.59,"63,778",-6.81,"72,178",-2.54,"708,285,024",-2.47,"2,172",-0.23,"12,978,470",-1.91,"4,940",-8.20,"29,564,240",-8.39,"6,670",-7.01,"39,829,350",-6.71,"89,910",2.74,"532,492,530",2.41,"32,264",-19.86,"93,420,434",-20.87
2007M05,"136,056",-4.12,"63,728",-6.12,"72,328",-2.28,"709,263,789",-2.24,"2,166",-0.28,"12,891,470",-2.09,"4,931",-8.33,"29,540,820",-8.34,"6,748",-6.69,"40,580,210",-5.63,"89,536",1.75,"531,405,233",1.70,"32,675",-16.47,"94,846,056",-17.21
2007M06,"136,117",-4.47,"63,685",-6.53,"72,432",-2.58,"708,636,398",-2.31,"2,157",-0.19,"12,838,890",-1.50,"4,957",-7.78,"29,698,800",-7.62,"6,760",-6.62,"40,260,420",-6.28,"89,540",1.23,"530,992,910",1.52,"32,703",-16.69,"94,845,378",-16.97
2007M07,"136,267",-3.72,"63,723",-5.77,"72,544",-1.84,"709,634,790",-2.30,"2,152",-0.14,"12,836,920",-0.77,"4,918",-7.92,"29,357,660",-8.05,"6,765",-7.32,"40,410,500",-6.92,"89,724",0.90,"532,095,966",0.97,"32,708",-13.51,"94,933,744",-14.55
2007M08,"136,003",-3.74,"63,663",-5.63,"72,340",-2.02,"709,058,289",-2.28,"2,146",0.66,"12,741,080",-0.77,"4,965",-7.04,"29,809,080",-6.62,"6,815",-6.46,"40,594,657",-6.29,"89,604",0.07,"531,762,550",0.40,"32,473",-12.22,"94,150,922",-12.75
2007M09,"135,579",-3.96,"63,394",-5.88,"72,185",-2.20,"705,911,218",-2.65,"2,124",-0.19,"12,400,170",-3.26,"4,955",-7.68,"29,611,370",-7.78,"6,843",-7.00,"40,678,670",-6.76,"89,348",-0.18,"529,677,040",0.04,"32,309",-12.23,"93,543,968",-12.64
2007M10,"134,858",-4.29,"63,074",-4.58,"71,784",-4.04,"702,895,292",-2.96,"2,108",-0.38,"12,460,820",-2.50,"4,928",-7.61,"29,459,080",-7.97,"6,884",-6.99,"40,891,980",-6.89,"88,898",-0.62,"526,994,720",-0.40,"32,040",-12.47,"93,088,692",-12.56
2007M11,"135,178",-3.91,"63,186",-4.23,"71,992",-3.63,"703,967,900",-2.85,"2,093",-0.71,"12,445,530",-2.54,"4,946",-6.94,"29,573,080",-7.11,"6,899",-6.53,"41,078,978",-6.14,"88,854",-1.13,"527,002,760",-0.86,"32,386",-10.06,"93,867,552",-10.33
