期間,放款_原始值,放款_年增率(%),投資--對非金融機構證券投資--政府機關_原始值,投資--對非金融機構證券投資--政府機關_年增率(%),投資--對非金融機構證券投資--公營事業_原始值,投資--對非金融機構證券投資--公營事業_年增率(%),投資--對非金融機構證券投資--民營事業_原始值,投資--對非金融機構證券投資--民營事業_年增率(%),對金融機構證券投資_原始值,對金融機構證券投資_年增率(%),對金融機構債權_原始值,對金融機構債權_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),借入款_原始值,借入款_年增率(%),應付融券價款_原始值,應付融券價款_年增率(%),存入保證金_原始值,存入保證金_年增率(%),應付票據_原始值,應付票據_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%)
2006M03,"48,287",-1.49,"3,354",21.92,-,-,"6,376",-45.58,"4,928",7.69,"1,498",-70.91,3,0.00,"64,446",-12.07,"12,484",-10.23,"3,145",1.09,"2,735",6.38,"24,220",-9.73,"21,862",-18.65
2006M04,"49,895",17.14,"3,175",24.56,-,-,"7,196",-27.79,"4,927",7.69,"1,492",-22.29,3,0.00,"66,688",8.06,"12,418",14.68,"3,246",17.48,"2,710",14.54,"26,000",16.70,"22,314",-4.96
2006M05,"54,930",36.74,"4,227",65.89,-,-,"8,058",-18.08,"4,825",10.31,"1,599",-12.67,3,0.00,"73,642",25.09,"17,176",92.82,"4,033",-4.77,"3,167",-10.86,"27,040",44.68,"22,226",-5.36
2006M06,"47,863",15.71,"4,321",69.65,-,-,"7,556",-26.79,"4,824",10.29,"1,697",25.15,2,-33.33,"66,263",10.30,"18,682",64.44,"3,133",-36.45,"2,695",-32.12,"19,580",20.34,"22,173",-5.83
2006M07,"46,358",4.05,"4,370",53.12,-,-,"7,281",-19.95,"4,893",9.39,"1,659",15.37,1,-66.67,"64,562",3.25,"13,619",53.52,"3,000",-21.40,"2,482",-19.18,"23,270",1.97,"22,191",-7.34
2006M08,"44,275",-0.59,"2,905",5.64,-,-,"7,590",-13.53,"4,821",5.42,"1,535",4.78,1,-66.67,"61,127",-1.58,"10,616",-12.46,"3,712",-10.14,"3,013",-10.35,"21,290",9.74,"22,496",-2.56
2006M09,"44,603",3.65,"2,948",10.62,-,-,"7,488",-6.73,"4,819",2.75,"1,505",4.51,1,-66.67,"61,364",2.52,"16,038",14.34,"5,165",18.44,"4,158",17.79,"13,270",-15.04,"22,733",1.85
2006M10,"46,278",11.52,"2,850",15.52,-,-,"7,792",-19.62,"4,818",5.45,"1,649",0.00,1,-66.67,"63,388",5.86,"15,080",17.72,"4,642",38.77,"3,895",39.21,"16,940",-8.48,"22,831",1.86
2006M11,"49,788",22.29,"2,802",18.63,-,-,"7,866",-23.21,"4,817",1.01,"1,555",13.59,1,-66.67,"66,829",12.40,"13,870",-1.76,"6,087",14.68,"5,005",10.61,"18,650",40.97,"23,217",4.22
2006M12,"53,533",15.48,"2,645",-0.94,-,-,"8,611",-13.82,"4,816",-9.71,"1,607",6.28,1,-66.67,"71,213",8.11,"18,608",-15.72,"5,124",-6.00,"4,415",-6.10,"19,400",60.86,"23,666",9.68
2007M01,"56,284",16.88,"2,746",-23.83,-,-,"7,732",-1.79,"4,815",-2.43,"1,708",5.76,1,-66.67,"73,286",10.73,"17,343",-6.68,"4,654",17.14,"3,974",18.10,"23,560",20.76,"23,755",14.45
2007M02,"53,683",13.76,"2,549",-4.32,-,-,"7,271",9.44,"4,814",-2.43,"1,934",21.10,1,-66.67,"70,252",11.46,"16,337",26.43,"4,505",38.19,"3,738",33.88,"21,960",-0.77,"23,712",8.15
2007M03,"57,264",18.59,"3,343",-0.33,-,-,"7,406",16.15,"4,813",-2.33,"1,816",21.23,1,-66.67,"74,643",15.82,"19,953",59.83,"3,177",1.02,"2,781",1.68,"25,130",3.76,"23,602",7.96
2007M04,"60,823",21.90,"3,636",14.52,-,-,"7,223",0.38,"4,812",-2.33,"1,845",23.66,1,-66.67,"78,340",17.47,"23,857",92.12,"2,430",-25.14,"2,119",-21.81,"26,470",1.81,"23,464",5.15
2007M05,"60,406",9.97,"2,590",-38.73,-,-,"7,107",-11.80,"4,811",-0.29,"1,791",12.01,1,-66.67,"76,706",4.16,"22,400",30.41,"3,370",-16.44,"2,861",-9.66,"24,540",-9.25,"23,535",5.89
2007M06,"66,385",38.70,"2,577",-40.36,-,-,"6,971",-7.74,"4,812",-0.25,"1,964",15.73,1,-50.00,"82,710",24.82,"24,952",33.56,"3,479",11.04,"3,033",12.54,"27,700",41.47,"23,546",6.19
2007M07,"129,356",179.04,"2,548",-41.69,-,-,"6,204",-14.79,"4,811",-1.68,"2,198",32.49,1,0.00,"145,118",124.77,"38,238",180.77,"5,585",86.17,"4,473",80.22,"43,610",87.41,"53,212",139.79
2007M08,"124,317",180.78,"1,224",-57.87,-,-,"5,537",-27.05,"4,810",-0.23,"2,166",41.11,1,0.00,"138,055",125.85,"35,270",232.23,"6,321",70.29,"5,019",66.58,"43,010",102.02,"48,435",115.30
2007M09,"126,698",184.06,"1,330",-54.88,-,-,"5,470",-26.95,"4,108",-14.75,"2,262",50.30,1,0.00,"139,869",127.93,"39,775",148.00,"6,960",34.75,"5,640",35.64,"43,415",227.17,"44,079",93.90
2007M10,"135,535",192.87,"1,231",-56.81,-,-,"5,482",-29.65,"4,107",-14.76,"2,400",45.54,1,0.00,"148,756",134.68,"40,924",171.38,"7,371",58.79,"5,798",48.86,"55,820",229.52,"38,843",70.13
2007M11,"120,679",142.39,"1,283",-54.21,-,-,"5,572",-29.16,"4,106",-14.76,"2,354",51.38,1,0.00,"133,995",100.50,"31,091",124.16,"5,607",-7.89,"4,560",-8.89,"52,080",179.25,"40,657",75.12
2007M12,"100,916",88.51,"1,456",-44.95,-,-,"5,601",-34.96,"3,755",-22.03,"2,524",57.06,1,0.00,"114,253",60.44,"21,131",13.56,"5,644",10.15,"4,662",5.59,"42,000",116.49,"40,816",72.47
2008M01,"93,346",65.85,"1,153",-58.01,-,-,"6,297",-18.56,"3,891",-19.19,"2,500",46.37,1,0.00,"107,188",46.26,"16,958",-2.22,"5,778",24.15,"4,835",21.67,"39,860",69.19,"39,757",67.36
2008M02,"90,343",68.29,"1,154",-54.73,-,-,"6,495",-10.67,"2,623",-45.51,"2,248",16.24,1,0.00,"102,864",46.42,"18,760",14.83,"7,345",63.04,"6,151",64.55,"28,484",29.71,"42,124",77.65
2008M03,"97,139",69.63,"1,153",-65.51,-,-,"5,145",-30.53,"2,123",-55.89,"2,201",21.20,1,0.00,"107,762",44.37,"24,030",20.43,"5,739",80.64,"4,611",65.80,"30,851",22.77,"42,531",80.20
2008M04,"102,437",68.42,"1,151",-68.34,-,-,"5,995",-17.00,"2,123",-55.88,"2,073",12.36,1,0.00,"113,780",45.24,"27,978",17.27,"4,463",83.66,"4,893",130.91,"34,546",30.51,"41,900",78.57
2008M05,"106,284",75.95,"1,124",-56.60,-,-,"5,675",-20.15,"2,122",-55.89,"2,200",22.84,1,0.00,"117,406",53.06,"25,780",15.09,"5,326",58.04,"5,839",104.09,"39,100",59.33,"41,361",75.74
2008M06,"96,387",45.19,"1,118",-56.62,-,-,"4,845",-30.50,"2,122",-55.90,"2,191",11.56,1,0.00,"106,664",28.96,"28,858",15.65,"4,404",26.59,"5,650",86.28,"25,581",-7.65,"42,171",79.10
2008M07,"78,945",-38.97,"1,121",-56.00,-,-,"4,247",-31.54,"2,121",-55.91,"1,802",-18.02,1,0.00,"88,237",-39.20,"19,303",-49.52,"4,100",-26.59,"5,016",12.14,"16,846",-61.37,"42,972",-19.24
2008M08,"74,104",-40.39,"1,422",16.18,-,-,"4,220",-23.79,"2,120",-55.93,"1,713",-20.91,1,0.00,"83,580",-39.46,"5,289",-85.00,"6,505",2.91,"8,566",70.67,"9,370",-78.21,"53,850",11.18
2008M09,"53,569",-57.72,"1,424",7.07,-,-,"6,854",25.30,"2,090",-49.12,"1,834",-18.92,1,0.00,"65,772",-52.98,"1,533",-96.15,"4,770",-31.47,"5,787",2.61,"8,460",-80.51,"45,222",2.59
2008M10,"40,955",-69.78,"1,425",15.76,-,-,"6,904",25.94,"2,089",-49.14,"2,170",-9.58,1,0.00,"53,544",-64.01,540,-98.68,"2,182",-70.40,"2,795",-51.79,"7,680",-86.24,"40,347",3.87
2008M11,"33,848",-71.95,"1,435",11.85,-,-,"6,151",10.39,"2,089",-49.12,"4,448",88.95,1,0.00,"47,972",-64.20,300,-99.04,"1,542",-72.50,"2,341",-48.66,"7,530",-85.54,"36,259",-10.82
2008M12,"34,905",-65.41,"1,438",-1.24,-,-,"12,533",123.76,"2,088",-44.39,"3,945",56.30,1,0.00,"54,910",-51.94,310,-98.53,"4,527",-19.79,"4,708",0.99,"7,530",-82.07,"37,835",-7.30
2009M01,"35,346",-62.13,"1,439",24.80,-,-,"13,021",106.78,"2,088",-46.34,"4,343",73.72,1,0.00,"56,238",-47.53,320,-98.11,"5,050",-12.60,"5,228",8.13,"7,530",-81.11,"38,110",-4.14
2009M02,"37,947",-58.00,"1,438",24.61,-,-,"12,929",99.06,"1,978",-24.59,"4,517",100.93,1,0.00,"58,810",-42.83,320,-98.29,"5,686",-22.59,"6,011",-2.28,"7,530",-73.56,"39,263",-6.79
2009M03,"42,539",-56.21,"1,435",24.46,-,-,"11,040",114.58,"1,978",-6.83,"3,072",39.57,1,0.00,"60,065",-44.26,620,-97.42,"4,568",-20.40,"4,955",7.46,"7,500",-75.69,"42,422",-0.26
2009M04,"46,581",-54.53,"1,433",24.50,-,-,"6,786",13.19,"1,978",-6.83,"2,996",44.52,1,0.00,"59,775",-47.46,690,-97.53,"3,968",-11.09,"4,764",-2.64,"7,560",-78.12,"42,793",2.13
2009M05,"58,416",-45.04,"1,433",27.49,203,-,"4,029",-29.00,"1,978",-6.79,"2,285",3.86,1,0.00,"68,345",-41.79,"1,093",-95.76,"6,456",21.22,"11,908",103.94,"7,600",-80.56,"41,288",-0.18
2009M06,"58,351",-39.46,"1,317",17.80,203,-,"4,498",-7.16,"1,577",-25.68,"1,994",-8.99,1,0.00,"67,941",-36.30,"1,173",-95.94,"6,269",42.35,"11,135",97.08,"7,600",-70.29,"41,764",-0.97
2009M07,"61,418",-22.20,"1,431",27.65,203,-,"4,562",7.42,"1,577",-25.65,"1,882",4.44,1,0.00,"71,074",-19.45,"1,634",-91.53,"7,503",83.00,"12,581",150.82,"7,530",-55.30,"41,826",-2.67
2009M08,"60,141",-18.84,"1,430",0.56,203,-,"6,250",48.10,"1,574",-25.75,"1,563",-8.76,1,0.00,"71,162",-14.86,"1,061",-79.94,"8,022",23.32,"14,022",63.69,"7,500",-19.96,"40,557",-24.69
2009M09,"65,024",21.38,"1,316",-7.58,203,-,"5,384",-21.45,"1,373",-34.31,"1,775",-3.22,1,0.00,"75,076",14.15,827,-46.05,"10,005",109.75,"18,477",219.28,"7,600",-10.17,"38,167",-15.60
2009M10,"70,088",71.13,"1,312",-7.93,203,-,"4,843",-29.85,"1,073",-48.64,"1,805",-16.82,1,0.00,"79,325",48.15,897,66.11,"10,066",361.32,"18,996",579.64,"7,730",0.65,"41,636",3.19
2009M11,"71,434",111.04,"1,311",-8.64,203,-,"5,618",-8.67,"1,072",-48.68,"1,490",-66.50,1,0.00,"81,129",69.12,900,200.00,"10,199",561.41,"20,365",769.93,"7,640",1.46,"42,025",15.90
2009M12,"76,326",118.67,"1,313",-8.69,203,-,"5,139",-59.00,972,-53.45,"1,226",-68.92,1,0.00,"85,180",55.13,970,212.90,"9,971",120.26,"21,111",348.41,"7,760",3.05,"45,368",19.91
2010M01,"78,497",122.08,"1,259",-12.51,203,-,"3,107",-76.14,972,-53.45,"1,458",-66.43,1,0.00,"85,497",52.03,"1,893",491.56,"7,707",52.61,"19,753",277.83,"10,445",38.71,"45,699",19.91
2010M02,"74,463",96.23,"1,409",-2.02,204,-,"3,242",-74.92,682,-65.52,"3,253",-27.98,1,0.00,"83,254",41.56,112,-65.00,"7,430",30.67,"20,267",237.17,"9,635",27.95,"45,810",16.67
2010M03,"78,001",83.36,"1,330",-7.32,204,-,"3,359",-69.57,540,-72.70,91,-97.04,1,0.00,"83,526",39.06,"1,359",119.19,"6,620",44.92,"14,186",186.30,"17,180",129.07,"44,181",4.15
2010M04,"79,531",70.74,"1,329",-7.26,204,-,"3,472",-48.84,500,-74.72,860,-71.30,1,0.00,"85,897",43.70,110,-84.06,"3,892",-1.92,"13,605",185.58,"25,935",243.06,"42,355",-1.02
2010M05,"75,433",29.13,"1,329",-7.26,204,0.49,"3,663",-9.08,300,-84.83,249,-89.10,1,0.00,"81,179",18.78,394,-63.95,"5,409",-16.22,"15,930",33.78,"16,865",121.91,"42,581",3.13
2010M06,"75,835",29.96,"1,328",0.84,204,0.49,"3,597",-20.03,300,-80.98,71,-96.44,1,0.00,"81,336",19.72,544,-53.62,"5,574",-11.09,"13,551",21.70,"19,135",151.78,"42,532",1.84
2010M07,"77,675",26.47,"1,326",-7.34,204,0.49,"3,562",-21.92,300,-80.98,579,-69.23,1,0.00,"83,647",17.69,445,-72.77,"5,365",-28.50,"11,533",-8.33,"26,125",246.95,"40,179",-3.94
2010M08,"81,056",34.78,"1,309",-8.46,206,1.48,"3,417",-45.33,432,-72.55,174,-88.87,1,0.00,"86,595",21.69,-,-,"7,223",-9.96,"13,557",-3.32,"24,490",226.53,"41,325",1.89
2010M09,"82,525",26.91,"1,298",-1.37,206,1.48,"3,568",-33.73,132,-90.39,"4,740",167.04,1,0.00,"92,470",23.17,"3,135",279.08,"8,141",-18.63,"14,797",-19.92,"25,100",230.26,"41,297",8.20
2010M10,"35,297",-49.64,"1,297",-1.14,206,1.48,"9,992",106.32,132,-87.70,"7,149",296.07,1,0.00,"54,074",-31.83,350,-60.98,"2,557",-74.60,"5,642",-70.30,"7,370",-4.66,"38,155",-8.36
2010M11,"32,150",-54.99,910,-30.59,-,-,"10,342",84.09,132,-87.69,"3,489",134.16,1,0.00,"47,024",-42.04,480,-46.67,"2,603",-74.48,"4,642",-77.21,"7,100",-7.07,"32,199",-23.38
2010M12,"35,121",-53.99,"1,511",15.08,-,-,"5,683",10.59,132,-86.42,"6,638",441.44,1,0.00,"49,086",-42.37,"2,110",117.53,"2,428",-75.65,"4,209",-80.06,"6,060",-21.91,"34,279",-24.44
2011M01,"34,890",-55.55,"1,128",-10.41,-,-,"3,326",7.05,174,-82.10,56,-96.16,1,0.00,"39,575",-53.71,"1,567",-17.22,"2,586",-66.45,"4,451",-77.47,"8,250",-21.01,"22,721",-50.28
2011M02,"34,326",-53.90,"1,127",-20.01,-,-,"3,000",-7.46,173,-74.63,67,-97.94,1,0.00,"38,694",-53.52,"1,730","1,444.64","2,112",-71.57,"4,980",-75.43,"7,380",-23.40,"22,492",-50.90
2011M03,"33,098",-57.57,"1,127",-15.26,-,-,"3,118",-7.17,370,-31.48,64,-29.67,1,0.00,"37,778",-54.77,"1,892",39.22,"1,478",-77.67,"2,952",-79.19,"8,360",-51.34,"23,096",-47.72
2011M04,"32,647",-58.95,"1,126",-15.27,-,-,"3,010",-13.31,357,-28.60,145,-83.14,1,0.00,"37,286",-56.59,"2,146","1,850.91","1,139",-70.73,"2,211",-83.75,"9,000",-65.30,"22,790",-46.19
2011M05,"31,747",-57.91,"1,126",-15.27,-,-,"3,133",-14.47,345,15.00,170,-31.73,1,0.00,"36,522",-55.01,"4,498","1,041.62","1,823",-66.30,"3,427",-78.49,"4,240",-74.86,"22,534",-47.08
2011M06,"30,356",-59.97,"1,126",-15.21,-,-,"3,225",-10.34,353,17.67,265,273.24,1,0.00,"35,326",-56.57,"2,137",292.83,"1,661",-70.20,"3,166",-76.64,"5,680",-70.32,"22,682",-46.67
2011M07,"29,474",-62.05,"1,123",-15.31,-,-,"2,604",-26.90,355,18.33,233,-59.76,1,0.00,"33,790",-59.60,"1,064",139.10,"1,927",-64.08,"2,306",-80.01,"5,590",-78.60,"22,903",-43.00
2011M08,"25,215",-68.89,"1,122",-14.29,-,-,"3,266",-4.42,353,-18.29,340,95.40,1,0.00,"30,297",-65.01,110,-,"2,186",-69.74,"2,933",-78.37,"2,800",-88.57,"22,268",-46.11
2011M09,"24,358",-70.48,"1,122",-13.56,-,-,"3,239",-9.22,331,150.76,585,-87.66,1,0.00,"29,636",-67.95,-,-,"2,962",-63.62,"4,051",-72.62,"2,500",-90.04,"20,123",-51.27
2011M10,"24,616",-30.26,"1,123",-13.42,-,-,"3,045",-69.53,331,150.76,707,-90.11,1,0.00,"29,823",-44.85,-,-,"2,921",14.24,"4,308",-23.64,"2,500",-66.08,"20,094",-47.34
2011M11,"22,756",-29.22,"1,122",23.30,-,-,"3,056",-70.45,331,150.76,840,-75.92,1,0.00,"28,106",-40.23,30,-93.75,"2,057",-20.98,"3,543",-23.68,"4,550",-35.92,"17,926",-44.33
2011M12,"20,820",-40.72,"1,122",-25.74,-,-,"3,423",-39.77,331,150.76,944,-85.78,1,0.00,"26,641",-45.73,129,-93.89,"2,282",-6.01,"3,868",-8.10,"2,500",-58.75,"17,862",-47.89
2012M01,"19,401",-44.39,923,-18.17,-,-,"4,414",32.71,330,89.66,938,"1,575.00",1,0.00,"26,007",-34.28,-,-,"2,980",15.24,"4,415",-0.81,"2,500",-69.70,"16,112",-29.09
2012M02,"22,304",-35.02,922,-18.19,-,-,"2,968",-1.07,330,90.75,373,456.72,1,0.00,"26,898",-30.49,-,-,"2,334",10.51,"3,256",-34.62,"3,850",-47.83,"17,458",-22.38
2012M03,"21,976",-33.60,921,-18.28,-,-,"3,104",-0.45,330,-10.81,480,650.00,1,0.00,"26,812",-29.03,164,-91.33,"1,450",-1.89,"2,028",-31.30,"5,000",-40.19,"18,170",-21.33
2012M04,"19,983",-38.79,920,-18.29,-,-,"3,862",28.31,330,-7.56,339,133.79,1,0.00,"25,435",-31.78,13,-99.39,"1,579",38.63,"2,574",16.42,"3,350",-62.78,"17,919",-21.37
2012M05,"19,838",-37.51,920,-18.29,-,-,"3,746",19.57,230,-33.33,441,159.41,1,0.00,"25,176",-31.07,479,-89.35,"1,696",-6.97,"2,729",-20.37,"2,080",-50.94,"18,192",-19.27
2012M06,"18,992",-37.44,920,-18.29,-,-,"4,158",28.93,230,-34.84,420,58.49,1,0.00,"24,721",-30.02,910,-57.42,"1,974",18.84,"2,874",-9.22,"1,280",-77.46,"17,683",-22.04
2012M07,"18,652",-36.72,771,-31.34,-,-,"3,634",39.55,230,-35.21,811,248.07,1,0.00,"24,099",-28.68,92,-91.35,"1,571",-18.47,"2,290",-0.69,"2,070",-62.97,"18,076",-21.08
2012M08,"18,638",-26.08,770,-31.37,-,-,"4,142",26.82,230,-34.84,464,36.47,1,0.00,"24,245",-19.98,64,-41.82,"2,324",6.31,"3,307",12.75,900,-67.86,"17,650",-20.74
2012M09,"19,394",-20.38,770,-31.37,-,-,"4,266",31.71,230,-30.51,451,-22.91,1,0.00,"25,112",-15.27,342,-,"2,306",-22.15,"4,468",10.29,-,-,"17,996",-10.57
2012M10,"17,393",-29.34,770,-31.43,-,-,"3,927",28.97,230,-30.51,975,37.91,1,0.00,"23,296",-21.89,14,-,"1,883",-35.54,"4,020",-6.69,-,-,"17,379",-13.51
2012M11,"15,830",-30.44,770,-31.37,-,-,"4,238",38.68,230,-30.51,"1,274",51.67,1,0.00,"22,343",-20.50,30,0.00,"2,478",20.47,"4,384",23.74,-,-,"15,451",-13.81
2012M12,"16,061",-22.86,769,-31.46,-,-,"3,529",3.10,230,-30.51,"1,467",55.40,1,0.00,"22,057",-17.21,10,-92.25,"2,006",-12.09,"3,057",-20.97,-,-,"16,984",-4.92
2013M01,"15,396",-20.64,568,-38.46,-,-,"6,689",51.54,281,-14.85,336,-64.18,1,0.00,"23,271",-10.52,15,-,"1,894",-36.44,"3,422",-22.49,-,-,"17,940",11.35
2013M02,"15,016",-32.68,568,-38.39,-,-,"6,219",109.54,384,16.36,275,-26.27,1,0.00,"22,463",-16.49,10,-,"1,727",-26.01,"2,538",-22.05,-,-,"18,188",4.18
2013M03,"15,041",-31.56,517,-43.87,-,-,"6,232",100.77,184,-44.24,463,-3.54,1,0.00,"22,438",-16.31,-,-,"1,172",-19.17,"2,295",13.17,-,-,"18,971",4.41
2013M04,"14,639",-26.74,517,-43.80,-,-,"6,166",59.66,184,-44.24,414,22.12,1,0.00,"21,921",-13.82,20,53.85,754,-52.25,"2,308",-10.33,-,-,"18,839",5.13
2013M05,"15,200",-23.38,517,-43.80,-,-,"6,038",61.19,184,-20.00,164,-62.81,1,0.00,"22,104",-12.20,-,-,"1,083",-36.14,"2,010",-26.35,-,-,"19,011",4.50
2013M06,"15,341",-19.22,516,-43.91,-,-,"5,798",39.44,184,-20.00,101,-75.95,1,0.00,"21,941",-11.25,-,-,772,-60.89,"1,442",-49.83,-,-,"19,727",11.56
2013M07,"14,758",-20.88,516,-33.07,-,-,"6,269",72.51,183,-20.43,110,-86.44,1,0.00,"21,837",-9.39,-,-,"1,112",-29.22,"2,564",11.97,-,-,"18,161",0.47
2013M08,"14,572",-21.82,515,-33.12,-,-,"6,436",55.38,183,-20.43,109,-76.51,1,0.00,"21,816",-10.02,-,-,"1,064",-54.22,"2,510",-24.10,-,-,"18,242",3.35
2013M09,"14,225",-26.65,515,-33.12,-,-,"6,619",55.16,183,-20.43,139,-69.18,1,0.00,"21,682",-13.66,10,-97.08,"1,648",-28.53,"3,509",-21.46,-,-,"16,515",-8.23
2013M10,"14,574",-16.21,514,-33.25,-,-,"6,292",60.22,183,-20.43,328,-66.36,1,0.00,"21,892",-6.03,-,-,"1,816",-3.56,"3,702",-7.91,-,-,"16,374",-5.78
2013M11,"14,417",-8.93,572,-25.71,-,-,"6,409",51.23,183,-20.43,432,-66.09,1,0.00,"22,014",-1.47,-,-,"1,950",-21.31,"3,327",-24.11,-,-,"16,737",8.32
2013M12,"15,155",-5.64,472,-38.62,-,-,"6,348",79.88,183,-20.43,391,-73.35,1,0.00,"22,550",2.24,5,-50.00,"2,430",21.14,"3,333",9.03,181,-,"16,601",-2.26
2014M01,"15,362",-0.22,471,-17.08,-,-,"6,207",-7.21,183,-34.88,269,-19.94,1,0.00,"22,493",-3.34,303,"1,920.00","2,148",13.41,"2,788",-18.53,"1,335",-,"15,919",-11.27
2014M02,"15,986",6.46,471,-17.08,-,-,"6,483",4.25,183,-52.34,283,2.91,1,0.00,"23,407",4.20,-,-,"2,008",16.27,"2,903",14.38,"2,186",-,"16,310",-10.33
2014M03,"16,224",7.87,471,-8.90,-,-,"6,334",1.64,233,26.63,174,-62.42,1,0.00,"23,437",4.45,449,-,"1,277",8.96,"1,772",-22.79,"3,340",-,"16,599",-12.50
2014M04,"15,625",6.74,470,-9.09,-,-,"6,194",0.45,233,26.63,117,-71.74,1,0.00,"22,640",3.28,150,650.00,766,1.59,"1,481",-35.83,"4,028",-,"16,215",-13.93
2014M05,"16,380",7.76,470,-9.09,-,-,"6,059",0.35,233,26.63,148,-9.76,1,0.00,"23,291",5.37,35,-,"1,154",6.56,"1,901",-5.42,"3,574",-,"16,627",-12.54
2014M06,"17,508",14.13,469,-9.11,-,-,"6,016",3.76,234,27.17,116,14.85,1,0.00,"24,344",10.95,"1,710",-,"1,029",33.29,"1,626",12.76,"3,419",-,"16,560",-16.05
2014M07,"17,739",20.20,468,-9.30,-,-,"6,011",-4.12,234,27.87,168,52.73,1,0.00,"24,621",12.75,"1,170",-,"1,227",10.34,"2,108",-17.78,"4,064",-,"16,052",-11.61
