期間,現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記家數(家)_原始值,現有登記家數(家)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),現有登記資本額(百萬台幣)_原始值,現有登記資本額(百萬台幣)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立家數(家)_原始值,新設立家數(家)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),新設立資本額(百萬台幣)_原始值,新設立資本額(百萬台幣)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業家數(家)_原始值,歇業家數(家)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%),歇業資本額(百萬台幣)_原始值,歇業資本額(百萬台幣)_年增率(%)
1993M11,"666,007",...,"2,310",...,"1,051",...,"71,579",...,648,...,"13,642",...,"441,423",...,"35,320",...,"29,574",...,"70,460",...,...,...,"77,719",...,984,...,346,...,"8,941",...,311,...,"5,045",...,"44,476",...,"8,055",...,"6,094",...,"3,467",...,...,...,"3,168",...,4,...,19,...,67,...,1,...,192,...,"2,384",...,94,...,152,...,255,...,...,...,372,...,-,...,3,...,10,...,-,...,47,...,245,...,31,...,17,...,19,...,...,...,"2,465",...,17,...,18,...,78,...,-,...,81,...,"1,864",...,34,...,88,...,285,...,...,...,311,...,4,...,2,...,9,...,-,...,36,...,199,...,24,...,10,...,27,...,...,...
1993M12,"665,132",...,"2,297",...,"1,143",...,"71,427",...,649,...,"13,730",...,"441,399",...,"35,304",...,"29,558",...,"69,625",...,...,...,"77,880",...,984,...,369,...,"8,918",...,311,...,"5,082",...,"44,597",...,"8,074",...,"6,099",...,"3,446",...,...,...,"3,467",...,4,...,113,...,70,...,1,...,157,...,"2,649",...,106,...,145,...,222,...,...,...,467,...,1,...,25,...,18,...,-,...,56,...,294,...,31,...,16,...,26,...,...,...,"4,342",...,17,...,21,...,222,...,-,...,69,...,"2,673",...,122,...,161,...,"1,057",...,...,...,404,...,3,...,3,...,52,...,-,...,20,...,236,...,14,...,21,...,55,...,...,...
1994M01,"666,066",2.77,"2,300",-2.25,"1,146",15.87,"71,410",-0.30,652,1.72,"13,861",12.57,"442,139",3.40,"35,328",1.83,"29,649",3.75,"69,581",0.34,...,...,"78,127",5.93,984,1.86,367,51.65,"8,902",2.55,312,16.42,"5,138",9.95,"44,755",6.62,"8,092",3.84,"6,119",3.75,"3,458",6.30,...,...,"2,835",6.26,6,100.00,-,--,87,42.62,-,--,183,57.76,"2,118",6.33,76,94.87,152,21.60,213,-33.23,...,...,391,40.14,-,--,3,-66.67,16,128.57,1,--,60,114.29,243,29.95,18,100.00,26,36.84,24,41.18,...,...,"1,901",33.87,3,--,14,16.67,104,0.00,-,--,52,108.00,"1,378",31.74,52,160.00,61,52.50,237,36.99,...,--,245,17.79,-,--,5,150.00,39,34.48,-,--,24,-22.58,146,19.67,11,266.67,8,-11.11,12,0.00,...,...
1994M02,"667,007",2.67,"2,300",-2.17,"1,149",14.33,"71,419",-0.22,653,1.71,"13,975",12.43,"442,860",3.29,"35,367",1.81,"29,719",3.70,"69,565",0.13,...,...,"78,388",5.87,984,1.76,367,42.25,"8,917",2.39,313,16.36,"5,174",10.11,"44,911",6.54,"8,121",4.04,"6,132",3.76,"3,469",6.12,...,...,"2,117",-35.59,1,-66.67,-,--,60,-11.76,-,--,137,-10.46,"1,582",-36.39,61,-22.78,109,-17.42,167,-50.15,...,...,281,-9.94,-,--,1,-92.86,18,50.00,1,--,34,21.43,179,-14.76,14,7.69,18,20.00,16,-20.00,...,...,"1,176",-34.12,1,-80.00,10,-23.08,51,-54.46,1,--,23,-36.11,861,-35.21,22,-33.33,39,-23.53,168,-18.45,...,--,84,-32.80,-,--,1,0.00,6,-40.00,-,--,3,-57.14,59,-23.38,2,-60.00,5,-61.54,8,-20.00,...,...
1994M03,"668,820",2.58,"2,300",-2.04,"1,152",12.28,"71,440",-0.22,654,1.40,"14,101",12.34,"444,269",3.17,"35,438",1.78,"29,846",3.72,"69,620",0.03,...,...,"79,126",6.30,997,3.21,374,40.60,"8,931",2.06,313,15.50,"5,224",10.44,"45,466",7.20,"8,155",4.28,"6,170",4.17,"3,496",5.97,...,...,"3,509",-16.63,5,400.00,-,--,98,-15.52,-,--,168,5.66,"2,660",-16.33,108,10.20,181,3.43,289,-34.76,...,...,436,2.11,13,--,7,-12.50,16,-23.81,-,--,38,15.15,258,-9.79,40,185.71,33,65.00,31,-27.91,...,...,"1,696",-8.72,5,25.00,9,-30.77,77,-20.62,-,--,42,13.51,"1,251",-4.50,37,85.00,52,-8.77,223,-30.09,...,--,169,15.75,-,--,-,--,15,36.36,-,--,23,666.67,104,15.56,7,250.00,8,-38.46,12,-53.85,...,...
1994M04,"671,027",2.58,"2,309",-1.74,"1,152",10.98,"71,454",-0.22,656,1.71,"14,254",12.36,"445,934",3.16,"35,499",1.68,"30,074",4.11,"69,695",-0.07,...,...,"79,798",6.55,"1,015",3.89,389,39.93,"8,960",2.19,314,15.87,"5,271",10.76,"45,818",7.30,"8,167",3.62,"6,341",7.00,"3,523",5.67,...,...,"3,722",-3.53,12,100.00,-,--,95,3.26,-,--,187,9.36,"2,774",-4.80,96,-13.51,273,78.43,285,-26.55,...,...,670,45.97,18,800.00,4,-33.33,19,-20.83,1,--,41,17.14,362,13.48,16,-23.81,174,"1,238.46",35,-10.26,...,...,"1,515",-10.36,3,-25.00,17,54.55,81,-2.41,-,--,34,-8.11,"1,109",-11.70,35,133.33,45,9.76,191,-21.40,...,--,129,-9.15,-,--,1,--,6,-53.85,-,--,11,-42.11,79,-7.06,14,366.67,6,20.00,12,-29.41,...,...
1994M05,"672,988",2.59,"2,321",-1.02,"1,144",10.00,"71,470",-0.20,656,1.86,"14,424",12.44,"447,313",3.14,"35,571",1.73,"30,364",4.70,"69,725",-0.21,...,...,"80,014",6.18,"1,015",3.68,389,37.46,"8,965",1.93,314,15.87,"5,294",10.02,"45,922",6.84,"8,171",3.36,"6,410",7.41,"3,534",5.18,...,...,"3,800",4.28,16,60.00,-,--,103,13.19,-,--,220,24.29,"2,712",0.30,112,33.33,352,107.06,285,-26.55,...,...,709,48.95,1,-75.00,1,-88.89,15,150.00,-,--,56,47.37,360,23.71,67,55.81,169,252.08,40,8.11,...,...,"1,839",2.39,4,-73.33,20,11.11,87,-1.14,-,--,50,42.86,"1,333",3.17,40,25.00,62,6.90,243,-5.45,...,--,186,17.72,1,0.00,1,-75.00,50,284.62,-,--,11,-8.33,95,26.67,6,-72.73,7,-30.00,15,-25.00,...,...
1994M06,"674,985",2.59,"2,315",-1.11,"1,156",9.99,"71,464",-0.22,665,3.26,"14,649",13.00,"448,606",3.09,"35,675",1.84,"30,550",4.94,"69,905",-0.16,...,...,"81,349",7.31,"1,027",4.69,408,41.18,"8,984",1.79,316,5.69,"5,407",11.44,"46,606",7.64,"8,328",5.16,"6,611",10.66,"3,662",8.66,...,...,"3,685",1.54,15,150.00,-,--,85,6.25,-,--,270,46.74,"2,459",-9.23,246,173.33,221,28.49,389,7.46,...,...,715,50.53,1,-66.67,4,-33.33,35,66.67,3,--,55,17.02,367,12.58,51,168.42,107,234.38,92,338.10,...,...,"1,688",-0.88,21,110.00,23,53.33,91,33.82,-,--,45,-6.25,"1,166",-7.31,142,491.67,35,-41.67,165,-25.00,...,--,176,-8.81,1,-50.00,1,-50.00,16,-15.79,-,--,11,-45.00,88,-4.35,27,170.00,12,-66.67,20,66.67,...,...
1994M07,"676,229",2.51,"2,309",-1.11,"1,160",10.27,"71,438",-0.26,666,2.78,"14,797",12.76,"449,552",2.98,"35,614",1.57,"30,731",5.25,"69,962",-0.23,...,...,"81,787",7.15,"1,025",4.59,411,40.27,"8,986",1.47,320,2.89,"5,483",11.47,"46,798",7.32,"8,336",4.82,"6,721",12.02,"3,707",8.52,...,...,"3,000",-17.58,7,75.00,-,--,77,-15.38,-,--,191,-5.91,"2,167",-19.86,83,-7.78,224,34.94,251,-31.04,...,...,514,-3.75,1,-66.67,5,150.00,13,-7.14,3,-57.14,60,-20.00,266,-12.50,17,-37.04,109,186.84,40,-37.50,...,...,"1,756",-6.79,13,30.00,26,100.00,103,11.96,-,--,43,-2.27,"1,221",-7.99,144,144.07,57,-27.85,149,-42.69,...,--,201,6.35,3,-40.00,2,--,17,0.00,-,--,5,-75.00,131,19.09,18,500.00,16,6.67,9,-52.63,...,...
1994M08,"677,390",2.38,"2,307",-0.82,"1,175",10.95,"71,379",-0.33,669,3.24,"14,991",13.05,"450,568",2.84,"35,498",1.03,"30,858",5.36,"69,945",-0.39,...,...,"82,305",7.05,"1,058",7.85,419,29.32,"8,978",0.64,324,4.18,"5,516",11.39,"47,140",7.33,"8,348",4.22,"6,778",12.39,"3,744",9.15,...,...,"3,016",-20.08,10,400.00,-,--,52,-40.23,-,--,236,28.96,"2,248",-20.85,40,-61.90,194,24.36,236,-38.54,...,...,505,-3.07,11,266.67,11,0.00,6,-64.71,5,--,57,18.75,294,-15.52,20,-13.04,66,127.59,35,-16.67,...,...,"1,855",3.63,12,9.09,23,130.00,111,18.09,2,--,42,-8.70,"1,232",-1.04,156,387.50,67,0.00,210,-26.32,...,--,191,4.95,2,-33.33,4,300.00,18,12.50,-,--,28,7.69,89,-3.26,23,666.67,12,33.33,15,-53.12,...,...
1994M09,"674,993",1.74,"2,283",-1.89,"1,174",10.75,"71,230",-0.50,674,4.33,"15,334",14.59,"449,422",2.27,"36,862",4.74,"29,288",-0.39,"68,726",-2.35,...,...,"83,968",8.81,983,0.31,423,30.15,"9,183",3.08,329,6.13,"6,018",20.60,"47,720",8.13,"9,185",14.58,"6,614",9.16,"3,513",2.00,...,...,"4,547",34.49,9,80.00,-,--,59,-13.24,-,--,383,147.10,"2,187",-13.21,"1,473","1,612.79",202,24.69,234,-36.41,...,...,"2,195",451.51,-,--,2,0.00,114,936.36,4,--,521,"1,308.11",614,123.27,841,"4,847.06",61,103.33,38,52.00,...,...,"6,944",326.27,33,725.00,23,91.67,208,121.28,1,-83.33,40,21.21,"3,333",179.38,109,289.29,"1,772","3,591.67","1,425",575.36,...,--,"1,323",619.02,76,"3,700.00",2,100.00,97,185.29,-,--,22,633.33,492,351.38,3,-75.00,354,"3,833.33",277,"2,030.77",...,...
1994M10,"676,643",1.70,"2,290",-1.42,"1,174",11.81,"71,219",-0.52,678,4.79,"15,497",14.53,"450,621",2.20,"36,925",4.72,"29,465",-0.15,"68,774",-2.43,...,...,"84,433",8.85,989,0.20,438,27.70,"9,218",3.27,330,6.11,"6,080",21.02,"47,985",8.15,"9,193",14.16,"6,675",9.73,"3,525",1.50,...,...,"3,090",-10.85,8,14.29,-,--,66,-17.50,-,--,202,6.88,"2,297",-11.45,81,-15.62,224,42.68,212,-36.90,...,...,457,-0.44,-,--,8,300.00,32,33.33,2,100.00,49,-2.00,277,2.59,12,-75.00,59,126.92,18,-37.93,...,...,"1,445",-8.72,1,-90.91,13,-18.75,76,-3.80,1,--,39,-2.50,"1,104",-2.82,18,-37.93,47,-4.08,146,-34.53,...,--,156,-3.11,-,--,2,100.00,19,46.15,-,--,5,-68.75,108,21.35,3,-81.25,6,-14.29,13,-23.53,...,...
1994M11,"678,044",1.81,"2,294",-0.69,"1,178",12.08,"71,182",-0.55,677,4.48,"15,657",14.77,"451,661",2.32,"36,955",4.63,"29,620",0.16,"68,820",-2.33,...,...,"84,477",8.70,991,0.71,442,27.75,"9,228",3.21,329,5.79,"5,772",14.41,"48,247",8.48,"9,211",14.35,"6,712",10.14,"3,545",2.25,...,...,"3,228",1.89,11,175.00,-,--,57,-14.93,-,--,204,6.25,"2,416",1.34,68,-27.66,228,50.00,244,-4.31,...,...,480,29.03,2,--,3,0.00,10,0.00,1,--,43,-8.51,318,29.80,25,-19.35,48,182.35,30,57.89,...,...,"1,836",-25.52,7,-58.82,7,-61.11,93,19.23,5,--,44,-45.68,"1,384",-25.75,36,5.88,73,-17.05,187,-34.39,...,--,197,-36.66,-,--,-,--,18,100.00,2,--,15,-58.33,123,-38.19,6,-75.00,19,90.00,14,-48.15,...,...
