期間,合計--美金(百萬美元)_原始值,合計--美金(百萬美元)_年增率(%),合計--歐元(百萬歐元)_原始值,合計--歐元(百萬歐元)_年增率(%),合計--日圓(億日圓)_原始值,合計--日圓(億日圓)_年增率(%),合計--其他(百萬美元)_原始值,合計--其他(百萬美元)_年增率(%),隔夜--美金(百萬美元)_原始值,隔夜--美金(百萬美元)_年增率(%),隔夜--歐元(百萬歐元)_原始值,隔夜--歐元(百萬歐元)_年增率(%),隔夜--日圓(億日圓)_原始值,隔夜--日圓(億日圓)_年增率(%),隔夜--其他(百萬美元)_原始值,隔夜--其他(百萬美元)_年增率(%),1~3週--美金(百萬美元)_原始值,1~3週--美金(百萬美元)_年增率(%),1~3週--歐元(百萬歐元)_原始值,1~3週--歐元(百萬歐元)_年增率(%),1~3週--日圓(億日圓)_原始值,1~3週--日圓(億日圓)_年增率(%),1~3週--其他(百萬美元)_原始值,1~3週--其他(百萬美元)_年增率(%),1~12個月--美金(百萬美元)_原始值,1~12個月--美金(百萬美元)_年增率(%),1~12個月--歐元(百萬歐元)_原始值,1~12個月--歐元(百萬歐元)_年增率(%),1~12個月--日圓(億日圓)_原始值,1~12個月--日圓(億日圓)_年增率(%),1~12個月--其他(百萬美元)_原始值,1~12個月--其他(百萬美元)_年增率(%),隔夜利率(%)--最高--美金_原始值,隔夜利率(%)--最高--美金_年增率(%),隔夜利率(%)--最高--歐元_原始值,隔夜利率(%)--最高--歐元_年增率(%),隔夜利率(%)--最高--日圓_原始值,隔夜利率(%)--最高--日圓_年增率(%),隔夜利率(%)--最低--美金_原始值,隔夜利率(%)--最低--美金_年增率(%),隔夜利率(%)--最低--歐元_原始值,隔夜利率(%)--最低--歐元_年增率(%),隔夜利率(%)--最低--日圓_原始值,隔夜利率(%)--最低--日圓_年增率(%)
2007M04,"112,195",34.58,48,300.00,122,480.95,30,130.77,"109,106",35.93,...,...,...,...,...,...,136,-82.98,...,...,1,-88.89,...,...,"2,953",28.39,48,300.00,121,908.33,30,150.00,5.35,-,...,-,...,-,5.22,-,...,-,...,-
2007M05,"137,953",47.53,36,176.92,94,67.86,41,...,"134,022",48.35,...,...,...,...,...,...,38,-88.72,5,...,3,-86.36,...,...,"3,892",37.62,31,138.46,90,164.71,40,...,5.36,-,...,-,...,-,5.21,-,...,-,...,-
2007M06,"134,654",8.09,40,-27.27,100,-38.65,13,62.50,"131,028",7.93,...,...,...,...,...,...,806,60.56,...,...,25,-21.88,...,...,"2,819",5.58,40,25.00,74,-43.51,12,50.00,5.60,-,...,-,...,-,5.19,-,...,-,...,-
2007M07,"144,098",20.32,39,-11.36,141,27.03,18,80.00,"139,671",20.26,...,...,...,...,...,...,782,20.12,...,...,4,100.00,...,...,"3,645",23.02,38,-13.64,136,25.93,18,100.00,5.41,-,...,-,...,-,5.18,-,...,-,...,-
2007M08,"158,110",33.24,52,33.33,130,420.00,37,85.00,"154,041",35.15,...,...,...,...,...,...,824,-56.49,...,...,...,...,...,...,"3,244",16.19,52,36.84,129,416.00,36,89.47,6.60,-,...,-,...,-,4.85,-,...,-,...,-
2007M09,"117,677",3.63,133,72.73,107,101.89,46,39.39,"113,374",6.73,...,...,...,...,...,...,965,-78.09,5,-44.44,...,...,...,...,"3,337",14.12,127,86.76,106,100.00,46,39.39,5.78,-,...,-,...,-,4.70,-,...,-,...,-
2007M10,"147,339",43.86,189,209.84,470,480.25,10,233.33,"141,789",42.35,...,...,...,...,...,...,267,-26.85,19,...,...,...,...,...,"5,282",115.59,170,183.33,470,480.25,10,233.33,5.01,-,...,-,...,-,4.65,-,...,-,...,-
2007M11,"154,892",35.40,189,195.31,534,341.32,4,-80.00,"149,844",35.88,...,...,...,...,...,...,357,-40.70,...,...,...,...,...,...,"4,691",33.57,188,198.41,534,345.00,4,-78.95,5.00,-,...,-,...,-,4.44,-,...,-,...,-
2007M12,"155,995",28.80,160,68.42,650,778.38,22,-45.00,"151,179",30.13,4,-92.73,...,...,...,...,864,-60.09,...,...,...,...,...,...,"3,951",42.17,156,345.71,649,930.16,22,-43.59,6.25,-,4.58,-,...,-,4.00,-,4.58,-,...,-
2008M01,"164,119",28.54,178,423.53,503,478.16,22,-4.35,"158,246",27.43,...,...,...,...,...,...,"1,333",455.42,...,...,...,...,...,...,"4,540",39.74,177,580.77,503,484.88,22,0.00,4.47,-,...,-,...,-,3.10,-,...,-,...,-
2008M02,"132,971",62.74,208,"1,980.00",758,"1,031.34",56,211.11,"128,102",62.15,...,...,...,...,...,...,475,236.88,2,...,...,...,...,...,"4,393",71.20,206,"1,960.00",757,"1,064.62",56,229.41,3.24,-,...,-,...,-,2.96,-,...,-,...,-
2008M03,"195,786",51.94,191,124.71,445,368.42,16,-54.29,"190,647",51.80,...,...,...,...,...,...,309,29.29,...,...,...,...,...,...,"4,829",59.79,190,123.53,444,492.00,16,-52.94,3.65,-,...,-,...,-,2.25,-,...,-,...,-
2008M04,"161,835",44.24,219,356.25,677,454.92,29,-3.33,"156,270",43.23,3,...,...,...,...,...,897,559.56,10,...,...,...,...,...,"4,667",58.04,205,327.08,676,458.68,29,-3.33,3.08,-,4.77,-,...,-,2.20,-,4.77,-,...,-
2008M05,"167,919",21.72,240,566.67,774,723.40,116,182.93,"162,272",21.08,...,...,...,...,...,...,832,"2,089.47",32,540.00,5,66.67,...,...,"4,814",23.69,208,570.97,768,753.33,116,190.00,2.86,-,...,-,...,-,2.02,-,...,-,...,-
2008M06,"176,192",30.85,261,552.50,693,593.00,76,484.62,"170,965",30.48,...,...,...,...,...,...,552,-31.51,28,...,15,-40.00,...,...,"4,673",65.77,233,482.50,678,816.22,76,533.33,4.50,-,...,-,...,-,1.94,-,...,-,...,-
2008M07,"185,287",28.58,241,517.95,711,404.26,115,538.89,"179,690",28.65,...,...,...,...,...,...,632,-19.18,...,...,19,375.00,...,...,"4,965",36.21,240,531.58,691,408.09,115,538.89,2.92,-,...,-,...,-,2.00,-,...,-,...,-
2008M08,"200,191",26.62,289,455.77,823,533.08,162,337.84,"194,648",26.36,...,...,...,...,...,...,"1,073",30.22,...,...,12,...,...,...,"4,470",37.79,288,453.85,810,527.91,161,347.22,2.50,-,...,-,...,-,2.00,-,...,-,...,-
2008M09,"173,424",47.37,279,109.77,767,616.82,45,-2.17,"167,395",47.65,...,...,...,...,...,...,"1,639",69.84,4,-20.00,40,...,...,...,"4,390",31.56,275,116.54,727,585.85,45,-2.17,11.00,-,...,-,...,-,1.50,-,...,-,...,-
2008M10,"141,393",-4.04,270,42.86,718,52.77,91,810.00,"134,952",-4.82,...,...,...,...,...,...,"1,515",467.42,...,...,...,...,...,...,"4,925",-6.76,270,58.82,717,52.55,91,810.00,7.00,-,...,-,...,-,0.05,-,...,-,...,-
2008M11,"133,895",-13.56,230,21.69,"1,138",113.11,103,"2,475.00","127,336",-15.02,5,...,...,...,...,...,"1,224",242.86,...,...,...,...,...,...,"5,335",13.73,224,19.15,"1,138",113.11,102,"2,450.00",2.01,-,4.40,-,...,-,0.01,-,4.40,-,...,-
2008M12,"136,584",-12.44,284,77.50,882,35.69,41,86.36,"128,390",-15.07,...,...,...,...,...,...,"2,542",194.21,...,...,4,...,...,...,"5,651",43.03,283,81.41,877,35.13,40,81.82,1.40,-,...,-,...,-,0.01,-,...,-,...,-
2009M01,"87,533",-46.66,206,15.73,924,83.70,43,95.45,"82,651",-47.77,...,...,...,...,...,...,468,-64.89,...,...,...,...,...,...,"4,414",-2.78,205,15.82,923,83.50,42,90.91,0.80,-,...,-,...,-,0.01,-,...,-,...,-
2009M02,"122,556",-7.83,122,-41.35,926,22.16,95,69.64,"116,911",-8.74,...,...,30,...,...,...,660,38.95,...,...,4,...,...,...,"4,985",13.48,122,-40.78,891,17.70,94,67.86,0.97,-,...,-,0.37,-,0.02,-,...,-,0.37,-
2009M03,"135,259",-30.91,73,-61.78,719,61.57,49,206.25,"130,036",-31.79,...,...,...,...,...,...,917,196.76,4,...,8,...,...,...,"4,305",-10.85,68,-64.21,711,60.14,49,206.25,1.00,-,...,-,...,-,0.07,-,...,-,...,-
2009M04,"143,606",-11.26,53,-75.80,864,27.62,152,424.14,"136,228",-12.83,...,...,...,...,...,...,"1,526",70.12,7,-30.00,10,...,...,...,"5,852",25.39,46,-77.56,854,26.33,152,424.14,0.60,-,...,-,...,-,0.03,-,...,-,...,-
2009M05,"107,084",-36.23,243,1.25,630,-18.60,148,27.59,"101,447",-37.48,...,...,...,...,...,...,"1,786",114.66,...,...,14,180.00,...,...,"3,851",-20.00,243,16.83,616,-19.79,148,27.59,0.38,-,...,-,...,-,0.03,-,...,-,...,-
2009M06,"111,668",-36.62,106,-59.39,796,14.86,174,128.95,"105,281",-38.42,...,...,...,...,...,...,"1,594",188.77,4,-85.71,22,46.67,...,...,"4,793",2.57,102,-56.22,774,14.16,174,128.95,0.69,-,...,-,...,-,0.06,-,...,-,...,-
2009M07,"131,987",-28.77,89,-63.07,754,6.05,139,20.87,"126,055",-29.85,...,...,20,...,...,...,949,50.16,14,...,37,94.74,...,...,"4,983",0.36,75,-68.75,697,0.87,139,20.87,0.60,-,...,-,0.21,-,0.05,-,...,-,0.21,-
2009M08,"113,470",-43.32,129,-55.36,753,-8.51,182,12.35,"108,039",-44.50,...,...,...,...,...,...,"1,039",-3.17,8,...,38,216.67,...,...,"4,392",-1.74,121,-57.99,715,-11.73,182,13.04,0.33,-,...,-,...,-,0.05,-,...,-,...,-
2009M09,"125,532",-27.62,178,-36.20,832,8.47,331,635.56,"118,960",-28.93,...,...,15,...,...,...,"1,210",-26.17,...,...,35,-12.50,...,...,"5,362",22.14,178,-35.27,782,7.57,331,635.56,0.36,-,...,-,0.13,-,0.06,-,...,-,0.10,-
2009M10,"131,396",-7.07,68,-74.81,775,7.94,147,61.54,"125,900",-6.71,...,...,...,...,...,...,"1,031",-31.95,5,...,...,...,...,...,"4,465",-9.34,63,-76.67,775,8.09,147,61.54,0.33,-,...,-,...,-,0.03,-,...,-,...,-
2009M11,"121,317",-9.39,108,-53.04,730,-35.85,46,-55.34,"115,910",-8.97,15,200.00,...,...,...,...,747,-38.97,...,...,...,...,...,...,"4,660",-12.65,93,-58.48,730,-35.85,46,-54.90,0.33,-,0.42,-,...,-,0.01,-,0.42,-,...,-
2009M12,"127,775",-6.45,84,-70.42,882,0.00,69,68.29,"121,527",-5.35,...,...,107,...,...,...,"2,041",-19.71,...,...,...,...,...,...,"4,207",-25.55,84,-70.32,775,-11.63,69,72.50,0.46,-,...,-,0.11,-,0.01,-,...,-,0.10,-
2010M01,"118,103",34.92,66,-67.96,681,-26.30,59,37.21,"113,305",37.09,...,...,...,...,...,...,492,5.13,...,...,...,...,...,...,"4,306",-2.45,66,-67.80,681,-26.22,59,40.48,0.31,-,...,-,...,-,0.08,-,...,-,...,-
2010M02,"103,769",-15.33,31,-74.59,811,-12.42,156,64.21,"99,399",-14.98,-,-,-,-,-,-,352,-46.67,-,-,-,-,-,-,"4,018",-19.40,31,-74.59,811,-8.98,156,65.96,0.33,-,-,-,-,-,0.08,-,-,-,-,-
2010M03,"142,922",5.67,36,-50.68,700,-2.64,103,110.20,"137,368",5.64,-,-,-,-,-,-,973,6.11,-,-,-,-,-,-,"4,581",6.41,36,-47.06,700,-1.55,103,110.20,0.33,-,-,-,-,-,0.10,-,-,-,-,-
2010M04,"137,195",-4.46,41,-22.64,697,-19.33,103,-32.24,"130,121",-4.48,-,-,-,-,-,-,"2,675",75.29,-,-,-,-,-,-,"4,399",-24.83,41,-10.87,697,-18.38,103,-32.24,0.35,-,-,-,-,-,0.07,-,-,-,-,-
2010M05,"103,769",-3.10,31,-87.24,811,28.73,156,5.41,"99,399",-2.02,-,-,-,-,-,-,352,-80.29,-,-,13,-7.14,-,-,"4,018",4.34,31,-87.24,811,31.66,156,5.41,0.75,-,-,-,-,-,0.19,-,-,-,-,-
2010M06,"132,907",19.02,84,-20.75,676,-15.08,36,-79.31,"127,304",20.92,-,-,-,-,-,-,"1,729",8.47,-,-,13,-40.91,-,-,"3,874",-19.17,84,-17.65,663,-14.34,36,-79.31,0.75,-,-,-,-,-,0.19,-,-,-,-,-
2010M07,"144,029",9.12,136,52.81,865,14.72,415,198.56,"137,996",9.47,-,-,-,-,-,-,"1,113",17.28,10,-28.57,15,-59.46,-,-,"4,920",-1.26,126,68.00,850,21.95,415,198.56,0.43,-,-,-,-,-,0.19,-,-,-,-,-
2010M08,"147,838",30.29,84,-34.88,949,26.03,496,172.53,"142,595",31.98,-,-,-,-,-,-,494,-52.45,-,-,15,-60.53,-,-,"4,749",8.13,84,-30.58,934,30.63,496,172.53,0.43,-,-,-,-,-,0.17,-,-,-,-,-
2010M09,"140,724",12.10,128,-28.09,"1,054",26.68,290,-12.39,"136,016",14.34,8,...,1,-93.33,-,-,476,-60.66,80,...,14,-60.00,-,-,"4,232",-21.07,40,-77.53,"1,039",32.86,290,-12.39,0.40,-,0.37,-,0.20,-,0.17,-,0.37,-,0.20,-
2010M10,"141,835",7.94,97,42.65,795,2.58,314,113.61,"135,947",7.98,-,-,-,-,-,-,"1,378",33.66,-,-,30,...,-,-,"4,510",1.01,97,53.97,765,-1.29,314,113.61,0.34,-,-,-,-,-,0.17,-,-,-,-,-
2010M11,"143,403",18.21,66,-38.89,715,-2.05,173,276.09,"137,999",19.06,-,-,-,-,-,-,"1,047",40.16,-,-,13,...,-,-,"4,357",-6.50,66,-29.03,702,-3.84,173,276.09,0.35,-,-,-,-,-,0.17,-,-,-,-,-
2010M12,"162,265",26.99,100,19.05,790,-10.43,348,404.35,"155,972",28.34,-,-,-,-,-,-,"1,709",-16.27,-,-,15,...,-,-,"4,584",8.96,100,19.05,775,0.00,348,404.35,0.49,-,-,-,-,-,0.10,-,-,-,-,-
2011M01,"148,483",25.72,135,104.55,737,8.22,148,150.85,"141,280",24.69,20,...,-,-,-,-,"1,611",227.44,-,-,6,...,-,-,"5,592",29.87,115,74.24,731,7.34,148,150.85,0.38,-,0.99,-,-,-,0.18,-,0.99,-,-,-
2011M02,"107,573",3.67,72,132.26,696,-14.18,272,74.36,"102,409",3.03,-,-,-,-,-,-,925,162.78,25,-,-,-,-,-,"4,239",5.50,47,51.61,696,-14.18,272,74.36,0.46,-,-,-,-,-,0.18,-,-,-,-,-
2011M03,"177,868",24.45,90,150.00,824,17.71,135,31.07,"171,930",25.16,-,-,-,-,-,-,"1,359",39.67,-,-,9,-,-,-,"4,579",-0.04,90,150.00,815,16.43,135,31.07,0.65,-,-,-,-,-,0.11,-,-,-,-,-
2011M04,"147,959",7.85,83,102.44,776,11.33,472,358.25,"140,833",8.23,-,-,-,-,-,-,"2,217",-17.12,-,-,7,-,-,-,"4,909",11.59,83,102.44,769,10.33,472,358.25,0.42,-,-,-,-,-,0.07,-,-,-,-,-
2011M05,"151,224",45.73,112,261.29,774,-4.56,415,166.03,"142,624",43.49,-,-,3,-,-,-,"2,702",667.61,-,-,-,-,-,-,"5,898",46.79,112,261.29,771,-4.93,415,166.03,0.59,-,-,-,0.26,-,0.08,-,-,-,0.26,-
2011M06,"159,020",19.65,112,33.33,784,15.98,397,"1,002.78","149,412",17.37,-,-,-,-,-,-,"3,350",93.75,-,-,-,-,-,-,"6,258",61.54,112,33.33,784,18.25,397,"1,002.78",0.50,-,-,-,-,-,0.08,-,-,-,-,-
2011M07,"149,701",3.94,86,-36.76,818,-5.43,473,13.98,"141,260",2.37,-,-,-,-,-,-,"2,268",103.77,-,-,-,-,-,-,"6,173",25.47,86,-31.75,818,-3.76,473,13.98,0.45,-,-,-,-,-,0.04,-,-,-,-,-
2011M08,"157,095",6.26,70,-16.67,813,-14.33,165,-66.73,"148,374",4.05,-,-,90,-,-,-,"1,452",193.93,-,-,-,-,-,-,"7,269",53.06,70,-16.67,723,-22.59,165,-66.73,0.45,-,-,-,0.55,-,0.04,-,-,-,0.55,-
2011M09,"148,359",5.43,729,469.53,758,-28.08,230,-20.69,"138,416",1.76,665,"8,212.50",-,-,-,-,"2,228",368.07,-,-,-,-,-,-,"7,715",82.30,64,60.00,758,-27.05,230,-20.69,0.44,-,1.75,-,-,-,0.08,-,1.75,-,-,-
